milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
0,-2.1454266180638707e-15,-1.1390101377169625e-15,-1.2090592188974587e-15,3.9133937050719826e-13,2.59648880467584e-10,-8.28343784068973e-08,0.06000008119532335,7.206692430721121e-24,4.944110123465685e-11,-1.3150849766248137e-23,9.98312867627644e-16,-3.5544369899534484e-08,-2.654565800117407e-09,6.150282661693056e-18
100,-2.148813724506221e-15,-2.1633370085012297e-15,-1.2450665553758776e-15,-1.9246224141606427e-12,2.0767200484326456e-10,1.41489686079222e-07,0.05999996499535942,-2.2189774540156845e-24,-8.415829562322979e-11,1.1879536111911837e-24,-1.1455302167418984e-15,1.5669932063780015e-07,-1.6188269702794413e-09,-3.733641279876375e-18
200,-1.8160418532724643e-15,6.305616280565879e-16,-2.503525497447292e-16,-1.2962223656779611e-12,-8.318320563233802e-10,5.659007974891746e-07,0.05999975755423306,1.4714837450071405e-24,-8.53735683869045e-11,-5.103684933100095e-24,9.180084843269772e-16,1.5227848563707428e-07,-1.2204715277839203e-09,2.622769932194453e-18
300,2.2811694322926136e-15,-1.4945768735597943e-15,-5.959928880614191e-17,8.924336598143142e-13,-4.1743792711558444e-10,7.553531328848192e-07,0.05999966696562784,-3.1456888352671878e-24,8.909062042722405e-11,-4.683383908118805e-24,-3.706395019541178e-16,3.2112230341486276e-07,2.614027166907329e-09,-3.751118941351147e-18
400,-1.5295311456192527e-15,9.144220778419168e-16,7.175630467234619e-16,3.9282228566168777e-13,4.057266873382805e-10,8.64023032233365e-07,0.059999515372009704,6.640254124102792e-24,2.9989879745350574e-11,1.1024775517608387e-24,-1.3035576641776356e-15,4.770329336351744e-07,3.967283519699276e-09,6.5271145734826024e-18
500,2.347870362401583e-15,-1.6345311053775314e-15,-1.1160260780314586e-15,2.8134999559312227e-12,1.3514595546310125e-09,1.362924095397825e-06,0.05999941117905626,6.396521971448277e-24,7.626420771542679e-11,5.0522275868419465e-24,7.77262996875361e-16,6.086233272750302e-07,2.506236261230204e-09,1.581924453728947e-18
600,-3.2426355882578115e-16,1.7566099879932106e-15,1.2064899583683752e-17,2.023838109922028e-15,6.46903721560348e-10,1.5174340665136787e-06,0.059999196395684164,-2.4652464860334904e-24,1.1020946079227196e-10,-9.660250870534738e-24,-1.939473942312775e-16,6.928505643477313e-07,2.7631758105041133e-09,3.2109978337726895e-19
700,-8.199040963262783e-16,2.2154820773274212e-16,2.9606424745442454e-16,1.3817046142912173e-12,7.47167568849698e-10,1.7132858530066105e-06,0.059999201872705216,9.888070184012601e-24,-3.363558866696864e-11,6.105508288004887e-24,7.425033847612259e-16,8.004132798241457e-07,5.309343962979276e-09,-1.5328357041128389e-18
800,-6.825458629650765e-16,1.542226816897712e-15,-1.1808889348704426e-15,1.534303956408852e-13,1.1617698908190117e-09,1.8458749948858913e-06,0.059999029770574974,4.767875451206523e-24,3.4182282651255146e-11,-1.1765563643252662e-23,-7.476647240079514e-16,9.32629032260322e-07,3.178515264032565e-09,1.376774071825179e-18
900,-7.769182911502936e-17,-3.644570552434708e-16,4.72195360009321e-16,2.502752954698004e-12,1.4113955427616054e-09,2.1390747441793743e-06,0.05999886506358095,1.3364267041459271e-25,1.3556374633566221e-10,-7.434827484565126e-24,2.5428714232259833e-17,1.0066684904210229e-06,8.912544785981202e-09,-4.087589697551212e-18
1000,-2.1587549677424964e-16,1.1323710883967872e-15,-1.1055484645708242e-15,1.3765163055053678e-12,3.491491731633074e-09,2.6001654278219e-06,0.059998884780159294,1.1408743386995745e-23,4.567347608826143e-11,9.170389440997257e-24,-5.134539622384481e-16,1.1971495788569566e-06,7.775113026848759e-09,6.762007358159907e-18
1100,2.638021070973623e-15,4.021361163686911e-15,1.639019779605738e-15,2.166101666235045e-12,3.1142184590098054e-09,2.9069682266861878e-06,0.059998728287813885,-7.748234702340516e-24,9.419468252248212e-11,-5.503597296412459e-24,6.8081396724768835e-16,1.3410603199639602e-06,7.784902558985403e-09,-4.4360913085628256e-18
1200,3.3253230276411115e-15,1.6405911756520131e-15,-2.492465584078909e-16,5.13096640325802e-13,5.094616168459707e-09,2.898607330298741e-06,0.05999858051390648,4.5064444690255135e-24,3.236157120737136e-11,9.735846135025356e-25,-9.777453097783729e-16,1.501734601272493e-06,1.1817029526332789e-08,-4.666538172338949e-18
1300,2.091496523033845e-15,3.0838125742925364e-15,4.512395662543297e-16,3.493950930526993e-12,5.548481045443518e-09,3.115742838463673e-06,0.05999848873640997,1.2069712650893855e-23,1.6242971709309125e-10,1.5573784999954007e-24,-2.8842641492572203e-16,1.5650210020063216e-06,1.0310799112736369e-08,6.467455173017357e-18
1400,4.355930026526288e-15,4.5641381177319235e-15,1.4983168443580779e-15,6.884219563487887e-12,6.107381805933222e-09,3.5443233936273204e-06,0.05999826360144813,-8.969048443664728e-24,1.3247841778458117e-10,-5.187098648831949e-24,-1.3427457091935376e-16,1.7180712722756337e-06,1.5795611961808515e-08,-4.573629516703725e-18
1500,4.5931398599100954e-15,6.533254315104663e-15,2.8501141131695685e-16,5.986562473106256e-12,6.02424455481773e-09,3.7229857552475723e-06,0.05999814327809907,-9.718407614166342e-24,2.304240650017832e-10,9.118506325523266e-24,4.621031508588822e-16,1.7819659066370722e-06,1.8918927080141465e-08,7.24862551358677e-18
1600,4.4090438227757606e-15,6.872833025060334e-15,1.867232077897803e-15,6.4738462903132475e-12,8.565784861939413e-09,3.908568189300826e-06,0.05999815843316759,1.0662836638854608e-23,1.65169092331128e-10,8.988484129553499e-24,1.5070007761591578e-15,1.8921271964733127e-06,1.8968802283484602e-08,-4.183652780677508e-18
