milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
1700,8.479359095620008e-15,7.506623053210965e-15,2.5478050209193543e-15,6.618572331208825e-12,9.631271616135132e-09,4.333259211899295e-06,0.05999799949380839,-1.1334631222734106e-23,3.5729605496407167e-10,1.3054109440814145e-24,9.256494562750805e-17,2.032825932315384e-06,1.9942084610153355e-08,1.0147360833901997e-18
1800,9.575031681118356e-15,8.814494822749612e-15,2.3218019856348074e-15,9.415713618365006e-12,1.0661428400482782e-08,4.5814424074244025e-06,0.05999789713149844,7.28412427874075e-24,2.885993128850738e-10,-1.2250117521602029e-23,3.7262720289648584e-16,2.0755096280174913e-06,2.540220761798887e-08,2.0116676036567385e-18
1900,7.72210396924123e-15,6.458779946098594e-15,3.169329722719062e-15,1.250808512615065e-11,1.1808890077226662e-08,4.66374012978813e-06,0.05999777606522114,1.3076581116633173e-23,4.2466104147108984e-10,-7.286556478785336e-24,1.2067127358935506e-15,2.2155892814822578e-06,2.6818495420659833e-08,3.054434312525085e-18
2000,9.180952194403761e-15,9.8914983987193e-15,1.5630872168638147e-15,1.0284865606911856e-11,1.257287992128944e-08,4.94813203873145e-06,0.059997679921784716,1.270465067471684e-23,4.976653124427307e-10,-1.0337147840144335e-23,2.509249115529502e-15,2.3718830480500415e-06,3.165420337764617e-08,1.028349560089878e-17
2100,9.921638405385797e-15,1.2460126905188263e-14,3.685673335671665e-15,1.2048703882816836e-11,1.2127929949390726e-08,5.1518483890810285e-06,0.05999748186959517,3.99578138258404e-24,5.114584223509753e-10,2.5552372853461534e-24,2.820451887219125e-15,2.5646056143589135e-06,3.030680479137718e-08,7.644835983949608e-19
2200,1.450410476427656e-14,1.4186304568199267e-14,3.1833343914604284e-15,1.6644102018514512e-11,1.5514625515704588e-08,5.361506252376371e-06,0.05999727185981396,4.89995847158916e-24,5.957852977605965e-10,-1.907497168228034e-24,2.6932165742473737e-15,2.638463920084748e-06,3.646205425969265e-08,3.735628537628165e-18
2300,1.6534336104383573e-14,1.4741669593422435e-14,3.191274884068943e-15,1.9913138985342012e-11,1.66457683771747e-08,5.550452759036256e-06,0.05999730637329111,1.2965860068550826e-23,6.04267120044547e-10,1.566207561925016e-23,4.897751135994596e-15,2.7990486623829295e-06,4.1990183583734254e-08,1.197394360447929e-17
2400,1.8256988440885132e-14,1.7857116335234325e-14,4.7483763954353525e-15,1.94611254588116e-11,1.8153748264971322e-08,5.832096417200481e-06,0.05999706112256918,-2.9377207373721945e-25,7.760638592180557e-10,4.088661531294903e-24,4.044071359853835e-15,2.9292962784158253e-06,4.516707053507448e-08,1.3216777380941377e-17
2500,2.025738253996393e-14,1.9973295219102805e-14,5.469336582883961e-15,2.4413657867087696e-11,1.9131664743960808e-08,6.292206366113408e-06,0.059997046561636264,1.2065546491329469e-23,9.505818698490301e-10,1.288562060557024e-23,7.233011794546363e-15,2.9554188701989504e-06,4.5071631468190467e-08,1.3631659394871373e-17
2600,2.2842313218451167e-14,2.2818219650479654e-14,7.94730915290597e-15,2.878771688323775e-11,2.105304843817872e-08,6.293546106422528e-06,0.059996869793027825,2.067331705447653e-23,1.0834449016940167e-09,7.345755100679947e-24,8.698684591279892e-15,3.190166342803645e-06,5.1584801831080783e-08,1.8891174373775868e-17
2700,2.491338595743244e-14,2.582820882632882e-14,8.739672099906122e-15,2.7628251094900442e-11,2.190259836449154e-08,6.8844692044321355e-06,0.059996788746510085,2.5622922689608332e-23,1.0918515512719918e-09,4.569970968255222e-25,8.741420035526233e-15,3.2112543221023146e-06,5.386630360479875e-08,2.0648217478108916e-17
2800,2.810319192230142e-14,2.5876821024171595e-14,1.0857394803551677e-14,3.2092155025988566e-11,2.2493999502688632e-08,7.020451904709578e-06,0.05999659366642563,2.1466892721357903e-23,1.3170924614494387e-09,6.480540089458282e-24,1.0623883755997777e-14,3.317555215184764e-06,5.6947454667927446e-08,3.0897690594618375e-17
2900,3.2576254896191973e-14,2.929078021610657e-14,1.1749556916572388e-14,3.7130359655409294e-11,2.554956272829384e-08,7.231766628148961e-06,0.059996472119544,2.922560280893988e-23,1.3541519113911149e-09,2.350682259078069e-23,1.2705853598727951e-14,3.4916319615690545e-06,6.551572604983087e-08,2.9235375765897653e-17
3000,3.219067402803378e-14,3.208527177112825e-14,1.2767510691621947e-14,3.837176529136874e-11,2.6762115810324533e-08,7.646457265920913e-06,0.05999647714156244,2.97440440685041e-23,1.5902876384456122e-09,2.742566370379431e-23,1.3962851831614777e-14,3.5292193528702136e-06,6.582071651638104e-08,4.211158794100736e-17
3100,3.885716148316301e-14,3.600806404653751e-14,1.6038331995246328e-14,4.575247864509809e-11,2.7759370761520428e-08,7.783550105405933e-06,0.05999621730059703,3.741703027283934e-23,1.7193344965423853e-09,3.5945139515289095e-23,1.3936604350573124e-14,3.7343775989505163e-06,7.243394352840254e-08,5.4337886805688003e-17
3200,3.939270511793467e-14,4.128471125714862e-14,1.7956999841189884e-14,4.9516573000885283e-11,2.9966171676938696e-08,7.828124760339594e-06,0.05999618741741186,4.3090119634362985e-23,1.8792614760586767e-09,4.36678817476207e-23,1.6066183457539736e-14,3.8397055384851206e-06,7.748608477594209e-08,6.333424327089128e-17
3300,4.4042401857735314e-14,4.587808735700201e-14,1.7894894814231684e-14,5.115693712233079e-11,3.244845427064465e-08,8.040122356646917e-06,0.05999599908604818,6.12329624240069e-23,1.9032929470194235e-09,5.747335843622996e-23,1.9622603151089867e-14,3.980268691400718e-06,8.402627849083694e-08,6.573628317398661e-17
3400,4.903993268162801e-14,4.813986678399903e-14,2.1921191285214235e-14,5.85862459003955e-11,3.373010359243787e-08,8.530642781502781e-06,0.059995848584971846,8.354929531075395e-23,2.166681375577275e-09,7.327880271082367e-23,2.208677461738716e-14,4.048181128810817e-06,8.554101324201152e-08,7.870632139183866e-17
3500,5.451173911041204e-14,5.3808499800177265e-14,2.3567094178285534e-14,6.596766676797132e-11,3.5847378660426267e-08,8.801350739417628e-06,0.05999585813836813,1.0607612650088107e-22,2.3947185024748757e-09,8.187417446344074e-23,2.3562574436357605e-14,4.2554619994557775e-06,9.081587504079871e-08,8.23964652774549e-17
3600,5.856868528062805e-14,5.851921723024321e-14,2.61907658515326e-14,6.870505146441557e-11,3.784997751901069e-08,8.996410323816596e-06,0.059995666197080154,1.0161493803113987e-22,2.6176013640431852e-09,1.0623583499533988e-22,2.7928272178690456e-14,4.214868168212164e-06,9.475645405399702e-08,1.042902659937337e-16
3700,6.464714636127068e-14,6.185843928581937e-14,2.885508666226449e-14,7.630523302197046e-11,4.089063343397967e-08,9.148623385729152e-06,0.05999548083658938,1.4071741083180054e-22,2.820165189554171e-09,1.170454753175771e-22,2.930619725937498e-14,4.401468888136347e-06,1.032258579766395e-07,1.12101815176269e-16
3800,6.963265801906579e-14,6.626046786760056e-14,3.390463493674787e-14,7.952345888082019e-11,4.133490897250731e-08,9.345887643136597e-06,0.05999534972771076,1.5956058525214698e-22,2.976336968705242e-09,1.310866382277276e-22,3.191271681293346e-14,4.584503018913939e-06,1.08641679472092e-07,1.2711469775296573e-16
3900,7.439083071457314e-14,7.471278242804798e-14,3.6833484053549245e-14,8.98443892595507e-11,4.3132714439446445e-08,9.530373501233987e-06,0.05999536076077311,2.0320257448382217e-22,3.2521771395340362e-09,1.6931634252148813e-22,3.58579254654668e-14,4.726278567699773e-06,1.158993236624722e-07,1.5514221117138894e-16
4000,7.900092019006248e-14,7.924022604300167e-14,3.9286215903548264e-14,9.424005285649581e-11,4.618996286239097e-08,9.997882986492931e-06,0.05999518620995123,2.3269134323632436e-22,3.4197942159573756e-09,2.0450752171912e-22,4.057229687760289e-14,4.715930754152472e-06,1.2215716309053473e-07,1.6985832650774353e-16
4100,8.779522100596944e-14,8.74346182056928e-14,4.525077457664853e-14,1.0002180090492875e-10,4.902338084425524e-08,1.0335233473456997e-05,0.059995088252687345,2.71942022066762e-22,3.6630475772194345e-09,2.5190669712068625e-22,4.562433074929399e-14,4.82333425913148e-06,1.241525552850405e-07,1.888669704879668e-16
4200,9.37633355538165e-14,9.088813133347771e-14,4.832087028841097e-14,1.1112759784892555e-10,5.07808026837855e-08,1.0342707513923032e-05,0.05999489178777071,3.092821951496572e-22,4.009562440568126e-09,3.057321694583888e-22,5.0284343428509347e-14,5.1016558597981065e-06,1.323660917956474e-07,2.1833910007982247e-16
4300,9.786878790596876e-14,9.94869954878707e-14,5.389267598854881e-14,1.1524904898969726e-10,5.409896332325493e-08,1.050917506645158e-05,0.059994850943619386,3.6381950754985475e-22,4.101364753199329e-09,3.696660067865076e-22,5.3566204520814446e-14,5.1205143551976e-06,1.4067086126002758e-07,2.379395631379702e-16
4400,1.0511311825672229e-13,1.064667324750796e-13,5.863220757807582e-14,1.257772430898066e-10,5.650840264061225e-08,1.1023929153436189e-05,0.05999470516736414,4.35140441241873e-22,4.463106630350147e-09,4.17565027484319e-22,5.913649195590876e-14,5.282374986396492e-06,1.4244304239966582e-07,2.7695986738934835e-16
4500,1.1362745503544483e-13,1.142253663201254e-13,6.555314241325079e-14,1.3157989232688367e-10,5.8023210699984914e-08,1.1221275727756789e-05,0.05999460586437475,4.871452306599381e-22,4.698899983858387e-09,4.96878623476745e-22,6.451934756793076e-14,5.441413106313552e-06,1.4884537576811996e-07,3.007314334730339e-16
4600,1.2165277736461774e-13,1.2087671032752178e-13,7.073834066701364e-14,1.4130217994694697e-10,5.972832331632454e-08,1.1483260662076449e-05,0.05999443335645402,5.785149433354355e-22,5.0605403695003335e-09,5.9797578634329005e-22,7.094068063913979e-14,5.440043382611192e-06,1.5824314986064634e-07,3.372232030300008e-16
4700,1.3133412879295773e-13,1.2848032532893923e-13,7.671110980705564e-14,1.5313030799893337e-10,6.371887134121969e-08,1.1567661533218066e-05,0.059994280943324436,6.689953682080838e-22,5.377041078759559e-09,6.885355052160123e-22,7.644179902378635e-14,5.549467000248041e-06,1.6297752922173928e-07,3.7243223860895765e-16
4800,1.3957036571398002e-13,1.3871254496285542e-13,8.351724582955667e-14,1.6269476751673306e-10,6.675285821226588e-08,1.1963109967676425e-05,0.05999415827448045,7.572312016903774e-22,5.646442091103914e-09,8.094874502647739e-22,8.446551146092365e-14,5.7243843375756834e-06,1.6958202434960104e-07,4.0704201528245617e-16
4900,1.4693220137725198e-13,1.4764285238997151e-13,9.078747458639816e-14,1.7082645589545274e-10,6.914567085087254e-08,1.2060287105834878e-05,0.05999416820077906,8.726609899135047e-22,6.106592379426541e-09,9.696965685934835e-22,9.204416445300436e-14,5.794623692459347e-06,1.8166094501147432e-07,4.629730127061207e-16
5000,1.5783803805696919e-13,1.551547987282388e-13,9.969765114594985e-14,1.8325426770834968e-10,7.176951065165137e-08,1.2351149790068113e-05,0.059994033999727366,9.968744018571325e-22,6.486610749645333e-09,1.1382773837467345e-21,9.755973658441603e-14,5.910319951951369e-06,1.846993564262503e-07,5.08181816817797e-16
