milliseconds,CaER,Ca_Cyt,p3
0,0.0,0.0,0.95
100,-0.02828509329338385,0.02828509329338385,0.950934232850433
200,-0.039902547014633936,0.039902547014633936,0.9509963071236738
300,-0.046357716379841686,0.046357716379841686,0.95065360210144
400,-0.05059241217681078,0.05059241217681078,0.9500808391885759
500,-0.05372875904095558,0.05372875904095558,0.9493602686379852
600,-0.056274406348800717,0.056274406348800717,0.9485354197036485
700,-0.058482866049381,0.058482866049381,0.9476312901275274
800,-0.060489394910386414,0.060489394910386414,0.9466632275357685
900,-0.06236997509997632,0.06236997509997632,0.9456412607354215
1000,-0.06416874093225314,0.06416874093225314,0.9445723142947613
1100,-0.06591264295233051,0.06591264295233051,0.9434614506955381
1200,-0.06761847584090461,0.06761847584090461,0.9423125535405801
1300,-0.06929713749174989,0.06929713749174989,0.9411287345724122
1400,-0.0709559053578969,0.0709559053578969,0.9399125809794717
1500,-0.072599833021766,0.072599833021766,0.9386663052424273
1600,-0.07423242564695468,0.07423242564695468,0.93739184482554
1700,-0.07585634996544754,0.07585634996544754,0.936090931278847
1800,-0.0774736939953975,0.0774736939953975,0.9347651274277409
1900,-0.07908607701238433,0.07908607701238433,0.933415853945948
2000,-0.08069481175399,0.08069481175399,0.9320444138478542
2100,-0.0823010144953496,0.0823010144953496,0.9306520107860246
2200,-0.08390568508349378,0.08390568508349378,0.9292397612292671
2300,-0.0855097331069796,0.08550973310697961,0.9278086989574956
2400,-0.08711394358264236,0.08711394358264239,0.9263597646862339
2500,-0.08871914003341227,0.08871914003341229,0.9248938527697386
2600,-0.09032619325279174,0.09032619325279174,0.9234118127058354
2700,-0.09193582162370616,0.09193582162370616,0.9219143885192672
2800,-0.0935488595934666,0.0935488595934666,0.9204022979192013
2900,-0.09516605272275076,0.09516605272275076,0.91887616894619
3000,-0.09678818018844895,0.09678818018844895,0.9173365814742832
3100,-0.09841602576795846,0.09841602576795846,0.9157840582794199
3200,-0.1000504477622925,0.10005044776229251,0.9142190736679533
3300,-0.1016923474298471,0.10169234742984712,0.9126420521754729
3400,-0.10334269047804248,0.1033426904780425,0.9110533630986946
3500,-0.10500251833462385,0.10500251833462386,0.909453329559133
3600,-0.10667289343460394,0.10667289343460395,0.9078422109738953
3700,-0.1083549619248001,0.10835496192480011,0.9062202162395729
3800,-0.11004991629618653,0.11004991629618655,0.9045874941379899
3900,-0.11175916154344116,0.11175916154344118,0.902944138731198
4000,-0.1134840620101018,0.11348406201010182,0.9012901839652909
4100,-0.11522605785884256,0.11522605785884257,0.8996256058734285
4200,-0.11698689144565491,0.11698689144565493,0.8979503176523518
4300,-0.11876832182516281,0.11876832182516282,0.8962641730134788
4400,-0.12057234768923207,0.12057234768923208,0.8945669481458435
4500,-0.12240110566627006,0.12240110566627008,0.8928583563771556
4600,-0.12425696360223368,0.12425696360223369,0.8911380229214605
4700,-0.1261424799720558,0.1261424799720558,0.8894054982938465
4800,-0.12806046277919564,0.12806046277919564,0.8876602401426599
4900,-0.13001400686777978,0.13001400686777978,0.8859016101264864
5000,-0.13200646609524294,0.13200646609524294,0.8841288772723055
