milliseconds,U,I,V,C
0,1.0011892756959653,0.0032339599965892493,0.10932543221956897,0.07082544906075033
100,0.8749272402653304,0.11115286989205095,0.017965097545665654,6.621599597965366
200,0.8531819481396283,0.11616645551180607,0.003451132649516263,9.320221834979133
300,0.8294038895956863,0.14074893637879657,-0.01687483663350791,10.027696971327108
400,0.801220025905384,0.1462477170871217,-0.01481149848342843,10.333006867172163
500,0.7797598551708654,0.16284660744774457,-0.011363186282247483,10.08202028123307
600,0.730444053594173,0.17750583694145983,0.019517836956027185,9.69788531894096
700,0.6953646059693942,0.2007571214092643,0.004323124586205997,9.4217191882204
800,0.667100366927888,0.22511333831289804,0.01244402873683098,9.01822070102466
900,0.6272410530041597,0.2433485115229477,-0.002481328813133187,8.665800852023889
1000,0.5773234020249299,0.27360190631978426,0.005784637616301249,8.3388507532388
1100,0.504454903069265,0.3032943460721027,0.01400966483961357,8.012822918539438
1200,0.4529815713355474,0.3254917874017602,0.0055540820382752425,7.924346408752805
1300,0.38721449920018586,0.35304253813683395,-0.009618568522396793,7.389321239198802
1400,0.3108199619625311,0.3976474877449571,-0.0005309014779982992,7.177658060484798
1500,0.237129770618168,0.4337931079844097,-0.005644798466041927,6.938701697214844
1600,0.1449391768736597,0.48057623490657064,-0.016526025836837432,6.768266229312067
1700,0.05170610575637192,0.5339854717020346,0.01484344577818273,6.309803743141502
1800,-0.0004176548654591357,0.5397874685211654,0.039329781204727826,6.230866950919287
1900,0.013947221593029871,0.47964286110246396,0.17266081713299844,5.971194180626421
2000,0.012244863053821891,0.436458008935935,0.2397509866233654,5.582918489256641
2100,0.01461435222435339,0.4003130611814006,0.3132118350571378,5.304620402061994
2200,-0.008791224979230537,0.3551555312947998,0.4254029154213686,5.260401417430429
2300,-0.012623371195933831,0.3277536429073164,0.47069123735353946,5.044139386852334
2400,-0.010376439301089694,0.28739223980891526,0.5330074233615992,4.693734766786064
2500,0.008180748846304408,0.26614978199570877,0.5943593217010659,4.683321325171725
2600,-0.0029648973404519663,0.2340018493152929,0.6573847350338199,4.385022737051959
2700,-0.010367487788278134,0.22407133418029632,0.6703482269663944,4.151038041262405
2800,-0.004663515786039789,0.20195372013744864,0.7364081964245547,4.014598886352736
2900,-0.015257845268901919,0.17096842675032184,0.7789130633535474,3.835201722992098
3000,0.008974528105576085,0.16503224136585679,0.7874307686640213,3.65623599297365
3100,-0.0024341150621308883,0.13849725661248102,0.8279427446082617,3.6098949599121717
3200,-0.014348636967193474,0.12720341709758756,0.8723187364515674,3.545359501706105
3300,0.00842312585318138,0.1242425551128156,0.8704575319831637,3.428654063055138
3400,-0.01472031553044228,0.11200545600368761,0.9164903172116883,3.0935915601552955
3500,-0.016213262540942335,0.09002212120506235,0.9416656690961143,3.057959530171221
3600,-0.006611742483204084,0.08637773147892332,0.9566999520555051,3.0229153001580946
3700,-0.0015429680601404467,0.0838759423785487,0.9574380713242556,2.8848948994113686
3800,0.0018574289793427139,0.0728336324267211,0.9527366059523175,2.808908803283695
3900,0.010654527886813554,0.06998336086588565,0.9799789106637745,2.511795279218808
4000,0.015597211056921457,0.053586583686394004,1.018787771385145,2.4959684446753303
4100,0.006005255250401616,0.049868252878153635,0.9893711054614752,2.4045868588016965
4200,-0.008583720368650289,0.05258683320229288,1.0045894937248043,2.2553121085263026
4300,0.0036644605420894415,0.039980751657627926,1.0129556127309531,2.1066960869910787
4400,-0.0028708318257558993,0.034554830164432206,1.045200916601801,2.0436675435281426
4500,0.011909953597162326,0.028807432715622014,1.0309102576169273,2.035887671740829
4600,0.013613036579054218,0.0342950771172917,1.0412214122874337,2.0845993798775395
4700,-0.009252229555607724,0.030619617955939055,1.0538181774592494,1.8030662587029538
4800,0.010799387851523682,0.02544685754994636,1.0468248122820163,1.899948893138883
4900,0.014570259455247012,0.01780640644310119,1.0811406356409201,1.7843513221588219
5000,0.00162081262993334,0.022877361962294226,1.0745781153553837,1.6652302842185722
