miliseconds,U,I,V,C
0,1.0030921767531917,-0.00014020814851445105,0.1212129660727525,0.16375091735711575
100,0.8836576595268638,0.10322389216561317,-0.014336443922989422,6.475811896608333
200,0.8665448461109695,0.12669338881330622,-0.006652651178728324,9.102358424622471
300,0.8396541406079049,0.13183486584884135,0.01779293272934405,10.058865776479545
400,0.816886699592631,0.15413989928060087,-0.0163994369764394,10.324976315002425
500,0.7852646640747434,0.16359143555263958,0.019616444992770387,10.197578146640273
600,0.7422918479625734,0.1853649497885196,0.018919774361722062,9.82224645569257
700,0.7002046490340208,0.2068305674497594,-0.0072169379405005295,9.465642190974398
800,0.6532187581181099,0.21276977366101457,0.00809824621905304,9.021366541209225
900,0.6246393844396049,0.23872202764927533,-0.007687428189501062,8.69068828061082
1000,0.5686925430371207,0.264704392122451,0.01708811816176299,8.329710207346935
1100,0.5053529694907487,0.2900405691223508,0.020485324358596787,8.017403634026818
1200,0.4711735816189444,0.3318779114713621,0.004576981661950804,7.7140562152694745
1300,0.396962049218632,0.35659147666054664,-0.014136723670678654,7.47491577745678
1400,0.32002364260114735,0.39335819009445544,0.0043842770740933,7.311318273270066
1500,0.2523811552010662,0.44280915363041146,-0.013025872168720235,6.854045558849418
1600,0.15952595522427213,0.48982630380154163,0.013618824855069505,6.6482024456715925
1700,0.06361276626867102,0.5222702138289488,0.02747188510417188,6.513939014445354
1800,-0.010957803426781716,0.5375398669465724,0.0329522914623529,6.050187150688087
1900,-0.012631486002131983,0.47969687764548624,0.16414711921797207,5.863992797661615
2000,0.005140065572862906,0.43883298097995155,0.24020853195562897,5.637817568919185
2100,-0.0161016908465774,0.3904293291006162,0.32202197183115133,5.383162381325729
2200,-0.0077233263454690995,0.3640063676764524,0.39423818079924544,5.169829617846734
2300,-0.009121496390389873,0.31904120686506077,0.49187556392962967,4.948164036437016
2400,-0.012025917732043555,0.2949132365725649,0.5169527420144645,4.78605591343022
2500,0.0011306530024666668,0.259091866051294,0.6005260648972748,4.59444258031708
2600,-0.002597377971794464,0.23505065562270552,0.6640186365496057,4.380263994541073
2700,-0.011311514491804744,0.21111236212073065,0.6663101993619206,4.242485813595826
2800,0.003914552981941232,0.19972185670365822,0.7322661442137711,3.9856167721520466
2900,0.014793466558032625,0.18087385069095624,0.7451987982313457,4.024394095658574
3000,-0.011343326292704091,0.164688226623815,0.780863430841927,3.678080034387166
3100,-0.011942664649198603,0.14584842784818297,0.8489057855044859,3.531298158969047
3200,-0.009249591850462934,0.13846476434508317,0.8707133971121388,3.53589605887457
3300,0.006166505373572721,0.1243317499184006,0.8620199395222762,3.3980376086348896
3400,0.00293453483565726,0.10600829466753672,0.918596247659917,3.1962432297736663
3500,-0.004400506789035281,0.09534427325803693,0.9056676009107731,3.1508430656782407
3600,0.004028110485845971,0.08753062717383317,0.936868824314258,2.850253231678856
3700,0.007741773319189228,0.0847305274243664,0.9467367229889024,2.780435882372276
3800,0.00779643350972388,0.06784531125776594,0.9678873171808978,2.6785677048158587
3900,-0.0003286985535928672,0.06810498690875579,0.9935021042869695,2.551905720939636
4000,-0.007286801360220089,0.05704918224612752,0.9870181932510559,2.468600118723656
4100,-0.011467725493898647,0.05809231625218483,1.0107202726319366,2.4165047541971045
4200,0.013979824859353713,0.04072822932561398,1.029483589990876,2.3936682416228696
4300,-0.00930316396768295,0.045194127097588396,1.0297794038113393,2.1723109154269635
4400,-0.01541208698464787,0.0336441013746255,1.0381207241812402,2.1267758970130166
4500,-0.002538530064271077,0.04015989719653674,1.0357235634829018,1.9728019395510665
4600,-0.008908189091284947,0.024960643735684424,1.0548023298323008,2.1112985150549624
4700,-0.006023292413752968,0.024238609351891545,1.0671307080278079,1.8574707435305675
4800,0.0019398144595113467,0.03324744091944884,1.0618251559939067,1.8428472447069133
4900,0.0006864273531792909,0.021499264773528835,1.0528623351900768,1.640306787708829
5000,-0.014917887829128383,0.021226174151148094,1.0853740753132337,1.7252719360217659
