miliseconds,Sic1,Cdk1_Clb5or6,Cdk1_Clb5or6_Sic1,Clb5or6_degraded,Cdk1_Clb3or4,Cdk1_Clb3or4_Sic1,Clb3or4_degraded,Cdk1_Clb1or2,Cdk1_Clb1or2_Sic1,Clb1or2_degraded,Sic1_degraded_re14,Sic1_degraded_re18,Sic1_degraded_re5
1000,4.8901443667857585,0.00598559788729878,0.08752508650601162,0.003558134237530906,0.0008495358328508137,0.011948367479325738,0.0006023109730440521,0.00013761767208249353,0.0018270691920278623,6.794167789557634e-05,2.4283165061143245e-05,0.0002289449870883799,0.0014381644222593365
1100,4.869026204269349,0.006162773346651815,0.10155643182028747,0.003648073946132935,0.000883892261479924,0.015351352347794748,0.0005670167148177609,0.00013554717389618765,0.002154896819725614,0.00010537618729175656,4.542154068489476e-05,0.0002524627563149302,0.0019627813490362316
1200,4.8688085552871,0.006290281709849986,0.11545610827975442,0.005186642274710056,0.0009769819401246997,0.01566432945412973,0.000777204845599979,0.0001521861197959151,0.0025052639895297613,0.00011520838150378929,4.549083735246375e-05,0.0003295061554695812,0.0036123726026065553
1300,4.85785585627083,0.006375786422128898,0.11863892689199264,0.005937016817528132,0.000963782239476049,0.017242084368356305,0.000707531653306513,0.00014885717090331091,0.002691741176495475,0.00012211651541904053,8.48225899692855e-05,0.0004584801823102793,0.003094141586936836
1400,4.837067193399992,0.006718949598162114,0.13054687973955162,0.0053490454732251,0.0010239459528008242,0.018234066859899162,0.0008231478445030594,0.00016075576561270916,0.0025967068415046644,0.0001231194692278987,0.0001085892553667134,0.0006619410755678286,0.0038915591485673214
1500,4.829034271603678,0.0069928865657558174,0.13356737587989798,0.006811844519839731,0.0010903699532757148,0.01968726023452343,0.001002112139708502,0.0001687995526470971,0.003127036385041312,0.0001414880788140892,0.00010524828909604328,0.0008151122563754802,0.005542405561382431
1600,4.811456379893857,0.007024551424422043,0.14094639050388286,0.007316757822371954,0.0011060659390711288,0.022111482967382478,0.0009991940796857872,0.0001756182851225537,0.003379636664875536,0.00016398265460986457,0.00011902519750537462,0.0008721818173945205,0.006333613684490354
1700,4.803322567275947,0.007460486092850161,0.1592495011971863,0.00722768852494662,0.0011386838704917565,0.022770961737989294,0.0011963081501060013,0.00018252054474258983,0.003603131303120049,0.00018226956398294068,0.00015038414586379605,0.0009553582795358666,0.005917776661450865
1800,4.787003895242987,0.007704005231588988,0.1592731079541429,0.008493150375126414,0.0012022725743394025,0.02368254619513789,0.0012442312831060585,0.00019773779981088692,0.003751346165224123,0.00020510959273662354,0.00013558035322090467,0.001188987648827761,0.006699013740927916
1900,4.7825100027454335,0.007820652230622366,0.17118396869976574,0.009024717222196162,0.0012534734905706557,0.025407077986233716,0.0013502671926039118,0.0001972850191735511,0.004126412922823435,0.00020872698430976201,0.00015369321043530055,0.0012548407666201557,0.008796034544531395
2000,4.770005393300765,0.00806584362683923,0.18152950503136672,0.009908932984155652,0.0012507976096469498,0.026961305732936248,0.0014815094709662196,0.0002125007938241291,0.004467617539443282,0.00021436262672899797,0.0001896769394846158,0.0013574129146979423,0.009914106496440393
2100,4.743432517267115,0.008234005713541133,0.19281917549072036,0.011236769790395229,0.001345700882063324,0.029063337214375276,0.001639028499057065,0.00021446566072282126,0.0047170057510394275,0.00022676612778718992,0.0002157022366399256,0.00158181083111318,0.009899928478471702
2200,4.7315659523430975,0.008694474058152381,0.2030055063866458,0.010968435357673426,0.0013831244880666961,0.030320993828396016,0.0017354259378950174,0.00023402999123835414,0.0047178858714002425,0.0002732863767684276,0.00024314647595667584,0.0015366495470966433,0.011174638087577068
2300,4.716498424597877,0.008817237235885511,0.20278707148177416,0.011993065452706834,0.0013863255466471313,0.031481213870716,0.0019342372501231291,0.00023527691241006157,0.0052340726145380006,0.0002890088248447301,0.0002649804786756375,0.00189948732009265,0.011953032214334386
2400,4.709922339576076,0.008821092322030336,0.21481472801764545,0.013478480878974252,0.0014334512238065424,0.033352695978021346,0.0020474039628696826,0.00024811643728231723,0.005283671865268593,0.000324557410594239,0.00031361606129492255,0.0019938858401837302,0.012554608723810288
2500,4.692270378801769,0.009296897959785718,0.22855131614460178,0.013417282819188513,0.0014793490962701579,0.036264397763829254,0.0021085724847587774,0.00024937775006474524,0.005760328713951021,0.00034003843632283656,0.0002994732314763612,0.0020155616863584114,0.014586620603908817
2600,4.687835921529884,0.009440710676674624,0.23871899292320228,0.015103164286798029,0.0015655356614605413,0.03679683958329221,0.0023627558342741916,0.00026136167626634186,0.006053224855417604,0.000350289103014542,0.0003520634360823468,0.0023540471291049777,0.01497084288445394
2700,4.6729353188286895,0.009763129835714169,0.24898825837012512,0.016033626551180378,0.0015781032375738115,0.0376876473305514,0.0025039744080656836,0.00027684003551317426,0.006215541253237322,0.00039012508040632207,0.0003658790090144334,0.002621206372086093,0.016996392771138534
2800,4.664445064883041,0.009979725016997301,0.2552758376440515,0.016199421767765898,0.0016393798241214309,0.039314821684883317,0.0026531449087746316,0.0002900636137157563,0.006660369255387086,0.0004219748053125748,0.0004321830085565604,0.002586577717857942,0.018117887766184924
2900,4.653076074999428,0.010179712853631688,0.26722076457866256,0.017063953995238516,0.0017189815920505614,0.04156569364800975,0.002796916626428831,0.0002872234435783348,0.006644125647382425,0.0004500337121910788,0.000464081034403675,0.0028937135918931213,0.01991615625245287
3000,4.638920804558554,0.010341427074465642,0.2729330921366378,0.018855208232291393,0.001765260949193134,0.0431013397529046,0.002861262153545289,0.0003060823844553398,0.007148912577839512,0.00045254904002122305,0.0004942028210539243,0.0029867506048971834,0.02017515493723336
3100,4.6271450966597545,0.010505767346804022,0.2805801454554453,0.019828196110328503,0.0017643762271809826,0.04444169390763315,0.003001068977069277,0.00031502353899663806,0.007484229088010749,0.0004941716057295871,0.0005232491660290342,0.003381836447404364,0.021772858623344285
3200,4.6038535465972625,0.010751646337653692,0.29133855032640316,0.020699112205813698,0.001856872157848454,0.04578807655716196,0.00326557180860185,0.00032677648155622564,0.007645473145189769,0.00053521373672935,0.0005539157110239149,0.0036477673696964515,0.022753831410238373
3300,4.591938200201045,0.011145808779867209,0.2930298144133187,0.022336229520839534,0.0018499919601945784,0.04747637610946336,0.0034974902618187275,0.00032953661882049415,0.007887779704185159,0.0005648179399033966,0.000602095112646501,0.0038918635966803065,0.024643500990456504
3400,4.573160777712219,0.011156353406135066,0.311310090637119,0.022593015385837162,0.0018998296445299422,0.05066218082640409,0.0035431715392961836,0.0003521834922980086,0.00832954989986404,0.0005670381280676036,0.0006615931438373776,0.004122236578069457,0.025547357304905583
3500,4.564981223120468,0.011488074737768693,0.3120188786062904,0.02367320323587093,0.001988861958926692,0.051299410968145255,0.0038254600091089763,0.00036259924892247423,0.008622925109164143,0.0006064998036397422,0.0006944059076521887,0.004192486164643788,0.02781525328001709
3600,4.5464990711064734,0.011816748285779029,0.31715766154155095,0.025571079374157396,0.0020391026306288357,0.051994080855050105,0.0039060469535638315,0.00036945800556989055,0.0091375620769727,0.0006686090678317813,0.0007474359246129109,0.0046442805131724964,0.02882124808736164
3700,4.545886002581997,0.012086165588577011,0.32970515729735894,0.02569180505002398,0.0020888393298023264,0.05409823660933943,0.004134876730792874,0.0003748220361798447,0.009430072678148532,0.0007036886693946705,0.0007820527997402476,0.004750449729362127,0.030562574189955727
3800,4.524991390054603,0.012338780959361455,0.345847496667095,0.02710943999112098,0.0021179156023014155,0.057124146902991974,0.004368416001437735,0.00039111897938107253,0.009605229061504133,0.0007417409745939301,0.0008094433843502636,0.00511444518908971,0.03354768534046859
3900,4.506856429872087,0.012592101411339334,0.35457449754711506,0.028638234011999185,0.00220080797503341,0.05740207395589485,0.004508354375194252,0.0004057618850661653,0.01011920599683878,0.0007751046005518232,0.0008627768051117296,0.005502456161685362,0.035549126449326555
4000,4.509709985406302,0.012630427148378351,0.35156004637597554,0.029624812756308377,0.002234222440270773,0.058849277310038,0.004854559069320416,0.0004136766332315022,0.010247045741092005,0.0007888133475585209,0.0009341473467467288,0.005710065243732985,0.03648133673839085
4100,4.486770902963148,0.012803624188053466,0.36753182786558763,0.031190696170272602,0.0022837429341169063,0.06119896465327629,0.0049178502214328075,0.00042979498682065476,0.010698514425028413,0.0008265906181264213,0.0009766575040727533,0.006056422642501136,0.03808715097580075
4200,4.482762406377276,0.013162992394564779,0.3767370600926132,0.033017323407377584,0.0023727670922642093,0.0635499427537593,0.005252729000865762,0.0004398352057647026,0.011028461997134137,0.0008708823262518201,0.0010437043474614092,0.006204370401366636,0.039778208133316034
4300,4.455576083597401,0.013565044592558908,0.3823448152514709,0.033926965118417196,0.0024326444563414866,0.06464022544512461,0.005513217649606313,0.000445873047003173,0.011358667442565881,0.0009128537638982507,0.0010931061105830604,0.006561769859408296,0.04126672250461262
4400,4.438881211687323,0.013768667728671753,0.3959373835310046,0.035452726295524796,0.0024580821617557445,0.06678435609825216,0.005704022255001071,0.00046514866642599834,0.011775376260417723,0.0009719453237309577,0.00117383116346024,0.006921398030184651,0.04397278381181527
4500,4.42510567351713,0.013750217614034037,0.4024977633197592,0.036105787712308934,0.0025059515848274297,0.06786127980455951,0.005861869229654759,0.00048341304571188884,0.012182378120950311,0.0010174752776335417,0.0011913947968361734,0.007430807528474417,0.046235977967130935
4600,4.414562825641313,0.014016952883983653,0.403070710093225,0.03773879411292396,0.002596231462443066,0.06987528334075568,0.006113929424932624,0.0004947704147226832,0.012670494768333117,0.001040294766251346,0.0012596617444035102,0.007745793429769674,0.04735610947602107
4700,4.405688372284851,0.014474990451248107,0.41972773344175723,0.03965891108741419,0.0026368418240394088,0.07223192996905867,0.006456900282756421,0.0005103367056774399,0.012813322671991857,0.0011070537539374522,0.0013553724977875925,0.007930584530794184,0.05069508573019124
4800,4.382932667647162,0.014796048133353668,0.4198289451107286,0.040560304611407076,0.0026524590506616466,0.07301621702951937,0.006661714655251828,0.0005145935997836634,0.013211586903316816,0.0011636915221879874,0.0014024305397654124,0.008372062966683441,0.05250601381893412
4900,4.38573915252537,0.015045333062483218,0.43948858676839464,0.0415118979530546,0.002758684867891085,0.0761293926193439,0.006903375412829999,0.0005265028005250456,0.013637565919360873,0.0012015972882177715,0.0014782308679062099,0.008926539724107138,0.054600093278222114
5000,4.371342506607331,0.01500837014743143,0.4443546560642276,0.04389305603666391,0.0027841872336346407,0.07630038515652424,0.0072285800818972,0.0005424912582340715,0.014030266684377865,0.0012490643851561709,0.001558189746613222,0.009170960529857768,0.0572249513736442
