miliseconds,Sic1,Cdk1_Clb5or6,Cdk1_Clb5or6_Sic1,Clb5or6_degraded,Cdk1_Clb3or4,Cdk1_Clb3or4_Sic1,Clb3or4_degraded,Cdk1_Clb1or2,Cdk1_Clb1or2_Sic1,Clb1or2_degraded,Sic1_degraded_re14,Sic1_degraded_re18,Sic1_degraded_re5
0,4.991098340945763,7.629670105222548e-05,-0.004454701414762121,-0.00020823504857027327,1.8886021370015893e-05,0.0005328960485215297,-7.106550916698502e-05,3.3398141898962336e-06,0.00013315277729884745,-1.4808173502418234e-05,9.381078362476898e-06,5.228939159779757e-05,-0.0004801033136462842
100,4.9876897991405365,0.003787602671097652,0.00133269821727599,0.0004115607723665568,0.0004918375350173029,0.0016990177605955294,-8.335340933219463e-05,5.802873349344942e-05,0.0002573459538891024,8.752410092589627e-06,1.4858626338276924e-05,-0.00011050810177021211,0.0008565980017503169
200,4.984742573885628,0.004002144017651066,0.019449701576996783,0.0007145267664131516,0.000552777765096569,0.0012440181449098892,0.0001551550651363334,7.633285568346535e-05,0.00013325152802917242,-3.080000637205623e-06,1.761607604676437e-05,-2.49875957476652e-05,-0.0005440541365474847
300,4.978704472918231,0.004426063372052222,0.02283607359193503,0.0008760957700644147,0.0006113170249344766,0.002354134843479566,5.233572311314376e-05,8.082521697703042e-05,0.0005572653660596346,2.5720573148731408e-05,2.467571775796762e-05,3.356306207904962e-05,0.000471211672497191
400,4.953456180409424,0.004566790984428632,0.0365422042592963,0.0015644489463900225,0.0006721473370629911,0.004107442179140415,0.00014790647786049998,8.942714957617365e-05,0.0005791084141416683,3.150118477904544e-05,-4.604491327470713e-06,-3.031558108703168e-05,0.000258385492792281
500,4.953257165824126,0.004940348536579581,0.04484308034818687,0.001916460865175381,0.0006516480686797298,0.007116711488256421,0.00011049089069417393,0.00010572579106863621,0.0006862704988191945,4.4756363249412554e-05,3.0809026547057856e-05,0.00010211550164032895,0.0001427635456290322
600,4.931393371329466,0.005079002255937189,0.05201686088717824,0.001602907609035642,0.0007395281102412049,0.008414998144364267,0.00015665247319218532,0.00010457196900758421,0.0009978521937429575,2.8813421256610883e-05,3.653044500619262e-05,0.00022827063281117242,-0.00010736818108255774
700,4.932065501586467,0.005369316535897959,0.06332038261151236,0.0025850542371326337,0.0007262014298687437,0.008217811056358793,0.00040415929303431347,0.00010611475391549815,0.0010855304608066378,3.114425994143833e-05,4.243231185803694e-05,0.0002081298392818217,0.00021750115195597237
800,4.9153959447060975,0.005438513415133457,0.07511311577983576,0.002743405854525666,0.000775829246990382,0.009295345814694446,0.00047901977207700375,0.00012337979241533586,0.0013126296423251682,4.486201514761502e-05,2.192029376496347e-05,7.640989198660823e-05,0.0012896289913163208
900,4.906544592459544,0.005490891242612756,0.08477688736828766,0.003844532180940872,0.0008293839419274091,0.012383891025259159,0.0005494570635903004,0.0001287894286232278,0.0016218064911788,7.423702784121184e-05,5.089917354417606e-05,0.00013662894617364393,0.0018431380755805343
1000,4.8921140145918,0.0060178796039026365,0.09513075868484404,0.0034189818719263547,0.0008940791470642453,0.014089469863257837,0.0004284301656849776,0.0001342684838848267,0.0018341874114022037,6.224520656117967e-05,4.934371769691686e-05,0.00033084672081425755,0.001995519364260124
1100,4.876321717179056,0.005935648046629433,0.09541439411145021,0.004415364783799239,0.0009475697836068373,0.014769877363024838,0.000591155501400098,0.00014742518778149775,0.002117756560996504,7.791418475083064e-05,5.014187357454633e-05,0.0002620268062257518,0.0019585943064977652
1200,4.866720479982484,0.006297462210744666,0.11331475954319048,0.004554094379824245,0.0009534828910020741,0.015529998683095226,0.0006165979613506383,0.00015048007486821946,0.0021834945617707057,0.00010418464816466203,4.169336435975027e-05,0.0005455805534181852,0.003964245882935766
1300,4.857270365461464,0.006551927558277893,0.12294814771879944,0.005552319809511908,0.0009859031801671477,0.016465918819839824,0.0007474192932468403,0.00015913999015870615,0.0026129784626532423,0.00011956005841477416,8.322236439715158e-05,0.0006276976183686729,0.003490071542137778
1400,4.843918304241983,0.006637844335219578,0.13350070222051214,0.005480275007008729,0.0010560069397437429,0.01797618978859386,0.0008022466445429414,0.0001668276807371592,0.0029365797472551973,0.00012251343244237446,7.105894689122901e-05,0.0005339254120897122,0.004529681675957373
1500,4.818966203098689,0.007017167303346175,0.13885182006168115,0.006019561821222608,0.0010881824907376437,0.020678958169322456,0.0009434951855550553,0.00016746209579079048,0.0030644728643416004,0.0001321835086399229,0.00011436200821065862,0.0006411621253197376,0.004615243346358135
1600,4.815499914902877,0.007327413933069044,0.13987823126754378,0.00662821547242793,0.0011295700304990279,0.022525245301221384,0.0010815736614268778,0.00017267403016148,0.0034734193052305446,0.00016669922069208968,0.00011981324454189345,0.0009323171357750108,0.005639307517919661
1700,4.806177322028797,0.00733177625893956,0.1607137251833267,0.007155894342990789,0.0011448981489339484,0.023973577809942154,0.0010463093813643245,0.0001924674723598765,0.003387243660826628,0.00015539317446911958,0.00012970975999645914,0.0009514573285377635,0.007403430746291132
1800,4.787167447276062,0.007576792697633813,0.1624318430858893,0.008128168927032628,0.0011829301037793458,0.025677285254816155,0.0011846199275926097,0.0001955306132985206,0.0039691485689030545,0.00019929177681773515,0.00016348418926845498,0.0010349777631480904,0.006589127865279091
1900,4.7796234382071985,0.0076757695845902675,0.17640419125451642,0.008604154447995975,0.0012114916106376692,0.02532228879703468,0.00142062712037949,0.0002077646898624375,0.004112528755106135,0.00019361896049715536,0.0001552833988317725,0.001305079267113809,0.008580234254997135
