milliseconds,Z,Y,Wt,W_star
0,0.15,1.6,1.0,0.0
100,0.24670367945023183,1.6584005011360048,1.0,0.02037309420157073
200,0.2659402112973753,1.7515852902929092,1.0,0.028007145179411216
300,0.27945870641588877,1.8353487810287679,1.0,0.03387054881066513
400,0.2944032144070132,1.9037080941336646,1.0,0.040666056679774944
500,0.31392097171553374,1.950598653305858,1.0,0.05040735200788945
600,0.3470702890980347,1.958999788876795,1.0,0.06720521091376269
700,0.5652682041393186,1.7092370995205615,1.0,0.11719497652643358
800,0.867359670395636,0.7014082254276909,1.0,0.4655432282402809
900,0.30827734622972974,1.0800605752225463,1.0,0.5684122925217955
1000,0.2331182653327896,1.2720306506130183,1.0,0.5028748576450522
1100,0.23662113426503023,1.4047109567453286,1.0,0.4260756725454163
1200,0.24528431255422137,1.525212270507022,1.0,0.3552413655263988
1300,0.2549469319291184,1.6355049516551525,1.0,0.29197084657866407
1400,0.2655643128575579,1.7347234612934863,1.0,0.2371165434776203
1500,0.2775388627080485,1.8213351845896941,1.0,0.19174053039831324
1600,0.29169312951796533,1.8928000931572646,1.0,0.15722658542296794
1700,0.30998462494474993,1.9441587629323878,1.0,0.13538831384073813
1800,0.3391069625562866,1.9620303857850243,1.0,0.12936403899395754
1900,0.4482208453066441,1.8481706858531366,1.0,0.15394749909664063
2000,0.9905015662033806,0.6770780461673561,1.0,0.46517005182288307
2100,0.3627625225301745,1.0191060349330607,1.0,0.6203451642431197
2200,0.2350330539714259,1.246041045280871,1.0,0.5648643508063848
2300,0.23530342063861254,1.3823086371933557,1.0,0.48682289537181084
2400,0.2436613002811437,1.5046215455178817,1.0,0.41388340800968576
2500,0.2531741164199731,1.6167608894104935,1.0,0.3481537204007192
2600,0.26360227470898795,1.7180304566463174,1.0,0.2903612148699275
2700,0.27529248895833425,1.8070188348701355,1.0,0.24136241085961324
2800,0.2889686242249151,1.8814228264838593,1.0,0.20232039933115942
2900,0.3062764543078028,1.9369126701822108,1.0,0.174905973648062
3000,0.3323767884994671,1.9626818586682684,1.0,0.16211343937314096
3100,0.4047005906254296,1.9012254565883306,1.0,0.17456246428638056
3200,1.1212556575781403,0.6675689991743803,1.0,0.43338928520610187
3300,0.4446730756938055,0.9427421773009406,1.0,0.6435081203526305
3400,0.23914133496193116,1.2183751974421406,1.0,0.6051681732429814
3500,0.23413495663370107,1.3595393679918342,1.0,0.5267223833623148
3600,0.242070557958645,1.4837180060116575,1.0,0.45217542301283237
3700,0.25143035536157,1.5976798179496854,1.0,0.3846141106721373
3800,0.26167898165230147,1.7009582750108259,1.0,0.32474530173104643
3900,0.2731070410182363,1.792255356110303,1.0,0.2733243502155939
4000,0.28635158005001715,1.8694730847278926,1.0,0.23138899326911747
4100,0.30281160883102054,1.9287973297090726,1.0,0.20045695210633463
4200,0.3265570368617911,1.9613221156417053,1.0,0.18320081400789265
4300,0.3807380679685543,1.929035156083267,1.0,0.18761080811991893
4400,1.2561536621555474,0.6775296498839225,1.0,0.38199188380195154
4500,0.5514419296009729,0.8583332565801012,1.0,0.6470646034665709
4600,0.24689414392447967,1.188095201211695,1.0,0.6347820948854138
4700,0.233195860266846,1.3363618077657609,1.0,0.5568661185026295
4800,0.2405134810908386,1.4625110297035557,1.0,0.4809529821484968
4900,0.24971350746255994,1.5782738864186516,1.0,0.4118108945409514
5000,0.25979248038467406,1.6835193075220163,1.0,0.3501928757646437
