milliseconds,PII,PIIUMP,GLN,PIIUMP2,PIIUMP3,GS,AMP,GLU,AZGLU,ATP,ADP,AZGLN
0,0.0029874081858505363,-6.045706060914698e-06,1.0026459874520235,6.429099655016398e-06,3.843170337494887e-05,0.014056468410898823,2.5787197727281656e-05,0.9950877585910054,1.0009604970557233,2.6882566843564653,2.702522626390605,0.9991708487680009
100,0.0025043774556016496,0.000469183813636375,0.3455835992177332,4.271138089678401e-05,-2.0510614505662147e-05,0.01325518080068208,0.0008365625238152874,2.6742986690187736,0.485227314237049,5.151216272689119,0.2189089861264688,0.5627281266674178
200,0.0020348486246272086,0.0007701804987211388,0.3393574033773452,0.0001432315156174263,1.8370300985921793e-05,0.012482935651661354,0.0015552546748787046,3.171175200432815,0.5506462189291116,5.180240741523689,0.20793681903239664,0.4090079576853334
300,0.001690015039716891,0.0009481275473150474,0.31912205272240074,0.00027050468768524406,4.1490688881486635e-05,0.011791351255795746,0.0022195027023054568,3.363612952188279,0.6050120343892138,5.199941609100965,0.17209645617614963,0.35478039515314364
400,0.00139538723767838,0.0010434566972341184,0.2736004976084503,0.00042105001984542854,0.00016014473822423584,0.011185468167189225,0.0028870838806675683,3.449497823775136,0.6277623507098423,5.209925095198387,0.16724615041866833,0.32364893440557074
500,0.0011525631453693033,0.001052371769428921,0.22754428030057305,0.000557861528744467,0.0002502341531616829,0.01053027113430174,0.0035264310197951998,3.3510210426107765,0.6292811011223797,5.240720039581617,0.1333546425462753,0.28345444061323727
600,0.0008213809607860073,0.0009972407682091076,0.19002213447409885,0.000676351069988338,0.00046217296108120817,0.009880590865636153,0.004087079822061728,3.2464399886213156,0.5995883671922403,5.244232718390371,0.1066980078787031,0.25286945108124803
700,0.000610398926310974,0.0008861488058146474,0.14441216146068347,0.0007763659495622656,0.0007570995713953214,0.009381547866572432,0.004728602426999529,3.0174953267764106,0.5751775307299769,5.24797236147291,0.11147438204627605,0.21921192903494763
800,0.00040522848697582207,0.0007205366047352527,0.11316560772170522,0.0007856865207262223,0.001086748957736728,0.008877206659389687,0.005134163494999147,2.785386606433137,0.5259364215250197,5.281009881960459,0.11204042785867155,0.1843698789250853
900,0.00021509678558596872,0.0004934224669643917,0.09597570320143459,0.0007162008369619862,0.0015427983504768552,0.008597489571249242,0.005389346573134505,2.5715207645817992,0.48698457276697654,5.292905712576507,0.0768256933838191,0.1586921499088574
1000,9.928543969327938e-05,0.0003054844365271558,0.10199241678224379,0.0005421396872763608,0.0020609458537268976,0.00902941396732979,0.00499485231079319,2.3132666836136644,0.44155364541612685,5.282292671533349,0.09184907703662394,0.14414149742286383
