miliseconds,PII,PIIUMP,GLN,PIIUMP2,PIIUMP3,GS,AMP,GLU,AZGLU,ATP,ADP,AZGLN
0,0.0029935174860402374,7.51086764836598e-06,0.9992470631424922,-2.436022495183691e-06,2.8463714796336794e-05,0.013952989961810708,4.964390865029597e-05,1.0188444686054725,0.9993013357063354,2.6697035157876616,2.692122225919299,0.9940334955026427
100,0.0025118577479741515,0.00045953764520563825,0.3603698037968839,4.490137950836172e-05,2.2605705149894433e-06,0.013203271469213127,0.0008396985676046432,2.679859213010285,0.47852130448175845,5.175692622134361,0.2146028729282553,0.564314471610679
200,0.0020698116811935494,0.0007746727422356366,0.3520039171705016,0.00014867638485221548,1.5985013734515072e-05,0.01254121830406075,0.0014738198906507917,3.1735715044472093,0.5578553019077012,5.16373859642937,0.19799246981341706,0.4115121695501906
300,0.0017536164716232192,0.00093408779191042,0.3097273414334151,0.00027322765238419936,8.623789494652614e-05,0.011830552742088208,0.002213461276792488,3.387085502797748,0.6109346648242924,5.204412181609432,0.1681252630985345,0.3569721467049245
400,0.0014142613392807305,0.0010416463689629906,0.27439656587457606,0.0004207110994506286,0.00016784134832174748,0.011127262910603095,0.0029127329182134522,3.3995823484984116,0.6226717320112128,5.221183981299347,0.1410714993134418,0.326391971722215
500,0.001145942607318891,0.0010619346245850235,0.23420349850338718,0.0005508754817668478,0.0002989543354523831,0.010546403091606333,0.0035095397822449644,3.392827865062594,0.6210133950893616,5.23894893957197,0.1211591433358735,0.28273545343444617
600,0.0008141043346106651,0.001022069349300772,0.1874770748705612,0.0006833698298517168,0.0004298562961996914,0.009919678677025243,0.004125733907270425,3.2480264266156498,0.6068596480022398,5.266732874848684,0.10610952116000849,0.2562635963811126
700,0.0005638835936361149,0.0009050712937540166,0.14602370930581365,0.0007651223817418905,0.0007611365474888334,0.009308006450354372,0.004728126273649747,3.021348368158869,0.5695539514857971,5.2578745557620605,0.0971202896973421,0.21341954317697567
800,0.00035382287294367687,0.0007181943545478823,0.13052991936389544,0.0007883270611499135,0.0011540063800906397,0.008868340827574744,0.0050910030213874,2.8112104740717085,0.530493495933296,5.255770486568625,0.10815482931716075,0.18697908894103452
900,0.0001910399977625909,0.0004941749469724362,0.09579104619654476,0.000704922523207647,0.001588694640120102,0.008710426918267717,0.005376806462486378,2.529567125870175,0.4777106290737268,5.282447706890753,0.10580405621327767,0.15504075373933407
1000,9.622761487641785e-05,0.0002838977749997427,0.09349314852334782,0.0005488130518589808,0.002093728346512348,0.009080539427019035,0.004952225938727412,2.2927029270852963,0.44130273704887807,5.296404065198703,0.08358821724206614,0.14876986216249596
1100,9.823705160532357e-06,0.00014279473004313935,0.11512658088376572,0.0003687465830423957,0.0024480108933927582,0.010798195070644171,0.0032713732117794366,2.208329806144083,0.40899210683145637,5.2642197814276335,0.12151116404277262,0.14042598548856006
1200,2.42230428003005e-05,8.951364197153791e-05,0.23141818564521585,0.00027566373748504693,0.0025964948385061985,0.013297632221987892,0.0007281274872559754,2.354708399007282,0.4140578537522986,5.182205714148989,0.19907172109716442,0.21124058402491727
