miliseconds,PII,PIIUMP,GLN,PIIUMP2,PIIUMP3,GS,AMP,GLU,AZGLU,ATP,ADP,AZGLN
0,0.0029800336684179564,-1.0321755410003888e-05,1.00977232884597,-2.417077104762549e-06,-1.437436286355422e-05,0.014024015571847235,-8.05695220972346e-07,1.0160752220991687,0.9975593163497245,2.6801073866525273,2.6712088085789607,0.9995523642225026
100,0.0024862004508849718,0.00047327503192779797,0.3592784011114097,4.5816860830381095e-05,1.5538416423395142e-05,0.01320262961299762,0.0008217853239267399,2.6633680731520477,0.47629311078310527,5.152003958426345,0.21099265848104,0.556578962812305
200,0.0020402998699710806,0.0007558987199144078,0.3473344372092212,0.00014302297464464258,-7.554759041843186e-06,0.012530303215511698,0.0014565673219056135,3.1339331495601983,0.5588904414158334,5.1820870374309855,0.18406939350909707,0.4038449020425191
300,0.0017455950513093417,0.0009286216768606372,0.3099911295934893,0.00028289937387729835,6.247209303215616e-05,0.011774228427735792,0.002204953687884358,3.3517387886416405,0.6112671352245963,5.1959829026764055,0.18439596501725572,0.3558003092308966
400,0.0013851262081671864,0.001022736696000042,0.2676136872843475,0.00041957019681564985,0.00017758235459235946,0.011091346106769373,0.002888040159497318,3.4392853904642102,0.6231704446911912,5.210556911592756,0.16014949390924876,0.3302694448321603
500,0.0011379676345724876,0.0010617113774793348,0.23219368194922232,0.0005510372869222377,0.00024678423356168914,0.010504603417560264,0.0035245633709976142,3.3626955367710583,0.6268644437807427,5.2407705662070905,0.12674906806279068,0.29077990334547327
600,0.0008668978300627841,0.0010211866126589957,0.17938424077694182,0.0006789243158637226,0.00043857870829315163,0.009865385000688802,0.004127091068360511,3.217221605599829,0.6062537678263425,5.242024298274224,0.12631930088521498,0.25751038356708755
700,0.0005739741567098679,0.0009025222682997531,0.15255513213903266,0.0007712669238860328,0.0007218988477847997,0.00933462353629004,0.004612967050102581,3.0547070104769425,0.5715301847174918,5.262032316882624,0.11283191870027492,0.21821568311626605
800,0.0003620849798331034,0.0007163152253532988,0.12274665527217576,0.0007863836190530513,0.0011135481358473405,0.008821350483234892,0.005151267483514982,2.7559765704559176,0.525390372605717,5.2593211410632,0.10903005461915567,0.18776840311101684
900,0.0002099317412449763,0.0005044594676709781,0.10575149137045117,0.0007160253747490933,0.0015913465637872421,0.00863465372503348,0.0053605071040087465,2.52423786386976,0.4816864730867548,5.28940250061813,0.09531999236865414,0.15504314114712486
1000,6.786889243293934e-05,0.00029183547907582935,0.10005039443757502,0.0005477448713122516,0.0020936572935737643,0.009076573152075263,0.0050146681735334315,2.2864315924077547,0.4378883941420898,5.269992585500113,0.09135681800526127,0.14161455403723952
1100,5.904212217750101e-05,0.00014832748616443265,0.1233268401542461,0.0003694537452583407,0.002454662471440345,0.010802176452224551,0.003238196769571735,2.225957179126726,0.40846848740467195,5.246163561325859,0.10830006119585242,0.1532025039479282
1200,7.4595665641148144e-06,8.013375848140968e-05,0.23660923008048337,0.00028081179253614533,0.002590226683152157,0.013309147250263673,0.0006944982625579816,2.351451589423308,0.41609659391592874,5.167365163861512,0.1790699175075725,0.21556381062173932
1300,4.599601865891019e-05,5.426984032290737e-05,0.3836350148998765,0.0002810853371505497,0.002616130742500706,0.01378659597181592,0.00022390896181143105,2.8124327373421965,0.48613175772683737,5.120978264388364,0.22896673741743861,0.3303741935403933
1400,-1.3901250625649216e-05,5.6926078078033104e-05,0.5006856422015387,0.0003185006596113725,0.0026304934641018843,0.01377423431229677,0.0002811850104150278,3.166953477115141,0.554069614618374,5.1211864382086425,0.2443205231602419,0.4251190769141545
1500,3.325644945004903e-05,5.321977858679535e-05,0.5971261498477852,0.00034019567823467015,0.002603939657828041,0.013618106078963063,0.0004291005322196819,3.4783593377491937,0.6143749798708416,5.105815242680474,0.26311969696947074,0.4857309282609142
1600,3.6000200713698694e-05,6.571868493791298e-05,0.6798531890932504,0.00037653600592651705,0.002570973575034523,0.013435652475343339,0.000581123232528645,3.6868629645957496,0.6616590211456337,5.110123993073501,0.2608849843113499,0.5421799199639129
1700,7.18432277078138e-06,5.4056543934989686e-05,0.7077971510307873,0.0004075890698153406,0.0025205450970008383,0.013270982151890277,0.0006162661519431311,3.839552402349627,0.692512810521075,5.121759610930808,0.24872091592676254,0.5800803849526193
1800,-1.9466495917103626e-05,7.46852744262174e-05,0.7285347228103536,0.0004369975704414347,0.002454420255246353,0.013196817568079656,0.0008199610732119238,3.930976355456332,0.7197979257969083,5.124514691146227,0.23944520380448425,0.5965321820583827
1900,4.2672298716222094e-05,7.105119762347093e-05,0.7337315405725306,0.0004646698835649894,0.002416800281859526,0.012949002525080886,0.0009990339961220558,4.016597235074094,0.7433107680886586,5.124787703889375,0.21715136869300572,0.6044537835849766
2000,2.180850896363819e-05,9.064795206539987e-05,0.718698599433741,0.00048345768967930245,0.0024425957050154363,0.012874694912683608,0.0012236620693887182,4.104423102632701,0.7488639721244436,5.136872313772106,0.22857937442976023,0.6001111763449681
2100,4.848241360336839e-06,8.085234421685458e-05,0.6995877922992385,0.0004965717931356418,0.0024145246477294876,0.01271553261331869,0.001259719469353732,4.168182715912949,0.7657546153144409,5.162811184905345,0.2310155258102541,0.5906652353269145
2200,3.2507173267823394e-05,8.225003826670268e-05,0.6706221822361705,0.0004979798908834996,0.0024010251167417463,0.012561866636544553,0.001441685996779498,4.14920358616788,0.7661216215260392,5.16969304029522,0.21092962404192556,0.5782172635412868
2300,2.6623129645689223e-05,0.0001105456946306353,0.6448300691614085,0.000508123303143674,0.0024005146116535103,0.012419352518636533,0.0015417395299270004,4.132174753633581,0.7650549117119889,5.168736351406875,0.21467705111767132,0.5712293459057711
