milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
0,28.514765749357608,6.188777438229088e-06,28.514773393242184,3.954836982408175e-06,4.989957306916526e-10,-2.021642818743707e-05,50.78092786502448,-1.425768971452503e-09,-9.471888894595825e-06,1.4589091133137228e-09,-7.070510173080527e-10,-1.089560782322562e-05,50.781149234948025,60.589796929477075,-6.325029549230018e-05,60.58986686398633,-3.542255834583231e-05,-4.457221798508093e-09,-2.909110929883342e-05,4.636473254168183e-09,0.0005356879470189303,0.9994722737425541,0.0
100,28.514761799844166,1.5417251680518195e-07,28.514778772144584,-5.798173504750723e-06,1.0054084117334106e-09,2.2952343273228044e-06,50.7809313688806,1.979204480270353e-09,-5.101128258462371e-05,4.892001837691974e-10,-2.435189460680456e-09,-6.42195706515135e-05,50.78102307117737,60.58985967020984,-5.989754527406016e-05,60.58987351428431,4.8344504810455214e-05,1.5799758052115928e-09,-2.659288806035105e-06,-1.6516266236482512e-09,0.0004512627162240283,1.0001873949900173,0.0
200,28.51478470124281,8.234995014844293e-06,28.514770950318237,6.69549370251073e-06,2.646252989628598e-09,5.962894801910532e-05,50.780932971995114,2.552470659625724e-09,-5.223007706448144e-05,-1.511972727204139e-09,6.986644566639944e-10,4.427670311325937e-05,50.7808704115038,60.5897563639854,-4.095950660207679e-05,60.590032677763894,1.2278924917155657e-05,-3.2738397410276677e-09,1.5357021342236618e-05,-4.682784424381084e-09,0.0016781684403478765,0.9992461901836069,0.0
300,28.514790927696453,5.854460044958211e-06,28.514770355943178,-4.508603063005333e-06,-3.400959068207903e-09,-1.3990436216987825e-06,50.78092850753657,3.0114509170888883e-09,1.2758615289594737e-05,-2.6942443077318682e-09,-4.456683172948252e-09,2.7998916323436347e-05,50.78116180110911,60.58990076612244,-4.7798380924486824e-05,60.589797649721035,3.040529694982352e-05,4.308656392833779e-09,9.854605669117086e-06,-2.180036418912941e-09,0.0018156299317189342,0.9982908763152382,0.0
400,28.51477249496314,6.110182241883151e-06,28.514786080055813,3.6666927588072857e-06,-2.9042543980775726e-09,-3.2718044114783134e-07,50.78095105985276,1.0572235699857493e-09,-5.311128186245486e-05,6.094795335330852e-10,-2.882497313634342e-09,6.537346523349566e-06,50.78119181389971,60.589937637188214,8.273137644828058e-05,60.5899399976491,-4.1650791622570314e-05,-1.6393852521358728e-09,-1.8632852689741796e-05,2.873468590499104e-09,0.002357893950596398,0.9981232779185976,0.0
500,28.514764498259982,-5.020527163625348e-06,28.514772807395513,2.5745877559966574e-07,-5.496810701057188e-10,4.93553492853873e-06,50.78092779359093,1.8962388781944753e-09,1.8927695978930503e-05,-2.5747661673803627e-09,1.1593749325486412e-09,5.549884536689373e-05,50.78108909011195,60.58974693853025,0.00012399380229029301,60.58976628968668,3.2062346832415495e-05,-4.548824035533282e-09,4.88197322927707e-05,4.3828388622991634e-09,0.0023263463028691217,0.9973840148500059,0.0
600,28.514771409228526,7.142555870937127e-06,28.51478703346573,-2.9761107282105653e-06,1.4968008300434241e-09,-3.857513955353119e-05,50.780931642955416,-2.8669372287006617e-09,1.9413289574864933e-05,1.9454623839973386e-09,-2.685851474350799e-09,4.038873281109148e-05,50.780899778720766,60.58978080229523,7.068713345042989e-05,60.58982262517374,0.0001408517499786713,-2.921858066034303e-09,4.268178713791554e-05,-2.0850097707955046e-09,0.002224035114952601,0.9969587071419529,0.0
700,28.51478822920211,7.497749965577453e-06,28.5147901769998,1.4601651343139688e-06,2.166075772683752e-10,-5.4150755609551506e-05,50.780949800683835,2.8147293971200136e-09,-3.701509846583408e-05,2.234049016358361e-09,8.887470371116813e-10,8.159681086745575e-05,50.78106754092895,60.58987149401972,7.947472730368706e-05,60.58973714178445,9.119251465594953e-05,-2.381774186655442e-09,7.532791874801479e-05,-2.597396045980746e-09,0.0034914806152922732,0.9960057261038769,0.0
800,28.51478479531509,-6.558727637826359e-08,28.51478952958777,-3.2667273738679857e-06,1.6338425573135596e-09,-1.2781188776054713e-05,50.78092748387889,3.341120840055779e-09,3.5027187879656116e-06,-1.6960968020949157e-09,2.1324374427398946e-09,-7.858943722615731e-06,50.7807901061177,60.58978212293224,0.00016894662825859554,60.58971083649618,9.337912539212403e-05,-3.491511830742886e-09,-1.0440113325033624e-05,1.3887915331616027e-09,0.003741922618961312,0.9963288989628248,0.0
900,28.51478185375252,-4.425316496887408e-06,28.51477187122542,-4.594542989966043e-06,-2.089769779086082e-09,-4.505156292224361e-05,50.78095055370965,-3.244544881418336e-09,-1.9383986118677943e-05,7.833088591298961e-10,-3.71340493362292e-09,-6.881174008058902e-06,50.780796026647984,60.58971273264987,0.00016256007295641073,60.589707066600525,0.00026059425657955063,-3.7787637691699416e-09,5.863977471487928e-06,-2.986125293443695e-09,0.004839529432527833,0.9953401651508301,0.0
