milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
0,28.51478036290194,-3.7642174209844397e-07,28.514778545361875,8.764077744280488e-06,2.765332615097358e-09,2.342288283350112e-05,50.78093714021053,1.5875050494283747e-09,-4.903693731245292e-05,-3.0437384400305905e-09,-4.251018550158183e-09,-2.4644180320709153e-05,50.78088892573702,60.589996835299154,-3.952231760837592e-05,60.58985842989887,2.453746986904902e-06,2.030707734992194e-09,1.409304725945265e-05,-4.041082967666156e-09,0.00010757996334647195,0.999717199279915,0.0
100,28.51478852200483,-6.840452601997295e-06,28.514758564123067,4.90271120513814e-06,-3.487171915620304e-09,5.0060280018355954e-05,50.78094655423184,3.1127520830568007e-09,3.746613613110148e-06,2.806956721693289e-09,5.452146784902572e-10,-5.819271455019987e-05,50.78110836459567,60.589882153833486,1.376042790715972e-05,60.59002581116904,-4.400775715880218e-05,3.069967597650426e-09,-3.509850577679903e-05,1.8569215458951345e-09,0.00042110754680740013,0.9991747273077105,0.0
200,28.51475930938595,2.4408315298195936e-06,28.51476533802059,3.985632349495555e-06,-3.28671312141074e-09,2.512073743862852e-05,50.780932147863744,-3.3758520483644926e-09,-3.1751092626446906e-05,-1.0912335839925684e-09,1.4365545369174245e-09,-4.493855218474581e-05,50.781123798949665,60.589968256690085,-4.231844406203705e-05,60.589835908773374,4.090400498421689e-05,-2.227959101654161e-09,2.8132363324196928e-05,1.2309682512628628e-09,0.0009159210066663672,0.9993901997087056,0.0
300,28.514786918439157,3.752055811566508e-06,28.51477859504067,5.290455787417278e-06,-1.3023311092472598e-09,5.752160655433198e-05,50.78093254064996,9.52380101353609e-10,3.7934675519057785e-05,-9.397491689327873e-10,3.1747257469789426e-09,6.004150598797166e-05,50.780896750679986,60.5900109341475,1.944319316524081e-06,60.5900211472328,-4.429274926507528e-05,4.619377395636633e-09,1.9789543730306347e-05,-1.6266329806667535e-09,0.0016081389514605417,0.9989493422845621,0.0
400,28.514761487977417,-7.572977095070316e-06,28.51479261449088,8.593739609790859e-06,-3.0143602541626268e-09,-4.136338480651299e-05,50.78093630300216,-3.3344229348377217e-09,-1.350476302897955e-05,-1.9439089372777953e-09,-4.094907555330398e-09,-2.0153901241748512e-05,50.781164361870246,60.5899261833407,5.909292404202844e-05,60.589824096061925,3.793443076940891e-05,-3.456230379971072e-09,2.0361768422275816e-05,3.4348179299908305e-10,0.0016546730657432947,0.9982529320600229,0.0
500,28.514775509611177,1.0652289065536227e-06,28.51476843756449,-3.597785668526102e-06,-3.2964068678891514e-09,-2.466738366532989e-05,50.78093995826191,-3.5413212856113913e-09,-1.772065805510834e-06,2.646668140003004e-11,-4.3473676874058416e-09,2.1330589920765958e-05,50.78101484687059,60.58992834779001,5.728913649399268e-05,60.5897970605398,0.00010053708850360015,2.9836250960868386e-10,-1.3780748309904202e-05,-2.8477039816638055e-09,0.0029458355824138888,0.9980606128828492,0.0
600,28.51479150822962,9.327619685078839e-06,28.514789887317306,-2.9564818209067806e-06,-1.8651698328622455e-09,4.116443575742373e-06,50.78094201757372,-2.0663909475143184e-09,-1.8100496929913423e-05,2.208018907565106e-09,-5.981705200682498e-10,-4.1573592959814696e-05,50.780960213787324,60.589865082011634,0.00013346143862726995,60.589921644595904,3.0714573721043185e-05,-4.73401933930244e-09,1.6657757387526407e-05,-3.973473682166213e-09,0.002898575467778363,0.9970950178044333,0.0
700,28.51479051881374,-6.5405252400053375e-06,28.514767693117104,-4.5667812483843605e-06,-2.611191934342716e-09,-4.772749816680859e-05,50.78094687023639,-2.883105585496298e-09,3.1846180561639926e-05,2.1921027647902073e-09,3.277450136827234e-09,1.6442553372912004e-06,50.780901865642655,60.589790512422866,0.00015495471653673447,60.5897822015665,0.00010889847713273226,3.121027150270638e-10,5.11443594622831e-05,-4.386451178306387e-09,0.002893715770505536,0.9968155899864347,0.0
800,28.5147861181159,-5.309315721891069e-06,28.51477473387087,-5.051436935429985e-06,-1.7215906483940012e-09,-4.73182991378978e-06,50.78092234072863,3.1578072183042846e-09,-5.227892895627163e-05,-1.6212977870184292e-09,-1.128650555924816e-09,9.263818523648823e-05,50.78082949547252,60.58964474578119,0.00019876192369170758,60.58982811376173,0.00010987710254485944,2.688650099284966e-09,4.9021140260343356e-05,1.6607648423740363e-09,0.0043863070833835265,0.9955775152700351,0.0
900,28.51479020199598,6.803353404586998e-06,28.514788768084152,-4.8918461926322146e-06,-2.2939172624677094e-09,3.0907080465411976e-05,50.78093348506256,5.329292549642283e-10,-3.598139664430771e-05,-1.3409281108622668e-09,-3.5346735508820492e-09,2.73123331008231e-05,50.780752796128596,60.58972241896533,0.00021143435114698972,60.589797843426226,0.00021314293085834176,9.849425234064617e-10,9.818441368740626e-05,-1.6591387296762434e-09,0.00448443379911377,0.9950462783814508,0.0
1000,28.514772116735728,3.699041993283492e-06,28.514771370161032,2.358941094449904e-06,2.0021903197575993e-10,-3.302948833126216e-05,50.7809444784449,-5.982508007066964e-10,-4.8734162724396686e-05,-1.990205401606176e-09,-2.59814985731739e-09,6.680954026398575e-06,50.78089356599997,60.58974705753365,0.0001729641069326169,60.5895935428259,0.0002827188275202974,1.0417567273643942e-09,5.9765954695017595e-05,9.277410053779947e-10,0.005503435450023951,0.9956608098295285,0.0
1100,28.514779178057474,-1.997615955211803e-06,28.514786702819823,1.1781831406023889e-05,1.6204926019176293e-09,6.8377509149817e-05,50.780929000884655,-1.1191824638837207e-10,-2.719831448526104e-05,3.1933084825735846e-09,3.6138147703211635e-09,9.936537277416246e-05,50.780883243457176,60.58963883026984,0.00026623711623509534,60.58970017203075,0.000253641767167463,3.605661571737131e-09,9.331559401684355e-05,-4.4896620126054977e-10,0.004791513530826595,0.9947738593614119,0.0
1200,28.514775472346788,6.133159046472219e-07,28.51478236952775,8.130697804147163e-06,1.517664105024194e-09,1.5350017503706293e-05,50.78093943081228,-9.716221807564043e-10,6.993521611206923e-05,-1.7866241531467322e-09,-3.0650792325434377e-09,6.251856427708129e-05,50.7808008469345,60.58954086482508,0.0003034231268681894,60.58953111768589,0.0003157715969169467,3.0981877163952397e-09,0.00011929824370086303,1.920680297161583e-09,0.0062568942152951,0.9946251454812455,0.0
1300,28.51479390049585,7.047187537394415e-06,28.51477977756837,5.030485828522324e-07,-1.7512589102618874e-09,5.588460686044609e-05,50.780944874442135,-2.5037521496430972e-09,-4.731230999993262e-05,8.711530346084577e-10,3.423038699303086e-09,9.78499651147336e-05,50.78096646912128,60.58955740880922,0.00034674686035607874,60.589484966697036,0.0003331135920139766,4.2503495353090394e-10,0.0001307413440037736,-4.6260912411459345e-09,0.0063466925782255535,0.9941089086900246,0.0
1400,28.51477846711174,3.834192396512965e-06,28.514777732046365,-1.972931208211987e-06,-2.8693015764167963e-09,1.3943772999494436e-05,50.78092662236256,-2.7868019067476476e-10,-3.2386963296916645e-05,3.513311841230782e-09,1.1229487737524073e-09,5.313495785566513e-05,50.78096202646107,60.58931640274595,0.0003637060602358079,60.589454824201596,0.000412242928751871,-3.2064430462829577e-09,7.063188903121621e-05,1.8303374232933e-09,0.007076407273962551,0.9935687983492018,0.0
1500,28.51477325169654,4.761698050816738e-06,28.51477630174457,5.478360916647715e-06,3.0395232026663684e-09,-3.963129315757172e-05,50.780925737133344,-2.770918938337436e-09,3.6153531795838246e-05,2.7976658103518554e-09,2.392162036111182e-12,0.00016199901320942386,50.78072208171802,60.58941847104134,0.0004062946061328591,60.589516702931505,0.0004392136360445279,7.352865250617266e-10,7.50696407777746e-05,-1.9213566301324296e-10,0.0072292239073972996,0.9928859388605076,0.0
1600,28.51478590451669,3.0590989009217064e-06,28.514793013244486,7.622661188186526e-06,6.46019209298592e-10,7.726719496244056e-05,50.78093375035946,2.6385441538856085e-09,-1.4469284470792567e-05,2.346699305900456e-09,7.717090956176054e-10,0.00017487497266505017,50.7808829333874,60.58931396448835,0.0003717896965089569,60.58926897513865,0.00040684095499518363,-1.3276827129442588e-09,9.550866956280226e-05,-3.415978838788955e-09,0.00777667992964324,0.9922560306339623,0.0
