milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
2700,28.51477555343309,6.021198351450811e-06,28.51479794415181,1.7290229491387975e-05,-4.0790166562247375e-11,7.612093068584441e-05,50.78092667478126,3.059096467032235e-09,-1.5305532989424775e-05,-2.8465168081609883e-09,3.0170439177502927e-09,0.00018650613501188385,50.780519338073944,60.58877715926366,0.0007716504118836525,60.58874983627759,0.0008560548485198279,8.720950564058075e-10,0.0002282754546639105,2.158702828171571e-09,0.012805415768817415,0.9866882480230136,0.0
2800,28.514794462776685,6.003221664268768e-06,28.514777976667474,9.038076275509001e-06,1.6033878541198695e-09,3.335521414718725e-05,50.780931161248134,1.9232300155281754e-09,2.7850818409928385e-05,6.360738870720681e-10,-4.175715974579194e-09,0.00028919436415949254,50.780363286461764,60.58868926393737,0.000903712776439344,60.58879217214413,0.0009028628566384856,7.683549960528962e-10,0.0001856838283440248,1.5143511653518166e-09,0.013405769739330185,0.986165574139571,0.0
2900,28.514780267111245,7.033976381127199e-06,28.514786241053415,1.629959311112216e-05,3.101277428270497e-09,1.866441319543668e-05,50.78093826832558,2.672065773544188e-09,2.088464690675883e-05,4.656775988158947e-10,-1.6937033726856645e-09,0.00018871676661791546,50.78033598254606,60.58861770007933,0.0008489062638453277,60.58873450236274,0.0008375995714548868,-6.080271941061633e-10,0.0002885809297118668,2.7998658835256837e-10,0.014588505717429128,0.9858201194812949,0.0
3000,28.51477866863776,7.768004444420066e-06,28.514771506137652,2.1911687459522557e-05,8.899200457954781e-10,-7.513032280874887e-06,50.78090983218202,-1.0036489203099209e-09,9.389597361872048e-05,-3.329653212427995e-09,-4.228496737487439e-10,0.00028525527524847667,50.78060414783759,60.58869038242622,0.0008834119815145981,60.58861583277765,0.0009127385173355387,-2.4907050252984803e-09,0.00020814383297045706,1.8449690131036375e-09,0.01377353970539591,0.9854458773257746,0.0
3100,28.514783227409755,1.2820020997078668e-05,28.51477249116335,1.6855282179748464e-05,7.790717899051045e-10,2.976335654021389e-06,50.78091637141393,1.552135986801838e-09,-1.7986585107610204e-05,1.5503575147902655e-09,-2.7991709108367694e-09,0.00024366602795647301,50.78061422466359,60.588599861556034,0.0009663533029694265,60.5888196954016,0.000996617470229575,-9.553950550698385e-10,0.0002559938390958673,1.7300032040940905e-09,0.015225557578918213,0.9852404920920668,0.0
3200,28.51478982728393,2.15081586510546e-05,28.514776274731396,2.1720661077561415e-05,2.1868638112627717e-09,5.248579240955829e-05,50.780923666474614,-1.5059717355185995e-09,-7.480466136201113e-06,-2.6026936549743174e-09,2.043138417702899e-09,0.0002749948525456392,50.780471317354184,60.588635903000814,0.0010463984994442239,60.58868284690863,0.0009742456430451358,-7.724814530745276e-10,0.000275744644401971,-3.0385148822427053e-09,0.015094842754314797,0.9845420349665339,0.0
3300,28.514797590341622,1.0779198209111358e-05,28.514786525692084,1.41101017943441e-05,-2.277201325968402e-09,2.948420976955365e-05,50.78091138463632,-6.487458672487067e-10,4.0576109686288236e-05,3.2277610589764734e-09,9.195229594799308e-10,0.00023142083234462912,50.78055644219441,60.58858164896502,0.0010166374808214293,60.58872971579485,0.0009613389858359674,-7.389074090576456e-10,0.0002511129127764168,1.604550526326912e-10,0.0163757382608982,0.983860693737451,0.0
3400,28.514793292663438,2.4365896018663824e-05,28.51477761261976,1.928835521786927e-05,8.960401371646318e-10,8.604722312752005e-05,50.78092217838678,-1.29825153608707e-09,5.98592158293274e-05,-1.4637979032588095e-09,1.911418694232676e-09,0.00025527741052677175,50.7804216468944,60.588440090586616,0.0010995154345421415,60.58845044685797,0.0010123864126053267,-3.6632809532178964e-09,0.00028608327644045084,-1.639473857638586e-09,0.0159500105965094,0.9831876447083935,0.0
3500,28.5147714632303,9.539859397554959e-06,28.514790583261263,1.0888558162237524e-05,-7.74167982121952e-10,1.661224849636684e-05,50.780921362804065,-2.950163601835829e-09,5.374500428123046e-06,2.8753096999690336e-09,-4.425281305529022e-09,0.00031781549114515655,50.78022051322749,60.5884396313899,0.0011308133191155602,60.58837743386013,0.00105659871621632,3.0197902897662166e-10,0.00028466335520887327,7.3923133982971e-10,0.017152840056173246,0.9837857148043541,0.0
3600,28.51478757800581,2.0066487443320205e-05,28.514788442239794,2.652996586551485e-05,-2.7851373092242026e-09,9.406760476049906e-05,50.78093156867606,2.7381266480636195e-09,9.284615691469813e-05,2.6768065509959165e-09,7.175842285834462e-10,0.0003781889533041795,50.78037778840835,60.588294146343756,0.0010804155175081894,60.588472605981764,0.0010561639939934407,2.742354525859975e-09,0.00029497018141299517,3.730160464566328e-09,0.017935503890875944,0.9831602220126148,0.0
3700,28.51477556117764,2.4098957603307002e-05,28.5147820772872,1.549137179857941e-05,-1.7073262982750526e-09,3.230800871947874e-05,50.78090745932406,3.045239280106161e-09,-1.842848808782536e-05,9.651293091691258e-10,1.2382552507732825e-09,0.000326609701320919,50.780253436553174,60.588503058672,0.0011062095340685252,60.58847447704536,0.0012018673523570566,-3.447578565659578e-09,0.00037965454072302207,3.4319401904318245e-09,0.018009248029815104,0.9825983388322204,0.0
3800,28.514779351870388,2.255651093536735e-05,28.51478222929689,2.071504180820697e-05,2.5184352000301048e-09,7.376104295680748e-05,50.780915794965246,1.7588889889003506e-09,6.15765845984402e-05,2.8718535812743884e-09,-1.9743510930651364e-09,0.0003416446154078639,50.78043543299554,60.58847788604379,0.0012176183642869565,60.58835594440939,0.0012161882642098552,-1.435438610192167e-09,0.00038124130698199884,-3.0689438823278946e-09,0.018142437497350908,0.9817054245682242,0.0
3900,28.514741044402754,4.4006233629755555e-05,28.514749461303804,5.0805632018125686e-05,1.0411954950815505e-08,0.00019315209194209105,50.78087396535161,1.0757689613363774e-08,0.00019738095280028828,1.2653026738278116e-08,1.1063595837090219e-08,0.0005026976001234839,50.77988348046424,60.587892423264464,0.0012949154007230596,60.588125228926984,0.0012744724943569113,1.7249914293605e-08,0.0005209583254729099,1.4862647765761536e-08,0.0190981219256454,0.9810850819918691,0.0
4000,28.514689780681238,7.526816134322242e-05,28.514697894743943,6.316440715122317e-05,2.1046006235679037e-08,0.00038934324429541794,50.7808220213214,2.131455448891847e-08,0.00045409411311461397,2.056623720236829e-08,2.486237393925549e-08,0.0006685511598899765,50.779389712731955,60.5878018490546,0.0013677240653510961,60.58778217611752,0.0014658457907501332,3.04416272818407e-08,0.0006437997939143066,2.6809363245474236e-08,0.019512981774932665,0.9810562901988057,0.0
4100,28.51462283999372,8.903957934453681e-05,28.514640826354608,9.214758982725328e-05,2.98855274583134e-08,0.0006462663497961585,50.780790686691105,3.0120605841468356e-08,0.0005344810193795112,3.064078774935551e-08,4.5867191377260985e-08,0.0008854685006319117,50.77895522381956,60.587283560421035,0.0015191522196631323,60.58715062509692,0.001490725805721424,4.5512446079936836e-08,0.0009150168079324753,4.384594470651674e-08,0.01971822715810621,0.9804925193850459,0.0
4200,28.514582852917552,0.00011457208538004413,28.514580308696626,0.00011748126078283122,4.315888730963851e-08,0.0007354567969573813,50.78074713996328,4.116145176972589e-08,0.0007768060170776697,4.0929295971599055e-08,5.5245500302461393e-08,0.001016545528379731,50.77853960515752,60.5869882003646,0.0016853000895763232,60.58705075135293,0.0016636705095152986,5.348379858095029e-08,0.0010776150958109582,6.01853570782293e-08,0.0204484268181013,0.9797039672856246,0.0
4300,28.51452874111763,0.00014022689512912636,28.514543852548915,0.00013925934296494974,5.6485119005962e-08,0.0009160669028038783,50.78071398123592,5.717272668533649e-08,0.0010170375868510312,5.4975911168474916e-08,7.106009275063429e-08,0.0012550738072584402,50.77786039324259,60.58664077832464,0.001772707789295119,60.58659219105377,0.0017429996533720059,7.020292872893185e-08,0.0012636133432775548,7.737660079624394e-08,0.01998832606956437,0.9792138684673626,0.0
4400,28.51448357218023,0.00017325787398259602,28.514483594719334,0.00017027107655083134,6.788841063056654e-08,0.0011574479499090692,50.78067434747507,6.748197252371986e-08,0.0011180094564517333,6.384683777368812e-08,9.243684722747404e-08,0.0014335002051070525,50.77725810899606,60.58633338140597,0.00181899730215957,60.58620386706505,0.0018628665218927876,8.78142252699121e-08,0.0014007661141093252,9.159564712001579e-08,0.021091184501914842,0.979611785746123,0.0
4500,28.514424535019952,0.00019761765029216853,28.51442185667084,0.0002047073622395362,7.326718704334628e-08,0.001369369071131974,50.780618089535,7.436621935438428e-08,0.001379406298257875,7.892110039242817e-08,1.0329183491915284e-07,0.001611868381378057,50.776947188902675,60.58583910897266,0.001967020599676034,60.58574226833696,0.001969629909669999,1.0127808290330243e-07,0.0015999660519857685,9.908470497337743e-08,0.021786700839260206,0.9786741396821741,0.0
4600,28.514368287352806,0.00021769392706956533,28.514363895172053,0.00021793434872179073,8.902164380668029e-08,0.0015298127415588952,50.78057113085745,8.912462355779103e-08,0.0015592439544238456,9.009630735987206e-08,1.2063239565546567e-07,0.0018327584654064162,50.776360513356735,60.5853771643521,0.0020508122326102223,60.58534355897957,0.002027276484493876,1.1334580305838138e-07,0.001707500830999773,1.1317266278233316e-07,0.022191014647709707,0.9779462848515523,0.0
4700,28.514332968504075,0.0002497210274852456,28.514310159975572,0.0002538068500560358,9.986370132468696e-08,0.0017049072598967919,50.780541293633235,9.713064359484408e-08,0.0017505206150082407,9.662416608385171e-08,1.360828886755703e-07,0.0019448146133541119,50.775970602100486,60.58510858684518,0.002245724743795445,60.584985711533726,0.002210920099976235,1.2998035780481362e-07,0.001903082771571032,1.289094336020479e-07,0.022355081116345047,0.9777420282999965,0.0
4800,28.514285666860314,0.0002805761573134564,28.514278951501947,0.00027951146325696765,1.1230086219007799e-07,0.0019730843054867942,50.780493515694396,1.1067299668477546e-07,0.0018583981870359425,1.1274209928982351e-07,1.4863817383864216e-07,0.0020862490257824943,50.77555833736909,60.58476879116945,0.002238298007497719,60.584642821749235,0.002239058819424572,1.4636167775280386e-07,0.002087605277212713,1.4315923141554368e-07,0.02218979013729835,0.9771785779530299,0.0
4900,28.514221182429917,0.0003125661134600531,28.514220486158774,0.00031306090153928104,1.208522795961635e-07,0.0021561213025860226,50.780449694060174,1.19928441146765e-07,0.002048003343239653,1.1714137376591807e-07,1.600903183529114e-07,0.0022945882579907765,50.77490783325142,60.58438949261135,0.0023781751910461712,60.58440922956649,0.0023831076022283386,1.6395971912662127e-07,0.002346995803751089,1.646070533280518e-07,0.023441937857441166,0.9768996938604796,0.0
5000,28.51418044485961,0.0003398925884813558,28.514171188802088,0.0003224696063749835,1.3013973491589483e-07,0.0023074911251415304,50.78038312237374,1.3171528235457511e-07,0.0022661765438132435,1.310524221437407e-07,1.7199268811450658e-07,0.002522741269754576,50.774319121742664,60.58410192954686,0.002512470128044916,60.58388880442838,0.002545593448817145,1.7238597341875983e-07,0.0025007772956118805,1.7353668335576198e-07,0.023240526891803778,0.9774281233109257,0.0
