milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
0,28.51476430769863,7.013439523016688e-06,28.514768104063556,2.785427989209454e-06,3.360003656774121e-09,2.299759836340707e-05,50.78093745316485,-2.6552540357107704e-09,1.9179546215780404e-05,-1.3753191711750965e-09,-3.1153794610382094e-09,3.772013935089958e-05,50.78089122963681,60.58988658857728,-9.339370215168832e-06,60.59000819615762,-5.191196653227303e-05,-3.5819966791934823e-09,-5.288640307739246e-05,-4.0624253824466155e-09,0.00040317526467959327,0.9999598130155971,0.0
100,28.51476942550139,-7.221427946507909e-06,28.514770269591843,1.8296013326992638e-06,1.2990632014452043e-09,5.221163466478317e-05,50.78094105173181,-2.129425751588181e-10,3.625273040736742e-05,-5.930035584304322e-10,-1.3457308951713542e-09,-2.1409149187749737e-05,50.780942821350976,60.589957359530864,-5.739154719593151e-05,60.58976732310102,-3.021638666885761e-06,2.8544714272907307e-09,-6.9113665627973384e-06,-1.2813511497426187e-09,0.0011869531793668607,0.9997763672699332,0.0
200,28.514784678950466,2.6998066806436612e-06,28.51475930067619,-3.813981733133811e-06,-6.132555398658313e-10,-3.407152392411984e-05,50.7809496506965,7.422864555683732e-10,-6.094890085922725e-08,3.235116812822272e-10,-3.685668115314161e-09,4.1447919956052076e-05,50.7811109950993,60.58981279936312,7.390507944023312e-05,60.5899544942708,-2.2482032890539924e-05,2.954761624536397e-09,-6.508269981351582e-05,-3.3254891375995965e-09,0.0013404529059490064,0.999678415432595,0.0
300,28.514793419101434,3.4981942489046944e-06,28.514763645734153,4.330648724416003e-06,-3.383541843285885e-09,-5.508663286554135e-05,50.780928689711324,3.077465837845245e-09,-3.0141189425410055e-05,-3.3660882589110502e-09,3.0085092553383393e-09,-2.3680756783480846e-05,50.781092881935,60.58984814175106,5.5453664380892416e-05,60.590046274381976,-1.9777614040131367e-05,2.1434764475332922e-09,-5.917589811379276e-05,7.274316880616164e-10,0.0007974766230980228,0.9986820025887405,0.0
400,28.514782143680875,-7.93575915878814e-06,28.51476270476509,-5.863800783115075e-06,-6.182216451097135e-10,1.107209407332145e-05,50.78093249332848,1.8854491792070233e-09,5.0192617217468666e-05,1.2860778046867064e-09,-8.173407568412273e-10,1.361349194423832e-05,50.78087800215122,60.5897668514912,4.836592736037213e-05,60.59003710871699,6.479840116580965e-05,1.1448317976807554e-09,-8.052735643190205e-07,-5.614266392692619e-10,0.002549285975981652,0.9974997233653405,0.0
500,28.514772475426266,-5.895847843679053e-06,28.514763488524448,1.5708247506976956e-06,-2.712364496452318e-09,1.2883894636412363e-05,50.780928637345404,-2.934706885491128e-10,-5.210829050896039e-05,1.6824112186524953e-09,-4.387170644482598e-10,6.238117935519274e-05,50.78110369987334,60.5898591006382,7.12032176993764e-05,60.58981377108036,1.0770295532033023e-05,1.139017101439826e-09,5.406683897161459e-05,-9.767026519546089e-11,0.0024654858022662715,0.9975979811323302,0.0
600,28.514764650893465,1.8116835568763102e-07,28.514772819248225,-9.038741022238892e-07,6.965175178761253e-10,4.485754393040629e-05,50.78094368502444,6.078701470579428e-10,-3.612016926690613e-05,5.403327727317735e-10,-3.0633461428492083e-09,7.218572751509976e-05,50.78098169711608,60.589644320560566,9.955137834516096e-05,60.58965611941858,7.547955671142526e-05,3.58133264606443e-09,4.401977208718607e-05,-1.98807069712336e-09,0.0031573417278311696,0.9973780943077882,0.0
700,28.514786579018185,-1.934571350063743e-08,28.514784555755927,2.3021051971049174e-06,-1.1122862384616249e-09,1.60361333593086e-05,50.78094024377591,-2.378520987253252e-09,3.8155092880821235e-05,2.7624601972677956e-09,3.6504273718510183e-09,9.466870666229588e-05,50.780858434266236,60.58967828713356,6.438616501664896e-05,60.58963242863765,0.00014913691568618884,4.6648777151627755e-09,5.0025263123291096e-05,7.386042931254555e-10,0.0033895415101901187,0.9967336015296484,0.0
800,28.514774767869053,-5.263447394417009e-06,28.51479147870488,-3.3093295804942843e-06,3.518940168113243e-09,-5.920949623221758e-06,50.780942613880626,-3.3380570036946107e-09,3.355455672266432e-06,-1.251684218846801e-09,4.405543505005826e-09,9.205554774610734e-05,50.780995877410284,60.5895819574877,0.0001543730493640918,60.58985833770718,0.0001902767900148416,5.446470673517258e-10,5.483110859141722e-05,-3.7981390959127864e-09,0.004526932154416027,0.9960635672410832,0.0
900,28.514794044610213,6.981067842706599e-06,28.51478534593404,3.8856418002821303e-07,7.665652777053406e-11,-4.0652093612552175e-05,50.78094780443272,4.376908670065391e-10,2.3712293757567797e-05,-7.310592183048149e-10,-4.275063685666853e-09,1.3942092569161825e-05,50.78092789749205,60.58951691261141,0.00013762007531063877,60.589714554250065,0.00017796560373232388,1.7724792986214988e-09,0.00011415193174958043,3.5779377264498384e-10,0.0038680788224809484,0.996315308835382,0.0
