milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
0,28.51477369942868,-8.467331529805638e-06,28.514788517907164,-7.154033780707056e-06,2.9221480728651257e-10,1.6054796480859015e-05,50.78094642158748,-9.407062113389471e-10,1.0882857920943725e-05,-2.46688014367989e-09,-3.8118024137056094e-10,-4.620663357239973e-06,50.780888045790824,60.589775670530074,5.0909191326034046e-05,60.58999015265994,2.2632980860262355e-05,1.426953977517076e-09,6.483714158993234e-05,3.6856323323188504e-09,-0.0006688263054074592,0.9999065582563481,0.0
100,28.51477823036749,-7.680046560095481e-06,28.5147820236871,2.75879281745622e-06,-1.435909192191671e-10,1.6239379925608695e-05,50.78095101950276,-1.1825628288473297e-09,-1.4402779852297872e-05,-2.035093705482923e-09,-3.066804115132764e-09,-4.394354768206224e-05,50.78118553107773,60.58984781429994,5.669544922827239e-05,60.59002170784849,-1.716489923902307e-05,-4.011625161186957e-09,-2.5691064913649548e-05,4.524114808841931e-09,0.0004722390111420553,0.9989022683472766,0.0
200,28.514774364368776,1.3021996496371544e-06,28.514775918131768,-2.5027563384861556e-06,-3.0835304127772527e-09,2.547233416307478e-05,50.780946584234925,2.040133581428055e-09,-2.033504649740477e-05,9.299447884327e-10,1.6275517136088145e-09,-7.418884247389665e-06,50.78115940043897,60.58986969767804,-5.307040440359912e-05,60.590030796627914,2.231633350395046e-05,-9.032139765986573e-10,2.8519992198017336e-05,5.952281521851873e-10,0.00027923551163050507,0.9991927759628455,0.0
300,28.514782072514674,-8.80439389929003e-06,28.514791906395697,1.3512098504053574e-06,-2.6979734091493697e-09,-2.8042248768926784e-05,50.78095109089474,-1.0874259244061703e-09,1.5402898478076087e-05,1.255158767651173e-09,3.443716940723437e-09,1.1288053197900252e-05,50.78094377253529,60.59002110462506,2.5886754899931332e-05,60.58983943034576,-5.387770389853458e-05,-7.591573172490925e-10,-1.373970799646972e-05,-1.5766761953868787e-09,0.0012470454809431581,0.9982402196832916,0.0
400,28.514775148677654,-7.136838834890131e-06,28.51477007101292,-1.344105775232148e-07,1.756906203668127e-10,-3.146652291877115e-05,50.78094865260025,5.372158810877591e-10,-4.455877798972382e-05,-8.082322908683716e-10,3.2672037782671033e-09,4.745989970627178e-05,50.7809958115806,60.58995482210889,-3.105970386828026e-05,60.58984949925613,6.581625638705729e-05,1.7857006657286044e-09,-4.44212069771803e-06,-3.8534547153552355e-10,0.0018630213695732675,0.9975224424230366,0.0
500,28.51478605299324,-6.595209222536803e-06,28.514768633464737,-1.9216298108438717e-06,2.2630583095255585e-09,-5.8927664183505144e-05,50.780939971045655,-1.0080696080132097e-09,5.086554194262643e-05,-2.9791374021669056e-09,6.659607345331726e-10,7.703279543040027e-05,50.78107643524253,60.5897267637082,7.86844567712687e-06,60.589708610031494,1.0895682569333604e-05,6.822706134656308e-10,6.645153186238289e-05,1.4169246645685427e-09,0.002594559295960715,0.997358317660302,0.0
600,28.51477097821903,-4.7135098189568555e-06,28.514780673473425,-5.079255092138876e-06,-2.057770102000672e-09,-5.670100477216953e-06,50.780932987960554,-1.856369550823228e-09,-2.0631748587966022e-05,7.765998790400782e-11,-2.5643270293157915e-09,-3.5383485570438035e-05,50.7808719150517,60.589936640852336,0.0001591009875989074,60.58995627975905,6.983452416457411e-05,1.4574039350051792e-09,7.0122054884247345e-06,1.395382892964971e-09,0.002862515829391528,0.996756209023693,0.0
700,28.514783621257667,-6.334894554643862e-06,28.514791071368613,3.0198256150401025e-06,2.9362591734778435e-10,-2.522002508974028e-05,50.78092857319715,-2.0317426226363193e-09,-4.735396807476971e-05,-1.7074329686367525e-09,3.6758228572963237e-10,-2.7609799662926486e-05,50.780867043077464,60.58960513142421,0.00014777675519952609,60.589767318482,0.00016522234577647594,-2.419561546033053e-09,5.5722050811324636e-05,-2.6152304042067996e-10,0.0030684728694586666,0.996694860235387,0.0
800,28.514779128064323,1.0125560013856933e-05,28.51476929331641,5.128362269225717e-06,-2.2817467836033076e-09,-1.735013119438253e-05,50.78092555391267,3.421662341666579e-09,5.579388198143956e-05,1.0190697052063997e-09,-4.6442926867161146e-09,9.525950100630219e-05,50.780910223796475,60.589631498823984,0.00010965486585078559,60.58985554558018,0.00016238345734244575,3.910410070810925e-09,-2.039439219759336e-05,2.1917023367230283e-09,0.004460594287627453,0.9967121220233978,0.0
900,28.514773275812953,6.617737884266392e-06,28.514777230551463,-8.684638570399841e-07,2.5855418816819666e-09,-3.7112577077653465e-05,50.7809316263588,3.0935490623833193e-10,5.9754518144439935e-05,-1.4436159890139037e-09,-3.2658363929644915e-09,3.707425052160523e-05,50.78097984235592,60.58970306199927,0.0002614536330663663,60.58971672104824,0.00019519640848298823,2.6081962422622326e-09,8.407637401943001e-05,1.9120323480978543e-09,0.004782328597664431,0.9961924273314458,0.0
1000,28.51477439709465,-5.061550061770171e-07,28.514772967173894,7.091998396882022e-06,8.826786720222105e-11,-4.387928382779014e-05,50.7809456569879,-2.032989064845303e-09,3.460855063139159e-05,-2.8969482505071786e-09,-1.6185573646338638e-09,9.388914366907068e-05,50.780852181526086,60.58961517587312,0.0002402850825490518,60.58958286760493,0.00028183392814378546,-6.646128275556201e-10,6.466689336465651e-05,3.405314564347071e-09,0.00491682717582285,0.9956549285986126,0.0
1100,28.514779815646744,2.938281268359543e-06,28.514767843941723,1.1348395161547233e-05,-3.175707767255095e-09,3.077708606835161e-05,50.780944733327345,1.8153079139537966e-09,6.490138797441875e-05,2.8254015261137878e-09,4.278226257910614e-09,2.981139460717051e-05,50.781008388932,60.589608427615595,0.00025916166888832135,60.58958367250103,0.0002910106492751935,-3.403218752260393e-09,6.495009363569549e-05,-3.954658862451757e-09,0.005738747326436464,0.994784864091547,0.0
1200,28.51476777465451,1.093754999004226e-05,28.514777204050905,-1.2532436614156721e-06,5.393872224875782e-10,3.2096625653628934e-05,50.780933833025394,-1.5609959859871215e-09,4.635142360501488e-05,-9.300692511281815e-10,-3.255674256880529e-09,0.00012425419689972674,50.780720120557476,60.58958918856988,0.0003324001028075167,60.58945450640613,0.0003259768421007581,1.0319278688053068e-09,6.714816314918554e-05,-1.8657107395967145e-09,0.005173652287195442,0.9937203700254488,0.0
1300,28.514772220096003,1.1963251737062108e-06,28.514788254067668,1.1769907366822929e-05,2.9055334663332894e-09,4.395980692342957e-06,50.78094809852534,1.944562316729547e-09,5.466646735000254e-05,3.8482070870285696e-10,3.4864221259610973e-09,2.9067061482215814e-05,50.7808499414248,60.58948096812987,0.00038123988316065763,60.58958504938101,0.00031951787757524995,4.766962697813693e-09,7.418728545568913e-05,2.3538290905279106e-09,0.006209588678756102,0.9942727067818319,0.0
1400,28.514767698714063,1.1707900093010608e-05,28.514771445473528,-2.099075740736609e-06,2.414293511047676e-09,-4.614647645967841e-07,50.78093306786619,-3.441637089218237e-09,-9.902197988348258e-07,-3.147452483623998e-11,3.411294749203334e-09,0.000114777864200021,50.78093401285049,60.58950325948415,0.00034604070737900074,60.58929602600666,0.00033491526693792616,7.28727317900177e-11,0.00014297152755343563,-3.873830798347243e-09,0.006211303251657463,0.9934936227030484,0.0
1500,28.51477792639248,1.1236048043206988e-05,28.514784576919865,6.856605089450882e-06,-8.310845687511892e-10,5.2978010821672165e-05,50.780942780198885,1.2089815583376933e-09,-3.055315039663308e-05,6.808023076870539e-10,-1.9259818549158365e-09,0.00010729476436468288,50.78095522579259,60.58951871707306,0.00033863047904803646,60.58949810151654,0.00038580794964575537,-2.1646325660847853e-09,5.644245022227982e-05,-2.0234100018149213e-09,0.007098675691733855,0.9922459032643597,0.0
1600,28.514779758340143,1.0493796361920516e-05,28.514795766588747,1.511744509071478e-05,-1.3509535568232632e-09,-3.273870474615168e-05,50.78092935066982,1.3017905693058087e-09,-4.219472946004503e-05,1.4114618769101587e-09,4.663458389356667e-09,7.635369608549497e-05,50.780674795475655,60.5893656340717,0.00048588733560625113,60.58921341883851,0.0004201390797437716,-1.8756539050514785e-09,8.631540231267333e-05,-4.039963775792047e-09,0.007411533897089824,0.9916776828644398,0.0
1700,28.51476950434486,1.1621429831512972e-05,28.51476552150977,3.928687597948123e-06,1.1933106497371825e-09,-3.2194230515234055e-05,50.78093626941722,1.270524902055043e-09,-1.1688000026589395e-05,6.829683763558355e-10,4.719138793893904e-09,0.0001646721998135676,50.78071631268023,60.58932099432615,0.0004836061599390972,60.589232147325745,0.0005003707048387741,4.2230894421896436e-09,0.0001640854706451473,1.0076801001494445e-09,0.008248067136144208,0.9922029914638664,0.0
1800,28.51479582284941,5.334971096978658e-07,28.514789445324737,1.2131776084241295e-05,1.303134591949543e-09,-1.1838802365200212e-06,50.78092691049842,-3.184995771622136e-09,5.107728307304951e-05,1.5930492372500007e-09,5.040457361704823e-10,0.00010519355031706371,50.78077530367337,60.589128162914285,0.0005006440761653821,60.589135112148476,0.0004422394664965398,2.348416548140082e-09,0.00014929822773602822,1.670006405263629e-09,0.009327896587652004,0.991870489264384,0.0
1900,28.51477573550568,8.528009168739976e-06,28.514778459438478,8.81035555779325e-06,1.0542776149038312e-09,1.1043672761591428e-05,50.78093399293694,3.367171595947815e-09,-4.22001667035965e-05,1.7360562213201079e-09,-3.167642667010651e-10,0.00013215770547265636,50.780724317396064,60.58927260228789,0.000579091682121958,60.589287178128146,0.0005944874365435344,-2.391215769885828e-09,0.00019008288733860215,4.405982207891571e-09,0.009183110931960564,0.9902394959271075,0.0
