miliseconds,C,M,X,MI,XI
0,0.009208491382212877,0.010022721921970595,0.010056113003360467,0.9900616077894464,0.9900385892230146
100,0.013745028228354637,0.00028511311516178,3.615740769724162e-05,0.9997556304323226,1.0000089986739038
200,0.013697043695373862,0.00037948350597813457,-6.31759950614955e-05,0.9996657261989197,1.000055647402475
300,0.018257714554352506,0.0003225942934240219,2.1242186275633147e-05,0.9995834926861378,0.9999862472719948
400,0.02076181951672951,0.0004710930937016944,-5.1226339244859994e-05,0.9995719681709221,1.000063377773418
500,0.021075804033267437,0.0004993165779145562,7.427523573914064e-05,0.999538471670872,0.9999976703692754
600,0.024896361333273134,0.0005656090919357492,4.532196875033448e-05,0.9994861213221612,1.0000191718445728
700,0.025732744089546695,0.0005922224490055012,4.909248588185599e-07,0.9994341432843887,1.0000408605482398
800,0.029679928491015736,0.0006266264089507077,8.126676280212928e-06,0.9993850660133842,1.0000009384728317
900,0.0326892185211207,0.0006994050959120957,-5.8013912353124786e-05,0.9992968294674063,0.9999931960043363
1000,0.03321574758434281,0.0008064243122355932,-1.9642425781795586e-05,0.9991931669906018,1.000056660832829
1100,0.03715213119970414,0.000750788502305356,-5.161579250794093e-05,0.9991900324143578,0.9999903684677809
1200,0.040985421812518026,0.0008348204696189753,2.864969291117265e-05,0.9990903882241281,0.9999776781987124
1300,0.04350509540144875,0.0009717868846895456,4.14576442429034e-05,0.9991080016706723,1.000024020644558
1400,0.04596929855649072,0.001000684915430224,6.233896024459834e-05,0.9990510769270041,0.999932103695647
1500,0.0462355510897782,0.0010721744894859075,1.0944148191589014e-06,0.9989292954219612,1.0000360274318363
1600,0.04892394866480343,0.0011246523760373279,5.1660460428114326e-05,0.9988891693511387,0.9999433435419536
1700,0.0515161252785471,0.0011272949631161047,-4.541840260595881e-05,0.9989252539707698,0.9999485526803762
1800,0.055895451946524885,0.0011404668180287412,-4.7977375396020345e-05,0.9987725514150777,1.0000086261944536
1900,0.05648236744718789,0.0013452510794052983,-2.1351510139100108e-05,0.9987105655723066,1.0000165421820726
2000,0.057622830294220266,0.0012921499554332965,-3.6472907833321097e-06,0.9987119329502612,1.0000260531016965
2100,0.060839157507377756,0.0014702264118825067,-1.0680620181338447e-05,0.9985750206863406,0.9999763206945136
2200,0.06550610608507626,0.0014222437376029825,2.277802658517942e-05,0.9985263171961208,0.9999474831380708
2300,0.06578431916277991,0.0015606238298326704,4.794415773757285e-05,0.9984266298076032,1.0000404181767288
2400,0.07039305701230965,0.001568766218380605,-2.032159125647162e-05,0.9983407248736517,1.0000085967463495
2500,0.07265869974334033,0.001672291958941341,-7.193372972136584e-06,0.99829911613431,0.999963384122273
2600,0.07322423306112891,0.001700162624587344,1.1042017142440747e-05,0.9982607951271433,0.9999562851851153
2700,0.07584228696386408,0.0017726675348558039,1.588610231560108e-05,0.9982005322366361,0.9999550255256835
2800,0.0794650833072701,0.001855815442981855,-3.281236022425935e-05,0.9981627175137354,0.999967477212471
2900,0.07997966833005213,0.0019065429622385133,-3.074628687333397e-05,0.9980082120996939,0.9999700084544504
3000,0.08363500488183118,0.001937644091998138,8.146683465892422e-05,0.9980681903484364,0.999943443630633
3100,0.08738829407175816,0.002087913194867262,-3.347837633390884e-05,0.9979039521437578,1.0000480002612422
3200,0.08807310232528603,0.002190560772203489,4.512674715680804e-05,0.997915925472217,1.0000422001824332
3300,0.09192309022094076,0.0022230505613718837,-4.632271343193264e-05,0.9977638675865825,0.9999091990188024
3400,0.09390089428503287,0.0023233956284690787,3.699088239094416e-05,0.9976595249296315,0.9999527274248113
3500,0.09576623700193296,0.00229997214177184,-3.765955918470486e-05,0.9976970031253326,0.9999325445600573
3600,0.09738782056543281,0.002430691316781422,5.398446350264862e-05,0.9976519678749167,0.9999500344249103
3700,0.10087128494731253,0.002438952026925153,-5.345444151565885e-06,0.9975635821716774,0.9999411493044973
3800,0.10207356367024122,0.0025610973371088743,-1.2174002685865587e-05,0.9973797222076098,1.0000225863868597
3900,0.10361618220031132,0.002669970979104996,3.6112165025951674e-05,0.997382792143686,0.9999321416085464
4000,0.10831352134893246,0.0027013608245175513,-3.9320610273286695e-05,0.9972835722865615,0.9999408735838373
4100,0.10920908212130534,0.0028269365940711408,-2.3847885563179513e-05,0.997229907250491,0.9999531110960174
4200,0.1139242700248195,0.002878959117471921,7.033443189026056e-05,0.997188200071081,0.9999565982430455
4300,0.11438601339363069,0.0029715267141433637,-2.220356989921434e-05,0.9970721547322705,0.9999200374810864
4400,0.11823560648605974,0.003076500039852401,7.185313048547417e-05,0.9969166103002491,0.9999423994806841
4500,0.12023634895535107,0.0030733901998309986,1.935900669504569e-05,0.996930493554551,0.9999922772945175
4600,0.12030373833769072,0.0032289778715070883,-3.220741489988866e-05,0.9968045432441536,0.9999811986785372
4700,0.12328657667815221,0.0032438551688422756,5.977268359464444e-05,0.9967095488100193,0.9999384774856059
4800,0.12623043884996002,0.003371268532944366,8.141767259983437e-05,0.9965929506533249,1.0000108054008117
4900,0.13010696131877228,0.003470389456047659,-3.204264124463015e-05,0.9964889639651573,1.0000146967219605
5000,0.13051148254209247,0.003577350871778374,-1.3122115252965992e-05,0.9964879328660387,0.9999487085536544
