milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,5.001900537476666,4.999885651440825,94.99940815340848,9.999922055856437,10.000000000022945,-7.865384919709642e-18,200.0,3.558058130277294e-20,-1.1173183181998056e-16,0.0,-8.909331625095051e-11,5.05988712767166e-16,98.52307847259581,99.88586529837296,-1.6434694268495942,0.644282843966817,500.0000002774697,3999.027852378418,200.0,200.0,200.0,0.005545191600218814,0.0013043995542025941,-5.937220605247626e-05,-2.572142713784142e-06,1.4977424791195213e-05,-7.703098092151208e-06,-3.388730657585569e-06,2.4127990682489704e-07,-9.260971472552276e-09,1.2626399016120264e-20,1.369144782226139e-21,-4.898589209675249e-23,-3.1853931882511876e-26,-3.5288304708975673e-10,4.57065290422189e-12,-4.544489016585298e-28,500.0000722008935,-0.000564020830767867,-1.7753283818851e-23,-1.2413400395011504e-06,9.32152583881521e-16,-1.3603795408111535e-12,-0.0008402545619404962,-9.207978160662298e-06,2.176068255305208e-06,99.99964280773418,8.35048808730245e-12,-1.6685732174845044e-16,-1.544273346822598e-07,50.0,3.725701381851369e-14,1.4985868314469955e-11,0.0,100.0,1.7985993551868013e-17,-3.1311893426765935e-33,0.0,0.0,0.0,0.0,0.0,2.4681129625462137e-16,0.0
100,4.996916334716314,5.007570569700448,94.99934506390957,9.99960384840944,9.999999999970688,3.923689843841772e-17,200.0,-5.149035247117894e-21,2.9326374968904964e-16,0.0,1.4234737225758457e-10,-1.454150619855065e-15,96.08411921250358,99.90374209552505,3.7724309062491304,-0.6863619048482946,500.0000000755927,3992.2874154863616,200.0,200.0,200.0,-0.0006569528041840623,-0.0008396079204034764,-5.509895503536973e-05,1.1450109783063222e-05,1.2666630797066772e-05,2.6049817101559365e-05,1.8312126071768971e-06,-1.9039408688615248e-10,-1.9652973261212522e-09,2.715700770118152e-20,1.0246871152547209e-21,1.8414854435796027e-23,2.4546739484570436e-24,-3.484676415893611e-09,-4.58923684365851e-12,6.529703649017053e-28,499.9992530468371,-0.0002474593682695494,1.6391810966821477e-23,4.053474626935751e-06,1.004493508866694e-15,1.4851495377969628e-12,0.0015431805275070544,-2.4329167072133547e-05,-2.278797742065078e-06,99.99827072385763,-1.215906751465322e-11,2.5273976765696975e-15,-1.1668627187959201e-07,50.0,-5.9197571910491656e-15,5.007481257082746e-12,0.0,100.0,-9.30292065862236e-17,-2.756342595857914e-33,0.0,0.0,0.0,0.0,0.0,-3.9932335241649393e-16,0.0
200,4.995368660570102,5.004132610222509,95.00261855216036,9.999306841891764,9.999999999984734,4.1129634983215136e-17,200.0,8.848141083851006e-21,2.7183649681121895e-16,0.0,5.6963726813312744e-11,2.1396966068981096e-15,88.0712169802645,100.68737374122114,8.993709684127094,0.295107707785025,500.00000004136444,3990.76301290725,200.0,200.0,200.0,0.003463103693936998,0.00014874012217600614,-5.101282821808439e-05,-9.267710686674482e-06,-1.062028320351725e-05,-9.599787087828286e-06,5.545905857693233e-07,-5.899431163109233e-08,-1.0294930564834881e-08,6.509261268681617e-21,-1.6186936152242473e-21,4.229760778033322e-23,-4.7225726567595555e-25,4.858225413509648e-09,4.18941915447309e-12,6.024907313110958e-28,499.9988444074197,0.0012533039940175533,-3.0361171681231854e-23,3.3538301167297404e-06,-2.1635153816219184e-17,-6.719998227220195e-13,0.0022893881372651886,-0.00012500223945129758,-1.5339138508721436e-05,99.9978709085487,9.212483969840264e-12,-1.7103764915007314e-16,1.1633674958253524e-07,50.0,-1.757821731042674e-14,6.82619204480959e-12,0.0,100.0,1.2033833843010382e-16,1.4303012721939405e-33,0.0,0.0,0.0,0.0,0.0,-2.381486136483737e-16,0.0
300,4.995161311160425,5.006616952945121,95.01132253740892,9.999070080277592,9.999999999986374,2.0151811911270874e-17,200.0,2.254285613423971e-20,-1.5265881672647e-16,0.0,-2.384661185693638e-11,1.1078417386015774e-15,86.80508014235257,100.10991168250207,13.267817723263798,0.4129418968682922,500.00000020193636,3985.1681226156693,200.0,200.0,200.0,0.002404903703008935,-0.0009341540977513326,0.00011482211694979127,7.4061255560573535e-06,-1.0293689256035692e-05,-2.7794510175921615e-05,1.3571170925443301e-06,-7.507584515028371e-09,-1.0441296832885918e-08,2.491708759402382e-20,-1.7867259619622244e-22,-6.493442428078327e-23,2.090751201281291e-24,1.8835726268587033e-09,3.1856733802881144e-12,-5.991013780315841e-28,499.99832796205965,0.0012778568086513511,1.590396014221392e-23,3.671970518311081e-06,-3.1435360759145764e-16,-1.5076878280015977e-12,0.0033261993474966844,0.0001324989296492065,4.983773947354115e-06,99.99751974627688,-2.611352056399652e-11,1.2486342428620007e-15,-3.865901370234754e-09,50.0,-1.694802750697904e-14,6.978194759937692e-12,0.0,100.0,2.919181477902348e-17,-3.0414724476685936e-33,0.0,0.0,0.0,0.0,0.0,-3.478169380041095e-16,0.0
400,4.9936949236844566,5.020284427443748,95.00834199396067,9.998800642517532,9.999999999951658,7.636593306492373e-18,200.0,-2.3173647357979565e-20,3.023527784243511e-16,0.0,-2.1739456232912945e-11,3.010537367908598e-16,79.9821880317481,100.09809097018302,18.045092571569658,-0.0921844739309029,500.0000000711619,3979.7089458874257,200.0,200.0,200.0,-0.0015252837041438798,0.0008447399961863579,0.000170216693203514,-3.207668833978754e-06,1.324186523523899e-06,-3.181030354538024e-05,2.775098049057213e-06,-2.2978022455474766e-07,-1.0723060599592682e-09,6.6585923838611164e-21,-1.6998330839439178e-21,-4.0716191130439917e-23,3.3749569460972614e-24,-1.2351900328333927e-09,3.6652855916691865e-12,-9.152883171946686e-28,499.99783077382534,0.0026363505948652647,-8.223211531231581e-25,5.6285408337738525e-06,-3.067059099700715e-16,5.389468714424297e-13,0.004086802154686847,0.00016127762087485387,6.458205934277975e-06,99.99665018640646,-4.110870499983031e-11,-2.0941257596913838e-15,2.0708187046210786e-07,50.0,2.2136137822969413e-14,-8.519479283730094e-12,0.0,100.0,1.0219491557793208e-16,-4.948472455253706e-34,0.0,0.0,0.0,0.0,0.0,1.5054594511018522e-16,0.0
500,4.985695623354038,5.01641850697728,95.01711094533611,9.998946752916462,9.999999999979865,-1.6549432370071906e-17,200.0,6.171692325951189e-21,-3.839920981278292e-17,0.0,3.424731269947394e-11,-1.3005769677416905e-15,79.07121157760723,99.23583628798806,22.996294805509294,1.0035879503039895,499.9999996547594,3977.54948465526,200.0,200.0,200.0,0.0013994000440506402,-0.0010925706784410832,9.887502262987155e-05,6.851229354261678e-06,-2.628920007555024e-06,3.06407784970423e-05,-2.0705884468258918e-06,3.0080008795167536e-08,1.2999538647402436e-08,2.8342559242567746e-20,-3.3071122977866036e-22,-1.2476955398623815e-23,-1.0709528039622798e-24,-5.190732486240668e-09,-1.8600833756648285e-12,-5.830665450552096e-28,499.99738575332555,0.0027612612069274085,1.5323723196291012e-23,1.1524423324270676e-05,4.789141469716725e-16,9.757727142874177e-13,0.004446847864516559,0.00015933390677605377,-8.146671088572594e-06,99.99504268680715,-1.7195432094348032e-11,-1.4476080682969582e-15,1.176944491496707e-07,50.0,-1.91571856141164e-14,4.022852256618433e-12,0.0,100.0,1.3702491335607716e-16,7.5808486770605615e-34,0.0,0.0,0.0,0.0,0.0,4.678641539179591e-16,0.0
600,4.983203207242311,5.024988454418559,95.01222560152856,9.998665863986744,9.999999999989493,2.8745231355474525e-18,200.0,-3.602489801912035e-20,3.1481370222419796e-17,0.0,1.4911889782188798e-10,-6.897986137513797e-16,73.63013360491131,98.46249760128875,27.124912481915224,0.7127410910449987,499.9999999794805,3970.6205417877204,200.0,200.0,200.0,0.0026727189131337164,-2.4245249309867454e-05,-0.00019513261335098642,-8.852970736473151e-06,-1.4655792465678821e-06,2.4000910703783553e-06,5.656617370417257e-07,6.33473052273926e-08,1.2529242986868237e-08,-2.814461455079825e-20,-1.7456628173681104e-21,-4.285395406804429e-23,-2.8583153084319786e-25,-5.6754647897766925e-09,-1.1937193757809659e-12,2.120576163513294e-28,499.9968772814101,0.003485587473859245,2.2850504948706302e-23,1.0213121020735624e-05,-8.300975349624227e-16,1.2162598216426433e-12,0.006488161469938191,0.00022383198660391133,-8.612708833292018e-06,99.99436473006146,-1.9825043107978948e-11,3.9373573924381504e-16,3.3362455499437676e-07,50.0,-6.301817653154413e-15,-1.7235313010050547e-13,0.0,100.0,-4.815034672103006e-17,-5.182976978128177e-35,0.0,0.0,0.0,0.0,0.0,-8.212389809994275e-17,0.0
700,4.983027438589966,5.03116317069332,95.01687105324766,9.998244522161157,10.000000000005503,-1.647526902499007e-17,200.0,-2.6656092524465233e-20,-2.5627780770877524e-16,0.0,1.483543183561303e-10,5.529945418150899e-16,70.2687912086633,99.12599509896056,31.861917368092563,0.5465900599939483,499.9999997509058,3967.286700569256,200.0,200.0,200.0,0.0033914210087944933,0.0001382277017157134,0.00015409853761367214,8.022918731629208e-06,2.2513829020608875e-06,2.8678102087920578e-05,9.718493129948746e-07,-2.2441963456226247e-07,-1.8365642671726145e-09,2.793423521106081e-20,1.843887222979023e-21,-3.500514782585272e-23,-6.720465632587707e-26,-3.7087148527672107e-09,-5.290382419672424e-12,-1.0053921931573964e-27,499.99707277211587,0.0034310799196670743,1.1553586342349712e-23,1.0764997967400525e-05,4.901689079132624e-17,-6.366716367566004e-13,0.0058241601150322946,0.00028194736064674495,3.158095181260458e-06,99.99298288865619,-3.149963252806029e-11,-1.0673861600820816e-15,3.1133031681814076e-07,50.0,-4.15599992012524e-14,-1.2156296534211991e-11,0.0,100.0,-1.0981951389493243e-16,-2.6773861648106978e-33,0.0,0.0,0.0,0.0,0.0,-3.225327532420355e-17,0.0
800,4.982471411728352,5.027292877155032,95.01857281289132,9.997929479024242,10.000000000026475,-5.174947712225379e-19,200.0,-3.699231863004627e-20,-2.9996150513150057e-16,0.0,2.0711451752436058e-11,4.617400332619736e-16,68.2787746756903,98.41966938390455,31.99566383295461,1.5992586688661563,499.9999995007862,3964.7116141856504,200.0,200.0,200.0,-0.0009199057710487534,-0.0006953517343518978,0.00019993005886830798,9.33069841226665e-06,5.896113770519402e-06,-3.081244033352543e-06,2.4417626724984312e-06,4.920813160436688e-08,-5.481533666604076e-09,2.311885439503633e-20,-5.210146714596138e-22,-3.94239136801703e-23,2.754316946205986e-24,4.714014461519209e-09,5.2062984371597404e-12,-6.883116426125246e-29,499.9965000874104,0.003381932567157282,-2.1448820754950375e-24,1.4242679704718784e-05,-1.3828184299814097e-16,2.0318215958878116e-12,0.00702756726287221,0.0003491294704195595,-7.76735287740316e-06,99.99215599519025,-5.916984183376899e-12,7.231922151778119e-16,3.3822867043545924e-07,50.0,5.496725146362002e-14,-8.582094979436583e-12,0.0,100.0,6.216801296167884e-17,-1.7084593735731148e-33,0.0,0.0,0.0,0.0,0.0,-1.0175200456715902e-16,0.0
900,4.980923037491422,5.037148116395213,95.0205085059793,9.997804495623768,10.000000000050564,-2.625551833274626e-17,200.0,1.955128276740796e-20,3.617873790421836e-17,0.0,1.0760140517460627e-10,-8.190398551618121e-16,64.03900941237922,98.91071280702555,37.63994277795617,1.848328326248755,499.9999998089952,3961.3612522493836,200.0,200.0,200.0,0.007581451760233195,0.00033561144773797824,-8.935504334979627e-05,-5.917504076757777e-06,8.49711647469513e-07,-1.4284966276996994e-05,1.7776035735809493e-06,-1.5130966341790606e-07,-6.4991478007399726e-09,-3.4004533250439353e-20,-1.709675352836804e-21,-1.584477512658272e-23,3.679512684461745e-24,-6.537869318961142e-09,3.5632315578166177e-12,3.2268564431301057e-28,499.9948573136154,0.0044663887129556806,-4.595937722196272e-24,1.7725667729052183e-05,-1.1102666897021131e-15,1.269122596421903e-12,0.008635104214631227,0.000313389685804834,1.1910568993395619e-05,99.99250788579506,-6.423420814496564e-11,7.489496875612918e-16,1.7988743324414034e-07,50.0,-2.82690882164954e-14,-2.4600332323157996e-12,0.0,100.0,-1.247502821928253e-16,-3.319870663042134e-33,0.0,0.0,0.0,0.0,0.0,1.7745805601733277e-18,0.0
