milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,5.000514233699199,5.001783209551784,94.99838709528758,10.000287750325517,10.00000000005111,4.210173334050756e-18,200.0,2.704369974782393e-21,1.4091789359226447e-16,0.0,-7.734458102262479e-11,2.875400917860144e-16,101.27640431665019,100.31997109324907,-1.604578198062084,0.13846183379821586,499.99999977085054,3999.424154807886,200.0,200.0,200.0,0.0025133974717662234,0.0005299583900515374,-0.00019861742631458685,9.716277388169014e-06,-9.760516291642828e-06,-1.1094718208439171e-06,2.750487211221601e-06,8.95417814728112e-08,1.2437768978941705e-08,1.693936841064005e-20,1.3276092306749048e-21,6.836736736831706e-23,6.363743846393175e-25,3.252962245113356e-09,1.0870359804172562e-13,-1.1658181339472863e-27,499.99987272280697,0.00023883931886383046,1.1124497779021393e-23,2.440595977532077e-06,-6.631551200984218e-16,-7.409691647941524e-13,-0.00012659092017399575,7.8592687241041e-05,-8.731793625469055e-06,100.00043581674689,3.465475875621709e-11,1.3259733470290862e-15,1.0241428275091842e-07,50.0,-1.408468976948096e-14,-6.441887257413795e-12,0.0,100.0,-8.375914211595015e-18,2.87865277983451e-33,0.0,0.0,0.0,0.0,0.0,-3.7871940862416996e-16,0.0
100,4.994269738203609,5.003838405099022,95.00092861389135,9.999497824185951,10.000000000014241,-4.2871164754838523e-17,200.0,2.8343152767204294e-20,5.967540557446943e-17,0.0,1.075543238686915e-10,2.589895509239702e-16,96.26364681579787,99.85678498885514,5.0073698332483305,-0.2059431587085764,499.99999971918936,3997.0753568479017,200.0,200.0,200.0,0.004578513504062738,0.000370185696315841,-1.053880929905641e-05,-1.6744948380308906e-06,8.866383276935738e-07,5.598704514771359e-06,-1.7046718018759596e-08,-1.0652757544766527e-07,-1.1182515755125418e-08,2.320471859472308e-20,-1.394576851471502e-21,-7.10422246661983e-23,2.756503210439202e-24,5.5589874230850984e-09,4.03052285075389e-12,6.529737392564342e-29,499.9993696102174,0.0009181515223492744,-1.3769457666868746e-23,3.5284558337870054e-06,-3.1757007787734736e-16,8.195487649412092e-13,0.0009978408949813298,-2.0211943240981087e-05,1.2809834965911376e-05,99.99819588800695,-9.686615125044712e-12,-2.7348899111329042e-15,2.4410525457512814e-07,50.0,3.627240208377323e-14,-1.4908756338044262e-11,0.0,100.0,-5.343493625024683e-17,-8.457252229186624e-34,0.0,0.0,0.0,0.0,0.0,-3.761552755004125e-16,0.0
200,4.9923715717795245,5.003809174155744,95.00925363929939,9.999859084730424,10.000000000036284,-2.2997167226998974e-17,200.0,-3.582769381585765e-20,-3.4839654626878853e-16,0.0,-1.9792044488144684e-11,2.2867540409711174e-15,92.17860092245077,99.24843249632167,10.252913058170588,-0.10023836747925946,500.00000013965956,3992.0555392467163,200.0,200.0,200.0,-0.0019816275879209165,-0.00039158455399219033,9.814095105337756e-05,-8.030099791252033e-06,5.300145032463321e-06,2.4709810281397544e-05,1.371970935965146e-07,7.286401228647729e-08,-1.00482818822066e-08,-6.975113540094324e-21,5.497155917759106e-22,-2.6749394247455763e-24,-7.262372073070153e-25,-2.413775965306656e-09,-1.285932086901335e-12,3.944340475149983e-28,499.99897527303807,0.001534668124215238,9.977582945265189e-24,3.6101730285034393e-06,3.4901544537461607e-16,1.1630052622730126e-12,0.002140323183930197,8.502757832375195e-05,-2.7472724156780706e-06,99.99916547534967,1.546311325066354e-11,1.6277577633977602e-16,2.6590757308382303e-07,50.0,-4.97375207690864e-14,1.4896334932360223e-12,0.0,100.0,9.545884805749186e-17,-4.213849110054523e-34,0.0,0.0,0.0,0.0,0.0,1.9240321680489738e-16,0.0
300,4.989936505622208,5.009246814055705,95.01027492223731,9.999029088022139,9.99999999998076,1.5604175822783718e-18,200.0,-2.783733177865081e-20,-3.0874671225439865e-16,0.0,-2.5533423104300628e-11,1.9733144573703784e-15,84.92155467465112,100.33940562582805,14.18618722346081,-0.2567049754560614,499.999999751354,3987.2691463354067,200.0,200.0,200.0,-0.0034161245261667673,-0.0009071815880869266,-0.0001763800146596097,8.341947118824922e-06,4.744577139128905e-06,-1.058350890729108e-05,1.2809053054658633e-07,-3.335982405730083e-08,-3.976948978463197e-09,-1.935961007406443e-20,-4.3966603921069713e-23,6.592475432440049e-23,2.3851688489680318e-24,1.9458730173162988e-09,-2.473320813594952e-13,7.026663291042803e-28,499.9983603145728,0.0022258063866869076,-2.8896615990041144e-23,4.766123230212427e-06,-5.52792178461417e-16,-1.9239032454345787e-12,0.0037769471143699433,9.109212858720053e-05,-7.60081676639234e-06,99.99750484340971,-2.7961655592965206e-11,-4.843277020920294e-16,-2.082270793146246e-08,50.0,-4.435596405519424e-14,4.654543576816912e-12,0.0,100.0,2.4075567102568838e-18,1.575873277940178e-34,0.0,0.0,0.0,0.0,0.0,7.484596088387496e-17,0.0
400,4.9932468472935385,5.010058427566939,95.0124428287876,9.998956113564327,10.000000000060941,2.27860707311847e-17,200.0,-1.9021569930129926e-20,3.341276763395182e-17,0.0,9.16635551695712e-11,-9.93751099633234e-16,82.85703139960012,100.05294211660421,19.57184144614781,-0.13188548371707254,500.0000000251415,3981.8230778478614,200.0,200.0,200.0,0.004782801502400513,-0.0002693527359870003,0.00012387344425000724,3.545891500968457e-06,-8.509704069454906e-06,-2.6552694901821214e-05,3.2030999233775085e-07,1.2835589797936388e-07,8.385580272727228e-09,1.8943551563602765e-20,-7.343956290235157e-22,5.305546042247861e-23,-3.5661593108554374e-24,-3.448154782359946e-09,-3.953969666553081e-12,-1.1912073395372621e-27,499.9974841541161,0.0017965801754211378,-2.2985353228688424e-23,1.0230247768160942e-05,1.0036741790077728e-15,-2.119435397926428e-12,0.003408841713134935,7.105077782213524e-05,-5.038110977500292e-07,99.99608436954715,-2.8904948122111205e-11,2.5931858979244456e-15,-2.1135424763247267e-08,50.0,3.1176210673311476e-14,-1.7109669591152644e-11,0.0,100.0,-3.285696779683563e-17,2.6788278537028947e-33,0.0,0.0,0.0,0.0,0.0,-4.3992558080890467e-16,0.0
500,4.9894405454002815,5.01539909820071,95.0124887099863,9.998977204386295,10.000000000025889,1.425618743833411e-17,200.0,3.376060701994035e-20,1.760101239286887e-16,0.0,9.285284590936396e-11,8.503018602673902e-16,75.19611046719294,99.99745198565988,22.874660005369687,0.021648133244281054,499.9999997641778,3976.2059460047444,200.0,200.0,200.0,-0.0017733858959851521,0.000990161748668684,-0.00013817085558252148,-8.478847934931314e-06,5.898160145312894e-06,6.851592216406304e-06,-2.8472982178999433e-06,9.675761631866018e-08,2.61112870312172e-09,3.691794959051467e-20,-1.6737901688515468e-22,-6.264195430677189e-23,1.2609005228971813e-24,-9.494217204306505e-10,1.5520502497103202e-12,8.28549714832362e-28,499.9975044188677,0.002789498960127948,1.2589070024757178e-23,9.645141678117616e-06,3.9755383062069136e-16,-1.6794615859994876e-12,0.004985778494405365,3.10218075927962e-05,8.972069697215902e-06,99.99562689927788,-3.388171315665318e-11,-2.00633799949026e-15,3.973901593947276e-07,50.0,3.115017825687903e-14,4.836168957165602e-12,0.0,100.0,3.7779364861087947e-17,3.29922829936468e-33,0.0,0.0,0.0,0.0,0.0,1.6363784872050526e-16,0.0
600,4.987062828788682,5.01697591422697,95.01340553913558,9.99883878041394,10.00000000004293,5.4684861361416996e-17,200.0,-1.7298214860732364e-20,-1.270810962477016e-16,0.0,1.274870510495876e-10,-2.0193266755454163e-15,75.10665090042063,99.55206965016396,25.123777305833585,1.0653427824481172,500.0000000709979,3971.79319932381,200.0,200.0,200.0,-0.003740653396115696,-0.00019606201805385991,-0.00013082201420560151,9.940312261476508e-06,-1.1130693115977627e-05,-3.0937516826597834e-06,2.4451561735859567e-06,-1.3348429716206924e-07,-6.444415760351199e-10,-1.0323316287209138e-20,6.973545021492366e-22,4.986104441764067e-23,2.805085042189125e-24,1.1421561133669073e-09,-1.375024778563154e-12,8.579924288304028e-28,499.9975600387879,0.003137412536963982,-6.632134598031742e-24,1.0162641715301244e-05,-3.0767839150928487e-16,2.0443615028005577e-12,0.005425727849042538,1.3199034629898917e-05,1.5618210930398434e-05,99.99365158090838,-4.798625520811136e-11,-2.5274382138579292e-15,3.31080442500484e-07,50.0,1.8396449249631696e-14,-8.982877728194152e-12,0.0,100.0,1.4870753704418927e-16,2.3371282206077618e-33,0.0,0.0,0.0,0.0,0.0,2.5317144901300156e-16,0.0
700,4.982881220544298,5.026171381839617,95.01502778857736,9.998119790586644,9.999999999980906,1.5018325333698567e-17,200.0,-3.13376138715565e-20,1.8911820061535464e-18,0.0,-3.037746274563628e-11,1.9843334566852552e-15,68.57459645283559,98.82764459595418,31.36834489831291,0.5395298144912573,499.9999996865233,3970.4010778915003,200.0,200.0,200.0,-0.0009840468306242004,0.0008553754421965033,0.0001560366580706072,-8.826947771409668e-06,-1.3531708715229348e-06,3.036290154728447e-05,3.263379916184939e-06,2.3321053463685515e-07,3.870229792991535e-09,-3.179461549979827e-20,-1.7118179902151932e-21,-8.083788948629664e-23,-1.4222243423374002e-25,-5.663844107924637e-09,-1.671355782256024e-12,-1.9167762910457235e-28,499.99583339605897,0.004015948714978312,-2.2560834425053515e-24,1.053268403134105e-05,8.684582524163847e-16,-1.0813213895971717e-12,0.006530778056480939,0.00032544723348124137,1.9877255138259068e-05,99.9943733933295,-4.5715816301244044e-11,5.589978331459964e-16,2.267604700411526e-07,50.0,4.0307079249303405e-14,-1.3239923739003124e-11,0.0,100.0,-1.2412445971111797e-16,5.061010607899115e-34,0.0,0.0,0.0,0.0,0.0,-4.1141824782068557e-16,0.0
800,4.982097677123487,5.025229561901564,95.01912958455607,9.998107706491062,10.000000000062968,2.6552848480755823e-17,200.0,-2.860736949397857e-20,2.9500283949369447e-16,0.0,1.8963939353474565e-11,4.867895553953343e-16,65.65317473676079,98.06229100464044,33.896770495975176,0.9940869605558184,499.999999411964,3963.6049422221204,200.0,200.0,200.0,0.005991565431394844,-0.0009614069556644156,-9.527869906186732e-05,1.0590558847996598e-05,-2.7561867126714443e-06,-4.62315014004417e-06,1.5761716398543399e-06,-4.658478756672699e-08,1.2351027223335934e-08,2.0658829578634946e-20,-1.1357715012958944e-21,-6.685785350190815e-23,1.2214699622348231e-24,2.4709053909492857e-09,-3.791121147743466e-12,1.0302933458609724e-27,499.99647012064383,0.004541519700975898,1.6665576732056428e-23,1.7439907896596018e-05,-4.546516120545199e-16,6.148748214284402e-13,0.007668348520881227,0.00015182636909634212,1.1000011981052211e-05,99.99221765657106,-3.844013836757265e-11,4.981806218456169e-16,2.382309872950072e-07,50.0,2.5903141467632527e-14,1.651054906715513e-12,0.0,100.0,1.0829590521193335e-16,-2.0593118218037644e-34,0.0,0.0,0.0,0.0,0.0,3.528342082004789e-16,0.0
900,4.981461808816559,5.033429621474372,95.0214924852524,9.997491863418334,10.000000000056456,3.8727799059392145e-17,200.0,-7.590657397346134e-22,-3.2492072054837447e-16,0.0,2.804921370760204e-10,-6.128161485774077e-16,62.650831681606306,98.65731994236883,36.63216987959261,1.408347633406344,499.9999993426595,3962.6492065007897,200.0,200.0,200.0,0.0005446225919182031,-0.0004874978426193355,-2.161240608144387e-05,1.0932003734791008e-05,-5.9644215165073276e-06,7.010460857655156e-06,-1.9160181874225152e-06,1.1255895240708451e-08,-4.526799471876805e-09,-1.885955499694416e-20,-1.5786391200849927e-21,1.6202781503837543e-23,-1.2842057843601503e-24,1.4253620602214075e-09,4.744942267392094e-12,-1.273143264638932e-29,499.9949069511098,0.004326269456231254,-1.6834561568197315e-23,1.4574182055123679e-05,-8.6987147608452075e-16,2.0855664014314137e-12,0.00822810359218658,0.00030073932070863175,-5.197412116611053e-06,99.99205383927391,-5.98777432269605e-11,-4.561186846673546e-16,6.236470806034705e-07,50.0,6.591519920120071e-14,-1.983920284838081e-11,0.0,100.0,1.3924090059020776e-16,3.24413027143396e-33,0.0,0.0,0.0,0.0,0.0,3.9721324972582164e-16,0.0
