miliseconds,CaI,IP3,g,mwaf195932_a72c_4552_8cf2_b349b15d39c4,mw0ebc76ad_49d7_4845_8f88_04d443fbe7f3,mw7cb2644a_384a_4bbb_93fd_fd686e01d7cb,mwd6b792d8_c983_42c1_b3bc_2494d6a3363e,mw013a7c64_a9ec_483c_b3b8_ed658337ee95,CaS
0,0.033375622391332196,-0.005047315324444194,0.0013816714239717604,0.012999998191753463,0.2660000335201813,0.02000000026608336,1000.0,2.6510819194415053e-05,2.0027026898566542
100,0.06892324185096717,0.010119041884318874,-0.004092016804411175,0.013000001269134974,0.266000049729617,0.019999999800764848,1000.0,-0.00012083791745114855,1.9869546718178248
200,0.04500551603030914,0.005180692844372782,-0.009765662353370444,0.01299999744498127,0.26600003074189965,0.01999999957314777,1000.0,0.0008335159022187025,1.9924713318219707
300,0.03828123262938644,0.010107203938511887,0.010022957538123165,0.013000000217080745,0.26599995132605925,0.01999999940561221,1000.0,0.0005648991138691715,1.986503859910146
400,0.04089852405044136,0.02023925966917408,0.012256348220526639,0.01299999940560342,0.265999955963454,0.019999999259556797,1000.0,0.0003110687045332001,1.981038621461057
500,0.04989931927326998,0.015416270412804542,0.0033220703753268667,0.012999997067282035,0.2660000254628428,0.019999999546020348,1000.0,-0.0005376048418213157,1.9861344518589363
600,0.04186712868128907,0.016783776221368667,-0.0033373717932590895,0.013000003409495304,0.2659999659385906,0.02000000028813696,1000.0,0.0008564663916846446,1.9867477919314547
700,0.05287748721342917,0.02559621435233853,0.007551068223596507,0.013000001209977786,0.2659999633178376,0.02000000003042473,1000.0,0.0002593081118317193,2.005528858464423
800,0.04961499385399669,0.025532379304680955,0.01114092446511299,0.012999998232085499,0.2660000390155072,0.0199999990024892,1000.0,0.001280982250489232,2.0078756177949066
900,0.06854367776942787,0.02474573889905259,-0.006044051340068555,0.01300000126494219,0.26600000280472813,0.019999999279959768,1000.0,0.001337398041284429,1.978803801556949
1000,0.04098671823672738,0.020045176511397207,0.009607352285863267,0.013000004860597502,0.26600004656658094,0.019999998859035282,1000.0,0.0007013251529968715,1.9851947334995939
1100,0.03991981461913317,0.018627239218835533,0.011382064346773111,0.012999998309590668,0.2659999748301799,0.01999999872914548,1000.0,-0.0002261250360649288,1.9978541457007168
1200,0.039137681745773034,0.025929145746976547,0.013081204924388277,0.013000001263022531,0.2660000109090648,0.019999998131366544,1000.0,-0.00012703982482903853,1.972891699329844
1300,0.04849759181610792,0.03148551778875337,0.014339146437202799,0.012999999881624454,0.26599995497360673,0.019999997792754833,1000.0,0.0003654903731405473,1.9713414496433679
1400,0.056615830210668516,0.020288596757506567,-0.0025919195217841778,0.013000005927603977,0.2659999616649023,0.019999996818819123,1000.0,0.0019401827002888594,1.994362566558647
1500,0.04341316849189708,0.02484262104542168,0.002133808799506283,0.013000008356862238,0.2659999790056452,0.0199999973412428,1000.0,0.0006666502276815403,2.002406938142314
1600,0.07265420763636735,0.026580612604736806,0.0026865470546254214,0.013000008310615646,0.2659999987390614,0.019999997105464597,1000.0,0.00025223497242038396,1.9998497629608318
1700,0.054598369163548835,0.03293059814567732,0.0029424566163541634,0.013000008017959181,0.26600000365089044,0.01999999597361837,1000.0,0.0002711415277983423,1.9947640924655254
1800,0.05836294247722644,0.03051585865104858,-0.007511117853314559,0.013000009817134223,0.26600000079020325,0.019999994612290906,1000.0,0.0005356874444885226,1.9742026842663924
1900,0.06975608384183608,0.027340242126131384,0.00296510607158877,0.013000009238966242,0.2660000004144761,0.019999994705862473,1000.0,0.0010879607955812899,1.9793300869413994
2000,0.061341712241490896,0.027474011779028428,2.340098414738926e-05,0.013000016770272823,0.2659999890629342,0.019999994197465263,1000.0,0.001996183175708243,1.9712420730367028
2100,0.0655646304366081,0.03598423800702737,-0.008008797830725096,0.013000014704916036,0.2659999652329891,0.01999999242483547,1000.0,0.002046197530111511,1.9871965488635417
2200,0.0615414762635995,0.03765957935917078,0.00997833475944074,0.01300002107456015,0.26599995916848684,0.01999999140634715,1000.0,0.0022250124382348115,1.9829954726531247
2300,0.0817880680414662,0.039425413379324536,0.003576012636168881,0.013000019877083026,0.26600005327612386,0.019999991566589083,1000.0,0.0026247706796666986,1.9786017852946594
2400,0.09291888573609673,0.030237757890796642,-0.009300675089645155,0.013000027697623436,0.2659999671131861,0.019999989639943733,1000.0,0.002319718466843848,1.9864717376772152
2500,0.07633539606645316,0.03695763571782071,0.004166251914466451,0.013000029559270168,0.26600001153563624,0.019999988253269277,1000.0,0.0031188890363612765,1.9504275248970766
2600,0.0862172218109023,0.03154070756232738,0.0012706848978119114,0.01300003174611287,0.2660000306013171,0.01999998813579313,1000.0,0.0016403664959932615,1.9494329882798125
2700,0.0928888606157317,0.03979363951946964,0.001864091999077177,0.013000038146271427,0.26599997236475786,0.01999998686249022,1000.0,0.0028196041338014077,1.961193007423113
2800,0.08685655262816093,0.042509715341288765,-0.0007328569833464226,0.013000043278685971,0.26599996946187365,0.019999985596594428,1000.0,0.0032411825828714946,1.9425670450418473
2900,0.09604372384558643,0.040394228115771355,-0.00926505846318428,0.013000052203686534,0.2660000253432419,0.01999998465396033,1000.0,0.002368594867886338,1.9331539002775815
3000,0.09717123576677471,0.04496829080177707,0.008879341791588646,0.013000054406160269,0.2660000474290172,0.0199999827899251,1000.0,0.0043680445627689996,1.9352224663229203
3100,0.11091843205522042,0.04996872823148367,-0.006138260238359544,0.013000060330684972,0.26600002410911383,0.01999998166233189,1000.0,0.004683913490400449,1.928422260474729
3200,0.1317943552807419,0.051636876509346494,0.014550117085216613,0.013000072609055485,0.2660000153230692,0.019999980373609463,1000.0,0.005279784262143696,1.8981805503367986
3300,0.15452485613909708,0.05561084205242392,0.010017897273724177,0.013000080456628644,0.266000057122726,0.019999978179263203,1000.0,0.004240005025112006,1.882660887899426
3400,0.14547302690299063,0.05115916766735782,-0.00973071111155977,0.013000085415593233,0.2660000041329896,0.019999977441718355,1000.0,0.005667719826410741,1.862622098037381
3500,0.17709000746857337,0.06552295036346997,0.0003719142904478473,0.013000093130985728,0.26600000048731054,0.019999976052349884,1000.0,0.0058760549894187435,1.8532729530747207
3600,0.1992925624576634,0.07038042248741228,0.0127449109495119,0.013000102992779653,0.2660000180486682,0.01999997343960706,1000.0,0.008312447355241758,1.8339771734961052
3700,0.26901932265029155,0.08033076720160189,-0.0007573197069588788,0.01300011603569436,0.26600005152787026,0.019999972149891635,1000.0,0.008718606742212733,1.7757657692358564
