milliseconds,CaI,IP3,g,mwaf195932_a72c_4552_8cf2_b349b15d39c4,mw0ebc76ad_49d7_4845_8f88_04d443fbe7f3,mw7cb2644a_384a_4bbb_93fd_fd686e01d7cb,mwd6b792d8_c983_42c1_b3bc_2494d6a3363e,mw013a7c64_a9ec_483c_b3b8_ed658337ee95,CaS
0,0.05629078883320716,-0.00126387726761943,0.011963840971243395,0.0129999971504512,0.2659999569184015,0.020000000151386338,1000.0,-0.0009261971251199006,1.9983820502318477
100,0.052895790504096575,0.005330359756768627,0.004206422380267396,0.012999996972791921,0.2659999752897406,0.020000000694835863,1000.0,-0.000584762919394054,1.9936005909398449
200,0.052456076532036156,0.008091756986763473,-0.0055108796719024,0.01299999676657469,0.2659999849146209,0.019999999921852148,1000.0,0.00017078128732894902,1.9905924489021845
300,0.03743972530507732,0.011508575544994428,0.009628989288341532,0.013000000105034748,0.26599998833646654,0.019999999785928056,1000.0,-0.0001310417650741618,1.9872958611581668
400,0.0568791800281408,0.013014426634086156,-0.007656194822616308,0.013000003537283105,0.2660000017374509,0.019999999595222157,1000.0,-0.0006644687076076442,1.9960304293833242
500,0.04356515737532727,0.016314421378383133,-0.0030258851138939497,0.012999997836784792,0.2659999999371129,0.019999999747161077,1000.0,0.001239659619443447,2.014654115724347
600,0.04468267972002875,0.02242849172281538,-0.008764728766788205,0.012999999304928577,0.26599998203578223,0.019999999214280938,1000.0,-7.31300223117046e-05,1.9816403476322868
700,0.059792575796953074,0.024143176315541328,-0.0016658834386120663,0.013000003628452944,0.2660000444051043,0.019999999944911386,1000.0,0.00041946532295604553,1.999831225711873
800,0.06254218894888952,0.021259045416559548,-0.005056370603251384,0.01299999819560388,0.26599997142546733,0.019999999489809225,1000.0,0.0009890089515557686,1.9917728566708004
900,0.038805956549717954,0.020858920844331493,-0.008961464401913045,0.013000001274880794,0.26599998205604264,0.019999999514427498,1000.0,0.0006363634785349445,2.0102193132636788
1000,0.03724391556157308,0.017860825525873283,0.0051379950405992195,0.012999997672806005,0.2660000505064938,0.019999998548424946,1000.0,0.0010515392924433551,2.012880391915384
1100,0.07121642650512906,0.017974796286578824,-0.007953361342383475,0.013000003480415571,0.265999958414797,0.019999998171997248,1000.0,0.0002030446501354575,2.0088786212645013
1200,0.058644321846752334,0.025897033971555208,-0.0056495558728049105,0.01300000590279184,0.26600004261348215,0.0199999983359262,1000.0,9.160370853503771e-05,2.0015142957527368
1300,0.04117188916160355,0.02638704903361115,0.003263337076912185,0.013000000026897633,0.26599995579929314,0.019999998582906874,1000.0,0.00043310186580336555,1.9907860922016236
1400,0.05333064423126648,0.024163403458386374,0.014531829280692297,0.01300000507771325,0.2659999536393195,0.019999997856901992,1000.0,0.0002604508552748833,1.970001456118802
1500,0.07081632861561646,0.03182840510553938,-0.0060447063107052414,0.013000005985835141,0.2660000359887796,0.019999997547027023,1000.0,0.0007525260054004443,1.9744846050862237
1600,0.05113141839552065,0.023583461121124374,0.014755394623083706,0.01300000896285512,0.2659999768491562,0.019999996237485176,1000.0,0.001198065973651078,1.993982906768693
1700,0.07000452438202841,0.03416860161806761,-0.008690527592586721,0.013000006628737437,0.26600004789320425,0.01999999559281538,1000.0,0.0003877638156766028,1.9928340059335292
1800,0.06630036029066032,0.034815740189228755,0.01233162048235747,0.013000008504251648,0.2660000173552218,0.019999994606980317,1000.0,0.0009769769522205915,1.987949859419489
1900,0.0756104871827641,0.03355408854142998,0.004672449490476609,0.013000012099919793,0.2659999536462572,0.01999999476054618,1000.0,0.0017110989629609786,1.9793140885017613
2000,0.08173986462340517,0.035399258221068375,-0.007768417167393434,0.013000014379865662,0.26600000044046396,0.019999994105393916,1000.0,0.0007859153665477732,1.9926456597687663
2100,0.08887946253454618,0.030197652784703845,0.004398482364646491,0.013000013905111026,0.2660000370164098,0.01999999220390584,1000.0,0.0014987889901491693,1.9717712801849745
2200,0.0810220175650605,0.03777404741831479,0.007499417234827858,0.01300002104919096,0.26600002021458197,0.01999999185306556,1000.0,0.001955051007075131,1.95596396663465
2300,0.07270518453186914,0.03939846138450431,0.0004927149686588029,0.013000024995783616,0.2660000052848712,0.01999999150779022,1000.0,0.001707282659891993,1.9909468490832434
2400,0.062412032435182244,0.04075433122550238,0.0033018759835732364,0.01300002304206334,0.2660000611247763,0.019999990541453117,1000.0,0.0023084902991297135,1.985670721115108
2500,0.07650568882705917,0.04151931388688782,0.002447404592521385,0.013000030771191306,0.2659999903258126,0.019999989070956802,1000.0,0.001830883297886714,1.9480294385726749
2600,0.08748732224454558,0.03165771496819056,-0.009464762531582974,0.013000030926848339,0.26600006449947294,0.019999987211216586,1000.0,0.002210308665699399,1.9609691071931488
2700,0.08547293938630124,0.03453240023569169,0.0054335852941058554,0.013000040374364287,0.265999983647125,0.019999986466048468,1000.0,0.003595776797870055,1.940549258116358
2800,0.10182656684435515,0.04101870297696754,-0.008287390514066448,0.013000047143111601,0.26600003747348566,0.019999985957962423,1000.0,0.0018857213715016239,1.9700735315574411
2900,0.08740683260355604,0.03580054569269722,-0.003725773900763504,0.013000051647709053,0.2659999759205975,0.01999998354949462,1000.0,0.0032860188807653677,1.9450354855920198
3000,0.12715569764549417,0.040806843146959454,0.01133557953418363,0.01300005367810673,0.26600003589055504,0.0199999828473579,1000.0,0.003498064322702781,1.942183618417948
3100,0.10921212902206558,0.04069667479263698,0.009651991178083578,0.013000064211518315,0.2660000570021814,0.019999981016622256,1000.0,0.0029366263886027397,1.9422495089374898
3200,0.1278995203552739,0.049352818666524294,0.006121158529579047,0.013000071937812661,0.266000062037439,0.019999979739904944,1000.0,0.005285089709144085,1.9150389656142675
3300,0.16003903029115302,0.04683874791309326,0.011152944194344145,0.013000080541352751,0.2660000866520452,0.019999978501933167,1000.0,0.004363598604215371,1.9138507659145274
3400,0.17515851968856963,0.05778935669929947,0.008706663454824315,0.013000087536043254,0.2660000049794733,0.019999977255546777,1000.0,0.005961758213053792,1.8947160660445703
3500,0.18858516895538316,0.0635471521146258,-7.599804500772484e-05,0.013000095635267953,0.2660000155310048,0.019999975934610375,1000.0,0.006518754451394655,1.8758017634374617
3600,0.23004647822528174,0.07041841933745975,0.004708508894699586,0.013000105524604087,0.26600005270905075,0.019999973619050485,1000.0,0.008549230296158807,1.8358095807161328
3700,0.2508153541279051,0.08063258368637471,-0.006218781674844709,0.013000112963506196,0.266000073252655,0.019999972894074465,1000.0,0.008706306848484972,1.777052708692254
3800,0.3321713351826407,0.08877474471580157,0.000693471348625933,0.013000125080894863,0.2660000856583809,0.019999970823064466,1000.0,0.012022546321954495,1.7104531763561248
3900,0.4178030706828596,0.10368533783506446,0.02319537392770808,0.013000131433836784,0.2660001502897763,0.01999996896001137,1000.0,0.015291026600929602,1.6193500997088344
4000,0.4898377972287952,0.12738239828225179,0.04426721159266345,0.013000142783565986,0.26600020058312124,0.01999996754737066,1000.0,0.018781540962974276,1.5172648470854384
4100,0.6111812123938173,0.15951136429437762,0.0829913420907689,0.013000149514088108,0.2660001977359719,0.01999996526067841,1000.0,0.026035396264052216,1.3707573630266439
4200,0.7466805458930394,0.1901493155152818,0.1682234633963758,0.013000160992183584,0.26600034617131035,0.019999964765013083,1000.0,0.03182516301704846,1.2561085583052292
4300,0.8736902551509962,0.23101872238795132,0.29091035826555234,0.013000165718026488,0.2660004720057111,0.01999996281021886,1000.0,0.03928130850630198,1.1023697500536278
4400,1.0080681405074003,0.27216232532914153,0.42142233122134726,0.013000177020609321,0.2660007310383562,0.019999961500682024,1000.0,0.04402838040236066,0.9852075414553697
4500,1.08638638002883,0.32028117158607133,0.563934628017638,0.013000182323484362,0.2660011648247879,0.019999960461044495,1000.0,0.049949682390869075,0.9320359815810132
4600,1.1135096774906554,0.35623106056703097,0.6603563657711982,0.013000196293642128,0.26600178579879463,0.01999996030536,1000.0,0.055628895328703534,0.8800232793815272
4700,1.1351826778767249,0.4021368489528487,0.7539577001783541,0.013000201922646566,0.2660024355617385,0.01999995937810475,1000.0,0.05883281868834259,0.8352064715213454
4800,1.1609451140977893,0.42489379563485213,0.8196911152512796,0.013000212725070034,0.2660032570551738,0.019999958841093467,1000.0,0.06192891361704742,0.8098434577705629
4900,1.1577943207942192,0.45502608051051446,0.8685927343871751,0.013000222461971118,0.2660040386680669,0.01999995805506357,1000.0,0.06645317708812958,0.8108543443569585
5000,1.1762616164295239,0.4821551093228821,0.9027859848918894,0.013000232484663752,0.26600491148027244,0.019999957505854548,1000.0,0.06847736062976197,0.8079766960308825
