miliseconds,CaI,IP3,g,mwaf195932_a72c_4552_8cf2_b349b15d39c4,mw0ebc76ad_49d7_4845_8f88_04d443fbe7f3,mw7cb2644a_384a_4bbb_93fd_fd686e01d7cb,mwd6b792d8_c983_42c1_b3bc_2494d6a3363e,mw013a7c64_a9ec_483c_b3b8_ed658337ee95,CaS
2400,0.0843670713243154,0.028392784423231135,0.002200892275460623,0.013000022027385021,0.2659999971688486,0.01999998957634721,1000.0,0.0020800812013162108,1.958179459615609
2500,0.09478051310364417,0.02992201869553337,-0.005496703167899413,0.013000027396420158,0.26600002892322505,0.01999998877507077,1000.0,0.0027947034425773775,1.9543955976847782
2600,0.09471156904120494,0.04157023010179563,-0.0022585556493723126,0.013000030846031792,0.2660000278233129,0.01999998732168994,1000.0,0.0030869774869486284,1.9574544496013748
2700,0.10827647359960148,0.04098020195372427,0.0056016653919947566,0.013000041765743212,0.2660000636481281,0.019999986156658472,1000.0,0.0033013037026592825,1.9427390459001324
2800,0.11130946672577867,0.04410995790591139,0.013681228409214378,0.013000044606112421,0.2660000096599947,0.01999998469623345,1000.0,0.0024160432182990174,1.9315926701827568
2900,0.11823430680223937,0.04564574044570219,0.0017846704054397936,0.013000053191277564,0.2660000184888987,0.019999984126339066,1000.0,0.00323703151111944,1.9421949270497594
3000,0.10318933553998814,0.04175395246621977,-0.005177158343722946,0.013000058420550223,0.26600005601510796,0.019999982062708345,1000.0,0.0035072972091708867,1.9244833108173303
3100,0.13558009262861626,0.043561716123308634,0.008634744556021003,0.013000063458971672,0.26600007694343025,0.01999998181985674,1000.0,0.004465738451980138,1.9081144200053324
3200,0.13371022031289148,0.04943803845511346,-0.006916956594863402,0.013000069410098208,0.2659999905061224,0.01999998035347449,1000.0,0.004915811324730058,1.9191575011094566
3300,0.13762594945934586,0.04743979383818296,0.0039588702796393704,0.013000080930446287,0.2660000393659311,0.019999978417745444,1000.0,0.004881678331613784,1.91705915930482
3400,0.14646131870001672,0.05394714181197205,0.007603952182607241,0.01300008963410324,0.2660000550947217,0.019999977344315637,1000.0,0.006585165526921112,1.8734869526364404
3500,0.19085959211618583,0.061217329297888735,0.0029012226856331225,0.01300009617497815,0.26600001724929917,0.01999997556220216,1000.0,0.006980933132242089,1.8655995859126455
3600,0.20591970420972283,0.0744525155876673,-0.001428672449326887,0.013000106727052166,0.2660000428554069,0.019999973381182257,1000.0,0.008095026962369566,1.8405321510391708
3700,0.26320541232080763,0.07965453415701797,0.008794508848309082,0.013000111359394962,0.2660001080750703,0.019999972590294565,1000.0,0.01007021773406886,1.7768576876465612
3800,0.33056742992198757,0.09324566337771015,0.00875819560972783,0.013000125732672625,0.2660001051152629,0.019999970744716006,1000.0,0.01128046604704936,1.725328251094418
3900,0.40578122269081346,0.10957296438350549,0.029348522721218403,0.013000128092961792,0.2660000825636269,0.019999968558556687,1000.0,0.015326154293415368,1.6266468381734
4000,0.4997286725083396,0.12919792980252054,0.04309602402796577,0.013000143007344268,0.2660001443868712,0.019999966869840385,1000.0,0.018601611425631402,1.5345899135567274
4100,0.6162455510184385,0.1608708392288736,0.07196297818513192,0.013000150186625968,0.2660002033285894,0.01999996655984127,1000.0,0.02578710029583065,1.3853797178427194
4200,0.759853247879912,0.19408004284171243,0.15929512609617463,0.013000159114672295,0.26600036324287446,0.019999965077768685,1000.0,0.03199195499251355,1.2459708263835128
4300,0.8831853431332463,0.22912770133690985,0.29057225502433676,0.013000170596629458,0.26600047268791943,0.019999963036432217,1000.0,0.03864537017504718,1.1194083059205464
4400,0.9859073342864092,0.2714876336867458,0.431463157448221,0.01300017886756306,0.26600072164518884,0.01999996214650227,1000.0,0.04501231016141753,1.0225315244383175
4500,1.0588032593433223,0.3243519743089826,0.5507476675467593,0.013000186988512854,0.26600118228603054,0.019999960834614982,1000.0,0.04991201427500832,0.918697104316381
4600,1.1340564277664817,0.36432338436307626,0.6754465085390517,0.013000197472992457,0.26600177189732904,0.019999960366277495,1000.0,0.054816295577663876,0.8520292758480007
4700,1.1358966952907859,0.39348355157033305,0.7707017276150605,0.01300020420956281,0.26600240946443315,0.019999959003052455,1000.0,0.059078648085464716,0.8379101653459642
4800,1.1745941353307743,0.4295565029053995,0.8197646182689285,0.013000211207718113,0.26600322411563115,0.019999958441710763,1000.0,0.06326225137055136,0.8230409671358475
4900,1.1831063505528265,0.4553621004239367,0.8825146180883299,0.013000219149595949,0.26600410832103766,0.019999958317719422,1000.0,0.06709758595193177,0.8176544010851852
5000,1.1601587404715086,0.48348740464734175,0.9159070070218388,0.01300023374687599,0.26600485626475245,0.019999957101867236,1000.0,0.06840765856608563,0.8205449268388457
