miliseconds,C,A_T,R,RC
0,4036.101676876052,0.0,52.75098152747412,0.09107297955735061
100,3563.6047683173533,0.0,0.03951382783029621,52.69962731975713
200,3228.920614406293,0.0,-0.21130095239361116,53.204912962605945
300,2924.1660354498895,0.0,0.04045723721743549,52.66299463494385
400,2650.8068841513223,0.0,0.04581050391813983,53.25131574221017
500,2344.775055173512,0.0,-0.033429681298995984,52.774456269910246
600,2157.776529051137,0.0,-0.2192946890743666,52.967409909067634
700,1928.993297857384,0.0,0.3938876001636227,53.220063087948155
800,1806.0844940961204,0.0,-0.09708375031339908,52.52458052895749
900,1591.0211184190732,0.0,-0.19967910025588564,52.607757024660934
1000,1448.6732541208903,0.0,0.17783256202222184,52.96873130022495
1100,1285.9559700610955,0.0,0.35721522041389814,52.72701329822741
1200,1137.4429853443048,0.0,0.2608316238541716,52.53150871565856
1300,1117.7250181946495,0.0,0.27303631921924565,53.12609615709552
1400,944.8659545695816,0.0,-0.035298593431252016,53.076617394882426
1500,839.7810712082032,0.0,0.21471904641648154,52.59807383874937
1600,825.1316982531744,0.0,-0.014577163572932997,52.91269373576786
1700,680.3498286209029,0.0,-0.22750341311819616,53.03909458572996
1800,680.5182152545656,0.0,0.0019114756638681646,52.615009780737964
1900,541.4625960170989,0.0,0.4206738133486003,52.72780845730324
2000,542.429262738509,0.0,0.31960994906601764,52.571406745644126
2100,462.1819102722952,0.0,0.22237398255744978,52.71556563779843
2200,476.8967801924314,0.0,-0.09274073308988418,52.52593669243231
2300,415.27177699681266,0.0,-0.037868094397805974,52.993677372119556
2400,404.63790104763507,0.0,0.04688597014460949,52.60226424602703
2500,307.32215807246996,0.0,-0.0858890623976048,52.606232939698195
2600,330.14320395648645,0.0,0.32539339675681467,52.46219076886265
2700,298.2803184162686,0.0,-0.06841400702659975,52.74525399072712
2800,258.126219008135,0.0,0.3871511664759849,52.44430183728983
2900,224.65205364634429,0.0,-0.049666085868140974,52.333045163569004
3000,183.88855107688772,0.0,0.6143239090919002,52.52643747076928
3100,149.25546347530567,0.0,0.49345219095079274,52.264301170152976
3200,124.83104598552927,0.0,0.44593870655705603,52.42696345105098
3300,171.13015073878182,0.0,0.6255371992937029,52.055913925686426
3400,179.71482410282817,0.0,0.21821254314618285,52.2117228149118
3500,147.92252503876887,0.0,0.2841549889332772,52.00385400927345
3600,57.35100049961037,0.0,0.17187669648115045,52.35115932354975
3700,125.96992436630033,0.0,0.45356604553578184,52.00411488016228
3800,115.75286863907111,0.0,0.6286939226699593,51.9763615913898
3900,37.24379119252485,0.0,0.49405054181075664,51.74788606810862
4000,62.494110729395814,0.0,0.4371075492891623,52.308519758074446
4100,81.1891776974321,0.0,0.6070303050537279,51.85431839444389
4200,70.36742389432305,0.0,0.8435881420644865,51.73642903636603
4300,60.37632902641062,0.0,0.5000825356381464,51.34266534297482
4400,10.276908713354501,0.0,0.9631086739310075,51.236343674021825
4500,30.529646172640337,0.0,1.0627758089447938,51.42205844781004
4600,55.782874667438044,0.0,1.1837497761362665,50.97675364550266
4700,23.66074468678986,0.0,0.8394206085411237,51.161026179936755
4800,67.07023944426615,0.0,0.9313706587281851,50.92651516666699
4900,-12.151721765579747,0.0,1.3614067145385516,50.975334336397985
5000,-23.454175048628684,0.0,1.1159867573017457,50.495253032885806
