milliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
0,0.175136827769812,0.8973259919033609,0.0,1509.6,4.53818901679345,6.24885128313371,0.0,43.1365559451142,0.546566462071036,21.8532954203392,3647.74674176755,34.0337183015116,0.0
100,0.18373039424998827,0.8975132175439019,1.021706124743545,1509.7023566892212,4.162313226030332,6.248797935722228,0.0,42.71020338251462,0.54665564430241,21.853971912902377,3647.809359832127,33.342686610177054,4.735136570247864
200,0.18597635522609066,0.8977778218550438,2.169299272865311,1509.807011695551,3.8324249177938623,6.248740502225742,0.0,42.239833913121224,0.547081328520283,21.85571040547225,3647.8082031330773,32.6664946952252,9.40258582379728
300,0.18655405311255807,0.8980600897697321,3.3424679409523192,1509.9106904073058,3.539253786692599,6.248678594833325,0.0,41.73223827608313,0.5475366443942924,21.85879780355249,3647.7436350467274,32.00971987168207,14.004515729885176
400,0.1867665749538037,0.8983473756351099,4.512456993659989,1510.0122727664163,3.2774454331163176,6.248611780593607,0.0,41.1930882833558,0.5479832776828599,21.863148948947313,3647.618031914265,31.369222522112704,18.54274973782034
500,0.18690945680216317,0.8986373766412876,5.672325972595738,1510.1111415866435,3.0429809706472883,6.248539575236208,0.0,40.62727875669229,0.5483920336986591,21.868578296951338,3647.435658877023,30.740319761933797,23.018632302282796
600,0.18704799071592146,0.8989299589972389,6.8203034083947385,1510.206737536027,2.8324843700532543,6.248461436021836,0.0,40.039071649401215,0.5487376322490771,21.874823413838516,3647.2022222346864,30.11745780601357,27.432922654985585
700,0.1871981789554244,0.8992254011413776,7.955889890978956,1510.2984514987181,2.643029621278145,6.248376753450399,0.0,39.43218558891859,0.5490016642713401,21.881569977253015,3646.9242619999227,29.494795590302704,31.785750987653433
800,0.18736771857056714,0.8995240130936959,9.078966220635518,1510.3855943324752,2.472060124103531,6.2482848415328975,0.0,38.8098679763734,0.5491738936575883,21.888482146893498,3646.6085162910977,28.866791825850573,36.07663704166453
900,0.1875615251013273,0.8998260730082823,10.18966556173383,1510.4673883565115,2.3173396965932422,6.248184926578621,0.0,38.17495500184403,0.5492516896880132,21.89523117543627,3646.261397864699,28.228667086643718,40.3045640994758
1000,0.18778292993124138,0.9001318267223042,11.288335761621958,1510.5429649595142,2.1769132851768345,6.248076133856844,0.0,37.529923663683995,0.549238246883716,21.90151731927871,3645.888642788199,27.576683703583296,44.46809062065132
1100,0.1880359221909944,0.9004414785043559,12.375474169922276,1510.6113690004418,2.049070161431492,6.2479574720544155,0.0,36.87693827598535,0.5491404940552688,21.907083500630144,3645.4951224691767,26.908258336274635,48.565472882565714
1200,0.18832449102172796,0.900755201845968,13.451720169819724,1510.6715708143038,1.9323129092697016,6.247827815321975,0.0,36.21789177073685,0.5489670409193445,21.911721900215962,3645.084776375728,26.221955784301663,52.5947847921841
1300,0.18865175033035592,0.9010731500502238,14.517841756502074,1510.7224913522339,1.8253308290557213,6.2476858815444745,0.0,35.55444035532608,0.5487265603203697,21.915272051446056,3644.6606811381025,25.517344284990028,56.55402983876661
1400,0.18901952278932357,0.9013954555135121,15.574701658951536,1510.7630388257578,1.726976741343766,6.247530206432188,0.0,34.8880333608122,0.5484269140796273,21.917614263143346,3644.225181843469,24.794792132349755,60.44123252510832
1500,0.18942809617292747,0.9017222198413032,16.623208020102158,1510.792158101125,1.636245820675953,6.247359113001621,0.0,34.21993991045289,0.548074740879705,21.918662505171472,3643.7800203176257,24.05528080436158,64.25450572572284
1600,0.18987581649697313,0.9020534976821736,17.66425874500552,1510.80889094198,1.552256672549391,6.247170675321779,0.0,33.55127260805675,0.5476751331831533,21.918357616645228,3643.3264478274596,23.300250947325566,67.99209869280821
1700,0.19035871596933476,0.9023892753683416,18.69867928787897,1510.8124428227902,1.4742349566773518,6.2469626749445,0.0,32.88300792345704,0.54723154175831,21.916660163725943,3642.8653315700326,22.531463110205646,71.65243128682357
1800,0.19087049557223174,0.9027294460210857,19.72715339416264,1510.8022494699517,1.4014993158712397,6.246732548319738,0.0,32.216003533809555,0.5467461185775523,21.913543548834408,3642.3972535652506,21.750867687246277,75.23411655030613
1900,0.19140288043095488,0.9030737859339246,20.750155371704235,1510.7780336927553,1.3334493034367034,6.246477323256046,0.0,31.55101332885836,0.5462200786490664,21.908988727713012,3641.9225917203203,20.96050315249495,78.73597233915561
2000,0.191946213745983,0.9034219382313565,21.7678968511836,1510.7398420199129,1.2695552775822654,6.246193541902965,0.0,30.88870063523498,0.5456535840053881,21.902980363928958,3641.4415784451044,20.162436333445218,82.15702421372512
2100,0.1924902478988502,0.9037734070890767,22.780296473995747,1510.6880534994168,1.2093501465533343,6.245877166918524,0.0,30.229649890254713,0.5450455944458302,21.895503142019344,3640.9543415191265,19.358726491627184,85.49650298441884
2200,0.19302508192445403,0.9041275627010145,23.786975963874262,1510.6233586003125,1.1524225962992571,6.245523466547967,0.0,29.574376895012623,0.5443944130112269,21.88653851614322,3640.460934568951,18.551386637497657,88.75383952742885
2300,0.1935420540542185,0.9044836562430317,24.787283950823404,1510.5467113469363,1.098411468633239,6.245126873192839,0.0,28.92333784894703,0.5436983152691685,21.876063360755033,3639.9613607663327,17.742351353847436,91.92865791548483
2400,0.19403437798432926,0.9048408432053063,25.7803452058279,1510.459261844374,1.0470010715707665,6.244680808507134,0.0,28.276937402391084,0.5429549783619878,21.864049530617002,3639.4555890749375,16.933480808849616,95.02076713211788
2500,0.19449744459875404,0.9051982110131089,26.765126987277526,1510.3622794605587,0.9979171147261771,6.244177465957078,0.0,27.6355358941932,0.5421604413049999,21.850461282507897,3638.943562290747,16.1265845047718,98.03015190135157
2600,0.19492882701834688,0.9055548055131806,27.740510951708,1510.257077695364,0.9509229081570184,6.2436075389712835,0.0,26.999455844989928,0.5413099717435745,21.835251560952543,3638.4251997592764,15.323406700948851,100.95696365699064
2700,0.1953280565579952,0.9059096531020414,28.70536071840569,1510.1449492900308,0.9058156495521952,6.242959879056637,0.0,26.368987730439667,0.5404002701194234,21.818362694023065,3637.9003989579646,14.525581446584237,103.8015125024954
2800,0.19569624179989403,0.9062617783427279,29.65857883149996,1510.0271161230469,0.8624228331965037,6.242221063188235,0.0,25.744395066573382,0.5394285813935561,21.799730864825648,3637.369034831967,13.734659371351784,106.56426012666584
2900,0.1960356199557279,0.9066102166026836,30.59914978034241,1509.9046951001003,0.8205988324520851,6.241374842858213,0.0,25.12591885883387,0.5383881075838539,21.779283363453214,3636.830950403865,12.952227013003657,109.24581321004177
3000,0.196349129833562,0.9069540192260587,31.526167982989488,1509.7786790858759,0.7802216399821138,6.240401437634218,0.0,24.51378146708185,0.5372687091137314,21.7569271207747,3636.2859383623554,12.179913412841962,111.84691796068233
3100,0.19664005486989272,0.907292251277411,32.43885207317357,1509.6499303641247,0.7411897914963458,6.239276622855643,0.0,23.908189928801963,0.5360646272355652,21.732547423890825,3635.733721423071,11.419234951589281,114.36845751888585
3200,0.19691174914025533,0.9076239866838794,33.33654828245121,1509.5191833970655,0.7034195264006727,6.237970542607531,0.0,23.309338780824714,0.534773298524511,21.7060214241549,3635.17392769536,10.671644947085468,116.81145265777104
3300,0.19716744154480986,0.9079483042693705,34.218726150930166,1509.3870536241884,0.6668422370576055,6.2364461530287265,0.0,22.71741242839596,0.5333874616764502,21.677223307950477,3634.6060452046895,9.938754442134117,119.17706503734215
3400,0.19741010222096733,0.9082642818588289,35.084969686513325,1509.2540494399902,0.6314022801013628,6.234657163877845,0.0,22.132587121194852,0.5318912972665872,21.646005047108954,3634.029342053681,9.222491644259543,121.46660418126741
3500,0.19764239544455472,0.9085709835561059,35.93496477376755,1509.1205862349775,0.5970548776433462,6.232545378579115,0.0,21.555032620410866,0.5302722111283803,21.612177833042878,3633.4427603907134,8.524923794640673,123.6815415119133
3600,0.19786665846072363,0.90886744425734,36.768485944495,1508.9870004241295,0.5637645346632725,6.230036796240495,0.0,20.984913431534697,0.5285350285732316,21.57554925836225,3632.844781819685,7.8480357576946265,125.82354120946123
3700,0.19808487345209252,0.9091526682497113,37.585384847721016,1508.8535617197092,0.5315036031620565,6.227036709767908,0.0,20.42238995734491,0.5266613033664167,21.535933768827736,3632.2332465330023,7.194799285855259,127.89449803972072
3800,0.19829871507536842,0.9094256236177184,38.38557764906075,1508.7204849563868,0.5002509266491465,6.223422867555668,0.0,19.86761940443091,0.5246386347423042,21.4931032501781,3631.605144417055,6.568662318483982,129.8965869585179
3900,0.19850958260560853,0.9096852297318261,39.16903410215496,1508.5879405892322,0.46999082264793146,6.21903589057033,0.0,19.32075642360274,0.5224770915296111,21.446832264926634,3630.956538536864,5.973182630361633,131.8323299083401
4000,0.19871861456265427,0.9099303621201941,39.93576872625873,1508.4560632457128,0.4407122400784196,6.213665996383329,0.0,18.781953634016016,0.5201657945348563,21.396935631126457,3630.282782514825,5.412742966201602,133.70465160013356
4100,0.1989267281430351,0.910159863399265,40.6858329505475,1508.324958706538,0.412407988156385,6.20703386472524,0.0,18.25136204944886,0.5177121916139614,21.34321537334881,3629.579356855521,4.890823379031266,135.51687372496755
4200,0.1991346499885605,0.9103725491845439,41.41930840185178,1508.194709983512,0.38507409757830396,6.198763875117422,0.0,17.729131377261247,0.5151284840207466,21.28554520615454,3628.8433534684696,4.408933435006137,137.27260602595194
4300,0.19934293758540722,0.910567233702959,42.13630151796186,1508.0653820578918,0.3587092932516381,6.188345199055742,0.0,17.215410229023764,0.5124235624040704,21.22382493346728,3628.0748762562903,3.965647808289753,138.97549226800552
4400,0.1995520057966988,0.9107427446639172,42.836939078485564,1507.9370256905656,0.3333145369379561,6.175075684540177,0.0,16.71034626135246,0.5095923688050153,21.157990535946542,3627.277303255335,3.556894301971631,140.6289008923751
4500,0.19976214815767834,0.9108979369156525,43.52136464811023,1507.8096804386234,0.30889264410109313,6.157980251360411,0.0,16.214086252563156,0.506622926784779,21.087946968289792,3626.455981483276,3.1773312143511174,142.23569076190066
4600,0.19997355734489394,0.9110316918413073,44.18973580921715,1507.683377039153,0.285447955547592,6.135693287845896,0.0,15.726776129486359,0.5034907139898532,21.013539960784296,3625.616361653698,2.82238503170657,143.79816528341317
4700,0.2001863408615522,0.9111429164101583,44.842222027045715,1507.5581392657555,0.26298605674095976,6.106291947920056,0.0,15.248560951276136,0.5001595298046767,20.93452914511321,3624.762742910648,2.4893719941591295,145.3181845281435
4800,0.20040053171680763,0.9112305437327008,45.47900303082112,1507.4339853604777,0.24151353718668067,6.0670706887899994,0.0,14.779584858104698,0.4965991240900481,20.85058254066416,3623.897936628271,2.1772545588812493,146.79734121744107
4900,0.20061609230818278,0.9112935509476974,46.10026751948438,1507.3109291141932,0.22103778174770322,6.014265460948079,0.0,14.319990990132053,0.49278080269462093,20.76129277810063,3623.023499988948,1.8863446714046268,148.2371222283888
5000,0.20083291366485978,0.9113309959011703,46.70621207238739,1507.1889806504778,0.20156678956562074,5.942799549892751,0.0,13.869921381719779,0.48868204914474395,20.666202710316895,3622.1401323906066,1.6176860950933676,149.63902262114806
