milliseconds,Gsbg_cell,L_cell,Gsa_gdp_cell,Gsa_gtp_cell,b1AR_S464_cell,PDEcAMP_cell,PDE_cell,b1AR_cell,Gs_cell,A2RC_cell,A2R_cell,PKAC_cell,ARC_cell,PKAC_AKAR_cell,Propranolol_cell,b1ARinhib_cell,light_spot_cell,AC_cell,PKI_cell,PKAC_PKI_cell,RC_cell,b1AR_Gs_cell,cAMP_cell,GsAC_cell,IBMX_cell,PDE_IBMX_cell,Fsk_cell,FskAC_cell,b1AR_p_cell,L_b1AR_cell,AKAR_cell,AKARp_cell,PP_cell,PP_AKARp_cell,DMNB_cAMP_cell,L_b1AR_Gs_cell
0,0.0008000868242311367,0.0,-1.155154606177505e-05,-5.22833786101691e-05,0.0,-2.1940747314075916e-06,0.01400158177183621,0.013194615536067853,3.830258436128085,-9.407855934227792e-09,0.00016373384908425522,-3.16501011593735e-07,2.270153120265782e-05,4.806917193583552e-07,0.0,0.0,0.0,0.04966775852991314,0.18029458447441243,0.00010977057117923874,1.1803191651241454,-1.3341831036652576e-05,-3.613572080869512e-05,1.7547684329969675e-05,0.0,0.0,0.0,0.0,-7.172484753127018e-11,0.0,10.000014642819147,-1.5109711411011684e-06,0.670000564696244,-1.2128788880766268e-06,3.01,0.0
100,0.0025553080542086632,0.0,7.884843022590002e-05,0.0012644223753815777,0.0,-4.39835256226344e-07,0.013998493146634011,0.011832758785610669,3.825955355789185,1.2582250002852054e-08,1.806091386332068e-06,1.0713342324391316e-06,1.6091073867805785e-05,-1.3005321213817774e-07,0.0,0.0,0.0,0.04953647270962378,0.1799584051916722,0.00010795577445420655,1.1801536742576604,0.0013599021411425996,0.00020359312560097855,0.00029725355049558535,0.0,0.0,0.0,0.0,9.045027173170099e-11,0.0,9.999974569866318,-6.177278171496222e-06,0.6700013705548677,9.223956041764931e-07,3.01,0.0
200,0.004280667492858469,0.0,0.00022385754359956352,0.0032813464129680956,0.0,-1.192384209102989e-06,0.013998836720297362,0.011817756375076519,3.824906284532948,-2.225040776202481e-08,0.00012723582561533297,9.985290692573942e-07,1.6660338389290926e-05,5.1489174594991e-07,0.0,0.0,0.0,0.049173218596618946,0.1801712200884936,1.806525870217557e-05,1.1797129252415641,0.001380564092485685,-9.377678934871784e-05,0.0003837887673529893,0.0,0.0,0.0,0.0,-3.5147908694489524e-11,0.0,9.99999588769505,-9.710155585153397e-06,0.6700019143028183,1.8152502107062514e-06,3.01,0.0
300,0.005763746072955811,0.0,0.000395225751034663,0.005227136191620539,0.0,4.013630957686462e-06,0.013996757575878482,0.011824297900509293,3.822634004092401,-4.335021808475439e-09,0.0002435249027519981,5.525676517826739e-07,1.0552473542576032e-05,-2.608599787316715e-07,0.0,0.0,0.0,0.049089144415438046,0.18010501344913205,-0.00015577187294810675,1.1797875378999063,0.0013717366651690892,0.0003863486501496697,0.0006435773240150191,0.0,0.0,0.0,0.0,-8.595205617740112e-11,0.0,10.00001200701824,1.0817888013955448e-05,0.67000081983627,-1.252617294869306e-06,3.01,0.0
400,0.008511417345829305,0.0,0.0004914723894279036,0.0069172319658366505,0.0,3.7918441030292534e-06,0.013996015465179885,0.011840087514745325,3.8197287516323155,4.507311662054851e-09,-0.00015823722399531745,-8.710181152249284e-07,5.213444332554156e-05,-1.946966299558282e-07,0.0,0.0,0.0,0.04891504973390101,0.18008148015209974,0.0002363631783328953,1.1797396261101458,0.0013620322229238515,0.0005335986330837258,0.0007883769806453843,0.0,0.0,0.0,0.0,-3.8789455114120454e-12,0.0,9.999975902273043,1.477947489138684e-05,0.6700021924039836,-8.567865303972737e-07,3.01,0.0
500,0.010549342046653093,0.0,0.0005418264298849577,0.00785134657772105,0.0,3.57768184790927e-06,0.013994650284728684,0.011849295224132748,3.8194120590207623,1.6195167901239758e-08,0.00012731987477746388,2.3496231130456658e-07,5.99300248280731e-05,1.0948537991089438e-07,0.0,0.0,0.0,0.04876011379822796,0.18013655184337457,-0.00026181606577896084,1.1798721763403506,0.0013814211136764642,0.0006927502278213175,0.0009549826908063549,0.0,0.0,0.0,0.0,-2.5932412271192358e-12,0.0,9.999995402114834,-2.0372886799669854e-05,0.6699982359477609,-2.171708705998826e-06,3.01,0.0
600,0.010571194235128034,0.0,0.0005616456395678563,0.009591613391998679,0.0,9.428418834153449e-06,0.013993465112536343,0.011837564292921076,3.8178548636747314,1.3471452943777903e-08,0.000244083653087995,1.2909985355614447e-06,0.00011593617360468864,-3.406585472726846e-07,0.0,0.0,0.0,0.0485217113370031,0.17976143865559743,0.00024239648480234703,1.1797568202509585,0.001378338076759976,0.0007164193744589675,0.0012318287102648974,0.0,0.0,0.0,0.0,1.0190248309722727e-11,0.0,10.000026054227524,9.813170774970793e-06,0.6700017607982854,3.1834259627764207e-07,3.01,0.0
700,0.012181336126438503,0.0,0.0005588232751552708,0.010976097214845361,0.0,8.85808944525045e-06,0.013991306702733018,0.01182983609120252,3.816052847553399,1.324130127611532e-08,0.0002684671601909716,4.34087183838682e-07,0.00011595243891120052,2.4122475881951956e-07,0.0,0.0,0.0,0.048404316878722084,0.17969961847903496,5.636579565880107e-05,1.180102920274347,0.0013774888330903646,0.0008593825364205369,0.0013349148004303188,0.0,0.0,0.0,0.0,7.600152778588308e-11,0.0,9.999984410719017,2.596045674345763e-05,0.6699990994731325,-1.3121995500755038e-06,3.01,0.0
800,0.013764579386222268,0.0,0.0005554204844390723,0.011924247388335207,0.0,1.3605760039409038e-05,0.01398598023812318,0.011838080482295718,3.8144279540247994,2.6359882388703666e-08,-1.2650226326376893e-05,1.8313886342729293e-06,0.0001369193547296079,1.3795565944775737e-07,0.0,0.0,0.0,0.04829857479122665,0.17966350123642882,0.00026639500819028813,1.1799118254471024,0.0013590889285700397,0.0010630080547906337,0.0013898664139391625,0.0,0.0,0.0,0.0,-4.4615140249617785e-11,0.0,10.000023972640244,-4.627905052568783e-06,0.6699999738355138,2.330897470754462e-07,3.01,0.0
900,0.014706716133665466,0.0,0.000571580371785864,0.012987008354336554,0.0,1.8260299310544524e-05,0.013984101433591785,0.011851105627998463,3.814326872252766,6.271509746352946e-08,0.0001265644469373273,2.115510240079489e-06,0.000183047646582931,5.57057438714966e-07,0.0,0.0,0.0,0.048223223640083676,0.17995810854341548,0.00017729967222435632,1.1798976491359556,0.001349780113339712,0.001715929163969575,0.0015262509422368765,0.0,0.0,0.0,0.0,2.3022684905680815e-11,0.0,10.0000149183884,2.260421929184592e-05,0.669998305418395,2.0184421613245203e-06,3.01,0.0
