milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
2700,0.1721291374689318,0.0036911676596222513,0.019810077562497707,0.19660903185630246,0.004106616008217186,0.020754795010552135,0.0735974791761672,0.5077268185405216,0.3884300682548538
2800,0.17669371482142932,0.003929408383022205,0.0175260889130054,0.19897355251953563,0.004249386062225587,0.02028491153420596,0.07158415019268854,0.5078912132684685,0.37601735834418815
2900,0.1706130794273004,0.00375173250105056,0.01847903426777958,0.1886684873762275,0.004094321914277863,0.01929451495323513,0.06799396555907077,0.4956577070654658,0.38177498551581973
3000,0.1903114620734394,0.003527900543575526,0.01808620459737523,0.19266872355418257,0.003793100833873755,0.01984410383187415,0.06606091551588725,0.5269089802960596,0.3599854352980494
3100,0.1744931531179682,0.0036759296664688524,0.01657559663865806,0.19065620755402451,0.0038634194315846186,0.01820211976304875,0.06588540944750082,0.5453953060216213,0.3606202351919349
3200,0.16995290160490925,0.003583579757378796,0.016275968876819424,0.18699913537864382,0.0038238978850195318,0.018197560253214496,0.0658984016570767,0.516213654231914,0.3379258620797312
3300,0.158468474886125,0.003398076319949622,0.017164229271372226,0.18702619902874915,0.0038157270436060924,0.01815187889081809,0.0625715571227769,0.545135818357147,0.35399209356135364
3400,0.17373982078294536,0.0033714756724159867,0.01656646836304281,0.18199273884048367,0.003817536239936732,0.01778553917046095,0.062070775684846285,0.5415577651966763,0.3618425281969677
3500,0.17679033498662114,0.0035887992967803027,0.016985380932683147,0.17873464509868225,0.0035263561740271013,0.018084782452838146,0.05950213164804315,0.5421352533855057,0.34572482362842366
3600,0.17925937753851187,0.0031274709769201674,0.017211408842495373,0.17171288949724606,0.0037216650666908116,0.018192369625431623,0.06058345621764425,0.5792564700465401,0.33132807871042497
3700,0.16866446455103773,0.0033608169923211363,0.015756872653865207,0.16514665763285927,0.0035892923693845754,0.016539305172287164,0.058327350012475146,0.552699899031185,0.32651139127428225
3800,0.172666527978584,0.0032749940963517923,0.016155106910560667,0.16477394878721033,0.0036449646093230283,0.017331084577531165,0.05938371902513824,0.5827769695662915,0.3259735646802531
3900,0.15981165114323265,0.003200643641399927,0.01502761170385254,0.1610819426879523,0.0035567373703036392,0.017448789142418493,0.05888666350770862,0.5703209543575366,0.32068344255834785
4000,0.16346498064672632,0.0033138221511075636,0.015517537859083143,0.16519995679800803,0.003301666699002111,0.015801353703901153,0.05760106832931376,0.5787129347715851,0.31723427279221017
4100,0.15616948636480454,0.0030439770465262657,0.01674582506178283,0.16711276190945268,0.003513825692418919,0.01630060273178599,0.05766719805182896,0.5971722224453788,0.30236284984175843
4200,0.14298755018069642,0.0031704807711731026,0.01621620235046689,0.16138411255789312,0.0034933664473133803,0.015800847651965513,0.055123071617669175,0.6038782014247182,0.3310152006688165
4300,0.1607405302596744,0.0031123030912963384,0.016437593310234283,0.15627025683026494,0.003186683543169918,0.01547652337345085,0.05445191761719053,0.5961255047931665,0.3112289065710243
4400,0.1400926659549636,0.002951647542926863,0.015593190361495549,0.16121087317751506,0.003201405254561042,0.016204981407430683,0.05286358188550275,0.6095896134329613,0.2929573067936651
4500,0.15968757283105678,0.0033005624484393715,0.014368925559069046,0.16156227710416504,0.00307694848569406,0.01559050520631528,0.05700077009321099,0.5993774458503363,0.2993002071449568
4600,0.15969732339730552,0.0030662299019840415,0.01607407091806801,0.15559683076934225,0.0032245792254311984,0.015421593654036496,0.05671981616192872,0.6151234169289391,0.29871459103609305
4700,0.15296926533332228,0.0031458301922768768,0.01486811521728956,0.1518417314803099,0.00322780397101516,0.01499802985887008,0.05196573436207903,0.6208756747345572,0.28656607804884876
4800,0.1492847909198867,0.0028457459004135343,0.015348831803205211,0.15187958247241115,0.0031699606884283225,0.015311010764098543,0.05209054236494433,0.6149805510369276,0.2907891191176132
4900,0.13394721981557517,0.0028954433729357167,0.013685581990250032,0.15887690051114817,0.0032788263782981943,0.015756406643431434,0.05424288579959873,0.5995833224062252,0.284353368123702
5000,0.14507204821262254,0.003156430816559686,0.015369466162408217,0.15361221009242076,0.0029876543152947796,0.01461776475854621,0.05242602699496809,0.6302176973250919,0.29481359042074085
