milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
0,0.9891878999023888,-0.0001305411013484638,0.0007791534365296663,0.0030264507881237095,0.0001309218605599641,-0.0005455044422992407,0.002472212916531637,0.014185965525557656,1.0157861047364045
100,0.7604943041072357,0.01613501543129977,0.07610348537114645,0.13027609915728586,0.002321405984794783,0.005908647192911396,0.004527999540886769,0.0066535791205959175,0.892282407716525
200,0.6135944812754656,0.01281810811906711,0.0676638692811615,0.26688260772662953,0.005100413299799746,0.01967679176021827,0.029628552586624203,-0.012340474697035874,0.8659630347666389
300,0.47785110585484725,0.010323306510403802,0.05252542687366817,0.3352068889970269,0.0067939251587304265,0.031014476682907254,0.0597500784949093,0.024811276839186984,0.8268353988376731
400,0.4114012023321285,0.008501320049599052,0.043118390282172916,0.37056071427250337,0.007512257174202919,0.036534397351281896,0.08891927390719484,0.02861864247094928,0.78336542274895
500,0.35331851841703293,0.007392118900917424,0.03795291380323042,0.3836981351689413,0.007721240920101511,0.03721691939628521,0.11060949467501484,0.05136797946031425,0.7378998944521302
600,0.33628986379327397,0.007082006331025992,0.03374572949711079,0.3688075005464965,0.007598166445783455,0.03710312132286046,0.11968850559411137,0.0948614027707712,0.7175895739657103
700,0.31155326542371453,0.006491913525384989,0.031137922095224035,0.3662593392327182,0.007393588701106901,0.03675518982591997,0.12191620400009859,0.10187238745551802,0.6756227521327474
800,0.2870103529679087,0.0059225639206530985,0.028906833998678976,0.35162740224876826,0.007440964797041509,0.03573948798987398,0.12643774484493056,0.12865717666156046,0.65593096196651
900,0.27277495094041476,0.005867168653396469,0.029649387593527844,0.33814715391194305,0.007071496448829349,0.03494513247318376,0.12191497512598591,0.16845826925691237,0.6105521301812888
1000,0.28119577322963973,0.00574507518583894,0.02780282623682236,0.3303230709256692,0.00684948519676232,0.03284638129412998,0.1192023405730689,0.21264674763873284,0.5923596076620659
1100,0.2547946765908912,0.005600250373875463,0.028416767932479985,0.31152120455547155,0.006597455111087131,0.03151163184531733,0.1158181510432609,0.22542519902442198,0.5847058720464634
1200,0.2710934863773934,0.005422359378513162,0.02685369531328195,0.29721129723559564,0.006445595864745874,0.03149158987633717,0.11140677879792332,0.26679524100888746,0.5631797371519595
1300,0.2561857345151719,0.005211594552432641,0.025013093589561317,0.29124470851092593,0.00620985317154443,0.02913633298414654,0.10853366547823878,0.2833331429792703,0.5554327925161339
1400,0.23425444658281036,0.0048986354679907305,0.024365487956937843,0.2836231553098742,0.0058159111947970995,0.028858524617656256,0.10165431195824769,0.3080268571382262,0.5136656944364902
1500,0.2333702546730679,0.004860949352885448,0.024231603306930385,0.27555983794141553,0.005722799799912497,0.02784989522779413,0.09935912030619769,0.32265887798831766,0.5014864093478435
1600,0.21929117726793906,0.004817404461727187,0.023238571957505155,0.2625281149212748,0.005649089813450123,0.026648864543278097,0.09545144252551137,0.3334605720069231,0.4881488397445724
1700,0.2332858727868383,0.004778764464096472,0.021831120772123968,0.25286281698517116,0.005360435266539862,0.026243766056646155,0.0936699450089542,0.3638066298555264,0.500910657323493
1800,0.21122768745695708,0.0044640789348876,0.021532287589113953,0.2441890449079412,0.005360720395719838,0.02485855825722377,0.08887809002706304,0.35838446035683835,0.4889242171220947
1900,0.2038020724352293,0.0046943015233172295,0.022858296097092796,0.2508198841915465,0.0051273632349342355,0.024548801289726387,0.08558632090301542,0.3917401955331232,0.4559985877877854
2000,0.2227337834436289,0.00454490970168309,0.022270604028744267,0.23159921543026007,0.004971709518646143,0.023635473967073172,0.08394115108889617,0.4289509597772631,0.4557272348444908
2100,0.20367885105727332,0.004359659359672828,0.021197783417703817,0.22760009034019776,0.0046521513939794135,0.023742938467617616,0.08200905824587167,0.42809150204435675,0.4279964786051487
2200,0.18780574284343862,0.00412010598167462,0.021331948218903586,0.2261215455908565,0.004757286611829617,0.022166858548329685,0.08088758189720358,0.44795536680309206,0.43045055634660984
2300,0.19340756221336364,0.004083615259919806,0.020073439709470137,0.2197974828650285,0.004511320316944848,0.02209406602883416,0.07810548092798253,0.461976667457768,0.42266458130195816
2400,0.2105360536953257,0.004159239819668204,0.018644107015963245,0.2158775342762843,0.004307939590687133,0.022583917527379718,0.07561177079871602,0.4669610059778373,0.4243173162776434
2500,0.18440670989136032,0.004164110382255492,0.019669777872873707,0.21496369044334535,0.004398197863996653,0.021315471900157246,0.07345205726104152,0.4808245881721659,0.4195803451569862
2600,0.2023275895851835,0.0038264193329929455,0.019569869131508343,0.2045592595319101,0.004343400912916334,0.021556815903523336,0.07329468835901168,0.48829426005691334,0.3985870688069547
