milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
0,1.0046388644048991,0.00011064680146070025,0.0003179318188074356,0.0015346897043994126,4.310561339530762e-06,0.0004236820757747765,0.002025944648529272,0.012004449104874597,0.9921457241408982
100,0.7633295760189529,0.016440168850852116,0.07603908712280233,0.12493313876456555,0.002146715999179643,0.00556966862021012,0.0009735029664605125,-0.008889456776504509,0.897110612395501
200,0.6161288041674832,0.012506289608134291,0.06822564966151888,0.2554604602598693,0.005313201983294218,0.019859780090966124,0.027209417624877382,-0.015774261689719495,0.8670917459062002
300,0.47793455592217904,0.01016614942730383,0.053606395273955304,0.33737196629889094,0.007071088528236464,0.03076944087974353,0.059477640577598065,0.008208845250487427,0.812665308437683
400,0.40704231420761605,0.008278698311463396,0.04519244146467392,0.36660468481806113,0.007789055671434464,0.036014063656438486,0.09080162101073797,0.03963106356013516,0.7852240886298782
500,0.3603385914247815,0.007390135618033708,0.03781381455253892,0.3796217852188215,0.007928274487446279,0.03692907035251879,0.11208138997704647,0.06742538339442265,0.7558076803167625
600,0.3190715392780876,0.006927335328523816,0.034685770402211456,0.3740382601561183,0.007859159868536412,0.03808044750294949,0.11844615135824049,0.0971828678629097,0.7166974739422024
700,0.3079656150841993,0.006405922894825627,0.031008403981228515,0.3654699272988855,0.007580999961280886,0.03664920888921449,0.1237525189708799,0.101258240787554,0.6593757564717884
800,0.31086834651808154,0.005998488979473077,0.03092786654583895,0.3457119698703956,0.007143203367458355,0.035555019462990486,0.122992318271066,0.15225220845354834,0.6368309933095341
900,0.29849511136419976,0.005913588761370153,0.029022752313207882,0.34316256471683704,0.006859566294987636,0.034248408860408384,0.12306858262088927,0.18154016249343177,0.6214478720204878
1000,0.2754519244820924,0.0059205739507920425,0.028941117495092497,0.32533431743635877,0.00666190935514393,0.03273653406006864,0.11927833702116704,0.2042031928166778,0.599553391122171
1100,0.28265347820145525,0.005317191216217051,0.027114191034174707,0.3095771841763844,0.006637023602012481,0.03239928814124489,0.11493330562970863,0.21957466412940946,0.5670550914801074
1200,0.24414499114542373,0.005485154713969897,0.02544582027198535,0.3081716428408303,0.006179045369549336,0.03080289977473693,0.10997111904753085,0.23927371906816458,0.5646990032353616
1300,0.2638682590210805,0.005367181847529266,0.026748687120026683,0.29974978174665956,0.006215464855099913,0.03021916069051283,0.10715650749701762,0.2630067259089175,0.5294617874338171
1400,0.23777987609487108,0.005053912316731492,0.024803847878124403,0.28047762340664206,0.0058470103991482714,0.02847381058579521,0.10543995311213734,0.309814329713385,0.5218668246585316
1500,0.22529963206730738,0.004859857674462175,0.02290578299552598,0.27799805300007313,0.005723037731869678,0.028391610200641213,0.09831258828960904,0.31559188906247587,0.5144984470703305
1600,0.24001796344471316,0.004807131817995455,0.022977456267056676,0.2666830863226199,0.005653884272923954,0.027724847095727062,0.0953575912151306,0.36091761420438384,0.5005285705837513
1700,0.2391597267565103,0.0049099875455489665,0.022909453138570412,0.2583703688653725,0.005492520459141481,0.026646738675484675,0.09166125960260799,0.3686259937547928,0.4858458998721662
1800,0.2078778341714939,0.004494545525315037,0.02277297846274215,0.2584276782239983,0.0051881501974145585,0.0261800577338767,0.09214016269927182,0.371201437502917,0.4804985339530763
1900,0.2236049757428029,0.004529710384889289,0.022442156346264553,0.24090966866482838,0.0051020926438174906,0.024612208454563366,0.08770435869787022,0.4061353587059877,0.47748553576324126
2000,0.19781333773306545,0.004316410117925688,0.02037775329506081,0.24237842427251358,0.004830749513936403,0.024664216918062788,0.08678397070931168,0.42818713705105566,0.4556789938662222
2100,0.2206761919382625,0.00441816367884232,0.019878707159763684,0.22988119139236618,0.004884225810329789,0.02320154671016566,0.08383214703925666,0.4303964517738373,0.44798017038762245
2200,0.19103109045670702,0.004132731127290743,0.02104759020022006,0.2277023381977869,0.004611231088285698,0.0232614270689572,0.07899058919828883,0.43283134626371117,0.42199671857496995
