milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
3800,0.15541591145363207,0.0032661261484779563,0.015378206191108992,0.17577800203061428,0.003354012688282459,0.017180472341109008,0.05755883964458525,0.5703833416794384,0.33142133671134877
3900,0.17030054885511345,0.0031818112389717266,0.015173204959887917,0.1724502935987515,0.003519093789696008,0.01717664397412338,0.06035862906223195,0.5569961017629403,0.336238033179159
4000,0.16177056193486505,0.0031316325341848956,0.015652009338076235,0.16294687961602222,0.003543355928954324,0.01608930814293548,0.05840025650477085,0.5909684159137127,0.32723277345440666
4100,0.15146123521068233,0.003203903371814962,0.016616876583493482,0.16346616104180675,0.0032440893299432462,0.016084703702778553,0.0592015166424596,0.5911748719323948,0.3262296720899262
4200,0.14240296446295878,0.0029988003979569255,0.014636913981179634,0.1675594912741711,0.00343177608530914,0.015924227488706737,0.058624407919813666,0.5937283140666331,0.3252756243484893
4300,0.16887022898297185,0.0031885410365965422,0.016227025280072794,0.1588743154126837,0.003322538811908586,0.016543034173720977,0.054986630897652336,0.5936122097931952,0.31408665971491523
4400,0.14515055177140657,0.003168457835405356,0.014579361759362952,0.16187006338586632,0.0031356193478848074,0.016329342836112166,0.05649154143607001,0.5850605358081543,0.30566908115543034
4500,0.16049456232441603,0.0032344436919444462,0.013865351018210948,0.15231191471916591,0.0033742332304172243,0.015166351037593541,0.05445868459956693,0.6179037823899909,0.299904322925885
4600,0.14586830257984307,0.0029683992760698922,0.014594922040879775,0.15028115250491605,0.00310127310653458,0.01573696532917938,0.05488196392441311,0.594734225348736,0.29896087205769034
4700,0.15297788640038457,0.0029821703403675394,0.014605241486645909,0.1531009153923309,0.0030577364385959774,0.015080729033218533,0.0556894850613199,0.6041060177475468,0.29575101866065306
4800,0.16082248913597674,0.0028842539411718655,0.014612504943488338,0.15432415215104903,0.0031802729907103836,0.0158849508754808,0.0554631905865322,0.6062066620887234,0.30837366274516653
4900,0.13499679422771657,0.0030618888298805783,0.01351040464287191,0.14473774062222283,0.003131643825050065,0.01584607696914611,0.055005563343795125,0.5994441600909117,0.3126068378279332
5000,0.15130998024673226,0.002821158849437307,0.014850959777722921,0.1475047446380886,0.0030945404931619603,0.01548759614325665,0.05246246955744139,0.6056634385883691,0.3046218866353371
