milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
0,1.004655055233792,0.00022719375943997932,-0.00027259795668511255,0.0032445783259512874,-2.7304153116330824e-05,0.0006422301798488722,0.0009957454756989123,0.017547585315037174,1.0031198431989563
100,0.7753132595893588,0.0160293837465283,0.07583392960232144,0.12207572103812582,0.0023347458025484652,0.0061014842626083985,0.005273275210569276,0.002308034435553957,0.8812613657336343
200,0.5905623471536199,0.012849529704387717,0.0668063743397659,0.268226099484359,0.005087916758349684,0.01974889425910485,0.028254008823703578,-0.010476523755759706,0.8722695236323336
300,0.4723936976096087,0.010149367340224069,0.05232901031409764,0.34425245562072604,0.006993732235011251,0.030674848092328,0.0624552434840334,0.023912803302307918,0.8179363392882495
400,0.4154223557819623,0.008432952597169429,0.044057295274262595,0.3665920107746436,0.007554249312407714,0.03606037954806345,0.09061507400486922,0.037352910779464774,0.7938031599502754
500,0.35275132723323616,0.00740235837442974,0.037654302382100525,0.3738148970345393,0.00771697886229715,0.03795316067661661,0.11045728280524549,0.05366643905803578,0.7294192555950505
600,0.3326096494425882,0.00702376374041071,0.03376750344870119,0.38291139326866935,0.007652282596165312,0.038335743420050125,0.11817777013230175,0.07654007592469886,0.7122027265223443
700,0.3082190409019089,0.006330039079597474,0.030751462933718436,0.35972488562118765,0.007451350212530578,0.03663462217009369,0.12262942682580862,0.11005355922267815,0.6608362467276386
800,0.29072735688547324,0.006267159587993835,0.02925748117128461,0.35944701826661607,0.0072464594526674055,0.035234237014476616,0.1215985350214068,0.13494431873681365,0.6404681817070171
900,0.2755198256947174,0.0059701162251556686,0.02838716649065116,0.34378607078475026,0.007132139537625986,0.03372434154500748,0.12235998507673468,0.1974630310787962,0.6316864635608431
1000,0.26418481573468483,0.005901631049015133,0.02866335729615166,0.3260683726427952,0.0069182934322466446,0.032440888798444895,0.11621876643540846,0.19054459474314855,0.6025700644127614
1100,0.27440625709073924,0.0055599249359007084,0.02582177035473463,0.3166824029023673,0.006390729264734076,0.03206896599150888,0.11404178512721733,0.23450413414494853,0.5818486042825582
1200,0.26877399294179116,0.005573064371331749,0.026127630699284296,0.2972564308718593,0.006227935156927759,0.031139579366230536,0.11289526674207967,0.2731904039167942,0.5806126645720531
1300,0.250081324563621,0.005139188721558725,0.026199753431135623,0.30110465578546414,0.006044170095461814,0.029132395058524413,0.10588641692710721,0.29278924891145,0.540644534785789
1400,0.23163896071126402,0.005336296019986107,0.02442520350566055,0.2919066604508004,0.005939954360744588,0.02950291265058887,0.10357578776456074,0.3059126181249571,0.5310993490341868
1500,0.242867036360582,0.005060373254649862,0.02340103873549435,0.28107016975004356,0.005710288488199983,0.02792499490847388,0.09791464989725547,0.3228693319583751,0.5274905336685811
1600,0.21972621771768375,0.005038565204936421,0.02287417563779894,0.26510365016825105,0.005462742132612079,0.02754349861221775,0.0942979287549846,0.3331864603403193,0.49105574347403896
1700,0.24214396194478516,0.004606537647156824,0.02307396666976746,0.25297137429590194,0.005398368760591261,0.025503734632630462,0.0920590943750683,0.37103211995676105,0.48005667813311137
1800,0.21476137571183432,0.004782144474131684,0.023316292852036173,0.2574299287598313,0.005103323364635895,0.024842941522603898,0.09146085864806876,0.38623088676356415,0.488076688755483
1900,0.21297008189354702,0.004385257145449099,0.02302808382429804,0.24387981632084252,0.005207422839330471,0.025381814640306973,0.09084659806969732,0.4116691884243078,0.45348552900427147
2000,0.22268017081717223,0.004252424490959303,0.02058533072505223,0.24470025569323173,0.004989526565395744,0.023411897421958858,0.08684704574172784,0.41835181451701464,0.43553206891415813
