milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
0,0.9996215513817298,-0.00015035721043938347,-0.0012494279891535668,-0.0025761921520026897,-0.0001137741482343111,0.0006345429787635101,0.0011113380203995834,0.004737904574704672,0.9823837294502256
100,0.7662698804857276,0.016319932960756338,0.07624485172015037,0.12084325043807047,0.002392239646402553,0.0057008697227229795,0.0017311778479929356,0.004390638660498435,0.8960021288701557
200,0.6144838361860799,0.012563937168482258,0.06752012039531037,0.2684789358453041,0.005380909004834216,0.020829125921065422,0.02883409170662451,0.002978752706400115,0.8699417829245473
300,0.47690799952140756,0.010328068225450304,0.0536718575561045,0.3321737425536142,0.006965861529588273,0.030500774559528602,0.06314456483974314,0.03237215800377288,0.8168399318001138
400,0.39654690868469844,0.008277068663938366,0.044209379439773724,0.36976158494896305,0.007763009116342105,0.03580726424748926,0.08757814897644323,0.02139732942675282,0.78559395126122
500,0.3479702513718845,0.007675165907860731,0.03706879686222752,0.38746640415625,0.007998096201846076,0.03822069205110515,0.11090705248359606,0.07036503125715943,0.7543961227750746
600,0.32143554722983425,0.006597321839113464,0.035532307980587895,0.37615799496352814,0.00789749606819615,0.03797422187156975,0.12010342544839431,0.09699174899045562,0.7113262637204054
700,0.2964798650950369,0.006182554995590019,0.030789003122411316,0.3586724937601474,0.007398177271117985,0.03773962005525184,0.12566758620102692,0.12446688802864717,0.6843229605491863
800,0.31037568648719455,0.0060272698601987985,0.03102758832277108,0.3578111407293573,0.007293602299910442,0.03583248617820102,0.12398390927921675,0.14211111194681827,0.6324334834025023
900,0.2717370839169498,0.0060783319571523905,0.029729986937859127,0.33348408870366275,0.0071520189448051824,0.03501918242258043,0.12051983078947764,0.17975861495783252,0.6062614548501901
1000,0.28813404459550246,0.005905603418565638,0.02824267599090684,0.33110026952966576,0.006859174619033476,0.033569531261625235,0.12038548101055699,0.19776037757329318,0.5983599909020588
1100,0.27174061394694543,0.0052853197648033996,0.027428513572677133,0.3186190956211744,0.006566223599722716,0.03163822530976337,0.11537792147128478,0.22655309693150674,0.5698299856255086
1200,0.26104651514454663,0.005260516806573719,0.027249708897706573,0.3117172870281113,0.006242217893897609,0.030495538317476017,0.11128720983936188,0.25478501202026843,0.5720811299322088
1300,0.24048555791348886,0.005406347763140086,0.025009677649503414,0.28840128394419556,0.006065544831122708,0.0294626163353625,0.10459859779299312,0.2890442910260328,0.547622472131194
1400,0.2508853310892868,0.005203150575144612,0.026145951280521745,0.2911736868465742,0.0060412506783804245,0.029533796246879834,0.10151787893891022,0.3014042453026089,0.5318864920498265
1500,0.23414107650073865,0.005148619881259083,0.025002155510089795,0.2786098024849442,0.005600547371789695,0.02733080120816769,0.1008706575380111,0.3322887055255086,0.5218345553981629
1600,0.23544763774271737,0.004925451951884278,0.02309191158961865,0.2685782818758988,0.005494879239724071,0.02705991457134292,0.0977076081349748,0.35672294424179074,0.4854644224119157
1700,0.2122300444027365,0.004579507742384646,0.023812402597577095,0.2598297280521794,0.0055186792829750005,0.025677604366046894,0.09272836708868538,0.36426832991649033,0.49146372756100665
1800,0.23472371403608516,0.0045157228382309254,0.022109774032730775,0.25252567286208116,0.0050820187519572835,0.0255853839811556,0.09260858851343916,0.3829627750849315,0.47104054246494964
1900,0.21009020976019402,0.00470400414164176,0.02208391224751904,0.24754299409304817,0.004996613570533358,0.024540725350237873,0.08692169227761136,0.40804202107684856,0.4589761777484554
2000,0.21070694848245775,0.004554056685243953,0.02257420775853473,0.23305265011099863,0.005024708825184789,0.0241801098278738,0.08660748738250126,0.418924047360712,0.4525517695285273
2100,0.20602462467259727,0.004532218676120095,0.02148750656227029,0.2279064411156299,0.00489617476289761,0.022949873954291964,0.08380956854397707,0.40682875662621104,0.45332115224689173
