milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
100,0.08129858809786586,0.04464041892119182,0.01847994154882387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037873066108230505,0.00015355436324215646,6.573421938021803e-06,0.0,0.0,0.0,6.7747107243911e-05,0.0,0.0,0.0,0.5
200,0.07394439496978629,0.020708702029859152,0.025646048759670782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05460992821573028,0.00026176405338584267,3.532099611769061e-05,0.0,0.0,0.0,0.00030057194554696664,0.0,0.0,0.0,0.5
300,0.07070086486261207,0.009801054924253138,0.028723872293433022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06239116904801856,0.00033779916553866525,8.390373569352575e-05,0.0,0.0,0.0,0.000654010426079527,0.0,0.0,0.0,0.5
400,0.06918111046102998,0.004718934116409113,0.030097460814762608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06603853854278804,0.0003925088980234299,0.0001450665274389554,0.0,0.0,0.0,0.001073058005050488,0.0,0.0,0.0,0.5
500,0.06843760274514325,0.0023273866112227606,0.03071349187115443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06774619506882477,0.00043314216440882344,0.00021292645019673064,0.0,0.0,0.0,0.0015245623876374195,0.0,0.0,0.0,0.5
600,0.06805821745612799,0.001196621712960899,0.030983740440326916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06853607035696646,0.0004642258548230794,0.0002835674911444422,0.0,0.0,0.0,0.001991232755394572,0.0,0.0,0.0,0.5
700,0.0678554963020509,0.0006607059614731598,0.031095421448692023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06888934436045636,0.0004885758794737082,0.0003545282307771914,0.0,0.0,0.0,0.0024644951714112417,0.0,0.0,0.0,0.5
800,0.06774227417873224,0.0004063735596651017,0.031135454140332686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06903388856689359,0.0005079955248327121,0.00042428373450738256,0.0,0.0,0.0,0.002940179893325551,0.0,0.0,0.0,0.5
900,0.06767757606506462,0.00028556898815286296,0.031144540032752827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06907799775594983,0.0005236922495940009,0.0004918932245432643,0.0,0.0,0.0,0.0034162713207377847,0.0,0.0,0.0,0.5
1000,0.06764201978006895,0.00022814346937801637,0.03114176000540766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690733126747981,0.0005365139974326683,0.000556783851814987,0.0,0.0,0.0,0.003891793421399978,0.0,0.0,0.0,0.5
1100,0.06762639579596234,0.0002008192493211623,0.03113600129515546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06904455850014049,0.0005470819383425525,0.0006186209567816478,0.0,0.0,0.0,0.004366269887956091,0.0,0.0,0.0,0.5
1200,0.06762630493937126,0.00018779867726091774,0.031131327666689534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06900364464322394,0.0005558664423873726,0.0006772290142243521,0.0,0.0,0.0,0.004839464936115129,0.0,0.0,0.0,0.5
1300,0.06763962736168794,0.00018157970733234189,0.0311295174966443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06895636107277497,0.0005632322792750811,0.0007325417246471209,0.0,0.0,0.0,0.005311259213467974,0.0,0.0,0.0,0.5
1400,0.06766532352918966,0.00017859657991417776,0.031131268539575513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890556580433455,0.000569466961982429,0.0007845690775745095,0.0,0.0,0.0,0.005781590310935482,0.0,0.0,0.0,0.5
1500,0.0677028673171662,0.0001771560782640282,0.031136769291998982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06885269994164175,0.0005747995381541184,0.0008333746894939883,0.0,0.0,0.0,0.006250424222519904,0.0,0.0,0.0,0.5
1600,0.06775197584479356,0.00017645323199492465,0.031145972485818664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06879851468079386,0.000579413771206128,0.0008790596027913145,0.0,0.0,0.0,0.006717741456148402,0.0,0.0,0.0,0.5
1700,0.06781248148606095,0.00017610470317705516,0.03115872547280794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06874341941963238,0.000583457793134276,0.0009217504057813759,0.0,0.0,0.0,0.007183530227806219,0.0,0.0,0.0,0.5
1800,0.06788427113283159,0.00017592722547787583,0.0311748326081973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06868764979631271,0.0005870514160887396,0.0009615903714108484,0.0,0.0,0.0,0.007647783052054344,0.0,0.0,0.0,0.5
