miliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mw1da111f2_a036_4392_8512_015005bdcbb7,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mwf405687b_7401_44ec_a0d6_4a2b35c13e8a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw5d764bb8_5693_4ac8_9557_f65992cc5eb0,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,4.8545010265642716e-05,3.899999417014479,0.001586988563653601,40.196041460763894,1.0556402189033838,1.994167577512512e-05,0.6092764540422554,3.1478825312014834e-05,-1.1539597993998614e-26,0.4377814339723615,1.3812979691473943e-06,1.754270787913582e-05,0.4387690613222147,5.911192173153354e-05,8.856156240801072e-07,0.0159606552456419,9.069176218477727,0.9308255147369671,1.51063099467939,74.10384481400477,5.581135423511011,0.0021022011096681623,-1.4035002941941106e-27,-1.69039895613666e-06,0.15415994852328505,2.3695883047758202e-05,0.4374679285330742,1.7900606156587684e-06,0.020796910634530447,8.769902162305995,1.2300993379935656,1.510169568513851,0.0007433170812103095,5.580751257169592,0.002481208087467375,0.12059724124403484,-4.066743874011954e-05,-2.4242635930633707e-27,-0.0010044919975941665
100,4.8641748971308175e-05,3.8999974964398394,0.0015848934989241851,40.196084093191246,1.055637117376648,2.0003763936090678e-05,234.50905874902952,8.087874239285605e-05,-1.1541725171475109e-26,0.43778270594810864,1.3766287725659388e-06,1.7448449593213563e-05,0.4387686067982395,5.893239127770913e-05,8.856392976223973e-07,0.015960661668493834,9.06919059409897,0.9307993634292943,1.5106277857257162,74.10385375301145,5.58113523701124,0.0020985627808956567,-1.437617078595172e-27,-2.461707732958979e-06,-0.2926740279172945,2.3857320028039678e-05,0.43746727142043396,1.7937694572464304e-06,0.020789196703624262,8.76986701608635,1.2301171614078055,1.5101891060157675,0.0007395070225036098,5.580753589496234,0.002490743086628317,-0.05109468124389353,2.9358694837710212e-05,-2.4353562711764366e-27,-0.004706248097096617
200,-4.1879764371700184e-07,3.9000029177656015,0.0015769228444470274,40.19604272209261,1.0556451213690077,1.9622564242884874e-05,233.1824293923794,0.0002045883500444352,-1.1502927189796369e-26,0.43778235205828286,1.3334857888408449e-06,1.7168552065832328e-05,0.4387695462591363,1.1217899187339074e-07,3.8661316697755325e-07,0.01595912019558529,9.06917309854349,0.9308134139671099,1.5106336600283496,74.10385094723081,5.5811380540015,0.0020880613106287822,-1.4398892772709176e-27,6.533973852288622e-05,0.7041115574503682,2.036456392198722e-05,0.43746939827249076,1.6004078915607448e-06,0.020792498035757008,8.769863648573436,1.2300824917959172,1.510220192462338,2.3401123880840893e-05,5.580783114152485,0.002465075978993809,0.12160487871324872,0.0007536972772039332,-2.437491168125645e-27,0.011508331717019827
300,1.697535246510377e-08,3.9000100793358956,0.0015814708139514745,40.19597003738512,1.0556432130553433,1.9616696512002154e-05,232.19680329608042,0.0002473474131302402,-1.1479559280823273e-26,0.4377835224062575,1.3232210021365958e-06,1.720372358527027e-05,0.4387705214047517,5.387289274607265e-07,1.8821562709294195e-07,0.01595994872838593,9.069173576262084,0.9308062531665804,1.5106372173641114,74.10404364475477,5.581143792653218,0.0020967400252555756,-1.4588944456737122e-27,6.645296293653306e-05,0.6751501722122487,1.997019777853471e-05,0.43747410412260646,1.5813223940114948e-06,0.020785536857263195,8.769873653087314,1.23012214817418,1.5102471906646353,2.78488527383117e-06,5.58081544643818,0.0024160050008670904,0.4066013468790209,0.0009270135132297579,-2.4478860404288084e-27,0.017765493833839508
400,-1.903128077191372e-07,3.9000092350819893,0.0015750632134130826,40.196085532608,1.055647331323004,1.9556516507971674e-05,232.75373443989716,0.0003742349423305273,-1.1438507209618881e-26,0.43778269599533637,1.3130446844257262e-06,1.7167769287258692e-05,0.438770616137801,3.765717712253129e-07,1.2230594504825755e-07,0.015960362644262236,9.069192439235199,0.930824517442309,1.5106417924937772,74.10377270511367,5.581147595631597,0.002082348731050962,-1.4808744790291531e-27,7.04013012829819e-05,1.5023408881917968,1.9733243636799614e-05,0.43747795456374194,1.5683081072666332e-06,0.0207812670950727,8.769927937985946,1.2300996189914537,1.5102787303368896,1.0099867439415573e-05,5.580836333992589,0.0023788969264808553,0.6511423897874776,0.0012164767790992144,-2.4544661621861666e-27,0.022624177345319782
500,-4.3896042425575335e-07,3.900021242554057,0.00156024079012121,40.196086689003145,1.05566043724331,1.9349491331474184e-05,232.2275438834773,0.0006016436262563733,-1.1397809801663121e-26,0.4377845018965035,1.3147807486133083e-06,1.7130604122020293e-05,0.43877226384795964,-1.990589008698352e-07,1.196459316623796e-07,0.01595694669716586,9.069183609367826,0.9308064737258617,1.5106565939246843,74.10410677330562,5.5811480911765265,0.002082139514768174,-1.5162939031230624e-27,7.498211895139609e-05,2.0031356597594834,1.948228310305062e-05,0.43747977905220475,1.5497575935561222e-06,0.020778835253517078,8.769853779227898,1.2301147620243844,1.5103303274457986,6.408400677399308e-06,5.580873973438149,0.0023596871603453803,1.0919520607693913,0.0012495245714007292,-2.4606681900123898e-27,0.027789305886628892
600,-6.702736115541566e-08,3.9000289053170363,0.001547942975404002,40.1960514192374,1.0556677720528964,1.9285946642366487e-05,229.19259594204144,0.0006839324873320518,-1.1379518197584192e-26,0.4377867392332835,1.3092788514835213e-06,1.707418843561727e-05,0.4387722728767657,-1.9258285813325113e-08,1.0815894672073321e-07,0.015955908867293863,9.069196909446058,0.930801760005678,1.5106570385552438,74.10405720846194,5.581155974445127,0.0020809907529128605,-1.5330024172289713e-27,8.064589768996526e-05,2.253415951218243,1.903436350400579e-05,0.4374809102012186,1.5298209487885814e-06,0.020780313142206387,8.769924227256434,1.2301545997181902,1.510344451295271,-5.634832274743436e-07,5.580895507552452,0.0023184847394093627,1.2061022900219747,0.0016434400096390226,-2.464684380062289e-27,0.04437461911117731
700,-2.9949657680413964e-07,3.900030705464183,0.0015454219542414996,40.19602633697952,1.0556803287270176,1.9250016519891924e-05,229.66016178455558,0.000685572464868084,-1.1343639142895294e-26,0.4377873168362287,1.3039671074713598e-06,1.7077261145305334e-05,0.43877345563510795,3.625297343502228e-07,1.0253233281565124e-07,0.015956377434778672,9.069186771482839,0.9308180257539302,1.5106636162167602,74.10405507699791,5.581155361907674,0.0020645775844809105,-1.5610370656883078e-27,8.497661458492198e-05,2.759108345341957,1.885069309317394e-05,0.43749032562514334,1.5261959877277288e-06,0.020769521775775124,8.769880108885847,1.2300578147437313,1.5103708876164803,1.1213240717065661e-05,5.580938505194144,0.0022968820219364697,1.3595469572430143,0.0017748313706264028,-2.471066444412612e-27,0.05155898866547486
800,2.7355319668503087e-07,3.900039014443368,0.0015381384764602516,40.196092155740594,1.0556859750007634,1.907720401294251e-05,228.27691919403705,0.0008761012633273218,-1.1305531838326991e-26,0.4377888313677855,1.3075616574645378e-06,1.704477419986779e-05,0.4387743836857392,1.2521666117565726e-07,1.094753166652454e-07,0.015955280382780417,9.069201261448379,0.9307965694517032,1.510663986776389,74.10394588817361,5.581160511590544,0.0020591601248953818,-1.5656562824736855e-27,8.647318668220974e-05,3.516825383354743,1.8751527647704393e-05,0.43749306782470015,1.5037657395699266e-06,0.020764399730733196,8.769950214027803,1.2300433731625242,1.510417572695607,-8.452278101080575e-09,5.580959816704398,0.0022632964767444236,1.7625595600951003,0.0017755361477528606,-2.4768549818169123e-27,0.052893911165696535
900,-7.270392738907049e-08,3.9000482524471956,0.0015248100603550878,40.19605530701403,1.0557007974351256,1.8964625381141336e-05,227.01355571826912,0.0010024789492072224,-1.1273919029066885e-26,0.4377875277730344,1.2981662450449001e-06,1.695935449522596e-05,0.43877526166780517,-4.1523089565057685e-07,1.0910784493815392e-07,0.015952265421815597,9.0692064042192,0.930785457533752,1.5106699550933875,74.1038547867671,5.581167482647038,0.002062340124546515,-1.5861408060905621e-27,9.142357440736862e-05,3.730194882700446,1.8403287015907524e-05,0.4374915706038843,1.5015296570987825e-06,0.02076651012713023,8.76995844701009,1.2300583495989386,1.510432398327583,-2.7646403708376786e-06,5.58098304873646,0.0022401409057662526,1.9859004207749826,0.002041588479162125,-2.4826647731220506e-27,0.06199866831887196
