milliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mw1da111f2_a036_4392_8512_015005bdcbb7,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mwf405687b_7401_44ec_a0d6_4a2b35c13e8a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw5d764bb8_5693_4ac8_9557_f65992cc5eb0,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,4.782110797794238e-05,3.9000019141332154,0.0015826680745822936,40.19603254856653,1.0556415614080068,1.999198933484723e-05,0.2353008974719505,-5.221106674199835e-05,-1.1561539908525905e-26,0.43778242577052695,1.3814883654062212e-06,1.7526327088902714e-05,0.4387684334184189,5.843423552120966e-05,8.776730795429825e-07,0.015959977664720477,9.069192906224774,0.930823876226597,1.510628363248038,74.10400879635249,5.581134387583669,0.0020960025007007495,-1.399510602451615e-27,-1.1080309466539709e-06,-0.266479987053639,2.371741316652286e-05,0.4374665998993813,1.7993619985776738e-06,0.02079424632671854,8.769845367833787,1.2300840153742776,1.5101907335052567,0.0007496911980569672,5.580756815701899,0.0024672141725916876,0.03695990244161695,6.227028799781562e-05,-2.4300524299830213e-27,-0.002035009916093511
100,4.815548439130912e-05,3.8999987283674815,0.0015793255784359262,40.19606392986803,1.0556336420995258,1.9917649230056393e-05,234.9182184306746,1.901738676181846e-05,-1.1531939938454156e-26,0.43778145731037044,1.3791592609136778e-06,1.7556606610103297e-05,0.43876895411541716,5.841816941352573e-05,8.742609235492309e-07,0.015961960392743595,9.069172146362,0.9308225441892646,1.510638454717025,74.10393622843054,5.581131843556676,0.0021017564160052456,-1.4331140558970575e-27,-1.154164301179855e-06,0.1408137806446067,2.3645850401168783e-05,0.43746903096043094,1.792659818159521e-06,0.02079537362121045,8.769831221401072,1.2301569020439362,1.5101822485509127,0.0007497339631737192,5.580755170368749,0.0024825863174459473,-0.04269097139278386,-3.905397302768398e-05,-2.436617458015155e-27,-0.0010493319075485577
200,1.6826004226772074e-07,3.9000023205095644,0.0015767350038260197,40.196046424118414,1.0556464630891464,1.968671636329647e-05,233.54121486013364,0.00014729001044743223,-1.1474702238320381e-26,0.4377813364329039,1.3324181132012596e-06,1.7216694174126095e-05,0.43876947162775315,1.6018569552236676e-07,3.8317621456830786e-07,0.01596106705775055,9.069197416185371,0.930815162008476,1.5106446018688884,74.10383633160463,5.581140672128762,0.0020879762464754317,-1.4563746457836881e-27,6.0816506911531626e-05,0.6425393110255319,2.026235549634452e-05,0.4374685467642872,1.5989121653304558e-06,0.020787448196286272,8.769862764150217,1.2301302380121604,1.5102208649001245,1.9156625124789055e-05,5.580780596368292,0.0024443989351901935,0.1319329951717787,0.0008071845507964198,-2.4423701785656287e-27,0.008346536202248048
300,-2.3764198791478876e-07,3.9000066174830916,0.0015750565689128858,40.19597251416792,1.0556484730815612,1.9503285741862825e-05,232.8428834527492,0.0003712007271605897,-1.1459365318161509e-26,0.4377826569978935,1.3227974984732103e-06,1.7236765514228466e-05,0.4387699126017857,-3.490353636823633e-07,1.9143697320227348e-07,0.015958386545368464,9.069183261449837,0.9308212695775681,1.5106349312593634,74.10392571912953,5.581138322725365,0.002091810900879983,-1.4551613724384758e-27,6.168248643076322e-05,0.8166485071093621,1.997280192261155e-05,0.43746891888689476,1.575570837928907e-06,0.020785063093062484,8.769850397517882,1.23015966492406,1.5102551101673898,7.3783849979404565e-06,5.580815755370568,0.0024120000376667105,0.5730818158907917,0.0010103867891577524,-2.449999600720005e-27,0.015830868473114903
400,4.3171135111204427e-07,3.9000133980227063,0.0015750557391291224,40.1960714022858,1.055655074230899,1.945153181686716e-05,232.65178055720145,0.0003719342304771987,-1.1439220480357355e-26,0.437782218457501,1.3133826659994278e-06,1.7197525967697772e-05,0.4387712937879056,4.170289973788397e-07,1.2500179911504572e-07,0.01595820070820771,9.069193256800592,0.9308270496570965,1.5106437128592887,74.10378777887719,5.5811404403883875,0.0020886470010344493,-1.5021032726633806e-27,7.253930263485711e-05,1.5251649056662873,1.962096821375491e-05,0.4374764897104643,1.5678785634422203e-06,0.020787776243848595,8.769860597358198,1.2301651478686562,1.5102805086785536,1.1619515349831638e-05,5.580850099023307,0.0023867386793431796,0.58910058509092,0.001139637801806355,-2.455463429407771e-27,0.026926102270971832
500,-3.3606065699050493e-07,3.900018570086473,0.001564049004519832,40.196069216632644,1.0556601448946372,1.946360962439813e-05,230.14553547155265,0.0005722383699974891,-1.1388285302172175e-26,0.43778583905291063,1.3125695690607735e-06,1.7075965280009632e-05,0.43877215601516545,3.498078349298278e-07,1.1911005212626751e-07,0.015956665065035958,9.069179136052082,0.9308121311507923,1.5106470062764723,74.10399402639908,5.581146169217123,0.0020871309792613053,-1.5192406692324291e-27,6.815677769244689e-05,1.7047432271129885,1.929507455206397e-05,0.43747765942924927,1.5462026701154356e-06,0.020775793466281268,8.769919950403201,1.2301082897244207,1.5103279620805874,9.51768890926834e-07,5.580881408547031,0.002349966067963091,1.0527519764346234,0.0014196493090859138,-2.458149344535683e-27,0.03492639130924875
600,-2.3840096761252855e-07,3.900027810712218,0.0015567331466399428,40.19598796856294,1.0556628229809781,1.9359853425642373e-05,231.39857674602942,0.0006699732903434154,-1.1392026182625393e-26,0.43778562124340215,1.3129377182130855e-06,1.7118508474415057e-05,0.43877256583156443,-2.148723555052033e-07,1.0243016859458207e-07,0.015955882371389427,9.069199222583867,0.9308064392086666,1.5106556787749756,74.10411597690101,5.581157350378945,0.0020743670828916676,-1.52813354531044e-27,8.031549739830433e-05,2.6834273609231185,1.915000243545977e-05,0.43748194639304466,1.53233350436643e-06,0.020771609907835643,8.769877334798286,1.2301495517733045,1.5103563616712918,-4.081339874688032e-07,5.580912152312086,0.002320150652627787,1.3301199511556923,0.0014964609000932922,-2.4696890216544803e-27,0.044685222488872196
700,-3.818663480543531e-07,3.900036433240814,0.0015430952466707767,40.19607661990893,1.0556803187122192,1.9191095711676296e-05,228.49074473944853,0.0007565252991498021,-1.133439291828398e-26,0.4377854838522922,1.3039961145575844e-06,1.7008689596672382e-05,0.4387736501069379,2.1468913599902106e-07,1.0445529926197066e-07,0.01595478644123147,9.06919745264356,0.9308192201302194,1.5106525412317264,74.10398722711977,5.581158445848964,0.0020679843641693975,-1.5538326358480348e-27,8.169837727010465e-05,2.775364087681216,1.887989518216832e-05,0.4374848519144397,1.5153291065163933e-06,0.020772618695561747,8.769887041270819,1.2300563621454363,1.5103734866257652,5.772609223689549e-06,5.580932200002807,0.00229295024217446,1.3396946630737039,0.0017883349143208648,-2.471541919910528e-27,0.04971245059218028
800,-8.661288067324865e-08,3.9000427352698694,0.0015361922161775735,40.19597954590355,1.055682378343653,1.9093318710658896e-05,227.64658648878356,0.0008375354583020264,-1.1328594216461778e-26,0.4377879410379778,1.3052852063120877e-06,1.6961813006721016e-05,0.43877378198486827,5.593278834216193e-07,9.764811681477191e-08,0.015954671984626963,9.06920572030144,0.9308049587364562,1.5106621624690395,74.10388075863115,5.581163138836004,0.002058714334057762,-1.5693214930253926e-27,8.032733175766108e-05,3.310203547363077,1.8703162425988316e-05,0.43749133472560986,1.505542036868649e-06,0.020766816437794086,8.769961539219626,1.230036606708955,1.5104092575628842,2.4638071040397754e-07,5.580950326773344,0.0022818078444533426,1.7119541506450873,0.001920373139212141,-2.4812308366068603e-27,0.0562855634718539
900,2.598878647804529e-07,3.9000505806408237,0.0015237725000304782,40.195976662481954,1.055705130599655,1.8955239317125047e-05,227.60918128843824,0.0009395839305898554,-1.1283291795314628e-26,0.4377895805853689,1.298209852192333e-06,1.6925815048931095e-05,0.4387748092932535,-2.0225971028414574e-07,1.0910965693797677e-07,0.015953680031109235,9.069213596144417,0.9307868387072936,1.5106807450218702,74.10380368420415,5.581172357866019,0.0020625795517898587,-1.5825759554661092e-27,8.896125866166803e-05,3.905564785207049,1.846158648227346e-05,0.43749653853161125,1.4995143377185478e-06,0.020765945055675892,8.769896435324222,1.2300500247563386,1.5104239870122156,-8.061988783059004e-07,5.5809783693720405,0.002253327585330327,1.9537994758987058,0.002018993996089425,-2.4862851946631503e-27,0.06920670939921049
