miliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mw1da111f2_a036_4392_8512_015005bdcbb7,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mwf405687b_7401_44ec_a0d6_4a2b35c13e8a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw5d764bb8_5693_4ac8_9557_f65992cc5eb0,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,4.7892487198970506e-05,3.9000004451099737,0.001591127998044481,40.1961002807149,1.0556331555341998,1.9942430286072553e-05,-0.21891043432737553,6.005670054495578e-05,-1.1545790293654646e-26,0.4377823223924555,1.3775967969168547e-06,1.7558966341009735e-05,0.43876836095350524,5.846047448867504e-05,8.823280721517928e-07,0.015960225294671115,9.06920139728012,0.9308066097380583,1.5106359887399154,74.10381090986479,5.581132659745697,0.002097022537311203,-1.409554772693755e-27,6.0051872698265e-06,0.2347672948350235,2.382665485640968e-05,0.4374639655234357,1.7958211427476663e-06,0.020787801752901253,8.769890588878296,1.2300803007230598,1.5101766050238132,0.0007483768201954422,5.5807504669788095,0.0024795368088808465,0.09281815782421425,-6.13493491719289e-05,-2.4319638934781806e-27,-0.004296012038120471
100,4.804043527351514e-05,3.8999997017136816,0.0015882659913454926,40.19599444337648,1.0556346193696249,1.988070943753391e-05,235.3895703524336,2.0835005671367872e-05,-1.1511582867357348e-26,0.43778233011431666,1.3817019162754126e-06,1.75367139375196e-05,0.43876833068707993,5.874590510836729e-05,8.790686242665081e-07,0.015960756144481145,9.069173860732496,0.9308138382614295,1.5106374203364903,74.1039177566733,5.581133571201962,0.002102920040449416,-1.4340703919449462e-27,-1.050543292222161e-06,0.30304266873809627,2.3879203525938195e-05,0.43746837484236634,1.7951472714502745e-06,0.020789161786453278,8.769859885380928,1.2301729080022328,1.5101690369873806,0.0007405344252576091,5.58076209791227,0.002475804493651067,-0.08553653815352348,3.144428676760097e-05,-2.4366395874424167e-27,0.002049133496674385
200,-2.3687712013841503e-07,3.900005279153851,0.0015770927708388925,40.195992229057985,1.0556409411467307,1.960914812785409e-05,234.1143972721181,0.00019868388148501167,-1.1499552350910477e-26,0.4377826313508714,1.3370548585787717e-06,1.725641091942891e-05,0.43876958867646143,5.518526882809665e-07,3.7683593712946487e-07,0.015961207672714497,9.069200494904548,0.9308193245510049,1.510633092777563,74.10403631721282,5.581136750602108,0.002090499087856767,-1.4573899747804074e-27,6.481075690815952e-05,0.5794457300092299,2.0207755701770565e-05,0.4374724403877189,1.6030882808455549e-06,0.020791702923183636,8.769921196403644,1.230087148411928,1.5102019531102424,1.206848184961856e-05,5.580776669715028,0.0024629122378430866,0.34894657138521556,0.0009446780057804084,-2.4376360965000964e-27,0.0032949756522915093
300,-4.024974357836686e-07,3.9000036664279123,0.0015823038712847763,40.19598080119382,1.0556469676241267,1.963262050912062e-05,233.92286270841728,0.0003565865176008753,-1.1449034171375956e-26,0.43778293332685114,1.3232589294522632e-06,1.723435708477877e-05,0.4387704083580222,2.5973587609648054e-07,1.895982857613569e-07,0.015958699898636047,9.069192178174998,0.9308069688395386,1.51063536723389,74.10375735857994,5.581143070759482,0.002085898019615934,-1.469204253644375e-27,6.037261380074176e-05,0.969009922636567,1.9951032764633653e-05,0.4374698559939683,1.580554432214924e-06,0.020789878252515027,8.769882143884313,1.2301148245268232,1.5102488191072998,6.91828740819055e-06,5.580803879132612,0.0024256700465424123,0.6366303900319201,0.0011317968888188777,-2.4514729191786822e-27,0.013567904525199632
400,4.1673311590069706e-07,3.900013279959233,0.0015758091959040988,40.19601608729146,1.0556524367867641,1.952967989053558e-05,233.42492647592633,0.00041587129215580243,-1.141613712086611e-26,0.4377838938437311,1.3130394323473007e-06,1.7201798807860777e-05,0.438771241930126,-2.5428500119673034e-07,1.2799666475688008e-07,0.015959037432023232,9.069189931903646,0.9308229261056247,1.5106469611935425,74.10394851110077,5.5811403233566175,0.0020846850516659365,-1.4905392921697601e-27,6.934018360308418e-05,1.5724992368094244,1.9650188149016234e-05,0.4374762933441034,1.5644664107658907e-06,0.02078762774513927,8.769830198099598,1.23009377719176,1.510292102748218,1.2586980013085362e-05,5.580851239401962,0.002399253377328686,0.5833718352464224,0.001204852615342332,-2.4526751846809704e-27,0.026564995275850066
500,3.362927114421118e-07,3.9000165860182907,0.001569019369179799,40.19610176508873,1.055656720784918,1.9445886612769e-05,232.71962895770577,0.0004574467996203987,-1.1405470532156463e-26,0.43778336389421135,1.3130840100991166e-06,1.718216583031508e-05,0.4387715796954776,-2.3890062875548505e-07,1.194798926821438e-07,0.01595736279914607,9.069177517449939,0.9308139463805062,1.510656293631011,74.10377204944385,5.581150205753619,0.002087074221718356,-1.5079324259057869e-27,6.713685667913177e-05,1.6391089810097423,1.9309448425760196e-05,0.43747921993040045,1.5528911497784097e-06,0.020777673957368268,8.769868143114238,1.2301337547706301,1.510320152403717,4.546632814549209e-06,5.580872238963694,0.002359997079575567,1.00825525644642,0.0013559812046598924,-2.4619908248529618e-27,0.030665072675417522
600,-2.8816893767746767e-07,3.9000274433864752,0.0015603048200486516,40.19607075639797,1.055666101661756,1.9204941405869483e-05,229.9276764421704,0.000677375702637689,-1.1360466677321729e-26,0.43778680265469877,1.308109974530962e-06,1.714163085628391e-05,0.4387728219598073,-3.122533754734705e-07,1.1355747980440516e-07,0.015956011342249173,9.069194857561392,0.9308191757379711,1.510652484830527,74.10382642707835,5.581148993413887,0.002070362670085226,-1.5288640274547307e-27,7.564746666319915e-05,2.126307934392389,1.9219780619635413e-05,0.4374826939911197,1.530043019083827e-06,0.020779288178804405,8.76987146308445,1.2301060431061206,1.5103392343976973,2.0325541771093125e-06,5.580911790332427,0.0023175649309902257,1.188109002134695,0.0014370660649356245,-2.4697857529107007e-27,0.04083845579072325
700,3.505586732681674e-07,3.900034878607756,0.0015507138009487583,40.19602564062603,1.0556730301461696,1.9110896557169063e-05,229.61320052848922,0.0007457342213147926,-1.1344225585144544e-26,0.43778642865983775,1.310116739966202e-06,1.7049647391422638e-05,0.43877304417679797,8.965258417082545e-08,1.0456458901198471e-07,0.0159563582030825,9.069204555448506,0.9308061073163589,1.510664723891979,74.10385360258404,5.581157999828686,0.0020706787640493917,-1.5544696043197594e-27,8.462284392336885e-05,2.996802735932181,1.8922838209184377e-05,0.4374834695748681,1.5169514083309713e-06,0.02077135865315766,8.769900111236138,1.2300531326346251,1.510369928107418,7.518695907390535e-06,5.580934713598337,0.0023051919010004004,1.2941515856062427,0.0016233567179021237,-2.473127148496967e-27,0.05176733915946153
800,1.7260458618776824e-07,3.9000419125326986,0.0015358602061306807,40.19600841973319,1.0556909396927543,1.8998385187457976e-05,228.42500512350244,0.0008200253945416201,-1.132399964688724e-26,0.4377887672806705,1.3075323942418584e-06,1.6989550961059558e-05,0.43877380937812116,-1.3511684509639992e-07,1.0233102074877473e-07,0.015955554114926333,9.069199518331574,0.9308131363558633,1.5106597453045443,74.10397654139919,5.5811675569441475,0.0020619396834178176,-1.5796410441120947e-27,8.40214657464644e-05,3.0510111615900466,1.875547871121011e-05,0.4374927841778327,1.5019535779316626e-06,0.020770909318224052,8.769958001599923,1.2300861819128033,1.5104184331216703,-3.0949504066122785e-06,5.580956757383965,0.0022613055764119446,1.69922428446305,0.0019725395712385176,-2.4804626267702128e-27,0.061233634986749004
900,-5.289525944525479e-08,3.900048312856847,0.0015205789338375668,40.1959607314764,1.0556963545352267,1.8929674023657256e-05,227.31806582768786,0.0009822652222056857,-1.1306531143312132e-26,0.43778811464250783,1.3006603222994242e-06,1.6979215009706634e-05,0.4387750618779049,8.051964325424358e-08,9.874044883684812e-08,0.01595253962520162,9.069212545399454,0.9308127728291217,1.5106682295101952,74.10393586945968,5.581169083317107,0.0020663475013578004,-1.5969520526540946e-27,9.262446880554873e-05,3.626337792952624,1.856111075078243e-05,0.4374920400972053,1.4980641791712117e-06,0.020763385855177643,8.769974049192369,1.230060202769619,1.5104479516443008,4.1614215692744195e-06,5.580980813721157,0.0022612865687924944,2.001967825514737,0.0020690298812323033,-2.481914520113467e-27,0.06267117730823174
