milliseconds,Normal_cells,Tumor_cells,Immune_cells
0,1.008323338555469,1.001438752287255,1.219628768744481
100,0.9244804322734641,1.1342744787991823,1.1488080577312088
200,0.8491656205351886,1.2800210910859855,1.0967159617625888
300,0.7690686646308785,1.388278534951919,1.048266717560177
400,0.6934531765426314,1.5329871236407666,1.0094611550777999
500,0.6228456818156333,1.6631475386155496,0.9697179584056386
600,0.5417490970374451,1.767405759747152,0.9419910367434606
700,0.4857605375278378,1.8910561656574971,0.9181837598755254
800,0.3979414441103256,1.9737058688397624,0.9020532809246591
900,0.34313028488102687,2.0624046162632146,0.8809402432588346
1000,0.3071062202933011,2.1416520023170746,0.8697515163388465
1100,0.24540525865096127,2.1785278496810427,0.8541807781756298
1200,0.21821323618236704,2.2352265201091597,0.8419039292521141
1300,0.1801990369720986,2.2765602927822317,0.839733746283577
1400,0.15517698253217901,2.275865059005931,0.8290908007181044
1500,0.1263858288518099,2.291195067178357,0.8238490724355515
1600,0.10537937611249935,2.313045709320609,0.8198880397430222
1700,0.0916609647092531,2.3188785099236924,0.8227689438003065
1800,0.07340219217167351,2.3346133637247806,0.8216070065759528
1900,0.06359711402211043,2.326942487447644,0.8136952849264402
2000,0.05586959294826153,2.322032709126766,0.8191949661496691
2100,0.02970594570176054,2.313825706284072,0.8146184574162543
2200,0.041270499419707375,2.306836386241488,0.8145982331933583
2300,0.027641258869194257,2.2920833864414516,0.8123863587807192
2400,0.028072377242342142,2.2716177987993578,0.8213506684930549
2500,0.019727509681276473,2.268072048568112,0.8151934842190278
2600,0.0031743337788514847,2.2432330222758337,0.819792686714426
2700,0.01651443720865021,2.2226480087955185,0.8256647294717593
2800,0.0029265262476851576,2.22665622446462,0.8292386170314492
2900,0.0026162273398435618,2.205834395215741,0.8282358270772258
3000,0.016917494661069676,2.197913287698436,0.8276396335167139
3100,0.0043169590733851005,2.185995917490919,0.8318326772016286
3200,0.004101611808642606,2.182807855804534,0.8357063659328757
3300,-0.0030866449682831624,2.1587397868472786,0.842446035318433
3400,0.003318087102570923,2.154715606720764,0.8435359481283748
3500,-0.006471542599868105,2.126834961356664,0.8444930887039003
3600,0.006378492847095369,2.112455505833121,0.8464963999058209
3700,-0.009776691866722457,2.12436533183564,0.8489770637390819
3800,0.008197527520058711,2.0909051044347575,0.8563302009000245
3900,0.015338093403852155,2.080805631546562,0.8625034309156028
4000,0.00344046687699265,2.0712085354928527,0.8583082382384687
4100,-0.009751688500619062,2.0583397065304068,0.8621710202333347
4200,0.013793797642514202,2.0671662967842583,0.8724995527476074
4300,-0.008181651957309443,2.0586188841239728,0.8704575182357437
4400,-0.0031011637111748843,2.0540738319843865,0.8779279720864064
4500,-0.003188005983104988,2.0262515557615615,0.8831076204596485
4600,0.0055469421958121755,2.029125116145075,0.8820829824606898
4700,0.009181413067675526,2.015229072238611,0.8821150411550325
4800,-0.007433679793114372,2.007487299213758,0.8927238934128408
4900,0.0062760122399134624,2.0025790294255987,0.8937747117470807
5000,-0.010951587294853399,1.9956330201378816,0.8942832972982563
