miliseconds,x_Malignant_Cells,y_Lymphocytes
0,5.330802480659283,6.626509165529628
100,2.8993867747356257,9.555672724794155
200,1.2407825756638644,11.070667903218787
300,0.4797971577594231,11.2096735750817
400,0.16246559030526114,11.217573085983329
500,0.10467051365561361,10.62929230769419
600,0.008065292956334756,10.266930903096839
700,0.053207416915878714,9.95884442891193
800,-0.03468584894716914,9.455174753031432
900,0.03415677370784957,9.004383029965995
1000,-0.002309172785110377,8.475265726681158
1100,-0.014666784505399471,8.047062186364402
1200,0.03887370799600241,7.9419100514555145
1300,0.013332940145550668,7.594002573885924
1400,-0.03600118450249726,7.190251184159694
1500,0.041394714839637435,6.897159590952441
1600,-0.03541948755906648,6.354911039483886
1700,-0.00350374971392945,6.0408597454295245
1800,-0.031226469107016742,5.854675885077811
1900,-0.016192491981549127,5.75959463195289
2000,-0.03184537323457129,5.439128581540967
2100,-0.028162392236555128,5.220460258643535
2200,-0.019366246567235956,4.8473919924016045
2300,-0.03555809975874792,4.784792282832318
2400,0.028063772915834336,4.592746397538137
2500,-0.03804989765756038,4.299085363210821
2600,0.008807176883431963,4.0131285541602
2700,0.028521546059177436,3.8964406778716527
2800,0.008892111709118357,3.712842376629051
2900,0.01695667620939673,3.5986355366144416
3000,0.018593551734547346,3.587833346395288
3100,0.013023645096528468,3.178126332338576
3200,-0.026094932792308144,3.2974371787320167
3300,-0.019010430721290748,3.202067353027753
3400,-0.005626132305799519,2.8601648957697274
3500,-0.03881302205679684,2.798551547666536
3600,0.027532696845940376,2.8088960221550394
3700,0.011514021971084532,2.5474345227025466
3800,-0.006776000734786461,2.3669028935838785
3900,0.004599696228724648,2.4170682679420064
4000,-0.035799915238926845,2.253777873762556
4100,0.025407037652176744,2.2149823186092705
4200,-0.037681098543111774,2.142133219771064
4300,-0.017081074075007516,2.0996412303922733
4400,-0.004882701572580464,2.0470460255772105
4500,-0.030796988283327713,1.8827313178439486
4600,0.04194569451110657,1.8775771822631135
4700,-0.03105646539721499,1.7718775576130865
4800,-0.006182068013632543,1.8327949376762709
4900,0.005737595799706521,1.5608244035881722
5000,0.02676373629847365,1.6463306627876524
