miliseconds,x_Malignant_Cells,y_Lymphocytes
0,5.322358783710669,6.623509727372658
100,2.8408452156718362,9.345266608662998
200,1.2147300877958143,10.997273430789798
300,0.45933489133694616,11.437577813748247
400,0.18944884256969516,11.002680923992289
500,0.07313416490654083,10.695238942523993
600,0.011931092202400698,10.289346664844986
700,0.02756729491963049,9.994329068524678
800,-0.011064322721235004,9.271099775275564
900,0.026625017931096267,9.103412674649663
1000,-0.013813144370401285,8.64937321290861
1100,0.012439123348255325,8.164055806066656
1200,0.022010390999322515,7.681464494598341
1300,-0.03426257036796208,7.303930661587946
1400,0.013749059888893602,7.070153813627191
1500,0.03537287890250646,6.8644604384783285
1600,0.030012676730216414,6.326358653972234
1700,0.03174045116503886,6.214019014017574
1800,-0.03389523023349476,5.813239505316355
1900,-0.023224364180506694,5.659035580449781
2000,0.013739694330081102,5.427570700262479
2100,0.040378067166745836,5.266991286805262
2200,-0.01009164484323987,4.80347145376321
2300,-0.04075445408215856,4.614259617226757
2400,-0.04212321490265449,4.581280694343595
2500,-0.009079180231941349,4.187293343208743
2600,0.03864748609637604,4.171344556956831
2700,0.01792476312095984,4.014264692302615
2800,-0.023893286410745677,3.6465530087831395
2900,-0.0009221064525317134,3.584415519972293
3000,-0.02899014141507306,3.4262016869939176
3100,-0.02866009585191519,3.2285383574790703
3200,-0.04140014586164501,3.309169132053877
3300,-0.018738708410147402,3.0097952686769722
3400,0.0043692880203704595,2.9903462434738084
3500,0.025594673716496277,2.6740254478267556
3600,-0.009021492022899261,2.8492722578765486
3700,0.030876982465455772,2.500055291902618
3800,0.036699331036687356,2.5532673983675838
3900,-0.006634676819041426,2.5092086283342607
4000,-0.020972769214558547,2.275053789381443
4100,-0.013878512757558628,2.2927877394252447
4200,-0.00704508530850846,2.2697741835371725
4300,-0.013604261555996125,2.001182963172366
4400,-0.02376349058252977,1.978485337229514
4500,-0.022987531125159805,1.9564451786314787
4600,0.018001869398400008,1.7718799033349977
4700,0.032439294712702044,1.8644128406514813
4800,0.03815216103983405,1.566232235313357
4900,0.024728014310803213,1.765962225710836
5000,-0.006762957725372745,1.709874998465233
