milliseconds,x,y,v,z
0,0.9892946305168759,0.010249576435265325,0.0075660331531271045,0.01000822025612297
100,0.9901412459568264,0.008952245448975032,0.014536325906281207,0.00997404555316321
200,0.9901038364707856,0.008712730625800755,0.024625228280752896,0.009926238308934856
300,0.9901796427804029,0.007846951724161283,0.036382985426278415,0.009924052501909407
400,0.9890768513432988,0.007421584159752855,0.03437432307856704,0.009862537829047873
500,0.9894470329479529,0.007258589631332326,0.04091182184244862,0.009840166277947081
600,0.9887169183407646,0.007302837457976944,0.04749724232831094,0.009795933565628896
700,0.9884649430734814,0.006721620480839781,0.0569958070441299,0.0098022921029906
800,0.9869630514660124,0.006818975067218319,0.06096646508472912,0.009760556775337485
900,0.9876646228048667,0.0066364056088099406,0.060371976963738826,0.009706706264333944
1000,0.9863240409068978,0.006690191919493201,0.06307988385503845,0.009706047725208855
1100,0.9856099303319104,0.006966797145439714,0.06778767428150807,0.009672804210367883
1200,0.9854979051601516,0.00675217881359562,0.07098917360181647,0.00963965107125898
1300,0.9851347103207004,0.007211552108469183,0.07553308781810038,0.00959990174127873
1400,0.9841021937931947,0.007064231155323035,0.07905040264694171,0.009551918190683554
1500,0.9846882545487528,0.007530856576891814,0.08449597731229196,0.009527299671488574
1600,0.9833019612611361,0.00750747547081928,0.09187545303448316,0.009523947617163186
1700,0.9831836513563074,0.007726008105584549,0.0915544839733516,0.00946105586388562
1800,0.9822035115352769,0.007822397627924652,0.09384354316495279,0.009434095882042762
1900,0.98138885055945,0.008321891420042124,0.10394734608525674,0.009416278221135834
2000,0.9801482363890327,0.008843678646378092,0.10404930083127104,0.009377560061045523
2100,0.9797032998577572,0.008826077305776843,0.10711450918099122,0.009350328869592316
2200,0.9787897712313088,0.009303592413545463,0.1191615532308685,0.009341516011424099
2300,0.9781295525190781,0.009532140524921235,0.11974966974367163,0.009317614220879475
2400,0.977248257621016,0.009702622034397165,0.12235109540424781,0.009273442022502148
2500,0.9766354150249231,0.010415278849784075,0.13157532177798267,0.009267761113414243
2600,0.9752104468158124,0.010453553739564714,0.13882002598163726,0.009205781726155104
2700,0.9747139604426148,0.010928140275072044,0.1433387884184765,0.009184647665924221
2800,0.9739482452304288,0.011333016102603264,0.15185477907593273,0.009178927680573212
2900,0.9716155428148419,0.01196088007104639,0.14979186487382354,0.009123137064056711
3000,0.9709267165400727,0.012600417029699216,0.15596658966636187,0.009120408611633931
3100,0.9707106619220123,0.012564601662030815,0.17010796873010128,0.009102975125194784
3200,0.9691184204176888,0.013579109491806927,0.17528478901313707,0.009073765477733602
3300,0.9678645067983906,0.01399203299775603,0.18068452180595354,0.009049718258696915
3400,0.9661474975607802,0.014119961904857205,0.1892658427386939,0.00901175526475868
3500,0.9651174921540435,0.015113884179054737,0.1951208230325659,0.008979054890208268
3600,0.9640954577154673,0.015450431709642873,0.19654234581912228,0.008984003167196612
3700,0.9615014849912451,0.016069731667798293,0.21062730508509492,0.008935500300723383
3800,0.9609958528221516,0.016826470643212688,0.22075820689058168,0.008903023620423282
3900,0.9591736992039048,0.017177649628190083,0.2279771249107179,0.008910002342745109
4000,0.9576433896565814,0.01790682543835796,0.23791552531979981,0.008866705178311915
4100,0.956162763135631,0.018901551430126062,0.2394789934724877,0.008852283721770512
4200,0.9536191783834269,0.019456063303509283,0.24943962419749433,0.008811669368226844
4300,0.9527193670009585,0.02014815683713827,0.2602293185483732,0.008800842696834963
4400,0.9501437442991847,0.02062522531406432,0.2761472788728707,0.00880397128789775
4500,0.9480447461186432,0.02176124697365156,0.28248720746514633,0.008756826094248103
4600,0.947362619897412,0.02239350141888439,0.29830740588228966,0.008759954648615152
4700,0.9441728805866691,0.023034933298149544,0.30838457935824876,0.008712678583846173
4800,0.9427545683671331,0.023912775973599247,0.31343382806833214,0.00871629676690696
4900,0.9409298639635949,0.02477969144837581,0.33076297661605125,0.008701537883795178
5000,0.938004567007207,0.025666721382576908,0.3410710724135863,0.008675938320335835
