miliseconds,x,y,v,z
0,0.9904494730356381,0.010198991376397204,0.01068471329826763,0.010010600422738224
100,0.9896647596332522,0.009322084376181733,0.01769282694227835,0.009975086742770764
200,0.9903471362814954,0.008468242759650049,0.025549757136200568,0.009957262507286927
300,0.9888127684512921,0.007899097381020953,0.03396598199755903,0.009889951703582403
400,0.9896622203558713,0.007633709755190777,0.039766543142999364,0.009879367175512174
500,0.989058690966457,0.007318442572277533,0.047736858195523736,0.009835614826725948
600,0.988478994305149,0.007031179785516639,0.0529534738173375,0.009833567135172826
700,0.9874090065636892,0.006700471775139013,0.05575109533410063,0.00978169877734856
800,0.9874651525278991,0.006800004306935541,0.05796128333897475,0.009766448429859367
900,0.9866801195847973,0.006798130042077454,0.06594182394136101,0.00972009468005152
1000,0.9872540175934514,0.0067459266331575144,0.06466804996978857,0.009686606571959619
1100,0.9865880703580527,0.007084878807082175,0.06642091254432808,0.009676600717465528
1200,0.9851189332102787,0.006897689287152055,0.07768624738064932,0.009618226660201132
1300,0.9853046401538658,0.0068937224401418445,0.07359716039992595,0.009589225245545192
1400,0.9842341044151263,0.0071083806080344866,0.0804957486636002,0.00956009295787269
1500,0.9840998755907628,0.0076517371228661205,0.08313767462523279,0.009545209619809652
1600,0.9832638827516799,0.007877652264468476,0.0901670561061564,0.009518406765131944
1700,0.9832026901944156,0.007556936643408614,0.09578530614427441,0.009488851808288453
1800,0.9820246873602102,0.007911644448432736,0.10100194171137082,0.009460320394784024
1900,0.9815585290024657,0.008239780626936307,0.1037938119080378,0.009438945749899924
2000,0.9812368009223976,0.008705090938039372,0.10752956467920585,0.00939688087576582
2100,0.9792014176283242,0.009099740070311427,0.10867719732877441,0.009350863575856589
2200,0.9781686635166045,0.009031789620025306,0.1116597259685878,0.009324377018665978
2300,0.9777296558394379,0.009810566914376408,0.11842709559933,0.00931532170481122
2400,0.977877182655061,0.01001051688952324,0.12258317178865367,0.009284057884533143
2500,0.9769287236037555,0.010175711150759742,0.1270049429278752,0.009231233117870934
2600,0.9748215423386534,0.010756200518165178,0.13468037474472705,0.009205899700621547
2700,0.9748275653637225,0.010904490027205055,0.14568967526770946,0.009188869910709961
2800,0.9737253029033403,0.011189998689134553,0.14469116305127588,0.009149087879934806
2900,0.9717093846365629,0.011922778085340494,0.14922480666428783,0.009130358036418307
3000,0.9706436350969617,0.012452380128410098,0.15887038673697476,0.009094765580843028
3100,0.9705224814122597,0.01255484057670842,0.16170929596033962,0.009072427095041457
3200,0.9687215492241824,0.013084028761728053,0.17278405792699858,0.00905010296978455
3300,0.9670654002935405,0.013760061176821874,0.1781447412982429,0.009040189461139743
3400,0.9666314346102826,0.014432947304905514,0.18380783285254354,0.00900116720811115
3500,0.9644997172401647,0.01511686026068464,0.19231916296539434,0.008998958875247588
3600,0.9637495451996773,0.015717909566390003,0.19956290087682205,0.0089616576887271
3700,0.962466868776355,0.016114326766095175,0.21169457819905835,0.008931607332272542
3800,0.96049245582396,0.0166288296210784,0.21877169298290156,0.008934036594782306
3900,0.9588917669791852,0.01729224198188122,0.22541075631767196,0.008885666119848062
4000,0.9580852394939894,0.017939908900902423,0.23407573328794343,0.00886369474748404
4100,0.9560401630716103,0.018876416357218262,0.24605619280189897,0.008866089028375454
4200,0.9543518270488593,0.01920713622425477,0.2513042859660622,0.008848016939012618
4300,0.9518743236806565,0.01998649996378801,0.26617730375934573,0.008808209464735725
4400,0.9506311309455512,0.02055836786121077,0.27320603509917124,0.008767075063017457
4500,0.9493507397508996,0.021835663897519553,0.28151634092204053,0.00878225557692971
4600,0.9465591240079277,0.0221843255235157,0.2948933097588515,0.008737487775175665
4700,0.9446426606654575,0.02306289703645981,0.30388821418973716,0.008706670734985314
4800,0.9419626591014784,0.024342295357549885,0.3177941061910691,0.008713529383195494
4900,0.9400421224865195,0.02487012043528718,0.3308401912747972,0.008675715451398273
5000,0.937314800373493,0.026034592283154263,0.3469606041215875,0.00865759892068529
