miliseconds,x,y,v,z
0,0.99063986323437,0.010241314027185238,0.007925260674379236,0.010005689636098207
100,0.9901484793031521,0.008912278075384939,0.01838061087881721,0.009988544445102748
200,0.9889713659946328,0.008566747934690299,0.021669406442483788,0.009923730880222987
300,0.9893416005996142,0.008222502030981932,0.03380868505271379,0.009908141124341532
400,0.989668179349875,0.007804086290519378,0.03602388639690047,0.00989263284320228
500,0.9888284354009899,0.007217232518111315,0.04003272107107994,0.009828189532016333
600,0.987743728274251,0.006823983946625136,0.05111375316295563,0.009834819780501752
700,0.9885404908635803,0.007203503408760504,0.05132598037629984,0.00976715983047699
800,0.9876915193369555,0.006823656177117282,0.05962446651376743,0.009748270554262632
900,0.9866184875526609,0.006888368923263364,0.0653111353722166,0.009737808332956586
1000,0.9872928092875215,0.006737154310757314,0.06892330197048964,0.00970614057297445
1100,0.9865889515367884,0.0067682925750012085,0.07356607004934804,0.009666517167816904
1200,0.9857655166976764,0.007202537022906855,0.07751573463023975,0.009635184532829886
1300,0.985875059603324,0.006987968705192636,0.07771401745218708,0.009586953357182891
1400,0.9852775804358083,0.007225161310666609,0.08149456584501295,0.009584920519890667
1500,0.9844553135831808,0.007190791470683614,0.0899892032939089,0.009542743340245262
1600,0.9828002597559948,0.007392775921204058,0.08787608541884258,0.009493523737833565
1700,0.9825161738938679,0.007657137370462695,0.09658938407605919,0.009462442841517647
1800,0.9826116901265572,0.008103142117169638,0.09462896599693016,0.009444249357190635
1900,0.9807123309849114,0.008608450190347597,0.10433957510152056,0.009401247381036785
2000,0.9808858666417761,0.008877243969112469,0.10557577029057395,0.009392741324877094
2100,0.979593144318131,0.008627633202483094,0.10857560611841996,0.009368251756154208
2200,0.9795265566767534,0.009210501024501435,0.11927929659521427,0.009352651825412707
2300,0.9773894085370305,0.009352555576112238,0.12231343673349471,0.009324155785298962
2400,0.9764122956689082,0.009712503702218421,0.1263129204892578,0.009275081143798436
2500,0.9767608687574636,0.010499107923094315,0.12679003281609716,0.009260828087684731
2600,0.9760363226713397,0.010887381105401715,0.1354806643015231,0.009216301616270172
2700,0.9750469505163849,0.011014196057090156,0.14416092141002038,0.009187711043318409
2800,0.9738272626365637,0.011493911991394438,0.14372293746446807,0.009180950025159285
2900,0.9716165585844884,0.01163006460844295,0.15435593442721957,0.009155974153471746
3000,0.9704469194983818,0.012528018054213805,0.1593897444780862,0.009119547907889726
3100,0.9702506573013637,0.012627909695221163,0.16841397854193765,0.009089057287428051
3200,0.9695184460883236,0.013113942164954458,0.17184311769784294,0.009075914102080446
3300,0.9675083146707295,0.013667331836220948,0.1815316024625945,0.009037976794465075
3400,0.9665336875822281,0.014296981803217071,0.18361647212028293,0.009010089055821359
3500,0.9654818836398048,0.015043858417552337,0.19777632075164106,0.009002810127272838
3600,0.9632742286765918,0.01533544429372265,0.2003740824318029,0.008948929503902366
3700,0.9617434998026844,0.01593382141332424,0.20793429914263312,0.008956331588978409
3800,0.9607567420187307,0.016805364998767978,0.21794898175342986,0.008932790032851134
3900,0.9591114625431024,0.017491941565349185,0.22827681885459275,0.008904168336752906
4000,0.9567713864563877,0.018012665112287083,0.2357763858716163,0.008861112440245332
4100,0.9560852377907603,0.018510118525532852,0.2406899476412742,0.008835047575412213
4200,0.9541526120828938,0.019328121291867797,0.2538778047619351,0.008844720058360985
4300,0.9517944602257263,0.019844503031696582,0.26449655403907285,0.00879380590144955
4400,0.9500098169339609,0.02061675979657214,0.27551091310751424,0.00877337458899934
4500,0.9478740458695764,0.02148526379124152,0.2859509835866899,0.008770689058747156
4600,0.9469149182312508,0.02263731438949846,0.2964423811089937,0.008729744906642512
4700,0.9446790071029068,0.023208822817977297,0.30185732394358583,0.008715109206308223
4800,0.9421116255769811,0.023849623587036455,0.314994161271856,0.008726875260756854
4900,0.9407150486351047,0.02524439593863314,0.3342519413983471,0.008681816055137745
5000,0.9376137662637596,0.025626259986613192,0.3422170281114523,0.008679258515531993
