miliseconds,x,y,v,z
0,0.9901921042262296,0.010263574985616041,0.005593453352275473,0.010010214770144573
100,0.989498875848743,0.009178713768035519,0.01425487766946311,0.00998816578020489
200,0.9897092825053773,0.00855762344806273,0.022246755109408677,0.009951079016397645
300,0.9887285034890003,0.008082628488871615,0.03315328456968894,0.009917490629433187
400,0.9897225778888401,0.00788984563000312,0.040560646127262755,0.00988513619048572
500,0.9895478130727878,0.007427754282332014,0.04796066123885303,0.009843875613691915
600,0.9886357106718623,0.007254287209859277,0.04928793045246434,0.009828960926723323
700,0.9882333525960847,0.007188528422002335,0.051173451397498376,0.009800718629256884
800,0.9878797914319392,0.007032049894982472,0.05603214948387412,0.009751821415727677
900,0.9878365765999796,0.00694858194438471,0.06463350906177623,0.009724773162726411
1000,0.9871866786133378,0.006950551349804405,0.07058032118932911,0.009683102342223865
1100,0.9859512806622043,0.006741099401857755,0.06865927027243411,0.00964371674628183
1200,0.986201485245849,0.006753596480217527,0.07031435197937445,0.009611053588491902
1300,0.9850290576578712,0.007002186686789817,0.07668509435946529,0.00959644906393585
1400,0.9838282290114696,0.00732698371762077,0.08517372473991201,0.009580891902491569
1500,0.9842158681688328,0.00713385181785099,0.08582184731169279,0.009556642033541951
1600,0.983038980104504,0.007600662088558209,0.08966178321280203,0.009502313850513856
1700,0.9831388149421507,0.007909901402791072,0.09035846088519527,0.009490930175113372
1800,0.9823160957008508,0.008008287404588699,0.09622011932432238,0.009430555242290523
1900,0.9814754369138398,0.008266372725358961,0.10163408667781466,0.009424366191515087
2000,0.9803992310789621,0.008669489094909142,0.10921728722438553,0.009386700428804325
2100,0.979303343696375,0.009051936073321564,0.11343282119466731,0.009367092720316491
2200,0.9787188725811745,0.00902561349139611,0.11988339829651302,0.009336411992457277
2300,0.977887556817998,0.009415769605495374,0.12066433411149022,0.00930214744197288
2400,0.9766294290302758,0.00990897330772196,0.12207540237755797,0.009295846182398022
2500,0.97665935381432,0.01036030804970882,0.1269161682047198,0.009263988532000288
2600,0.9745515810563439,0.010406265059046104,0.13625708671655737,0.009218756502376899
2700,0.9736215552961536,0.010929498547885299,0.1449668769677308,0.009175157192303633
2800,0.9734924157280548,0.011200254908503626,0.15115300312879526,0.009176734349859984
2900,0.9727660528242692,0.01199055648337473,0.1522294732289139,0.009149661494347596
3000,0.9706940576214692,0.012335394838246843,0.15713902406968064,0.009115270929516207
3100,0.9695077161655163,0.01302208568953603,0.16179565491332853,0.009093128378786538
3200,0.9683537870023926,0.013148204662942236,0.17472343963642553,0.009067489666294455
3300,0.966984714108807,0.013915564100168419,0.1756513556680755,0.009052191622634207
3400,0.9657444411745146,0.014476924085055756,0.18890062951850886,0.009025488532247997
3500,0.9644448481792648,0.014673978000988882,0.19088363414082823,0.008993129547495038
3600,0.964051881983372,0.015523698783163573,0.20547896021887777,0.008976318512945143
3700,0.9617327792142691,0.016127050277640956,0.2094799743856911,0.008921056712657433
3800,0.9599628129884675,0.016833257876137656,0.21925519099885848,0.008899193094117812
3900,0.9588609894125746,0.017412280947596722,0.2296653637223579,0.008881939242546542
4000,0.9581430438971736,0.01817692836063976,0.23086978254793272,0.008874746072518966
4100,0.9559396332102895,0.018645907996645134,0.24104139851990014,0.008845540648381674
4200,0.9549005426956771,0.019159256912631664,0.25443468379583184,0.00883861245860956
4300,0.9525870617990378,0.020174134384751657,0.26584638668998134,0.008807897097967438
4400,0.9500215540563476,0.021029849548137212,0.27312308662553625,0.008767730187556697
4500,0.9484173002776511,0.021639931648484687,0.2805482635284408,0.008746525910770415
4600,0.9465922726575701,0.022550913811838602,0.29837820285751204,0.008753103488465199
4700,0.9438813451100468,0.022956625860631494,0.3099487412346646,0.008742874352560456
4800,0.9426780393310024,0.024083138721100232,0.3193140091543571,0.008693228930107147
4900,0.940019080478135,0.025112268052312894,0.32960950318636284,0.008692326811203318
5000,0.9377424659283335,0.025913382571487013,0.3379978526726659,0.008659844094983136
