milliseconds,L,L_RF,L_RF_C8,L_RF_FL,L_RF_FS,p43_p41,C3,C8,C8_star,C3_star,p43_FLIP,NF_kB_IkB,NF_kB_IkB_P,p43_FLIP_IKK_star,NF_kB_star,RF,FL,FS,IKK,L_RF_C8_FS,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS_FS
3500,21.954080000000037,81.99845641962318,1.9208423187917252,1.4285581176550362,0.00064006950549193,0.23910670603044892,1.443403943124718,61.773289764882016,3.073448471841916e-05,5.293918339329843e-08,0.24837721393554432,4.734901489589069,0.0008409282070094749,0.002076469060500786,0.0037818345417694873,-2.247089610521042e-16,1.8161458696933972e-30,0.0008284654626684662,5.770687601910667,0.2927041164507059,0.4654843714010051,4.788520527517057,0.0006149105320386416
3600,21.954080000000037,81.93382554930113,1.9781923726239758,1.423232894380695,0.0006377421068883644,0.2534108832825976,1.443403932382677,61.69626502668891,3.551726408428782e-05,6.281315416720982e-08,0.25350748082455976,4.734540280985129,0.0008843533726188653,0.0021760536900863954,0.0040970903991581036,2.6091559226252833e-16,-1.8816021029218273e-30,0.0006139231954344033,5.770583276260043,0.29283027416378055,0.4654843714010051,4.788611158251758,0.0006149511410697055
3700,21.954080000000037,81.8693262015671,2.0352397057767893,1.4179575016696717,0.0006354215182849347,0.2681154649553457,1.4434039199951556,61.6191969738878,4.0876990040713595e-05,7.417324737919194e-08,0.2586096582836711,4.734162021555182,0.0009286669247568126,0.0022775391553807507,0.00442830125535177,-1.6111604129360122e-16,1.7569025363630115e-30,0.0004528495799544672,5.770476825586421,0.29292684395424073,0.4654843714010051,4.788677922830048,0.0006149810587362535
3800,21.954080000000037,81.80495818674503,2.0919794832288394,1.4127256635951722,0.0006331088361586594,0.28321705468531266,1.4434039057667876,61.54208685126189,4.686344119519751e-05,8.719122017845327e-08,0.26368397350128175,4.733766393875984,0.0009738605281715447,0.002380909488754607,0.00477578252721102,3.1483597270312154e-17,-1.0209967803764846e-30,0.000332509483484055,5.770368261636562,0.2930004939455991,0.4654843714010051,4.7887268817370785,0.0006150029988401552
3900,21.954080000000037,81.74072131520253,2.1484082756103247,1.407532599796349,0.000630804884744726,0.29871222861537766,1.4434038894856271,61.464935934278046,5.352895684044547e-05,1.0205272419834068e-07,0.26873063297943683,4.7333530835219415,0.0010199259091116207,0.002486148846544771,0.005139846371055782,4.873106234171156e-17,3.402719382626021e-31,0.0002430379936464294,5.770257596068726,0.2930564986011537,0.4654843714010051,4.788762620489911,0.0006150190152720045
4000,21.954080000000037,81.67661539711581,2.204523793652241,1.4023746794544878,0.0006285102765636728,0.3145975447899026,1.4434038709223131,61.38774551941489,6.092847065891899e-05,1.189579291107983e-07,0.27374982744756066,4.732921779055334,0.0010668548445150398,0.0025932415012885797,0.005520801705333361,-5.71082957989546e-17,-1.50949921862642e-31,0.00017683809688104726,5.770144840460174,0.29309899956285895,0.4654843714010051,4.788788590755097,0.0006150306542999624
4100,21.954080000000037,81.61264024228869,2.2603246629562213,1.3972491499749145,0.0006262254605816551,0.3308695507291418,1.4434038498292188,61.31051691655419,6.911954233716656e-05,1.3812214739212623e-07,0.2787417356322208,4.732472172017758,0.0011146391534955812,0.00270217183575247,0.005918954229764193,3.1582077993598757e-17,-1.293412416081069e-32,0.00012809141492351248,5.770030006312881,0.29313122707330497,0.4654843714010051,4.788807377902717,0.0006150390742364528
4200,21.954080000000037,81.5487956600165,2.315810236687562,1.3921539273849353,0.0006239507599640963,0.3475247894262293,1.4434038259395963,61.2332514430857,7.816238707824703e-05,1.5977645963917428e-07,0.2837065271097338,4.73200395692253,0.0011632706907004134,0.0028129243383712937,0.006334606441637785,-3.216041048855147e-18,9.023280033950191e-32,9.236694539930167e-05,5.769913105057864,0.29315568425826455,0.4654843714010051,4.788820907760165,0.0006150451381031722
4300,21.954080000000037,81.48508145898363,2.370980443149212,1.3870874328500968,0.0006216864017833415,0.36455980409230865,1.443403798966709,61.155950419323425,8.811990312608737e-05,1.8416833972661093e-07,0.2886443644793315,4.731516831247819,0.0012127413410840155,0.002925483599714905,0.006768057649961119,-7.562517366597984e-18,-9.695179070493267e-32,6.630954988891494e-05,5.769794148058476,0.2931742971509863,0.4654843714010051,4.788830607926018,0.0006150494856614547
4400,21.954080000000037,81.42149744718843,2.4258356607094327,1.382048467025885,0.0006194325401773878,0.3819711418784164,1.4434037686029564,61.078615164976796,9.905769731479125e-05,2.115622792060225e-07,0.29355540499807325,4.731010495430346,0.0012630430158126508,0.003039834309747844,0.0072196039878932115,1.0157306978369371e-17,5.904161224934496e-32,4.739262367024002e-05,5.769673146612929,0.2931885378723807,0.4654843714010051,4.788837531785941,0.0006150525889150622
4500,21.954080000000037,81.35804343189015,2.480376615450668,1.3770361151777222,0.0006171892741632934,0.39975535673223933,1.4434037345189898,61.00124699647739,0.00011104410862463125,2.422404102848747e-07,0.298439801797132,4.73048465285955,0.0013141676490713498,0.0031559612556955876,0.007689538423807764,-5.825005620021426e-18,-2.88662037901161e-32,3.3723437599036314e-05,5.769550111956203,0.29319952552145484,0.4654843714010051,4.7888424521783195,0.0006150547942313762
4600,21.954080000000037,81.29471921957207,2.534604300948487,1.3720496742000932,0.0006149566614006614,0.4179090115925353,1.4434036963628236,60.92384722494151,0.0001241502298634945,2.765031268039839e-07,0.3032977047969522,4.729939009872105,0.0013661071955428385,0.003273849320343271,0.008178150771326068,1.9989797748630755e-18,2.1802154641029124e-32,2.3891901542346675e-05,5.769425055261537,0.29320810526648927,0.4654843714010051,4.788845933461462,0.0006150563545523758
4700,21.954080000000037,81.23152461591755,2.5885199142854427,1.3670885975795357,0.0006127347287148503,0.43642868005392416,1.443403653758935,60.84641715463911,0.0001384499274718229,3.1466970266012113e-07,0.3081292613838941,4.7293732757467275,0.0014188536284246208,0.0033934834806682882,0.00868572769851513,1.4520686058278538e-18,-4.370009347438252e-33,1.6853022345231005e-05,5.769297987641582,0.2932149114663519,0.4654843714010051,4.788848385875122,0.0006150574537327275
4800,21.954080000000037,81.16845942579604,2.642124805487204,1.3621524543881784,0.0006105234800565851,0.45531094760408364,1.4434036063073619,60.7689580818596,0.0001540198594510963,3.570789070467635e-07,0.31293461690655255,4.728787162699222,0.0014723989378670303,0.0035148488067211544,0.009212552736419978,-3.5658560268240044e-19,4.426950552855895e-33,1.18364349263797e-05,5.769168920149308,0.29322041758402223,0.4654843714010051,4.788850106051549,0.0006150582247231131
4900,21.954080000000037,81.10552345325664,2.6954204383852405,1.3572408985067457,0.000608322902524909,0.4745524125345436,1.4434035535827947,60.691471294073054,0.00017093949148507673,4.040896160003656e-07,0.3177139150422071,4.728180385877712,0.0015267351297277405,0.003637930460683748,0.009758906287081431,1.8345266443761904e-19,-4.421760659154625e-33,8.277306568793779e-06,5.76903786377875,0.29322497483776583,0.4654843714010051,4.788851307426769,0.0006150587631859958
5000,21.954080000000037,81.04271650152732,2.7484083602284324,1.3523536457649863,0.0006061329708951076,0.494149686600472,1.44340349513366,60.61395806931773,0.00018929111126889914,4.5608141970679675e-07,0.32246729806453533,4.727552663358057,0.0015818542245737617,0.0037627136960599094,0.010325065631137246,-1.3463180717363482e-19,2.9142398054357448e-33,5.763690681934303e-06,5.768904829465599,0.2932288422301332,0.4654843714010051,4.788852142833051,0.0006150591376197858
