miliseconds,G6P_F6P,FBP
0,3.716950265837341,0.0006365090861334917
100,3.7195896162633915,0.0006307354578907551
200,3.720199050739575,0.0006296043647267614
300,3.7223637517566113,0.0006304965113672215
400,3.723537594940558,0.0006318864257598562
500,3.7260810426844366,0.0006321419939536427
600,3.727597568720223,0.000633938847951629
700,3.730472911728488,0.0006360092338606047
800,3.732033637769371,0.0006367805337538122
900,3.734007450622828,0.0006369300691021154
1000,3.733466319658731,0.0006392904551773384
1100,3.73754443409059,0.0006403302661828834
1200,3.7369330146405817,0.0006417498283266485
1300,3.738671491595714,0.0006429383862540485
1400,3.7411958610446057,0.0006434059572159042
1500,3.742199366679085,0.0006451112622326277
1600,3.744943560097151,0.0006465058486995398
1700,3.7456922743930066,0.000647272810313031
1800,3.7487217155022625,0.0006486956900056228
1900,3.7494753072284324,0.0006490130783018612
2000,3.751222026009174,0.0006499272173648229
2100,3.7545644843146935,0.0006511819096715867
2200,3.7543407612392907,0.0006535020260436003
2300,3.757168546094674,0.0006544789076379135
2400,3.7580673748845745,0.0006552883063448155
2500,3.7592506269979866,0.0006556271891841787
2600,3.76256559217624,0.000657449788672835
2700,3.762569306974656,0.0006581578557084314
2800,3.76505559762575,0.0006601439672555039
2900,3.7659288774303104,0.0006607260992180783
3000,3.768494693517593,0.0006621123393896778
3100,3.770697139233344,0.0006631771317346123
3200,3.773070883841424,0.0006655276331634702
3300,3.773758072828453,0.000665210511674925
3400,3.7761866389383734,0.0006672584965219197
3500,3.777729650623929,0.0006687672028252836
3600,3.779846596110951,0.000669042121440054
3700,3.7802048986707932,0.0006698981091863156
3800,3.780875223636227,0.0006714669740550629
3900,3.783145651915827,0.0006734979995899165
4000,3.784058229940094,0.0006746645697773895
4100,3.7861201469260393,0.0006758220158197509
4200,3.7875747864538583,0.0006768463326589988
4300,3.788893877760586,0.0006782402746054808
4400,3.792762690953187,0.0006787426812488399
4500,3.7935321665201536,0.000679805442121648
4600,3.7955945211051665,0.0006807060339774914
4700,3.7955025421216027,0.0006821443719854138
4800,3.7992780680422693,0.0006845423542527682
4900,3.799759372701746,0.0006845781304360907
5000,3.800767934947288,0.0006864911705759589
