miliseconds,IFNBm,IFNBenv,STATP2n,SOCSm,IRF7m,IRF7Pn,IFNam,IFNaenv,TNFam,TFNenv,STATm,STAT
0,0.9903914625407877,0.9999977030579612,0.9892925830900898,0.9964788171017095,0.9937944209025983,-4.175981744704983,-3.437223766713063,1.0000005868817374,1.0040251957228565,1.000005120282646,0.9928547526378246,4.320420163517506
100,0.9740876029781086,1.000008273232673,0.8831659599399565,0.8686508594841278,0.9250888698998723,34.40871161058774,4.480721372309809,1.0000082150758545,0.9701237802592153,1.0000081788356598,0.9311231624748708,33.29503042163035
200,0.9418423080410308,1.000012554961285,0.769233726452689,0.7463966771399424,0.8641645602808992,66.32039677177607,6.278030985289844,1.0000149222359611,0.9438529001075228,1.0000211765577307,0.8693960290242917,72.27674252874726
300,0.9310363604389158,1.0000140149835952,0.7006380272398706,0.6254537223145245,0.8083982217169023,94.78764375517223,10.496358533512995,1.0000146004136936,0.9001812668032423,1.00003909051561,0.8271745916873519,94.52215953826743
400,0.9012426950535719,1.000023887717871,0.6051120730732592,0.5386904147383991,0.7686330419495089,132.53971850123705,12.014455381882563,1.0000214281045228,0.8673210601406901,1.0000538336097726,0.7582524892514569,123.8073625915018
500,0.8776815343373164,1.0000269409786473,0.5332887873002097,0.4707937216347557,0.7023289286157572,157.42035026559685,14.905564009846028,1.0000341347924657,0.8441663304675106,1.0000763667760515,0.7003195530117144,147.58935788207967
600,0.8431449410970847,1.0000364463384985,0.4681116107325246,0.39508975626413845,0.653614715603695,176.41436790519924,23.542828187725455,1.0000361257935781,0.8054942072957322,1.0000723722895593,0.6703601150797196,171.23195741332015
700,0.8357893923621788,1.0000454452481926,0.4276687693547503,0.3537777075366042,0.6055758563774029,200.33803624655832,26.80323531423479,1.000043236143512,0.7813498460292195,1.0000941193031292,0.6313242293783059,193.72779634389943
800,0.7962615141550776,1.0000505304457181,0.37230246308074494,0.2925045648161424,0.5874782215160902,216.24535748525412,35.373215756906575,1.0000463264080919,0.7700213184934603,1.0001019413766175,0.5884291912621441,221.76853087845112
900,0.778593828404359,1.0000548713795347,0.31577906047998483,0.2633635339933485,0.5346460215714611,241.63164677725766,35.84679064775581,1.0000508207561676,0.7293793948874207,1.000122772198921,0.5447428711869633,243.8362986357389
1000,0.764860906121462,1.0000581743309795,0.2994048450343058,0.22519745459152526,0.5101331171824646,254.839492223333,52.2666296052204,1.0000619809445526,0.7124085720170027,1.0001303818911536,0.518558871662495,260.5982641106253
1100,0.7342630226806695,1.0000674903624307,0.2671044517592837,0.1830376848053343,0.4618167100116156,281.7261770438061,55.563125404671176,1.0000670269010776,0.6869949168413177,1.0001441779247051,0.4807437462425585,271.99233298008886
1200,0.724692929121227,1.0000744879147347,0.22279367689765184,0.16965771570552543,0.4353051367174991,291.8024613146392,61.12529811366231,1.000073117278251,0.650176390299653,1.0001657665058368,0.4549910670866585,290.97626518114816
1300,0.6997927845131717,1.0000808332261824,0.20681565437495733,0.14946883020714075,0.4188418768405271,303.638906388012,66.37200522288028,1.0000774016692537,0.6434571502537714,1.0001810108873863,0.40478628722728066,300.61100514708284
