miliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
3500,0.052166540935755845,0.11975452492080858,0.9596513698465774,0.23583647851511452,0.2556561236518822,0.00020998078373616225,3.48741091730455e-05,0.3528995261815091,1.4221916885551973e-05,0.4894041302005009
3600,0.051484500438838246,0.12915015345015474,1.0488245649206225,0.23412238080446315,0.25586688887929027,0.00020961701635738975,3.502349567121089e-05,0.35189480860529593,1.2144797390405035e-05,0.5012416900921276
3700,0.0529486434712817,0.13923862355076655,1.0903488574303868,0.23339149306524098,0.2563271949134697,0.0002069173324966179,3.491906396822094e-05,0.349596366067728,2.110992882478271e-05,0.502999299038566
3800,0.05271470729180238,0.14079895141353937,1.1661916103186358,0.23225894066407474,0.25639579764707104,0.0002064542932526569,3.512360839428288e-05,0.34916043644849387,2.0257419402988914e-05,0.5168104221607827
3900,0.05261670820514881,0.1516868193233063,1.2184804168313617,0.23198175446873845,0.25807231852311924,0.00020595715410767984,3.4790449509817075e-05,0.34756336341098654,2.2046883958448738e-05,0.5249076860011093
4000,0.0514738633932197,0.15160636122065183,1.2522859398201907,0.23090214045722102,0.260340067268035,0.00021117489263357397,3.487681007371373e-05,0.3459847328758673,2.7885832656264283e-05,0.5306970276383941
4100,0.05146833675998508,0.1588959320334416,1.3041331545095725,0.23181486732808743,0.26252980361886485,0.00020996116518097729,3.4805861679210355e-05,0.34536166146695824,3.747774873740042e-05,0.5385689188606045
4200,0.0523674179169231,0.16662822393123447,1.3480051025226607,0.23080680630097192,0.2624766045803549,0.00020794758975824898,3.5125301580894216e-05,0.34400247324481453,3.0275916970406467e-05,0.5461987026893169
4300,0.05278751586822586,0.17454534670429947,1.4086094198589905,0.22897537361107828,0.2619135232535237,0.0002090093971501216,3.48555560792869e-05,0.34256714669799687,1.3557778506028439e-05,0.5464569031507306
4400,0.051713063093476425,0.18145598990228073,1.500738466002808,0.229630507611539,0.26269318598191693,0.00020629555518609144,3.482784411636543e-05,0.34071157294778953,4.005712244502512e-05,0.5541476062044939
4500,0.05161472056360448,0.18473606285899632,1.561349077511613,0.22878172313713793,0.26227933724635066,0.000210052759858928,3.515080390730032e-05,0.3403873872551943,1.5603419106926884e-05,0.5680208602646398
4600,0.052091068833269465,0.1898150244269429,1.5994185215540206,0.22729744575551553,0.2647150495375069,0.0002082898399988761,3.440845929498869e-05,0.3371310338600817,2.896996336251112e-05,0.5671160298267903
4700,0.0522721028402237,0.19862039098966144,1.6483567380337059,0.22640402020471442,0.2626376927321383,0.00021135989678316145,3.5185108511081356e-05,0.33617704324563513,3.3109892852338116e-05,0.5856882254118362
4800,0.05189233581939747,0.20188531053395317,1.71473805089751,0.22386079444872445,0.2600227907763797,0.00020922505267942016,3.4885434353699366e-05,0.334344281431901,2.0203518709134025e-05,0.5854985552679978
4900,0.052734727112660716,0.20911920032142023,1.7716846807474766,0.22358229574480223,0.26091180935067515,0.00020789003587560472,3.5315185193525835e-05,0.3342769036865906,3.785035797149823e-05,0.6003657222062527
5000,0.051879093741823035,0.21687328216815427,1.8558718587537213,0.2237389298575609,0.26613091800395594,0.00021020220058458845,3.494906049494435e-05,0.3322760822649079,3.953654115306469e-05,0.5948336648828842
