miliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
0,0.00014899523524893423,-0.0020618440331954223,0.024224974326149416,0.06022756305848988,0.002957824424182387,5.040096911935998e-07,1.4690974042751044e-07,0.5409134524895364,0.001001890918582452,-0.001465760906583481
100,0.0007974073467047334,0.0018464154498423308,0.001897007726850843,0.17332379425552205,0.0226526279249689,1.4889834390553479e-05,-1.151661438418214e-07,0.4256988984655249,0.0009346193837648207,0.015864667958347105
200,0.0008805838732697452,0.0008961988791221805,0.002871326538528868,0.21522514923107308,0.03907094769134407,3.122403770681897e-05,8.567317416962546e-07,0.3838734489224369,0.0008701007389768409,0.047171200964343435
300,0.0005107854390483767,-0.0031254351452175417,0.025909908453155783,0.2313049980554378,0.06226146362910023,5.0581161384005385e-05,2.0648009962491877e-06,0.3699833036303398,0.0008067239276152995,0.06162773574598286
400,0.0008090607642185335,0.0018554633882940242,0.030163113781703988,0.23704775923642085,0.07261599690508005,6.39940140721413e-05,3.3321029743449785e-06,0.3639807422172703,0.0007342275569316877,0.08505310801864555
500,0.0038100885189620783,0.003213211302392297,0.017241589507384563,0.2394406648023485,0.09209911720842594,7.392329500649268e-05,4.281358490408752e-06,0.3605534987796035,0.0006786328602264039,0.08830212470887885
600,0.004136342450418623,0.003387685746149989,-0.022165229017377053,0.24049090452383204,0.10194083865391905,8.66221552835132e-05,5.891286471905119e-06,0.3591571554059105,0.0006169196921617503,0.11591814686601726
700,0.007346683475872364,-0.0013484240596434937,0.01619701140312934,0.2393419166606068,0.11527548582591735,0.00010149611199773194,6.564317395973116e-06,0.361576340109894,0.0005820712094755444,0.12799385437543315
800,0.00927511254482724,-0.0014271781486253324,0.009222737668731851,0.24077245340545078,0.12974798303171028,0.00010821032487684179,8.251986288784475e-06,0.35900241681151873,0.0005277184168721838,0.14258114656510648
900,0.011053244162223147,0.0043865522177957686,-0.00839384654819785,0.23972951089104963,0.138179929480353,0.00012054731596962736,1.0823546667321372e-05,0.35995085455798903,0.0004849942471641859,0.15568064918109362
1000,0.014168180572578098,-0.0018607663441178634,0.009041660604358803,0.23912345669437068,0.15332166280805667,0.00013055394635613465,1.2198374585540248e-05,0.3602054776632876,0.0004397047889849841,0.17323296548861147
1100,0.01726678992861863,0.0026292410046473667,-0.009731366589387062,0.24012681064075253,0.15642592146609083,0.00013660903155830997,1.3805705611755093e-05,0.3597295669914871,0.0004051281546426234,0.20184345927257447
1200,0.021554964799395178,0.0017305491993829633,0.03843850901809291,0.24060929071038265,0.16564291518316598,0.00014669625089433675,1.5198379289467778e-05,0.35973024111845003,0.0003569771854247705,0.2147538261403486
1300,0.02490951323993377,0.004167379621072425,0.05783264747373018,0.24041003235583755,0.179663605430367,0.00015429124682676286,1.6706245612847635e-05,0.3591783280172515,0.0003043280167107241,0.2277286179539227
1400,0.02672749409482056,0.010715475843102245,0.043664483220048705,0.2388266837152422,0.18555228018203349,0.00016493127966779082,1.801478244521264e-05,0.35883714521187754,0.00028483616143466024,0.23895910529587538
1500,0.02973179228560883,0.010759807999215339,0.04483686055094264,0.23989824947342195,0.19172714299414756,0.000171243347240232,1.9266661605734893e-05,0.35912503181319205,0.00025442780274550337,0.26220923968698845
1600,0.032150553727623835,0.01140382178522923,0.07593876974960283,0.23877546146556772,0.19522330403461288,0.00017547511905757844,2.1028994695349602e-05,0.359233725866482,0.0002012079338300388,0.27798624700355307
1700,0.03505078901111131,0.019438557924001412,0.10860517975690542,0.24012398715098,0.19945438167117596,0.0001815872252107216,2.2457391248102877e-05,0.3587720864824415,0.00019420603882371645,0.2934671428280654
1800,0.03639137884732396,0.023138366662076595,0.12376865564052834,0.24087817322101882,0.20519955344830987,0.0001889751204209326,2.444403015400621e-05,0.35998911585708604,0.00016038437904097316,0.295854508025208
1900,0.038416908411153076,0.02666532068317307,0.2025155935809106,0.2394912064723999,0.21610483489158283,0.00019467619024371812,2.517965962510773e-05,0.36035643217062446,0.0001238005212519073,0.31691006937783495
2000,0.04064175295507726,0.03026910533220985,0.21321248527019754,0.23874096655998284,0.2143994638431358,0.00019749892959516845,2.664546971304142e-05,0.3587788299127557,0.00011097485269706385,0.32868484105219903
2100,0.04157402075324085,0.03825575155789461,0.25380920985365685,0.23893543842008466,0.22213732314864398,0.0002010749369661544,2.711366682329116e-05,0.36007881483679766,7.523130523919966e-05,0.341641058245897
2200,0.04301352111703274,0.04126632120617036,0.2874190956789665,0.23888926442625844,0.22453396039833926,0.00020854984439743735,2.896979216420306e-05,0.35833661501795344,5.5472866732014786e-05,0.35458728751453134
2300,0.04400894727122254,0.042588366277555974,0.33113019662915966,0.23955752975120176,0.22805779486953823,0.00021062524186110833,3.0197740858485893e-05,0.3575691999462159,4.9805714328738964e-05,0.3668138691823533
2400,0.04514972540378153,0.05492263352716629,0.35469072889171976,0.2382198254124324,0.23366590305421417,0.00021212607853978208,3.10326006680091e-05,0.35783805023304127,2.3210332863471425e-05,0.3751564635996287
2500,0.04717726568047981,0.060833444157665194,0.4475423279495868,0.2383441830670907,0.23327846330022825,0.00021127115877333786,3.1689158433872454e-05,0.3568291492396058,2.3364753922577365e-05,0.39240420978640567
2600,0.04862530364555704,0.06267080126141916,0.453162065861356,0.23847355485647162,0.2406876093992246,0.00021198708637446058,3.206925859341054e-05,0.3571105165914327,3.2961348112526054e-05,0.4054488169854798
2700,0.048223678988749547,0.06837242834608104,0.5324756044312439,0.23815987866922417,0.24025523266353188,0.00021189930038581584,3.253324477279398e-05,0.357578675788852,3.562950855994986e-05,0.4067289873934175
2800,0.04998946471508673,0.07953929895535079,0.5908901640914053,0.23791934302162351,0.24179203903286228,0.00021070253125027037,3.367051960370867e-05,0.35649961667171337,3.5743176525673534e-05,0.41371497357754794
2900,0.05049818529949557,0.08435652198536532,0.6087750428849965,0.2388235424781858,0.24187231493061195,0.0002076737328629772,3.3855154214488734e-05,0.3550232510215308,3.337980420948414e-05,0.4373090739499846
3000,0.05020842326032268,0.08749589185092074,0.6668926246311218,0.23844321729912418,0.24603655495153512,0.0002101187056796765,3.395150754115981e-05,0.35674130425717376,2.8879634966870095e-05,0.43867653245740473
3100,0.05071548323479348,0.09665154365809572,0.7652754657414264,0.23851567672214247,0.2458034374085224,0.00021058222795130094,3.416725936957377e-05,0.3553560137221677,2.4911520215792734e-05,0.4451344593548271
3200,0.05151105435660085,0.10629141810146371,0.8235992377684314,0.23775603238592832,0.25304406372397215,0.00020727178147633102,3.395092179288202e-05,0.3543693774005508,1.6416497880185444e-05,0.4661617048129038
3300,0.05232294462819447,0.11134253912040118,0.8648470950093575,0.23552577427365887,0.25175294488926964,0.00020710116988173277,3.418478850756644e-05,0.35284408368499254,2.8179932234635162e-05,0.4645479238519403
3400,0.05232994533067503,0.11534726684906332,0.8941567859500218,0.2356807971471083,0.2544429598577252,0.000209915537363231,3.4737787899321344e-05,0.35297636556278594,2.9987147550480724e-05,0.4777511052612587
