milliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
0,-0.00015865734966012291,-0.003253415769894651,0.012671421961890344,0.05922484589143291,0.003216436095903916,-2.6030697956095617e-06,-3.59100149287645e-07,0.5410636427288814,0.000999855030641157,-0.003038759409279323
100,-0.0006198506304860604,0.0013347615438243396,-0.02570399279408124,0.1747406027075322,0.024548601435597877,2.0114089072662363e-05,1.5580904301311645e-07,0.42529613689868034,0.0009193452651806454,0.02612477851608285
200,0.0009000082962050905,0.0006958137473461399,-0.025262351322949482,0.21686984707886683,0.04268706601951413,3.378329362200277e-05,9.862206882089764e-07,0.38471875894561064,0.0008619810001074782,0.03332876426705331
300,0.0016181411705712754,-0.0016134752826676454,0.00759813896991463,0.2304794728881553,0.06152530141522552,4.5780504543463844e-05,1.953195292293787e-06,0.3693149214600931,0.0007990520231891407,0.05240719665160716
400,0.001309866591138838,0.00264566892084307,-0.0011645388096975567,0.23659174875505665,0.07272961987708258,6.237483996038629e-05,2.2935700024808006e-06,0.3632614780956732,0.0007481517084543177,0.07038499343367473
500,0.0035017107956775797,0.00191385929683935,0.030293262319894144,0.2391811648643635,0.09154972988311108,7.472302497496496e-05,3.5116018123826727e-06,0.3619451014940194,0.0006872161838536565,0.0994473975636165
600,0.0036933984808196992,-0.0014367909111124419,-0.023084149538560375,0.24032065875948036,0.10162289317382862,8.521602312189006e-05,5.994658330048303e-06,0.36150123237084075,0.0006271777758319031,0.10709374863240853
700,0.006615186871651977,-0.0024309738863998167,-0.016872292510863578,0.24075154822190914,0.11967423942910756,0.00010136479279511877,6.957602873041524e-06,0.36000174862986833,0.0005714005786470738,0.13076752283467807
800,0.009748970784664322,0.0029047219247509666,-0.025866732636075824,0.24101829467388927,0.13230286887164477,0.0001093507255915851,9.190538078874499e-06,0.36110121152532565,0.0005208012451970304,0.14899527866703957
900,0.012257616046850906,-0.0008884785510817526,-0.007319590175384314,0.2396616496664083,0.1430046909959954,0.00012115225441409527,1.0761291225946633e-05,0.3608763376241132,0.0004780335019810019,0.15913890564312158
1000,0.015504058751402082,-0.0005520543662737643,-0.01183791551759989,0.24015240261650603,0.15049927640618135,0.0001308261972164715,1.1865543829077349e-05,0.36001799723019084,0.0004415535963800056,0.1735776834392427
1100,0.018257635936151803,0.0030704952814054596,-0.008415602742020783,0.2403748932598517,0.1617888943553206,0.00013704868237169796,1.3645680959369398e-05,0.36008290569580576,0.00038649408446838615,0.20385496007684087
1200,0.02028437547922361,0.0006621176963852705,0.03963230035371339,0.2411124313667475,0.16661790357467418,0.00014903503994701916,1.570198121322814e-05,0.35993517494017846,0.00035977174423796227,0.2195202502833796
1300,0.02483082531427062,0.007680844135401864,0.015295102696302049,0.2412189971849633,0.17289978951939045,0.00015381260451970887,1.715268334543195e-05,0.3614239739195244,0.00032421507432753164,0.2198520465183749
1400,0.026945518484863734,0.00392334550440083,0.041625729709210045,0.23890221071293863,0.1858098918405843,0.00015957547403959508,1.881210189046474e-05,0.35996523317735696,0.0002809844952390449,0.2355802979597827
1500,0.029691530571169654,0.010144212482766516,0.08545713776905847,0.2392355614734091,0.1882793759983703,0.00017114100971153153,1.9588379002921304e-05,0.35960950661400715,0.00025092873270205325,0.2513478686481457
1600,0.03162776915464539,0.015914384013419235,0.11899601509749619,0.23913125946558028,0.19899610396939937,0.00017452405250528475,2.075355723650657e-05,0.3612398715820868,0.00021778956187326148,0.2662666855160479
