miliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
2700,0.048082525705858595,0.07050263718673781,0.5525427953073971,0.23939865236981883,0.23780135179079867,0.0002117727993911743,3.2741926919380176e-05,0.3567268770052999,2.4043714152776202e-05,0.4105862539416396
2800,0.050234066635847785,0.07364100672875504,0.590466045620478,0.2378875347990054,0.24419497744008095,0.00020851266771013726,3.3373837888662526e-05,0.3565027435403887,3.287049894034733e-05,0.41796221265188854
2900,0.050532755029191766,0.08231463706188215,0.6372103335972041,0.2390534552358547,0.24817236004367368,0.00021187856963295355,3.369108853462175e-05,0.3568934633648911,4.021480369856845e-05,0.4324616471871666
3000,0.050534297432891194,0.08823637132945805,0.666167088459541,0.23897463270207372,0.2482856604626438,0.00020942283379207357,3.415402487592667e-05,0.3555906358364106,1.5927396615218578e-05,0.4313104047080368
3100,0.05077854038977905,0.09920247493795802,0.7156963278354743,0.2385554297859775,0.250253366516749,0.00020843225849655358,3.39427499037718e-05,0.35347970084473396,2.655407600446151e-05,0.4437165625643021
3200,0.051611588200987775,0.10271991231392828,0.825754908128371,0.2377215236170455,0.25129032252592964,0.00020620092613750796,3.392870775626052e-05,0.35526577660020603,2.00622711875257e-05,0.45370688598923414
3300,0.05053047445885227,0.10655048333579814,0.8329086546039509,0.23515358921923668,0.25529717351482273,0.00020878941499515233,3.459824324654472e-05,0.3538689748597144,3.7219186915715094e-05,0.4676634551591601
3400,0.05221165454239089,0.11916141037588782,0.9387706093646635,0.23500425526113472,0.2500934495111242,0.00021053102582007993,3.443417387241617e-05,0.3524605965109261,3.800993572816297e-05,0.47678106704763706
3500,0.05260809165745216,0.12117677793693588,0.979816238236168,0.23572651687414609,0.25419928228885097,0.00020774624339349207,3.474591255947178e-05,0.3522637854266012,3.83027284080371e-05,0.49014197563235523
3600,0.05143277601222285,0.13067674550154276,1.028329988138694,0.2337706740657699,0.2581270707346691,0.0002094787703345151,3.4715782716430876e-05,0.3503419909496533,2.13747876988529e-05,0.5043692791944404
3700,0.05191493795961854,0.13759684317749812,1.1088742723653142,0.23363733683385146,0.2554235190030929,0.00021036971148188715,3.538166754541122e-05,0.3494156164006794,3.324394586659616e-05,0.5128535575144082
3800,0.05141796136264525,0.1397500586971167,1.1437823899317996,0.2333624769865158,0.2550800630679822,0.0002079113608251405,3.5397306290453714e-05,0.3494985642414889,3.85716484687278e-05,0.5192799356828612
3900,0.052320761619935624,0.14497319688328264,1.1983282858880149,0.23339459462434953,0.25922366071963987,0.00021133835716661612,3.442943814168925e-05,0.34622574712850684,3.585547263124355e-05,0.5188681131463517
4000,0.05233356533678336,0.1561049048158479,1.2490249910999396,0.23092674300882945,0.2601482984454741,0.00020939557906417576,3.512991767885511e-05,0.34643935572062007,2.7206561163754282e-05,0.5373864108313519
4100,0.05216108888171302,0.16144735220015838,1.331888591048995,0.23086525811934383,0.2580022661840248,0.00020725420705062074,3.475309134381742e-05,0.346219654812847,1.365170447166738e-05,0.5318250207074594
4200,0.05177664297231755,0.16836730972065986,1.393851300007375,0.2295609282591353,0.26068322644820324,0.00020949332638975528,3.4349266470638814e-05,0.3435007250187794,2.8705954126736878e-05,0.5456657618731449
4300,0.0519881179506273,0.1736664350795777,1.4197646806222979,0.2303403974392586,0.2583854134170307,0.00020867475527749268,3.510418111429767e-05,0.34165942418006934,1.832470730707776e-05,0.544626408618484
4400,0.05249854584271557,0.18018951002361053,1.4863304026015172,0.22753108620538845,0.26191918279155507,0.00020651244601711002,3.465762536752049e-05,0.34045135633713997,3.9310403673689644e-05,0.5556028085512328
4500,0.05250746626011479,0.18830449444345246,1.5399471228801276,0.22899799851752012,0.25933055867818006,0.00020771796184513574,3.504730891081959e-05,0.34099360165094605,1.2972481353863285e-05,0.5610419023332077
4600,0.05194141233862309,0.19450844263968226,1.5911820499605294,0.227333609253962,0.26400922289062584,0.0002090760643992782,3.495563491537674e-05,0.3368284228467088,3.31807056554459e-05,0.5709045464903262
4700,0.05292190643995478,0.19963096830328037,1.6359443766282045,0.2260147086034358,0.2633921854397586,0.00021072444248492535,3.452745401810731e-05,0.3358959917842882,2.406989427634494e-05,0.5892978747080879
4800,0.05183018663016999,0.20655133324869251,1.716733017032398,0.22568703664549825,0.26423152668488387,0.0002083255341406655,3.456016724612273e-05,0.33604442700351844,2.440397386836298e-05,0.5925079769557664
4900,0.0532762360707104,0.20872301125459838,1.780711634832838,0.22458499091405557,0.26610027402781156,0.0002101680301932053,3.5264514007085437e-05,0.33417697936361224,2.2462433146325793e-05,0.6038914954120932
5000,0.053405845295606054,0.2129565990868292,1.8543115669613253,0.22267703478793213,0.26057980578703277,0.00020658736060675755,3.494176507727949e-05,0.33067778407446724,3.0156595571062222e-05,0.5936906229588835
