milliseconds,P,G6P,F6P,F16P,NADH,NAD,BPG,P3G,P2G,PEP,PYR,ACE,GA3P,DHAP,D6PGluconoLactone,D6PGluconate,NADP,NADPH,Ribulose5P,Ribose5P,Xyl5P,Seduhept7P,Erythrose4P,GLCi
0,5.0,1.39,0.28,0.1,0.39,1.2,0.1,0.1,0.1,0.1,3.36,0.04,0.05,1.0,0.1,0.1,0.4,1.6,0.1,0.1,0.1,0.1,0.0,0.087
100,5.995755185643494,1.148173201008148,0.12209652759221683,0.8796700134228768,0.11314227298408802,1.4768577270159107,0.00026852925043184284,0.3336526064594854,0.04123143116380806,0.06060574008357697,6.236913588603143,0.06445727937782718,0.03894107213856691,0.9556493896818663,0.1361123106480696,0.11578648998391167,0.5777234557089256,1.4222765442910716,0.08405409344065475,0.08396423107523537,0.08351429501477717,0.09507831432588365,0.022787567849407973,0.11061009735991122
200,6.617329832320074,1.4917460112161705,0.17721023050887091,0.8914556221977339,0.0662764802795972,1.5237235197204018,0.0004393915197837021,0.39937027526626895,0.050675324087837995,0.0859433167006908,7.706177497539476,0.11250838475651805,0.038763920098673126,0.9744138635544234,0.18303833991359306,0.13630139163428337,0.6911669321732391,1.3088330678267586,0.07899109845666302,0.07888417428742216,0.07850582046768387,0.11194635978492526,0.018399368677285147,0.09149049033262656
300,6.8506616495137544,1.7330317893630356,0.21680248731949298,0.9641637367756989,0.0570040263299599,1.5329959736700396,0.0005759282152122567,0.4512222547432932,0.05813451696121702,0.10576049759927308,8.641318857334042,0.13275569575067073,0.04033361245289416,1.0192086619778997,0.23545236059142743,0.16285786869699104,0.7544080378162484,1.2455919621837497,0.08121558956085612,0.0810882672967804,0.08069993684349948,0.12523466274092823,0.017701854625531022,0.08613067988253938
400,6.985918634710516,1.922899924826614,0.24794275102648564,1.0280500800121697,0.05262665269859404,1.5373733473014053,0.000695558596171898,0.49406413632771684,0.0643528459147694,0.12271427508297408,9.32940520985863,0.14515866815289813,0.041726487968009464,1.05591659585795,0.2868940882436953,0.19392642614422492,0.7829171299480554,1.2170828700519432,0.08744569880932458,0.08729543880625794,0.08686507388214745,0.1390960673173155,0.017819004475235302,0.08338120073768307
500,7.074775171938782,2.0757513315379614,0.2730205469206682,1.083570009639265,0.0500379440116461,1.5399620559883542,0.0008013954862697302,0.5305223013376094,0.06967423255656367,0.13745414418929036,9.86751960609896,0.15367255506448504,0.042929228367679574,1.0864130143411097,0.3344344177507541,0.22778771670037662,0.7879518921752307,1.2120481078247678,0.0958655563909765,0.0956925694085933,0.0952041567064824,0.1544651455662496,0.01842219736393204,0.0817198410470789
600,7.137992837411913,2.2020528763177745,0.2937565662879114,1.1324876265189896,0.04831598048635291,1.5416840195136474,0.0008959527743803331,0.5621896701457022,0.0743138668935435,0.15044214366874611,10.303824152302612,0.15992156469047206,0.04397871266851187,1.1123845225107163,0.3768487782628542,0.2631459656936199,0.7777761181797967,1.2222238818202014,0.10538219277369493,0.10518815292233996,0.10463454345828613,0.1714803210593429,0.01934625925354198,0.08061152282154506
700,7.185525679669272,2.308887963288023,0.31131044873896374,1.1762689765759167,0.04708653227996158,1.5429134677200385,0.000981238815680366,0.5901356389464103,0.07841923808475357,0.16201944925569708,10.666464447088384,0.16470942086903329,0.04490818755713968,1.1349965452652302,0.4138552311441795,0.29910429587977705,0.7582544683400528,1.2417455316599457,0.11534338387464854,0.11513051612971598,0.1145094105094127,0.1899171248785331,0.020482135617098055,0.07982146375676369
800,7.222748287533426,2.4010626343007866,0.3264672271483402,1.2159807252315376,0.046165706491705594,1.5438342935082947,0.0010588176472738264,0.615114849765266,0.08209598673128661,0.1724432192797241,10.973571123821165,0.1684922162038415,0.045742394570295906,1.1550349048597899,0.44566435739545424,0.33504016609408876,0.7334278594324583,1.2665721405675403,0.1253696475422831,0.12514021826919688,0.12445191161947365,0.20941965802279938,0.021750716909136842,0.07923080918419781
900,7.25281406388119,2.481885402680201,0.3397672276190696,1.252386175794993,0.04545138875728024,1.5445486112427196,0.0011299120825497915,0.6376750901244187,0.08542163742520026,0.18190914012848136,11.2375373057459,0.1715525919265574,0.046499301391498764,1.1730392327012353,0.4727224251870885,0.3705131159845197,0.706002060425804,1.2939979395741947,0.13524693053764697,0.13500301625969618,0.1342491553044881,0.22962011963880588,0.023094124892542173,0.07877317173028275
1000,7.277696597421353,2.5536933362114653,0.3515920874493402,1.286040763853412,0.04488187614398481,1.5451181238560152,0.0011954799544047236,0.6582250383537889,0.08845448502201007,0.19056812622528252,11.46721939934346,0.17407672992310247,0.047192121593574526,1.1893917364520714,0.49556453734568856,0.40520662627617626,0.6777482746157126,1.3222517253842863,0.1448575824531565,0.1446009959209779,0.14378391104014357,0.2501923302555012,0.024470719097802573,0.07840859263615833
1100,7.298690625472514,2.6181744582496043,0.3622174692497365,1.3173556124754608,0.044417679048855734,1.5455823209511441,0.0012562773815597433,0.6770755126828264,0.0912391364863961,0.19853791285675476,11.669131877203176,0.1761924525111518,0.04783073262565754,1.2043700870218155,0.5147362628513682,0.4388946240833705,0.6497898630739026,1.3502101369260964,0.15414003151785635,0.15387232099893736,0.1529946617522459,0.2708690071305308,0.025851273022610807,0.07811171291559212
1200,7.316685272698828,2.676581410359631,0.3718483221299903,1.346645057990931,0.04403251099825491,1.5459674890017447,0.00131290660662112,0.6944684657382201,0.09381046231372853,0.20591167763156323,11.848199850414803,0.1779903908709962,0.048422725514927066,1.2181834601018107,0.5307531691514524,0.471418704473975,0.6228166270209105,1.3771833729790885,0.16306446944773856,0.16278694799551657,0.16185148755548934,0.29144070591201665,0.02721571147740116,0.07786559302132418
1300,7.332308058581868,2.7298656453220334,0.3806394958646844,1.374153247538166,0.0437075399641509,1.546292460035849,0.001365856613157855,0.7105941579650511,0.09619599227485755,0.21276403431905813,12.008218683157873,0.1795371712239084,0.04897404311707694,1.2309918883026962,0.5440831833781585,0.5026730559199877,0.5972262968177081,1.4027737031822907,0.17161956917102977,0.171333350702284,0.17034287563023684,0.31174849393203036,0.028550606841443237,0.07765853312506138
1400,7.34602037262957,2.77876604754837,0.38871215014894045,1.4000712427857358,0.04342989504470379,1.546570104955296,0.0014155267142601858,0.7256067362237624,0.09841810155347899,0.21915603880555276,12.152163915779784,0.18088189644618524,0.04948937993472213,1.242920311522555,0.5551404224112915,0.5325929935561478,0.5732236193742504,1.4267763806257485,0.17980467765180239,0.1795107111430084,0.17846796115988095,0.331674850363008,0.029847223934875947,0.077482167410304
1500,7.358165370051995,2.8238625289477897,0.3961611135731844,1.4245592227585813,0.043190000097926264,1.5468099999020737,0.0014622415196865344,0.7396309934152426,0.10049490090581487,0.2251369715659324,12.282402319580708,0.1820614168756811,0.049972621191912446,1.2540709117555229,0.564285468391739,0.5611460113474129,0.550887380294107,1.449112619705892,0.18762535957226992,0.18732445887732818,0.1862320903414285,0.3511348774995739,0.031100298565064834,0.07733036386258223
1600,7.369005337356829,2.865626376800949,0.4030632192382822,1.447744438662096,0.04298052685961476,1.5470194731403857,0.001506274823320186,0.7527706747671266,0.10244152947989514,0.2307489937559173,12.4008413910833,0.18310481972216436,0.05042690954449818,1.2645251396347776,0.5718288895273235,0.5883246043014172,0.5302159101622834,1.4697840898377161,0.19509078236861035,0.19478364998659406,0.1936442189514997,0.3700692513309104,0.032306771632046566,0.07719854115182224
1700,7.378744711042843,2.9044400170141196,0.40948093585180484,1.469736228516856,0.04279602276034291,1.5472039772396577,0.0015478728718293698,0.7651121580912774,0.10427060064301975,0.23602716953986558,12.5090354411263,0.18403464848058118,0.05085493973216062,1.274351490115623,0.5780357890326498,0.6141406112286543,0.5111573540236698,1.4888426459763298,0.20221220008117102,0.2018994467769583,0.20071539808637517,0.3884382156026027,0.033465293605727746,0.0770831781749939
1800,7.387545639380302,2.9406204472660407,0.41546609190342365,1.4906268945425374,0.042632245922137976,1.5473677540778628,0.00158722955687671,0.7767285498048736,0.10599278519491827,0.24100106050434245,12.608265164538857,0.18486853294222777,0.051258965726245165,1.283607489040909,0.5831310902485334,0.6386204529915599,0.4936303880799492,1.5063696119200503,0.20900200943113623,0.20868416953415805,0.2074578324319498,0.4062169765695606,0.034575623032747645,0.07698153857693575
1900,7.3955386529325144,2.9744357773915215,0.421062480885766,1.5104968466271165,0.0424858480613543,1.5475141519386464,0.0016245206876245508,0.7876832799190722,0.10761736424861104,0.2456965861891918,12.699603445441069,0.1856207864142543,0.051640949884247375,1.292342408601406,0.5873062460812788,0.6618009752407041,0.47753845454357935,1.5224615454564203,0.21547315679182732,0.21515070035032838,0.21388428883759442,0.42339163087829607,0.03563822982780599,0.07689145716017352
2000,7.402830116846668,3.0061125326384746,0.42630715088750326,1.5294159803214242,0.04235418051973705,1.5476458194802638,0.0016598984654247262,0.7980307015121006,0.1091522982442356,0.2501360379143545,12.783947308484954,0.1863029147125637,0.05200259292822769,1.3005986557006206,0.5907218555489396,0.6837272373004593,0.4627774721437768,1.5372225278562228,0.22163882096562432,0.22131216367345521,0.22000777767286728,0.43995715387330253,0.03665411140521183,0.07681119533305823
2100,7.40950745999529,3.0358448905075295,0.4312318432025247,1.54744584206515,0.042235117084188374,1.5477648829158124,0.001693496945158413,0.8078182245220406,0.11060453700726956,0.25433891974761946,12.86205492724886,0.18692431191878764,0.052345384703814044,1.308413086483252,0.5935124535148186,0.7044497617845282,0.4492422363206772,1.5507577636793222,0.22751217576553165,0.22718168684153528,0.22584131473273503,0.4559150354484989,0.037624610305639725,0.07673934786246607
2200,7.415643593891649,3.0638008601779028,0.43586404190387945,1.5646411590717912,0.04212692795755393,1.547873072042447,0.0017254352104619085,0.8170874544631932,0.11198018546666513,0.2583224134454095,12.93457266007491,0.18749273022052104,0.052670643442194715,1.3158180837977604,0.5957903974131136,0.7240224950375757,0.43683028248659284,1.5631697175134067,0.2331062290932665,0.23277223769829075,0.23139776019002756,0.47127162126119093,0.03855126787361862,0.07667476064452347
2300,7.421299865144351,3.0901282404448143,0.44022791213766127,1.5810517360751846,0.04202818584313318,1.5479718141568677,0.0017558213203391342,0.8258757146956757,0.11328472587843674,0.2621019882149521,13.00206092133932,0.1880146658862431,0.052979556447268414,1.3228426048643647,0.5976504368219263,0.7425012119927679,0.4254437501434036,1.574556249856596,0.23843373892588465,0.23809653947445625,0.23668973414650948,0.486036625354476,0.039435737355871324,0.07661648025306877
2400,7.426528852858098,3.114956093285058,0.444344604871417,1.5967220468300674,0.04193770540408536,1.5480622945959155,0.0017847505936877796,0.8342158533610853,0.1145229819411265,0.26569122789655797,13.065000595046401,0.1884955439426479,0.05327318017647169,1.3295123086449632,0.5991704903863342,0.7599426847716255,0.41499103197780696,1.5850089680221924,0.2435071057952236,0.24316696245012534,0.24172950886217082,0.5002226828632169,0.040279697220676904,0.0765636976751538
2500,7.4313743349238806,3.1383984333551447,0.44823277498053526,1.6116926982078392,0.04185451091977632,1.5481454890802244,0.0018123111429784674,0.8421374391894999,0.11569930731243659,0.2691025200007701,13.123808108923186,0.18893991891099943,0.05355247026303956,1.3358502111580397,0.6004147745806523,0.7764034242045986,0.4053873481966899,1.5946126518033095,0.24833836197036424,0.24799551208846266,0.24652899521761587,0.5138443182233424,0.04108490695563202,0.07651575398611149
2600,7.435874838016727,3.1605569946179872,0.45190907841365496,1.6260009922107423,0.041777786702460816,1.54822221329754,0.001838581123017425,0.8496671500164454,0.11681762105704513,0.2723468849135591,13.178849675057993,0.189351634464556,0.0538182933368426,1.3418771466308426,0.6014364898217978,0.7919388948312586,0.3965547259187695,1.6034452740812297,0.2529391380998145,0.2525937958242867,0.251099711202623,0.5269173183356387,0.041853106280745206,0.07647207793353175
2700,7.44006360065319,3.181523291161122,0.4553885598283803,1.639681204729508,0.04170681261641352,1.5482931873835872,0.0018636346973650382,0.8568293307202918,0.11788151363268186,0.2754345824922468,13.230448428045085,0.1897340941451246,0.0540714476437011,1.3476121475093221,0.6022796591191181,0.8066030533003958,0.3884218876765034,1.6115781123234958,0.2573206297559265,0.2569729882649804,0.25545274806071006,0.5394584096682058,0.04258591688843543,0.07643218100675245
2800,7.443969587090021,3.201379661063123,0.4586846692876805,1.6527653410056338,0.041640983171238856,1.5483590168287618,0.0018875386119348715,0.8636460362404006,0.11889423253684335,0.2783748389252386,13.278890186157001,0.19009018021461882,0.05431266137708225,1.3530725574918316,0.6029803752984159,0.8204480475156557,0.3809240014348451,1.6190759985651542,0.26149358872438416,0.26114382276122167,0.25959875912710445,0.5514848489241533,0.04328498253849461,0.07639564746776924
2900,7.447618533307616,3.220200591765821,0.4618096709226482,1.6652827902228446,0.04157980731958237,1.5484201926804182,0.001910353729873528,0.8701376329643998,0.11985877543625933,0.28117610069656407,13.324428803430084,0.19042232821370833,0.05454260077966202,1.3582741874368003,0.6035680382502472,0.8335239189245357,0.37400231530390454,1.6259976846960946,0.2654683159679918,0.2651165840195287,0.2635479533441121,0.5630141670985244,0.04395191937492184,0.07636211075282759
3000,7.451032176355945,3.2380535138480857,0.4647746259462448,1.6772613613413017,0.04152279386493925,1.5484772061350613,0.001932139907234018,0.8763227363626022,0.12077789788968396,0.2838463686312535,13.36729007609768,0.19073282952571927,0.054761897474610036,1.363231853460466,0.604066506001978,0.8458783874752726,0.36760372714353295,1.6323962728564663,0.26925466882564836,0.26890111442902304,0.2673101032309708,0.574064097122924,0.044588183614485626,0.0763312709076912
3100,7.4542307732193684,3.2549999961272413,0.4675896105266401,1.688727008935462,0.04146957255689145,1.548530427443109,0.0019529484241105877,0.8822183897455455,0.12165410502772013,0.28639267908042526,13.40767718884466,0.19102353042888134,0.05497111938254679,1.3679589939475156,0.6044950751830815,0.8575567347848808,0.36168032026108576,1.6383196797389132,0.27286207015268676,0.27250682384387326,0.27089455160519926,0.5846522679014724,0.04519523223613876,0.07630284786339249
3200,7.457232758507032,3.2710968160292575,0.47026406854235236,1.6997031771091506,0.04141988416693103,1.5485801158330694,0.0019728289289551028,0.8878408348989661,0.12248979553666943,0.28882184569216723,13.445772869427953,0.19129599142741596,0.05517078601940563,1.3724678676313433,0.6048692768647731,0.8686017620257671,0.3561888980728671,1.643811101927132,0.2762995013617272,0.27594268198540955,0.2743102044122591,0.5947960427776858,0.045774521765062935,0.07627658518826233
3300,7.4600508245827974,3.286394975052185,0.47280621987753096,1.7102143023581493,0.041373165575482346,1.5486268344245182,0.001991831409430816,0.8932044694711696,0.12328711005552474,0.291140228082985,13.481740083451237,0.19155215581414742,0.055361449159518385,1.376771004340972,0.6052014764459984,0.8790537864560493,0.3510905886328338,1.6489094113671654,0.2795755174275862,0.27921723307623664,0.2775655478830069,0.6045126288978049,0.04632732086937628,0.07625233977401599
3400,7.462703368391948,3.300942515729461,0.47522412870801006,1.7202806955092877,0.04132951284211137,1.5486704871578891,0.0020099935682370627,0.898323100323721,0.12404805755585008,0.29335316847648063,13.515730191892851,0.19179269380920025,0.05554350616059237,1.380878255814851,0.6055014825437612,0.8889506665538205,0.34635039812980134,1.6536496018701978,0.28269826393541747,0.2823386132639148,0.2806686625462251,0.613818887914125,0.04685486620061481,0.07622983427086866
3500,7.465202236937836,3.314784383963695,0.477525195504918,1.7299210588406377,0.04128861844984016,1.5487113815501603,0.0020273630109943572,0.9032099480988087,0.12477463028756058,0.29546683906391774,13.547878052021387,0.19201906376431216,0.055717395856780184,1.3847994639189332,0.6057770177419343,0.8983278617117418,0.3419368172029448,1.6580631827970544,0.28567548420790273,0.2853145572785427,0.283627230153203,0.6227311908107692,0.047358431454602806,0.07620892092171462
3600,7.467551225082468,3.3279585482536596,0.47971531324819744,1.7391598101392935,0.04124962559298023,1.5487503744070203,0.0020439747234689393,0.9078759188469263,0.1254684249393808,0.29748564999426624,13.578303759191542,0.1922331983710548,0.055883657494275485,1.3885466741420018,0.6060340651565673,0.9072185155171205,0.33782152142552146,1.662178478574478,0.28851453344259814,0.2881524127882444,0.2864485495002285,0.6312654840085986,0.0478391709516225,0.07618962400270467
3700,7.469774981400915,3.3405061623463763,0.481801855492945,1.748007924717812,0.041213532482304846,1.5487864675176959,0.00205986139181687,0.9123335983848667,0.1261312748175758,0.29941445706020614,13.607126493920523,0.1924342796678285,0.056042434614568946,1.3921245172714785,0.6062772325272167,0.9156535384129914,0.3339789995274375,1.666021000472562,0.2912223806312369,0.29085914149605985,0.2891395368129579,0.6394374023007682,0.048298072919462906,0.0761715032792213
3800,7.4718732249130015,3.352459426356774,0.4837898672980692,1.7564870391621763,0.04117942099893767,1.5488205790010627,0.0020750600148368046,0.9165928731548996,0.12676467017316098,0.3012578409134092,13.634445858553006,0.1926241343657437,0.05619425809662707,1.3955441829208193,0.6065100430749415,0.9236617371433753,0.330386237532723,1.6696137624672762,0.2938056554230096,0.2934413670295799,0.2917067715765712,0.6472618978151378,0.04873627293994814,0.07615465270180337
3900,7.473853063621515,3.363851372248502,0.48568453105022824,1.7646139204576663,0.041146917040272596,1.5488530829597276,0.0020896135702210853,0.9206624708574672,0.1273699407628939,0.3030203856949558,13.66035613209551,0.19280442577365556,0.05633947283181841,1.3988135379178828,0.6067350837054097,0.9312699061485289,0.327022533279482,1.6729774667205175,0.2962706368935969,0.29590536275259416,0.2941564868354709,0.6547535162332013,0.0491547473740786,0.07613899267935514
4000,7.475727548009495,3.3747127217202273,0.4874913147063132,1.7724032781150034,0.04111641996265822,1.5488835800373422,0.0021035420096766552,0.9245525436070642,0.127948522201256,0.30470510407125406,13.68494543117422,0.19297448167187978,0.05647835013731581,1.4019393298893044,0.6069542161000562,0.9385029423940212,0.3238692271583362,1.676130772841663,0.2986232638465118,0.29825706236586,0.2964945774394343,0.6619262436928798,0.04955444289583324,0.07612432591060256
4100,7.4775002071162815,3.385072195451271,0.4892149728364149,1.7798682621938375,0.04108764988098366,1.5489123501190167,0.002116855082987591,0.9282735231765247,0.12850207187651483,0.3063184056338462,13.708291594070003,0.19313482871130117,0.05661117008810516,1.404928203893373,0.6071687971832876,0.9453839661493326,0.3209094213700452,1.679090578629954,0.30086917323418627,0.3005020979958367,0.2987266409137799,0.6687936981655844,0.04993619665079484,0.07611064152371584
4200,7.479181875997786,3.3949560118672975,0.4908593045611039,1.787025640798722,0.041060261351298,1.5489397386487027,0.002129620713986812,0.9318304118447099,0.1290310848984307,0.3078579806838489,13.730474983614318,0.19328793072481468,0.05673826417997875,1.4077872424211115,0.6073796998550404,0.9519344357809749,0.31812789116516293,1.6818721088348367,0.30301369906958625,0.30264579978145767,0.3008579715399232,0.6753688246276252,0.0503009202394386,0.0760977848584505
4300,7.480774492180304,3.404388828828409,0.4924289261222604,1.7938869852419217,0.04103442614560389,1.5489655738543968,0.0021418378543230023,0.9352332178494777,0.12953728711843815,0.3093326194997592,13.751558877235844,0.19343250352712052,0.05685988158984966,1.4105223287489814,0.607587500447565,0.9581742457488722,0.31551083492405435,1.6844891650759453,0.3050618875594668,0.3046932098759358,0.3028935814465073,0.6816642007510643,0.05064938671440118,0.07608575790538588
4400,7.482284968017562,3.4133938643025608,0.49392750774042266,1.8004654932995632,0.0410099479414421,1.5489900520585584,0.002153537678224086,0.9384887039096572,0.1300215994656832,0.31074367967598987,13.771608401554357,0.19356966023000508,0.056976279224762894,1.4131393594442951,0.6077924870285362,0.9641217686841123,0.3130458409235112,1.6869541590764885,0.3070184975711357,0.30664908380111355,0.30483819583370686,0.6876918190802566,0.05098237072537206,0.07607447503756061
4500,7.48371831315438,3.4219929046794864,0.4953586408589033,1.8067733350594206,0.04098674456809936,1.5490132554319012,0.002164743092183766,0.9416037055471663,0.13048503446647297,0.3120940771267533,13.790682647825426,0.19369983501424515,0.05708769832191319,1.4156438620395204,0.6079947794287627,0.9697940670791954,0.31072160971013624,1.6892783902898634,0.30888803850891244,0.3085179278332285,0.30669629293108747,0.6934632173546036,0.05130060086445838,0.07606388190362748
4600,7.485079264445357,3.4302065422129076,0.4967257431951726,1.8128221723082185,0.04096473645876857,1.549035263541232,0.0021754765308356137,0.9445848214265454,0.13092857196474167,0.3133866580966711,13.808837054881506,0.19382344849572467,0.057194369459253824,1.4180410912767196,0.6081943813557463,0.9752071351031215,0.30852774261071775,1.691472257389282,0.31067480847164874,0.3103040372203563,0.3084721414589291,0.6989895281722388,0.051604773671625435,0.07605392666944931
