milliseconds,T,B,E,R,V
0,2.9295063008343223,-0.0007148967773223822,99.83192039716597,0.8130146013752451,0.0
100,3.126346426309359,-0.00010911656324385198,112.60692769796503,0.899511578254099,0.0
200,3.141881593340944,0.004044094271272959,123.52919032625189,1.3603083684262618,0.0
300,3.1694806473029553,0.0019944165177254608,132.49230313600435,1.3357701013719214,0.0
400,3.232561974113502,0.0015694235126192542,137.82865793938817,1.5699265594842926,0.0
500,3.243761926530759,0.0024233102068061214,146.28114593490278,1.6423546178806734,0.0
600,3.4940960445128404,0.007584060537271374,150.55344138656235,1.9227262758559591,0.0
700,3.4948952140470055,0.0040743367230224765,154.90513117111018,2.12290820097426,0.0
800,3.444846346641167,0.008751740490009806,156.7992329744176,2.335656264819267,0.0
900,3.6015396693784214,0.012559347667838575,159.05092400171597,2.002605620347518,0.0
1000,3.6587604035641945,0.010775582368364935,161.80854997502144,2.2140247232030466,0.0
1100,3.5780525717883074,0.01438766808748083,165.08919314014415,2.7196809047396315,0.0
1200,3.8755837069273387,0.015232363239377307,169.66684509276206,2.535957102600214,0.0
1300,3.9785705061330106,0.012243448061417077,168.26760845812504,3.0308598423924957,0.0
1400,3.86650370869598,0.012500234537824189,174.3087276127817,3.102646671266626,0.0
1500,3.9795388957154962,0.02072759381317877,175.51765583737892,3.129764952617155,0.0
1600,4.178449001900018,0.02081846570539002,176.2352481774619,3.2771691964746053,0.0
1700,4.08312576004463,0.021974484225520733,177.4539170794237,3.6548994620053383,0.0
1800,4.327498482356074,0.02238861647392717,179.15859838410995,4.03121198631751,0.0
1900,4.25517257251071,0.02426496316436726,179.2993847371083,4.196103707990861,0.0
2000,4.389672399894665,0.02340133649023417,179.41236984595992,4.157783184484624,0.0
2100,4.473761638567999,0.0257706029401241,182.28298350656402,4.1979398794770635,0.0
2200,4.603389939549839,0.030736008655201263,185.96930873438802,4.260759156977015,0.0
2300,4.641279404974229,0.028365316723642175,182.87397504898595,4.5815309199750756,0.0
2400,4.7617730707630095,0.03577449159128292,185.95601357593722,5.084083297703546,0.0
2500,4.72664032433093,0.03488807012504985,184.63186690434875,5.1851199187211705,0.0
2600,4.827270937947478,0.03524035832526119,189.78302566662398,5.335359228763374,0.0
2700,5.00975200047459,0.04327232381201758,190.53946934493948,5.309776037611145,0.0
2800,5.22081162518261,0.04496063852253604,188.9213578615917,5.502786409167016,0.0
2900,5.174745680131763,0.04380801692700228,188.9329087588474,6.028655704104218,0.0
3000,5.434789624527069,0.04637902971668566,191.1529737899639,5.934426584784204,0.0
3100,5.39552017977885,0.05024684964440756,192.06889724787294,6.358943494084127,0.0
3200,5.5534165439114105,0.05456870510273366,191.1638278143815,6.1558116203473014,0.0
3300,5.7243454089270225,0.0567392280152196,192.59121845794945,6.457284615697194,0.0
3400,5.816098494106488,0.05670755770525062,194.06052200103923,7.01031418469571,0.0
3500,5.82382148611196,0.06325519088199484,191.71471180443143,6.764266565194523,0.0
3600,6.0604932795787345,0.0647889835869052,191.38037712635256,7.311620867142188,0.0
3700,6.0271466119905766,0.0707447424702035,193.1509829491515,7.601324292104258,0.0
3800,6.3557052902538445,0.07478636477427407,192.32765618790532,7.663675073618372,0.0
3900,6.369340876048576,0.07654369192588144,193.5614417445718,7.508384187129772,0.0
4000,6.573364130126163,0.07656202863604537,196.2518398746269,8.119306178681706,0.0
4100,6.604915200361261,0.08036190242281017,193.75203618066175,8.198205099008947,0.0
4200,6.778457876300234,0.0894579753604961,196.38210684449712,8.2995292951339,0.0
4300,6.866011074021064,0.0936233980743997,195.95274189515678,8.676975215252497,0.0
4400,6.994270850820948,0.09128949749309104,197.55889149144082,8.62043754496064,0.0
4500,7.0543879608783175,0.10001337483438509,198.23442832962968,8.703625335129157,0.0
4600,7.3020978350974115,0.10143288512608051,197.83157465007338,9.323749993912378,0.0
4700,7.514166554912858,0.10519297007660625,197.228775110148,9.397824217897867,0.0
4800,7.516608708348737,0.1127832765621979,197.55043287025717,9.405827204147943,0.0
4900,7.566690526899776,0.11408550177447326,195.43215410223692,9.536547291180678,0.0
5000,7.721874736760287,0.11852950994889012,198.3869687319381,9.7349811633358,0.0
