miliseconds,clb2,cdc20,cdh1,securin_total,separase_total,securin_separase,net1,net1cdc14,polo_total,men,polo,tem1,cdc15
0,0.9965357765118347,0.0003145695240804566,1.0978990343799545e-07,0.5992576202791703,0.25,0.2479810434926298,0.09770836074157227,0.48498404854185423,0.9899948871915623,0.00015079257681801158,0.94510449949398,0.9938585533739105,0.025682991604416668
100,0.9970354488756744,0.0009447460757110817,3.884353607379332e-05,0.5977293117906077,0.25,0.24851265557218374,0.09705771356776081,0.484676288607519,0.9900037416311381,0.01476509253582558,0.9438223406077387,0.9267402384763995,0.02573338457933835
200,0.9965719636743884,0.002704357243381522,3.979772065256609e-05,0.5992797088854019,0.25,0.2484849661473758,0.0949911165622709,0.4842120505403092,0.990022953700165,0.018642001161236457,0.9428652792813944,0.8840658324284,0.02576431158847118
300,0.9965679467948948,0.004420581091344274,4.0571137876927244e-05,0.5970838460220882,0.25,0.2485115169962142,0.09268295628155783,0.48374686775902903,0.9900253556204969,0.019581932725206346,0.9419874020148997,0.7941311893898912,0.02579603445044423
400,0.996581304096553,0.0064947952717376856,4.082332124333678e-05,0.6007921299754303,0.25,0.24850231869008035,0.09082659448235943,0.48332363265184725,0.9900348685453112,0.020121488632479097,0.941216213450613,0.744508192630715,0.025866816586558032
500,0.9962014683625828,0.007934196723609312,4.184364266144623e-05,0.5955392714593586,0.25,0.24849242740905858,0.08832087857187118,0.48298197804468074,0.9900396479219519,0.01913319139254409,0.940637234766324,0.6807118716754855,0.02594251786590002
600,0.9959968514246588,0.009652685929719152,4.2155002770104545e-05,0.5948385645155427,0.25,0.24846136488356363,0.08676730704285868,0.48259785068775873,0.9900548374474,0.01884225251954186,0.9400137282554748,0.6234100813398552,0.026006876115916962
700,0.9965260885007589,0.010560898997524305,4.2925130934033086e-05,0.5935935341904706,0.25,0.24845005801228326,0.0848331088972834,0.4822299386144984,0.9900651769084982,0.01817270048055641,0.9395436439681328,0.5776696346976106,0.02612281311125062
800,0.9961786646768762,0.012228836248782706,4.371145566933147e-05,0.596459852044589,0.25,0.248465224626566,0.08310539721605135,0.4818911592696655,0.9900775160632687,0.01762765973988819,0.9389669976777272,0.5099337463796564,0.02620818927982692
900,0.9956349721466541,0.013855219796043889,4.391317482750437e-05,0.5947195979894505,0.25,0.2484484667127212,0.08178173934059656,0.4815455770169597,0.990081936842166,0.0165897483598806,0.9387181432903919,0.4507921340430384,0.026302988268878853
1000,0.9953901156102217,0.015108170329060987,4.466041031502518e-05,0.5904183041778335,0.25,0.2484344099260471,0.08019755038747965,0.4813936604381067,0.9900843294246089,0.01522667244600456,0.9384828169954097,0.3916306438418468,0.02640755354389971
1100,0.9949492791886065,0.016972887689147405,4.485884961419975e-05,0.5910998657229791,0.25,0.24840268628781567,0.07921109958924298,0.4811683263372162,0.9900933052532227,0.013472486933014696,0.9379857971638368,0.3315489533512398,0.02652806890583462
1200,0.9952648005997665,0.017092195641424307,4.512620296756829e-05,0.5872438762205181,0.25,0.2483843610792061,0.07855950856496216,0.480957907193756,0.9901121600545395,0.011975380703007667,0.9378836005563108,0.2786815872798181,0.02661432139201272
1300,0.9948457302226044,0.018611274734956634,4.528901120606673e-05,0.5877171066681627,0.25,0.2483848573528894,0.07777520889287214,0.4808055470278369,0.9901097947746821,0.010219106404740785,0.9375859589576285,0.2202076332385835,0.02672734692935528
1400,0.9939541362779452,0.020094197075469795,4.532061740960717e-05,0.5834374543724589,0.25,0.24838431574995493,0.07727956204056068,0.48083578947227484,0.990122872421335,0.0073967480190909075,0.9374154871351085,0.15946971133914611,0.02687782319853304
1500,0.994128097836044,0.02216401359767201,4.5033108413940505e-05,0.5816955008667939,0.25,0.24835287665911993,0.07766377847363838,0.48085827771947237,0.9901327698135479,0.004170495660440279,0.9371792149745307,0.09707536658810832,0.02694350545075033
1600,0.9935063267281553,0.023560724778959995,4.467836186618768e-05,0.5788886081974025,0.25,0.24834584424349385,0.07767254997688819,0.4810738868964142,0.9901357915643075,0.0013376912927174833,0.9371281337640103,0.0342578883940976,0.027029850643405125
1700,0.9927928310529658,0.023507869266494,4.4470205505662115e-05,0.5754582719437046,0.25,0.2483344404230415,0.07835696892755553,0.48132956081219075,0.9901448994380065,-6.82464906916663e-05,0.9369056165388148,0.0024330263081658613,0.02709097154660901
1800,0.9926497886997347,0.02639801131378818,4.428864491690044e-05,0.5730152296650507,0.25,0.24831722787349567,0.07893127673111584,0.48147172659104076,0.9901540331478647,0.00017665691102806687,0.9369083392948406,0.007900755923121984,0.02714954770016839
1900,0.9920118031841372,0.02691945251116781,4.402727562027825e-05,0.5722886777272431,0.25,0.24827552775039383,0.07984011341894845,0.48157940143236183,0.9901643294689226,0.0003690541079698129,0.9366484549301294,0.006893578253051749,0.027220290235393033
2000,0.9912071538003004,0.028757440121410738,4.366986688192707e-05,0.5656338336316727,0.25,0.24826113016828963,0.08050130183803107,0.481787118525918,0.9901716673111294,8.680043804207838e-05,0.9366145218063732,-0.005167101669679076,0.027249392273064388
2100,0.9909840410904429,0.029745921272034983,4.3950392491111326e-05,0.5637645927989263,0.25,0.2482595945030333,0.08112258699054586,0.4819382027762343,0.9901880276563974,-0.0003480536943666893,0.936661007390553,-0.0008370707926133054,0.02728603824514151
2200,0.9900800713619665,0.030307746750465204,4.358759496818706e-05,0.5601555061185285,0.25,0.24820936589799283,0.08198932579197478,0.4820639422449732,0.9901912301841197,0.00023905598277153118,0.9365488819723292,-0.005812772629628345,0.027308794807998093
2300,0.9899853317136285,0.03262298828638176,4.302732776133513e-05,0.5562420908317707,0.25,0.24818492791049412,0.08227632476326632,0.4821688491157849,0.9902019531256835,0.00036984883171956083,0.9364177797618587,-0.006446107160460731,0.02732077839772222
2400,0.9889036718909877,0.033954275948730885,4.2896946519561565e-05,0.553849866568822,0.25,0.24818042634959486,0.08323678561799581,0.4823609851479661,0.9902054000172292,-0.00021201431871282773,0.9362476520975807,0.013128023315510598,0.02733804732144987
2500,0.9884836882740693,0.03481263872294428,4.315009479684711e-05,0.5512135978595549,0.25,0.24813784733904873,0.08374316041938153,0.48251195769602073,0.9902252792749308,-0.00013468100414074864,0.936257248987125,-0.009515361099315292,0.027338127071375395
2600,0.9871649857638157,0.03660787271297801,4.260142924361322e-05,0.5451577310980694,0.25,0.24813468400400798,0.08446571752473596,0.4826158710677769,0.9902248130727812,-0.0001917733030334113,0.9361827643142571,-0.008102417287042946,0.027356993983789362
2700,0.9864516645491685,0.03867382966239066,4.275341897077776e-05,0.5405167096728652,0.25,0.2481169900741072,0.08502880610090335,0.48273825180098423,0.990232186907778,-6.876909154832718e-05,0.9362580391997208,0.006739919222201919,0.027335810407543917
2800,0.9865625173173678,0.03845363944276704,4.220993288808438e-05,0.5372390141749435,0.25,0.24808226848510023,0.08546799489287935,0.48286752846261555,0.9902479605043759,-0.00032664099346598136,0.9362004324508257,0.015702274889210766,0.027353563280908783
