miliseconds,clb2,cdc20,cdh1,securin_total,separase_total,securin_separase,net1,net1cdc14,polo_total,men,polo,tem1,cdc15
1400,0.9944281221205259,0.02016791907860108,4.538304823860343e-05,0.5817662903370984,0.25,0.248398805756064,0.0772329988284301,0.4808246626215629,0.9901239667409932,0.0075395151749066275,0.9374576931559513,0.1612241226701885,0.026859519509677045
1500,0.9937721276802712,0.022448681843111794,4.537635788402697e-05,0.5805708359096935,0.25,0.24836865436949393,0.0772605855467423,0.4809212899004274,0.9901352796799724,0.004824046789534237,0.9371634529146265,0.08512312191493265,0.026949841238976303
1600,0.9937039972953502,0.023970736115432597,4.493298315053805e-05,0.5790217265345421,0.25,0.24836177805039078,0.07797243980293847,0.48104568405318054,0.9901448109461913,0.0016816570773314401,0.9370069146859815,0.038516054929785194,0.027054974781814053
1700,0.9928467367654569,0.02413113184848138,4.4423734334930806e-05,0.5783384130947689,0.25,0.24834333227248218,0.07824492830220879,0.4812874034929884,0.9901458697796135,-4.831654786133041e-05,0.9369226749984222,-0.005648679977854257,0.027120460216175223
1800,0.9922872984362483,0.024916897033215073,4.454441542683817e-05,0.5732797970204598,0.25,0.24828900931714856,0.0792871959861297,0.48149971148827864,0.9901576328554309,-0.0001295269616529757,0.9368086748364659,-0.0022171318776453546,0.027145264278547115
1900,0.9914000702310891,0.02628407002306465,4.410599300552105e-05,0.5677690541603384,0.25,0.24827807508605518,0.07999539142467768,0.4816722346054842,0.9901710960434186,-8.696305400721426e-05,0.9366719402678463,0.008532847433340112,0.02722152034796292
2000,0.9914500224614687,0.028799892723189346,4.4171805005170374e-05,0.5671928794489915,0.25,0.24827714532159872,0.08038027070065303,0.4818203552260381,0.9901786122858944,-1.8832243549433088e-05,0.9366568800423666,0.005950194759385755,0.027243642189615336
2100,0.991168359828135,0.03084480473490953,4.375885222424444e-05,0.5622789424880211,0.25,0.24824910354886287,0.08137965536300296,0.48199074194300645,0.9901793874231105,0.00031853800670062426,0.9365588800451627,0.014980663116141428,0.027290996042751297
2200,0.990047102711764,0.030536076517657555,4.354267853674072e-05,0.56062755316856,0.25,0.24822929330645252,0.08168163631163103,0.4821397363278107,0.9901969696236385,0.0002717324463337618,0.9364553179681477,0.007082067072550406,0.02733493597620583
2300,0.9893042952384293,0.032193269327726357,4.3190553021150735e-05,0.5556025004729079,0.25,0.2482194007050239,0.08226783318267307,0.4822095966212424,0.9902067041242805,5.691942059100829e-05,0.9365037540174206,-0.010490157616041794,0.02730711857220656
2400,0.9884804275784256,0.03362898607638023,4.3308909295075494e-05,0.5524038461099018,0.25,0.2481751740892258,0.08314062612754862,0.4824142210135835,0.9902078831266705,-9.874544021750607e-05,0.9364217333046863,-0.005338959951924804,0.027345930125486428
2500,0.9887634642727556,0.03475573900649072,4.294555934462541e-05,0.5485012251720259,0.25,0.24813881648882574,0.08387667965050398,0.4824626031407988,0.9902254829703567,2.881694522674076e-05,0.9362842890510359,0.017366146586887916,0.027378475538371024
2600,0.9879229974459591,0.03646728733513662,4.245891321864144e-05,0.5479188767311638,0.25,0.24812924003998654,0.0840478611910984,0.48260442348587007,0.9902310301003582,-0.0002065910107079313,0.9362247814820134,-0.010865567595974339,0.027373644220748453
2700,0.987211628750756,0.03831822741978334,4.274092330391393e-05,0.5434871163709766,0.25,0.24811293357782388,0.08506133445158313,0.482779860750121,0.9902391780071225,0.00016683236323110806,0.9360691624182136,0.01806630644412345,0.027370908781416674
2800,0.986089741000229,0.04006111101403067,4.246091727143874e-05,0.5391163901383371,0.25,0.2480788594348991,0.08554714687997796,0.48284008474374795,0.9902417738995394,0.000204302206761402,0.9361484825942875,0.015983900018329594,0.027354332910254752
2900,0.985872453697656,0.041323826031078044,4.2342069862519716e-05,0.5361439815121398,0.25,0.2480396863922963,0.08591507473050725,0.4829502941273766,0.9902531759227304,0.0003380185099387406,0.935982620457483,9.713647240134401e-05,0.0273668238766353
3000,0.9846205136036889,0.04158116203843173,4.227730519709913e-05,0.5295805049123182,0.25,0.24802514461403333,0.08635188651568385,0.48308207762359373,0.9902586385332601,-0.00012487745844708245,0.9359167821097176,-0.00685242646485708,0.02734283228430552
3100,0.9838864866058042,0.043068560837209474,4.185921975483512e-05,0.5246442441793798,0.25,0.24799206975010685,0.087086484625668,0.48325287431649167,0.9902721440719164,0.00036629783519490447,0.9358474765416973,0.0162056282583573,0.027347902150868072
3200,0.9833730102692795,0.04511377568773082,4.170771194138508e-05,0.5246450705178652,0.25,0.24794057774041076,0.08756478056526011,0.4832528134521392,0.9902812445328968,4.956055844297275e-05,0.9359082630867817,-0.005973246784267736,0.027347043439557347
3300,0.9817973632448845,0.04616642792927664,4.197831288915442e-05,0.519655710421774,0.25,0.2479208311924261,0.08787406042715763,0.48336860034776435,0.9902845404036601,0.0002540337959413297,0.9359522418950579,0.009496545467516885,0.027295320220090975
3400,0.9817628166856772,0.046322556332401864,4.186913166456147e-05,0.5143902933712257,0.25,0.24788672777303028,0.08854598989179648,0.4834576666555506,0.9903005535531338,-0.00020391740738903995,0.9358561065233142,0.005290022912809136,0.027301681410482316
3500,0.980210628592337,0.04772011230459638,4.1188383463371394e-05,0.5094876832382464,0.25,0.2478159097169058,0.08890223790709402,0.48362678004026743,0.990304680428983,-0.00027186049305610795,0.93578971801326,-0.0003967200859991901,0.02727136108558251
3600,0.9795401795267312,0.049556291879139645,4.164458862739487e-05,0.5044574232000203,0.25,0.24780600656457458,0.08929152672181673,0.48370437224366014,0.990319057442273,3.623983052353488e-05,0.9356941263910656,-0.005835836057494451,0.027289365469140153
3700,0.978467816268864,0.04976613201284512,4.156126053341982e-05,0.4985555094847381,0.25,0.24774842832410707,0.08970461944859355,0.48379498762281936,0.9903296413602878,0.00010474762630649192,0.9357471240876978,-0.005232712102627626,0.02723624093011688
3800,0.9775067754264547,0.05255206989225135,4.1404059773051064e-05,0.49632705448011244,0.25,0.24771390018789427,0.09006964431231687,0.48378346317383686,0.9903290317601995,0.0002036631199464299,0.9356616410186295,-0.0035048194173908425,0.027240204166989468
3900,0.9764996825169805,0.052761613423368145,4.093509345630881e-05,0.4913355556695656,0.25,0.24766789377345735,0.09056314499916085,0.48394812417893324,0.9903449251050777,8.516825859581698e-05,0.9355793417234466,0.015817990436474333,0.02723939875000623
4000,0.9760760158122792,0.05362319253433184,4.099475042046672e-05,0.4866690720125197,0.25,0.2475961292136626,0.09104539881181947,0.4839878559567885,0.9903567988066699,0.00025717302301893347,0.9354362962462606,0.008188131300202154,0.027208092253738995
4100,0.9748777211681733,0.055291291082229875,4.0666579236742426e-05,0.4797146550079589,0.25,0.2475542011367184,0.09122832669791554,0.4840268163280136,0.9903531074975802,9.152858387578538e-05,0.9353743864204226,0.00940298835342149,0.027216663971400632
4200,0.97375048709259,0.05731352724828173,4.057292343790166e-05,0.4756655034898331,0.25,0.24749473795491117,0.09188879955459302,0.48411623504613654,0.9903734293035343,-0.00028622640954737956,0.9353799449489599,0.006326037480264208,0.02720326105066613
4300,0.9726866656346608,0.05748916430094596,4.069446778096877e-05,0.47035182356642713,0.25,0.24740849533486203,0.09205293382255196,0.48416687910053147,0.9903742662497652,-0.0003320732698478346,0.9354150282663328,-0.008389073315796015,0.02715947174364268
4400,0.9714182323851253,0.059798637493932,4.075760045363154e-05,0.46526219958896214,0.25,0.24737594101069932,0.09281895093129959,0.48423881799222085,0.9903792099573716,0.0003125751354387808,0.9352050902892876,0.010632656544370716,0.027134680304384377
4500,0.970070000654948,0.06039981302837715,4.037755221970267e-05,0.4621547528779151,0.25,0.24731446466701176,0.09274832294895129,0.48430869145451066,0.99039998266876,0.00021622645794599718,0.935215133880807,0.01869832022075022,0.02715189458536989
4600,0.9690295366690006,0.06235710401699479,4.086330701527698e-05,0.4595209722141177,0.25,0.2472294613918762,0.09304745709789902,0.484385232102028,0.9904008690665,0.0003665631955396201,0.9351169440485615,-0.0025473472174160853,0.027154101620636296
4700,0.9682273502263109,0.06278096765659387,4.0617972050077326e-05,0.4525637304336218,0.25,0.24719057194006627,0.09346326956857919,0.4844816645327429,0.990413003290131,0.00011598568544484473,0.935243355266243,0.0014306181027511503,0.027127155107735747
4800,0.9674428938167836,0.06338649336120235,4.064441892696716e-05,0.44786253223750927,0.25,0.24710474638427676,0.0936802109000284,0.48459203376762605,0.9904157563087469,4.89055252095358e-05,0.9351119765119733,0.0014180514705234735,0.027103437670296427
4900,0.9659567870102704,0.0649046934848073,4.044663459820589e-05,0.44317399669510926,0.25,0.24703055760792614,0.09408220975257456,0.48455299078041825,0.990433299097589,9.794015091329757e-05,0.9351185415298024,0.014378768899482915,0.027118051538604134
5000,0.9643874045873781,0.06581297169987153,4.013731165528701e-05,0.43922736259851836,0.25,0.24695440883859582,0.09481554499074044,0.4846938425616245,0.9904318196095413,0.00030206241844975523,0.9349944112768322,0.0006832177751562858,0.027082385486432575
