miliseconds,clb2,cdc20,cdh1,securin_total,separase_total,securin_separase,net1,net1cdc14,polo_total,men,polo,tem1,cdc15
0,0.9974994089186188,0.000864501687808208,2.800596556577644e-07,0.6004018226314571,0.25,0.24798857556361986,0.09818377127968321,0.4849831149232439,0.9900030943694772,-0.0001848300202999724,0.9449615516821919,0.9900310584621139,0.02568522974886738
100,0.9969889545670743,0.002161368418340277,3.903440316806185e-05,0.6000178078764727,0.25,0.2485225875558286,0.09710074801228938,0.48465045268141566,0.9900080380633454,0.014477515488772432,0.943805939907117,0.9393553390497461,0.02571991664703765
200,0.9964532842746383,0.003727515118287045,3.994196928583153e-05,0.5986650872441472,0.25,0.2485087866505708,0.09528608088213034,0.4841654325363533,0.9900150851591333,0.018831018406371965,0.9428120632827639,0.8804879016396794,0.025773879283584586
300,0.9964613256124213,0.003935938754192257,4.040404615508504e-05,0.6010832143140288,0.25,0.24851164466719441,0.09275213483954804,0.4837833935809396,0.9900277427186073,0.019551854841674838,0.9419199439365319,0.8087835551171829,0.02581929402348075
400,0.996523648126443,0.005797415806079372,4.100209351798331e-05,0.5963698199410664,0.25,0.24849758646135173,0.09083614924552952,0.48337691100153846,0.9900364042811547,0.019727512433735227,0.9411196467506703,0.7338397989628216,0.025863997526463994
500,0.9961420587140152,0.008060591257008504,4.1763264687816884e-05,0.5966992029221373,0.25,0.24847009180946747,0.08847018187439276,0.48298163691880375,0.9900407200811127,0.019511546416718574,0.94062237797137,0.6956751385343081,0.025941896132543076
600,0.9964275418809528,0.008252333672033247,4.231545042601781e-05,0.597953386671342,0.25,0.2484775474628112,0.08647114784711862,0.4825609477803865,0.9900539032135035,0.01882437170571667,0.9400105865678996,0.6209450614721175,0.025998250763576668
700,0.9959276413614837,0.009345277944173317,4.307286045463359e-05,0.5939206765419182,0.25,0.24848258459817055,0.08457469497125795,0.4822683810013042,0.9900613748185128,0.018004491836557054,0.9393832746539819,0.575035389700879,0.026095554004086904
800,0.9964589524041498,0.01190110511377784,4.3726352640629786e-05,0.5927962022452806,0.25,0.2484609456754423,0.08325274118780188,0.48195697307081703,0.9900707985231741,0.01733922555502068,0.9390725218501702,0.49977741047339475,0.02617676514939542
900,0.9955414009224284,0.013539040867222202,4.4061310425634265e-05,0.5943704499099377,0.25,0.2484385670388344,0.08177095160324473,0.48164642338289465,0.9900769903034975,0.016362007102378593,0.9387232762727806,0.4537892597065064,0.02631946018072769
1000,0.9954877364351025,0.015547831603850456,4.435942978096886e-05,0.5921033719504095,0.25,0.24841770445544875,0.08009053531653558,0.48131554693200984,0.990084874919825,0.015399556178677998,0.9383193363252751,0.4022274085251179,0.02641287821425921
1100,0.9953276364205427,0.015187938463397749,4.491212937702932e-05,0.5905666961628433,0.25,0.24842557386736724,0.0793507710694058,0.4810635952516221,0.9901044860728043,0.013532465218012685,0.938182382816179,0.3167730053420034,0.02653263395788196
1200,0.9953548122214736,0.01733410527930543,4.4961589094602714e-05,0.5865808137482557,0.25,0.24840725565328406,0.07850911910794822,0.4809460282354325,0.9901020745328699,0.011701636634720689,0.9378527870583353,0.2615361516980614,0.02662559753830384
1300,0.9946008628627582,0.019129648714329255,4.525225985750185e-05,0.5839656051679581,0.25,0.24838980112971135,0.0775905427944154,0.4808458131370187,0.990111575523391,0.00951920251426964,0.9376599612066525,0.21549068793649814,0.026758826544133602
1400,0.9937096884727242,0.02054284407408709,4.5417309943487924e-05,0.5851774027611111,0.25,0.24837759247562688,0.07778373355927212,0.4807738946405635,0.9901280604216806,0.007678232308275966,0.9374624224527384,0.16096717170910885,0.02683433670311656
1500,0.9939922046467466,0.02259590775797856,4.5220768595843475e-05,0.5825368960235197,0.25,0.24836739827562004,0.07736691102452388,0.48085301148927573,0.9901296211603461,0.004755091213282053,0.9371512268653038,0.09819595885700247,0.026961632382570624
1600,0.992918290498499,0.023224000591209663,4.521801006675985e-05,0.5779281752207387,0.25,0.24833280594166698,0.07788812183975148,0.4810342018885236,0.9901426789858764,0.0019515489190254293,0.9371224725640384,0.041519154673844094,0.027045624188065363
1700,0.9932640645468523,0.02454702890317761,4.4468285096628903e-05,0.5772762810358055,0.25,0.24832362179546202,0.07857609123980137,0.48123011861464066,0.9901441609179119,-1.2313876299267425e-05,0.9368705807535807,0.01996450391676795,0.027124032608639527
1800,0.9928027908085452,0.025704763395884844,4.4438337197013086e-05,0.5712281959547955,0.25,0.24831356817608138,0.07890992278573634,0.48149711375649923,0.9901595310227446,-0.00021093802159944766,0.9367781820157037,-0.005235809172129614,0.02714347039311963
1900,0.9922072975452776,0.027756023238873682,4.4028860150812046e-05,0.5716810726845817,0.25,0.24831169805661105,0.0796237372924533,0.48165402670423124,0.9901663037058438,-0.00022897612534681627,0.9367694866407723,0.00685298235267982,0.027228100038343514
2000,0.9908777835974494,0.027614506823010143,4.394946730990387e-05,0.5684723080324827,0.25,0.24828871348907872,0.0806365777955789,0.48175574650618264,0.9901807512935141,0.0001982114302687839,0.9367299596870376,0.006373007232983271,0.027271063099125296
2100,0.9903155594556721,0.029870306213311933,4.3788505964973425e-05,0.5618310752178345,0.25,0.2482676793065043,0.08129679341688072,0.4819521803614542,0.9901848120933475,-3.998465734330101e-06,0.9366676513396737,0.006785647752624774,0.027301371919242878
2200,0.9901040758502354,0.030280773614083236,4.325295180763722e-05,0.5601354948826808,0.25,0.2482226483553503,0.08166836797035874,0.4821287678973032,0.9901884539415978,0.0002344010660375909,0.9365464823889539,0.0023095863184709976,0.027322126410032597
2300,0.9895267575206496,0.03200992643791476,4.314056087414065e-05,0.5599434201276897,0.25,0.2482141984120299,0.08239593562757044,0.4821795796351095,0.9902074844587836,-3.837351340655424e-05,0.9363641880892886,0.0013072669950988454,0.027355803957703286
2400,0.9893314497205994,0.03379753075273459,4.2838695960266494e-05,0.5541715735828594,0.25,0.24820141513972596,0.08307435481461146,0.4823066500246085,0.9902123878544729,0.00017356671413987833,0.9364025376558752,-0.00170169895610865,0.02737143090936437
2500,0.9887622308240007,0.03618369705088679,4.258536430638818e-05,0.548755348239194,0.25,0.24813946360894354,0.08358517586150553,0.4825138171240158,0.9902141383619237,0.00017470800503768146,0.9362764946497228,0.0038273582259182207,0.027370129715133053
2600,0.9874694001402415,0.03690291899588199,4.2967158484232205e-05,0.5472981791568953,0.25,0.24812997951013713,0.08458459841149243,0.4826227858983847,0.9902255751047797,-1.885368484480909e-05,0.9361124927539068,0.01845733806140608,0.02737006869351967
