milliseconds,clb2,cdc20,cdh1,securin_total,separase_total,securin_separase,net1,net1cdc14,polo_total,men,polo,tem1,cdc15
0,0.9970419857171022,0.000840310234646453,1.835408009286088e-08,0.6017118784529486,0.25,0.24797993664029766,0.09786627644772393,0.4849812686713426,0.9900033809881035,0.00011955465358045396,0.9449159256834253,0.9899594084306337,0.025716035704374453
100,0.9968984960507044,0.0012076696207576237,3.894859374959557e-05,0.6016165908117123,0.25,0.24850907876269063,0.09723585290174408,0.4846734885351975,0.9900145595731822,0.014195377929492013,0.9439281952154904,0.9219749016935039,0.025734742390305886
200,0.9965256938715844,0.0025595650267234435,3.952211188517245e-05,0.6001129732998813,0.25,0.24852173673287528,0.09534557020973364,0.4842145797147564,0.9900120038603915,0.018375890878451026,0.9428123072022351,0.8728841037911609,0.025774762345724914
300,0.996510426073466,0.004139851926708636,4.0216474631985084e-05,0.6002933363443119,0.25,0.24848155882678719,0.0927360019046125,0.4837715121730921,0.9900284348345951,0.01986630935571964,0.9419945855624063,0.8202903158967519,0.025793565286311215
400,0.9969834785415276,0.0054243534724417565,4.080681526689741e-05,0.6005037737193188,0.25,0.24849184557522833,0.09054704270374923,0.4834409524476355,0.9900387869000673,0.019776220464957375,0.9412265047158692,0.7539760416499922,0.02584200948188815
500,0.9964577520920332,0.007239282437944851,4.158784509891848e-05,0.5955701132885188,0.25,0.24849825173174617,0.08823766328717511,0.48301026755718546,0.9900458777888653,0.019500116517023974,0.9406115792210656,0.6771004114718192,0.025930642231976896
600,0.9966323436755222,0.008342729768896601,4.256603855770634e-05,0.5945274642636792,0.25,0.2484546592571093,0.08641784329082133,0.48258481382579826,0.9900571977494419,0.019076044955735796,0.9400825774065592,0.6417879487000607,0.026025882317356423
700,0.9961524613927167,0.010967074491297909,4.277874271360392e-05,0.5973212653294153,0.25,0.24845147441252613,0.08488144818100897,0.482250488801753,0.9900650183032035,0.01794523394787947,0.9395105385179965,0.5688750906908736,0.02608829712537863
800,0.9964989886380731,0.01083825799951374,4.36138248373071e-05,0.5930615845938811,0.25,0.24844742315275506,0.08279635366847153,0.4818618486963867,0.9900660176570508,0.017149448014727613,0.9391035755674588,0.4998817761856213,0.02621347709594908
900,0.9953326812141033,0.01234797496093771,4.3905142463491356e-05,0.5923860377532129,0.25,0.24844892831916557,0.08157338244339482,0.4816257349625744,0.9900741503764221,0.016092009022648953,0.9386453248795308,0.4508970658659325,0.026288845781068052
1000,0.9954614047507783,0.015360354171552624,4.434434305730166e-05,0.58990947783128,0.25,0.24843569056193318,0.08044548368823562,0.48138627590697997,0.9900882385211668,0.015352039063168673,0.938390683879717,0.39909273686630564,0.026400333620810665
1100,0.9957302771223198,0.015136747946145059,4.4642443314085925e-05,0.5894840379569423,0.25,0.24843454316628913,0.07902527457741994,0.4810558645618823,0.9900951022091881,0.013773320779023957,0.938156702431463,0.3364515030989803,0.02654789262539372
1200,0.9947754888590983,0.01825814569567086,4.49963421980269e-05,0.5856306410326959,0.25,0.24840880333644905,0.0786403186835204,0.48095671044777816,0.9901056638614328,0.011759862210496966,0.9379103796098714,0.2702984747369397,0.026632863908849815
1300,0.9948701647931275,0.018031903727450845,4.526842118911014e-05,0.5850576356844727,0.25,0.24837294084078057,0.07760695775640433,0.4808690089383205,0.9901120702276194,0.00960356137224385,0.9375656808882553,0.2144688222264043,0.026740411211377744
1400,0.9938453673725371,0.020066264071898144,4.544340718499732e-05,0.5847529288011348,0.25,0.24839687059594734,0.07749355429007598,0.4808681839025587,0.9901181588893568,0.0072088534916723655,0.9374714307555364,0.16811632405772378,0.02685765070565136
1500,0.9933282940133787,0.02149255325297355,4.515153048800108e-05,0.5821314584298131,0.25,0.2483443147446827,0.07749574171824751,0.4809176226491746,0.9901292576193675,0.0042226035027249755,0.9373388232733678,0.10151146707289944,0.026928595615344546
1600,0.9931124052391067,0.023460908601775646,4.482219184812634e-05,0.581029568169132,0.25,0.2483616768356044,0.07758048371178818,0.4811282954281737,0.9901360328998259,0.001554398535108394,0.9370213952346764,0.05182092988894799,0.027016669951942452
1700,0.9927421862988869,0.02386955573021888,4.476844109592101e-05,0.5771572252956484,0.25,0.24831216691764402,0.07822745490828541,0.48130723551485083,0.9901481824757067,0.00017887995877524396,0.9368728347784434,0.00032742441091257717,0.027094452196513436
1800,0.9924153038327822,0.02566582767789848,4.440486100906703e-05,0.5756936847325352,0.25,0.2483268555082313,0.07921215901441542,0.4815046958631398,0.9901584305375221,-0.0002723176356083867,0.9368435676807598,-0.008422370793140422,0.027142110861050988
1900,0.992260429384418,0.027359169072453216,4.395522952425467e-05,0.5703886156360728,0.25,0.24829601655920014,0.08006309095023355,0.4815945707648208,0.9901714538192332,0.0001317839645003301,0.9367198357728962,0.003827519043362822,0.027233602032890353
2000,0.9914696784091801,0.02888117551357455,4.392933123302256e-05,0.5692202513291301,0.25,0.2482532421181845,0.08044340182905198,0.4817400175844761,0.9901822265489512,-0.00025830975597539917,0.9365474143827109,0.0016546684002873954,0.0272368882615858
2100,0.9909237304783403,0.03076097546781568,4.336941399322612e-05,0.5641860740130497,0.25,0.2482306876766379,0.08112403302399018,0.48197647964246076,0.9901919159627652,-1.1039794724142865e-05,0.9364912763943548,-0.006379997675954216,0.027275823423805655
2200,0.9902873446307221,0.03151901063970586,4.322043957945468e-05,0.5616741296082739,0.25,0.24824254631903384,0.08197884859553554,0.4820949860929103,0.990194593904449,7.808906111748573e-06,0.9365876863969881,0.017504572313345727,0.0273301875964313
2300,0.9898795795360135,0.032007392544254575,4.314583452830021e-05,0.5598210927879232,0.25,0.24818830600376773,0.08263123081239662,0.4822831116945874,0.990198908834502,-0.00019928998667433616,0.9365060657040124,-0.006259466890105722,0.02734673076445242
2400,0.9893354177478113,0.03467739488515739,4.2860405317064145e-05,0.553557148102818,0.25,0.24815930961909713,0.08306494425458183,0.4823394248567715,0.9902175395969749,0.00011009096884244282,0.936345167313369,0.007951734695828681,0.027359279209265952
2500,0.9879358933743972,0.03514048627736228,4.2704585382333234e-05,0.5497415049025574,0.25,0.24815126933749326,0.08370613988993562,0.48245853632676644,0.9902225138947913,-0.00022433580473152568,0.936232059746029,0.008702990832697504,0.027368165722433103
2600,0.9872945101075096,0.03701874824307415,4.269177534462552e-05,0.548360856617461,0.25,0.2481280824108912,0.08422335880791453,0.48256329040167145,0.9902343747300549,0.00015126335623404818,0.9361725148668468,0.013743133577542546,0.027338480442365812
2700,0.9871542156447672,0.03826457416552422,4.253129944067243e-05,0.5434118496475187,0.25,0.2481081610738484,0.08498961787744586,0.48279912124084323,0.9902356062573219,-0.0003298192034465508,0.936082856393094,0.001733345555164381,0.02736238247486352
2800,0.9865181366836637,0.039638527592001004,4.246279543249405e-05,0.5410609577805608,0.25,0.2480813464706901,0.08554441891851956,0.48290381492365486,0.9902474920506257,1.2263962558177896e-05,0.9360652487767495,0.014917974365088196,0.027360153152748083
2900,0.985281769084773,0.040748006878964876,4.211452915377572e-05,0.5343853641844797,0.25,0.2480451702161813,0.08616469972409617,0.48296344684402215,0.990256461703286,-0.0003166147384030822,0.9361716134669791,-0.0040397725560547965,0.02737620080185078
3000,0.984254911358446,0.04204482321269646,4.2167852497076584e-05,0.5325386167448969,0.25,0.248009707787053,0.08673700709764143,0.4830651011600041,0.9902610192996925,0.0003511583501222025,0.93600932040716,0.018297867210431057,0.02736009663822102
3100,0.9841221545819604,0.04344103182512869,4.1799962094920825e-05,0.5286087051506642,0.25,0.24797563022288793,0.08728104765612732,0.4832347587188954,0.9902720094924847,0.00023098608987677939,0.9359909173573566,0.009962634882230157,0.027328123052869406
3200,0.9833799366473872,0.044264100444426295,4.175147531728358e-05,0.5220860719124456,0.25,0.2479213965019072,0.08727254591170774,0.48323989595204403,0.9902810467387436,0.00019100464884119327,0.9359076187379102,0.015111261770365387,0.027302841397453727
3300,0.9821759560018172,0.0452853651491118,4.164892705714306e-05,0.5172028121946446,0.25,0.2479184677299663,0.08791054262558343,0.48340646178905894,0.9902918050255255,8.553951089159904e-05,0.9357930895523219,-0.00978497289961686,0.027302808122276787
3400,0.9808618898451213,0.047255840839888895,4.187738441081488e-05,0.5124096650552722,0.25,0.24785658707816932,0.08818041017051222,0.48347542436899343,0.9903014251843193,8.465358686594054e-06,0.935711421313032,-0.009419042470966112,0.027297721299459468
3500,0.9800711935379741,0.0488761591032265,4.133047931287795e-05,0.5086115981078255,0.25,0.24784498566877794,0.08911866379542882,0.4836183344655301,0.9903068324711575,-0.0001563206831990426,0.9356645466009775,-0.010383395520425802,0.0272750439962951
