milliseconds,cpep,cglcex,cg6p,cpyr,cf6p,cg1p,cpg,cfdp,csed7p,cgap,ce4p,cxyl5p,crib5p,cdhap,cpgp,cpg3,cpg2,cribu5p,accoa,malcoa,fer,fer_ext,fercoa,ferdicoa,cur,cur_ext
0,2.67,55.5,3.48,2.67,0.6,0.653,0.808,0.272,0.276,0.218,0.098,0.138,0.398,0.167,0.008,2.13,0.399,0.111,1.0,1.0,0.0,271.5,0.0,0.0,0.0,0.0
100,1.884853563226064,55.479826020499935,4.5211965295591545,3.9287440810484373,0.7673262703577876,0.6540168785074191,0.8100862507441448,0.3184830607729705,0.28742043669540557,0.22235056469369302,0.101555953502432,0.14936736260082736,0.39741948161939533,0.17370144007017307,0.006494831519169607,1.7228748722007934,0.30563463967401083,0.11266920158138845,1.0319908202296073,0.8671746316478196,265.92192031467965,265.9364219271168,95.47068244616926,0.02600218521617485,0.0028594626901175674,0.0016019297380350382
200,1.6859011683037333,55.47144022014156,4.795770919449901,4.380157107972211,0.8117086551920285,0.6557260422543187,0.8136498576451973,0.44506039565904604,0.3029679395983978,0.2476278731821439,0.10824926274296504,0.16486727438726684,0.3991429020125143,0.20068792547016387,0.005513386075174823,1.4547874587608236,0.26413226269890705,0.11740652841749868,1.1043951903794056,0.7347882212088259,264.4717594667138,264.48626107137727,190.91773912259808,0.028248213477471043,0.00488181045515145,0.0035809225904406272
300,1.5255751301453737,55.465333716266116,4.8738424125482815,4.660675896723915,0.8227702187651784,0.6575236586852494,0.8176082228771125,0.6308615682829652,0.3110774051596161,0.2872765060307368,0.11930898809541293,0.18080146469732739,0.4066524841244599,0.2409457458743718,0.004942659856693226,1.29533607973264,0.23664303164769138,0.12384836257110164,1.1988474829115896,0.6030845894932021,263.0215994004792,263.0361009972833,286.36326584400877,0.028468075527594176,0.006892042341700248,0.005587059783473404
400,1.3925316683810167,55.460172830903865,4.860951860092348,4.866878801992167,0.8194524067306145,0.6591578126704883,0.8215743208125089,0.8534924355725685,0.310600617725003,0.3314816540989628,0.13173201371369753,0.1944752309240099,0.4198585894412535,0.28498851998117936,0.004530041765881117,1.1777779937876331,0.2154326949346592,0.13091606784142915,1.3054432832696954,0.4722617335916773,261.57144012461964,261.5859417134771,381.8091667279511,0.028303813821492396,0.008895095613315083,0.007592982817966839
500,1.2774099561250252,55.45549936215038,4.805772584004921,5.03391758862012,0.8097203301698465,0.6605012053189182,0.8253723483630311,1.093926286407502,0.3039489614415986,0.3739186465285836,0.14315400943749365,0.20447311641837274,0.4367000542616175,0.3274709527623038,0.004196527720687072,1.0816244402049515,0.19769137459329458,0.13757729332850813,1.4188344421848427,0.342657485463211,260.12128164792193,260.1357832287443,477.2561434071577,0.027948723782654752,0.010887620014071358,0.009591854713089527
600,1.1723882152312386,55.45112576182351,4.731278641282884,5.1769386811564795,0.7970891593414354,0.661492558308845,0.8289234069761012,1.3392076632237262,0.29421294558950833,0.41191037740710845,0.15285036043306358,0.21092750672398378,0.4547751491240067,0.3664976455902206,0.003904366420135954,0.9970156666087215,0.1818496491818208,0.14321514500316013,1.5361009639405945,0.21497883413433735,258.67112397932084,258.6856255520179,572.7052511502766,0.02725444326839312,0.012859915869363405,0.01157684395537816
700,1.0704409099505088,55.44697572242884,4.647260886754261,5.302652385699951,0.7829894145622439,0.6621050714154556,0.8321921295730217,1.5817150675760323,0.28373623408208093,0.44461363071702253,0.16085750765322654,0.2145441755711455,0.4722916471465528,0.4017900759373429,0.0036271450677372503,0.9169038946337985,0.16669338886751414,0.14764184797906083,1.6555309403452858,0.09147708205972316,257.2209671279017,257.23546869238197,668.1598842722407,0.02537045530712048,0.014775717541637104,0.01352893618930062
800,0.9656123150298168,55.443029503666466,4.556765644322308,5.413536927445433,0.7678326469731581,0.6623284989253613,0.8351598399906598,1.817362887887224,0.27379635600118096,0.4717816919711166,0.16735021754090157,0.21598058817651083,0.4882317706206538,0.43366269227328624,0.0033437522016860834,0.8355056688003725,0.15121236091899806,0.15090464037062953,1.7759634754620235,0.0012360943379533798,255.77081110290385,255.78531265907412,763.6629427723994,0.00721082864796556,0.015881230743554322,0.015245769190044334
900,0.8542297207362426,55.439300244780775,4.459606788938684,5.509729283442062,0.7515667810471165,0.6621594730296776,0.8378109772619396,2.0436422599524375,0.2648727590829621,0.4931618112508116,0.1724204249372787,0.21565802501016704,0.5021317355195332,0.46256629219603573,0.0030394997865406622,0.7487375139850801,0.1347249753121789,0.15311903787749845,1.8964342282399773,0.0002999639554518825,254.32065591372452,254.33515746149004,859.35523692693,0.00039393115303126055,0.015487948578211655,0.015442325647272898
