miliseconds,NFAT_phosphorylated,NFAT_dephosphorylated
0,0.9958789486113402,-0.0022832348719541576
100,0.9639482454569219,0.03337854973375436
200,0.9324516031008019,0.07082795020451227
300,0.9028873813080447,0.09711900449839318
400,0.8693321928932689,0.13120955723200076
500,0.839291424666202,0.1572255682334594
600,0.8111492869707602,0.1830370982901297
700,0.7907274755350381,0.20583016286687583
800,0.7665004440493765,0.23209040760308747
900,0.7443335189552677,0.24979945263653924
1000,0.7191164600687148,0.2704688267025594
1100,0.7267309796618291,0.2694215129447367
1200,0.7299440149424121,0.2660976406207402
1300,0.72807651879209,0.25742384533492796
1400,0.7287165904355287,0.25206632026307263
1500,0.7418538545479079,0.24706363812214885
1600,0.7420125325911149,0.24166158900351786
1700,0.7437757543602207,0.23941659771063747
1800,0.7453711680744303,0.23047803206934647
1900,0.754348873477628,0.22392597163004369
2000,0.7562851382692855,0.22285803083583475
2100,0.7532725734308443,0.21359481658910992
2200,0.75750634627867,0.21246783488939672
2300,0.7685996680057281,0.21096938448910155
2400,0.7675379169695458,0.20537051920686122
2500,0.7684078893991131,0.20154413349737096
2600,0.7723856079851701,0.19412878816574317
2700,0.7726891079468813,0.18857033377850926
2800,0.775216061222013,0.1869292710835473
2900,0.7867040258404919,0.184850909810946
3000,0.7805359850623135,0.1813053852057306
3100,0.760329830814228,0.20530381757540717
3200,0.7368240829322298,0.22296819217080138
3300,0.7116387232336546,0.2506730934416981
3400,0.6945245648271164,0.27112940209317343
3500,0.6704978646147804,0.2860658716337759
3600,0.6502617874423312,0.3074859056457417
3700,0.6399090201785337,0.3237206323483647
3800,0.6168428078488943,0.333940755460191
3900,0.5982430111779987,0.35147770553138097
4000,0.5844512437666807,0.36396263603814066
4100,0.5930195627933437,0.35594438681328777
4200,0.5995242233790941,0.3528501610001946
4300,0.6051414459092048,0.34238438587176134
4400,0.6090350913950144,0.3370318023648133
4500,0.6113187926566284,0.32888518485349855
4600,0.6141824148661241,0.32322864933540396
4700,0.6225860607027616,0.31591872743116106
4800,0.6262808122375024,0.30885653021255394
4900,0.6330738176051369,0.3020315839203435
5000,0.6379482851601652,0.30006278275829684
