miliseconds,NFAT_phosphorylated,NFAT_dephosphorylated
0,1.000179038396115,0.00287987580302043
100,0.960791429734954,0.03820929035967004
200,0.9337889569868532,0.0704241536146371
300,0.9037343015826569,0.1027486844701189
400,0.8719734819165914,0.12462084533788224
500,0.8390121446042531,0.15817480415445492
600,0.8161730623443066,0.1814334417586498
700,0.7884319427931863,0.2090577314747031
800,0.7627755034001829,0.22856973114569784
900,0.7375090580431769,0.24972254701496147
1000,0.7159827461630085,0.2714041873583832
1100,0.7248444280905634,0.2696358916800637
1200,0.7266110825872586,0.26513058159285696
1300,0.7329457436085555,0.2593330464071472
1400,0.7289124924855788,0.24838707303171328
1500,0.7398151140870015,0.24872236133934258
1600,0.7457424661655737,0.24239615982227322
1700,0.7418473440781682,0.2333570705388816
1800,0.7520359024395235,0.22912561520418928
1900,0.7475461985777109,0.23025180507688203
2000,0.7561451922107211,0.2206751763276497
2100,0.7605950159703797,0.21955069546574302
2200,0.7658311830280519,0.21659226387381528
2300,0.7626164684212687,0.21162507751847864
2400,0.7668599643294811,0.20454673277395377
2500,0.771524533570006,0.1974309901638752
2600,0.7720293156781153,0.19573188531716604
2700,0.7774203512783653,0.19466284457257452
2800,0.7787152120455366,0.18766940606215243
2900,0.7858015774001361,0.1874432296333981
3000,0.7889622607546661,0.17940552553476294
3100,0.763305190669706,0.2031865839464114
3200,0.7332469303284231,0.2254462642393176
3300,0.7128191804741999,0.25121463410507117
3400,0.6906605525622698,0.27009589109498183
3500,0.6749181737177763,0.2827635611456266
3600,0.6511510121399205,0.3078100095881582
3700,0.6340785074119609,0.3226500695220825
3800,0.6171062856801488,0.3331728111188838
3900,0.6018827830572482,0.3517399782716821
4000,0.5898267254395879,0.3630431738158867
4100,0.5876196141613047,0.3584535898587668
4200,0.592458296868992,0.35026503671407133
4300,0.6020268491856108,0.3421072554929496
4400,0.6020977646103042,0.3387519474690132
4500,0.6107022816218082,0.33163856231267264
4600,0.6213049558378098,0.3236278515278247
4700,0.6247946886656035,0.3195583590753117
4800,0.6258179763828057,0.30928863797171097
4900,0.635005569445982,0.30225272656924373
5000,0.6384797023128113,0.2996795307979105
