milliseconds,NFAT_phosphorylated,NFAT_dephosphorylated
0,1.0028717113884689,-0.0026873092577896977
100,0.967969586735237,0.0319571825537977
200,0.9365261776943706,0.0692973796447963
300,0.904160994636371,0.0973803462827368
400,0.8711108158818401,0.12671493772345355
500,0.8418462795278603,0.15229609850317702
600,0.8169956553336594,0.17989608260577916
700,0.7844646577603723,0.2059224727553977
800,0.7605574309860924,0.23363900039748697
900,0.7405153596506097,0.25379769419015114
1000,0.7209611745794311,0.27679297777877376
1100,0.7199784166624291,0.26455194539317656
1200,0.7285767769781429,0.2631756249450694
1300,0.7308282933688394,0.25724783814991053
1400,0.7329679750095466,0.2537773223991208
1500,0.7405815540724755,0.2496074602813322
1600,0.7434976044319933,0.24214348283506373
1700,0.7435920883070329,0.2372740309629536
1800,0.7433851382760456,0.23390714238577381
1900,0.7517496519820568,0.22817875808786658
2000,0.7570567235758531,0.22221779078489295
2100,0.7617858572148661,0.21492174536794031
2200,0.7610321199191233,0.21088576906148207
2300,0.7671795534457071,0.21029516088145495
2400,0.7660655683446127,0.20343684917469676
2500,0.7712376167491364,0.2020130032510427
2600,0.7699124272827315,0.19828478283414713
2700,0.7726863124497639,0.1930922182656407
2800,0.7809901028550927,0.18453554704932784
2900,0.7793437060605923,0.18765804799262345
3000,0.780888552690899,0.18322259847049377
3100,0.7579176993832407,0.20495122290798462
3200,0.7340269808195551,0.23030253159154213
3300,0.7133838457620814,0.25068047000411503
3400,0.6972781006009495,0.2645566166085417
3500,0.67196956006503,0.2882447228029939
3600,0.6535165919720004,0.30034932362907774
3700,0.631470330857716,0.31874970941564446
3800,0.6180570760503563,0.3374714637428779
3900,0.6046647045083002,0.3535407776827531
4000,0.5857019155387168,0.36415722000328704
4100,0.5896395055458176,0.35803230311777856
4200,0.5929008852434993,0.3527073427476181
4300,0.5997761449711261,0.3409574468603197
4400,0.6024358040074381,0.33937114160075066
4500,0.6131561717020354,0.32947730739809605
4600,0.6137746205920209,0.3258764284498037
4700,0.6244836544069845,0.3173335360363232
4800,0.6270076084651881,0.30906257239836205
4900,0.6302682035869683,0.30455786609469354
5000,0.6360942737268034,0.29642992427153864
