milliseconds,CDK1_active
0,-0.005871160646781485
100,0.012510388250713952
200,0.03070875772666234
300,0.02987504090313271
400,0.03419047829648471
500,0.040747667364326584
600,0.04925886183945817
700,0.06030762487727039
800,0.08892949450805819
900,0.08209350336035168
1000,0.10012841365598216
1100,0.11844978175160198
1200,0.11061727568388655
1300,0.12706101318555066
1400,0.1478566240603092
1500,0.14713289033258145
1600,0.14986183810932965
1700,0.15708881457199372
1800,0.17807184348007385
1900,0.1864232494419381
2000,0.20017354458467307
2100,0.20919341176033893
2200,0.2135515320096844
2300,0.23582612711261944
2400,0.23529556599656476
2500,0.2608409514795061
2600,0.2511487373432319
2700,0.2725859583099566
2800,0.27829232584302227
2900,0.28577564766247
3000,0.2898533340092025
3100,0.3013362368215702
3200,0.3186691463224546
3300,0.3363527183804827
3400,0.32356454670675766
3500,0.3396501063870368
3600,0.3509889992450109
3700,0.35229766575731025
3800,0.3582230921588377
3900,0.3794437692750343
4000,0.3912015519546693
4100,0.3932404528513029
4200,0.4028316341220235
4300,0.3923334956384964
4400,0.40553053157404245
4500,0.39344148201563434
4600,0.41160006041257113
4700,0.4213835798265097
4800,0.41776071673102283
4900,0.4047591571529065
5000,0.4297332579563064
