milliseconds,CDK1_active
0,-0.0010512871822080303
100,0.01108135444563536
200,0.01990069191046795
300,0.0185009566305254
400,0.034047633121216545
500,0.04891241905327459
600,0.05443311073249187
700,0.06811678619901738
800,0.0851852865435232
900,0.08725743723569121
1000,0.09099992685477042
1100,0.11491096344863154
1200,0.11191414699121799
1300,0.13291589707923612
1400,0.13682772555071185
1500,0.15807352941968633
1600,0.16339738009868285
1700,0.1573624414378372
1800,0.18800310158579456
1900,0.19305516737200393
2000,0.2097713388698465
2100,0.19768458698456084
2200,0.22562486357507633
2300,0.2227880743439241
2400,0.24067232060903715
2500,0.24017556133827112
2600,0.26550103132309905
2700,0.2805879067948164
2800,0.26876678952029653
2900,0.29091653255597794
3000,0.309533966911129
3100,0.3028769611439729
3200,0.30503282709374896
3300,0.33375936290381186
3400,0.33236457995744645
3500,0.3567877775492122
3600,0.35496050877595564
3700,0.3583486415379346
3800,0.36825603408238433
3900,0.36657117156123636
4000,0.38811159209113305
4100,0.37726305091236084
4200,0.39168231523669184
4300,0.38417471365054534
4400,0.41369936498369797
4500,0.415673870049065
4600,0.40948167541431774
4700,0.4178370125466691
4800,0.42113856405535194
4900,0.4191479891288931
5000,0.4288711886196682
