milliseconds,CDK1_active
0,-0.008680497579372237
100,0.016273153786810286
200,0.028282714419836305
300,0.02642798411207462
400,0.03114364502614905
500,0.03982971716873331
600,0.05778106742901684
700,0.07359323192735066
800,0.0776433823788474
900,0.08893648319652654
1000,0.10703684321434527
1100,0.1087244146640233
1200,0.1144273756402821
1300,0.12777571445857214
1400,0.1453724520987853
1500,0.13721108180859196
1600,0.17130207005499243
1700,0.1633399652869361
1800,0.1817252390152641
1900,0.20279716187250746
2000,0.19988175064637678
2100,0.21181425982796317
2200,0.23151646440771498
2300,0.21914681602978683
2400,0.22899019315880487
2500,0.24349684484917727
2600,0.2674851300337811
2700,0.263320105357429
2800,0.28304741467670474
2900,0.2930098642610779
3000,0.2945986008429446
3100,0.31408156021602907
3200,0.3123165659005484
3300,0.31637579044302744
3400,0.33070636645099166
3500,0.3342975387360365
3600,0.33883274524469886
3700,0.35695532752032494
3800,0.3589485860848567
3900,0.3740040722857144
4000,0.3761986178678996
4100,0.3884243428929994
4200,0.3913496951696947
4300,0.3892405388121759
4400,0.4088092621291003
4500,0.41787557346775095
4600,0.41305874396262443
4700,0.4011141500723401
4800,0.4135396079815688
4900,0.4274576706800222
5000,0.4079861180015745
