milliseconds,CDK1_active
0,0.005328359378099756
100,0.0033457618344301396
200,0.023356660731051863
300,0.025184251513183403
400,0.05287274252691298
500,0.06048334175388066
600,0.054299095652432315
700,0.06572320033673083
800,0.07376418235836318
900,0.09956098872260713
1000,0.09953940199569915
1100,0.11849764447611341
1200,0.12898710171541108
1300,0.12287065115485772
1400,0.14961495058581603
1500,0.15223951635220698
1600,0.1566053555138445
1700,0.17476028856282702
1800,0.17286408288325045
1900,0.18844702081642922
2000,0.20089911468362595
2100,0.1966175564660854
2200,0.225490276919132
2300,0.2325195197409127
2400,0.24919098033707002
2500,0.24929251675243538
2600,0.2492887866520307
2700,0.27524296311132834
2800,0.2765311655894979
2900,0.29147632000864265
3000,0.3091645231261873
3100,0.2984555424814618
3200,0.3121900600876804
3300,0.3300117198781798
3400,0.3323677724197063
3500,0.33577244990646776
3600,0.3621161464127676
3700,0.3609898780651342
3800,0.3733250640669122
3900,0.3868800817739886
4000,0.37034443465428574
4100,0.3792665926144202
4200,0.38849645159780616
4300,0.39025405410686653
4400,0.3989255005245017
4500,0.39515262601781315
4600,0.398100526970779
4700,0.4230176560985737
4800,0.4219847882731751
4900,0.42089508946519777
5000,0.4074984220680688
