milliseconds,EC,Z,A,Y
0,1000.0,0.0,0.45,0.36
100,999.8070363888617,0.07268569923698813,0.568825771433709,0.4802779119018026
200,999.6320296075698,0.07699559198498553,0.6847527321774309,0.6509748004456261
300,999.4609321043091,0.08081120347325937,0.7980288445606405,0.8182566922180399
400,999.2936654254471,0.08466491431576671,0.908318246509224,0.9816696602377333
500,999.1302857870452,0.08858857066068299,1.0152398135489262,1.1411256422947424
600,998.9708756265564,0.09260781260119601,1.1183695368111766,1.2965165608429368
700,998.815544000481,0.09675052257972594,1.2172224153061602,1.4477054769398001
800,998.6644306690787,0.10105025265839077,1.3112289628842992,1.5945190782635728
900,998.5177131576487,0.10554986494680883,1.3997041248590525,1.7367369774050943
1000,998.3756192583364,0.1103080416884524,1.4817998493017217,1.8740726999756727
1100,998.2384459492038,0.11541037445138899,1.5564359826209904,2.006143676345506
1200,998.1065987706528,0.1209874944614523,1.62216230700502,2.132413734886347
1300,997.980655246874,0.12726613532977296,1.6769278505033225,2.2520786177968213
1400,997.8615086345822,0.13468700818471704,1.7175554736463334,2.3638043572336405
1500,997.75074694646,0.1443149613142692,1.7382812061479505,2.4649380922263417
1600,997.6519995836535,0.15990898653557828,1.7250266107537569,2.5480914298116604
1700,997.5815389581846,0.21926777839118902,1.5943548419269458,2.559193263424887
1800,997.8770706103904,0.9201480798426696,0.267734352882282,1.5627813097673504
1900,998.4368580682806,0.592877625309613,0.1461420966013239,1.3302643064100614
2000,998.612119134033,0.3115137068368852,0.17382103109267985,1.4363671591308886
2100,998.6371768223172,0.2671031754463368,0.23786615112326695,1.455720002237524
2200,998.7441925359255,0.473553735727744,0.2036209061306769,1.1422537283479193
2300,998.940790556366,0.3809997626918186,0.17390875990087173,1.038209680943507
2400,999.0208389829028,0.3004696590184991,0.2100922507550848,1.0386913580800399
2500,999.0947812318446,0.37755705155073066,0.21915835888827082,0.8876617166058199
2600,999.2473104912401,0.3839570410144399,0.18736480515910398,0.7287324677464644
2700,999.3346598310036,0.29752479284755656,0.21199799435319278,0.7278153761497074
2800,999.3591283917997,0.25726337589638104,0.2592244119691327,0.7436082323044936
2900,999.351908318513,0.22128026462972597,0.31044510567296496,0.7868114168579042
3000,999.2605027346717,0.09992620202519348,0.40631941421794,0.9995710633036362
3100,999.101308353937,0.08947190234069366,0.5229277188446014,1.1692197437227283
3200,998.9426208940678,0.09330119158991873,0.6366441822295369,1.324077914342772
3300,998.788000664123,0.09748291627786015,0.7463498641025249,1.4745164195994507
3400,998.6376394635017,0.10182433923740572,0.8513634186656159,1.6205361972613177
3500,998.4917178703859,0.10637121732109399,0.9509420964036531,1.7619109122935315
3600,998.3504717702116,0.1111873326555218,1.0442184697472454,1.8983408971333933
3700,998.2142134515285,0.11636471695502645,1.130123326757579,2.0294218315170154
3800,998.0833706568727,0.12204859219153688,1.2072556735887299,2.1545807509364394
3900,997.958562205506,0.12849007485242578,1.2736419335947462,2.2729477196421994
4000,997.8407666835257,0.13619667276762998,1.326193439178287,2.383036643707616
4100,997.7317797207207,0.1464525537252078,1.3591695685088245,2.48176772555486
4200,997.6360045319299,0.16430390215531177,1.3574578880542545,2.559691565915416
4300,997.579475908153,0.2685227503009567,1.1869925993384245,2.5120013415469837
4400,997.986935367208,0.8935269224226925,0.20323577945178306,1.4795377103696825
4500,998.4379717739962,0.491668316002189,0.14589130670461192,1.4303599100019857
4600,998.5567774518587,0.2927872995156167,0.1880021840610795,1.5104352486260908
4700,998.598061417078,0.33621403916094467,0.23143774965201533,1.4257245437611474
4800,998.7725825198802,0.4474944053658789,0.178810887092172,1.1399230747540186
4900,998.9135919969443,0.33978093246664176,0.18642041847344776,1.1066270705892232
5000,998.9893080594902,0.33558506931661825,0.2136149780432048,1.0351068711933942
